names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDJPY', 'USDCAD', 'AUDUSD']",100.0,0.98,S
GBPUSD,15,"['AUDNZD', 'EURUSD', 'CHFJPY']",100.0,-1.0,B
EURUSD,10,"['AUDUSD', 'NZDUSD', 'NZDJPY']",100.0,-1.0,B
USDJPY,10,"['NZDJPY', 'USDCAD', 'AUDUSD']",80.0,1.0,S
USDCAD,30,"['GBPAUD', 'EURNZD', 'EURUSD', 'CHFJPY']",80.0,0.88,S
AUDUSD,10,"['AUDJPY', 'EURCHF']",100.0,-0.16,B
NZDUSD,30,['GBPAUD'],80.0,-0.5360213971091952,B
GBPCHF,15,"['AUDJPY', 'CADCHF', 'USDCHF', 'AUDCHF']",80.0,-0.9,B
EURCHF,15,['EURJPY'],80.0,-0.47847291597291614,B
CHFJPY,15,['NZDCHF'],80.0,-0.6440375180375183,B
AUDCHF,15,"['EURJPY', 'GBPJPY', 'CADJPY', 'AUDJPY']",80.0,-0.92,B
NZDCHF,10,['EURAUD'],80.0,0.97,S
GBPJPY,10,['EURCHF'],100.0,0.18557142857142853,S
GBPCAD,15,"['CADCHF', 'NZDCHF', 'EURCAD', 'AUDCAD', 'EURNZD']",100.0,-0.92,B
EURJPY,10,['EURCHF'],100.0,0.08830952380952382,S
EURCAD,10,['AUDUSD'],80.0,-0.34112698412698406,B
EURNZD,10,['EURAUD'],80.0,-1.0,B
CADJPY,20,"['EURUSD', 'GBPCHF']",80.0,-0.49528571428571444,B
NZDJPY,30,"['AUDCAD', 'GBPAUD']",80.0,-0.6662792224115753,B
AUDNZD,15,"['AUDJPY', 'EURJPY']",80.0,0.46962481962481945,S
