date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2019.07.15,-194.0000000000053,-8.999999999992347,-9.000000000014552,-125.0,-69.00000000000794,-2.000000000002,-21.999999999999797,0.0,-121.99999999999989,-21.000000000000796,-12.999999999996348,-156.99999999999602,-332.00000000002206,-55.000000000005045,-97.00000000000841,-26.999999999999247,-56.99999999999594,-9.000000000000341,-1.0000000000047748,-26.0000000000149,,-1347.0000000000657
2019.07.15,-224.9999999999974,222.00000000001108,-1.0000000000065512,-92.99999999998931,-97.9999999999981,24.999999999997247,12.999999999996348,245.0000000000063,53.00000000001415,-21.000000000000796,73.99999999999629,-195.00000000000074,-343.00000000001774,272.00000000000557,-85.99999999999852,-43.999999999999595,-60.000000000015596,2.999999999985903,25.99999999999625,-53.00000000001415,,-286.00000000002933
2019.07.15,-192.00000000000327,310.0000000000103,31.999999999987594,-57.999999999992724,-38.0000000000047,65.00000000000395,85.99999999999719,358.9999999999982,120.00000000000898,43.99999999999693,121.00000000000443,-231.99999999999886,-445.0000000000216,400.00000000000034,-85.00000000000796,11.00000000000545,-62.000000000006494,77.99999999998875,84.99999999999375,-12.999999999996348,,585.9999999999638
2019.07.15,-151.9999999999966,323.0000000000066,60.99999999999994,-33.00000000000125,-36.0000000000138,80.00000000000229,107.00000000000153,378.999999999996,130.0000000000079,88.99999999999864,127.99999999999478,-221.00000000000452,-367.00000000001864,407.0000000000018,-58.9999999999975,38.0000000000047,-43.00000000001525,83.99999999998897,99.99999999999432,-2.0000000000131024,,1012.9999999999369
2019.07.15,-187.9999999999993,283.99999999999534,36.999999999998145,-73.99999999999807,-66.00000000001049,60.99999999999994,80.99999999999774,381.99999999999346,135.00000000001845,102.00000000000387,124.99999999999733,-217.0000000000005,-382.000000000005,411.0000000000058,-76.99999999999818,58.000000000002494,-5.999999999994898,94.99999999999886,97.99999999999898,-32.0000000000098,,826.9999999999942
2019.07.15,-180.0000000000024,295.0000000000008,41.99999999998649,-49.99999999999716,-76.0000000000094,43.00000000000415,98.99999999999353,346.9999999999862,118.00000000001809,48.99999999999238,97.9999999999981,-219.00000000000253,-353.00000000000864,436.9999999999985,-67.99999999999784,85.00000000000173,-39.999999999995595,22.999999999996135,69.99999999999318,21.00000000000435,,740.9999999999601
2019.07.15,-148.99999999999915,270.99999999999903,47.99999999998139,-12.999999999991019,-79.00000000000685,46.999999999997044,102.99999999999754,310.9999999999946,106.00000000000608,66.0000000000025,102.00000000000209,-248.00000000000378,-311.00000000000705,419.9999999999982,-24.00000000000091,95.00000000000064,-141.99999999999767,29.999999999986926,73.99999999999807,38.99999999998904,,745.9999999999468
2019.07.15,-136.99999999999824,261.0000000000001,47.99999999998139,-12.999999999991019,-87.99999999999919,60.99999999999994,161.99999999999548,296.9999999999917,106.00000000000608,78.99999999999352,105.99999999999498,-285.00000000000193,-283.00000000001546,395.000000000012,-27.000000000001023,103.00000000000864,-209.00000000001472,32.99999999998704,143.00000000000068,90.99999999999665,,842.9999999999468
2019.07.15,-165.9999999999995,229.99999999999687,36.999999999998145,-36.000000000001364,-141.99999999999767,7.0000000000014495,171.99999999999437,285.00000000000193,101.00000000001774,84.00000000000318,75.00000000000284,-346.9999999999973,-269.00000000000546,404.0000000000044,-49.000000000006594,130.0000000000079,-405.0000000000109,5.9999999999860165,167.99999999999216,164.99999999999292,,449.9999999999811
2019.07.15,-204.00000000000418,181.9999999999933,-9.999999999998899,-75.9999999999934,-161.00000000001114,-2.000000000002,201.99999999999108,287.9999999999994,105.00000000002174,67.99999999999784,51.99999999999649,-375.9999999999986,-281.0000000000059,397.0000000000029,-57.00000000000216,110.99999999999443,-449.0000000000105,-1.0000000000047748,185.00000000000227,252.99999999999213,,225.99999999996
