date,USDCAD,EURGBP,GBPCAD,GBPAUD,EURJPY,AUDJPY,empty,sum
2021.09.13,-34.99999999998504,-160.00000000000458,0.0,0.0,-22.00000000001978,-28.000000000005798,,-245.0000000000152
2021.09.13,-49.99999999999449,-166.99999999999494,-60.99999999999994,338.0000000000161,9.999999999990905,-19.000000000005457,,51.000000000012164
2021.09.13,-75.99999999998718,-168.99999999999693,66.99999999999484,224.000000000002,-4.000000000019099,58.9999999999975,,100.99999999999113
2021.09.13,-54.99999999998284,-161.99999999999548,177.99999999998929,96.00000000000719,15.999999999991132,189.99999999999773,,263.00000000000705
2021.09.13,-51.99999999998539,-160.00000000000458,188.9999999999947,107.00000000001265,18.999999999977035,189.99999999999773,,292.99999999999216
2021.09.13,-17.000000000000348,-139.99999999999568,167.00000000000603,175.99999999999838,48.00000000000182,222.99999999999898,,457.0000000000092
2021.09.13,-93.99999999999409,-154.99999999999403,143.00000000000423,188.00000000001037,62.99999999998818,186.9999999999976,,332.0000000000123
2021.09.13,-96.99999999999153,-149.99999999999457,178.99999999999582,219.00000000001364,54.9999999999784,174.99999999999716,,380.9999999999989
2021.09.13,-66.99999999999484,-151.9999999999966,106.99999999999044,200.00000000000017,25.999999999982037,183.9999999999975,,297.99999999997874
2021.09.13,-112.99999999998533,-160.00000000000458,103.99999999999298,185.00000000001293,15.999999999991132,170.0000000000017,,202.00000000000887
2021.09.13,-114.99999999999844,-136.00000000000279,116.99999999998934,280.0000000000136,-36.000000000001364,137.00000000000045,,247.0000000000008
2021.09.13,-19.999999999997797,-127.99999999999478,114.99999999999844,295.0000000000008,18.000000000000682,188.99999999999295,,469.0000000000003
2021.09.13,9.999999999998899,-90.99999999999665,62.99999999999084,333.0000000000055,1.999999999981128,183.9999999999975,,500.9999999999772
2021.09.13,53.999999999998494,-82.99999999999974,85.00000000000173,402.0000000000135,25.999999999982037,149.0000000000009,,632.9999999999969
2021.09.13,30.0000000000189,-105.99999999999498,51.000000000001044,367.0000000000062,1.999999999981128,141.9999999999959,,486.0000000000082
2021.09.13,-88.99999999998354,-109.99999999999899,42.0000000000087,379.0000000000182,-60.000000000002274,21.99999999999136,,184.00000000003342
2021.09.13,-147.99999999999258,-129.00000000000134,17.000000000000348,554.00000000001,-88.00000000002228,-42.00000000000159,,163.99999999999255
2021.09.13,-98.99999999998244,-121.99999999999989,-100.99999999999554,472.00000000000574,-54.000000000002046,16.999999999995907,,113.00000000002177
2021.09.13,30.0000000000189,-102.00000000000209,-177.00000000000495,425.0000000000087,-13.00000000000523,93.99999999999409,,257.00000000000944
2021.09.13,5.000000000010552,-127.99999999999478,-347.0000000000084,167.00000000000603,-44.00000000001114,159.9999999999966,,-187.00000000000114
2021.09.13,-107.99999999999699,-141.00000000000225,-303.9999999999932,41.000000000002146,-52.99999999999727,159.9999999999966,,-404.9999999999909
2021.09.13,6.000000000017103,-137.9999999999937,-282.0000000000045,9.000000000014552,-10.000000000019327,268.99999999999125,,-145.9999999999946
2021.09.13,7.0000000000014495,-114.00000000000298,-269.00000000000813,-4.999999999988347,-20.000000000010232,286.9999999999919,,-114.00000000001631
2021.09.13,48.000000000003595,-148.99999999999915,-287.9999999999994,-31.000000000003247,30.99999999997749,301.9999999999925,,-87.0000000000282
2021.09.13,76.0000000000094,-126.0000000000039,-255.99999999998957,25.00000000000835,49.99999999998295,292.99999999999216,,61.999999999999375
2021.09.13,51.000000000001044,-112.99999999999643,-259.0000000000092,117.00000000001154,37.99999999998249,271.99999999999136,,105.99999999998079
2021.09.13,100.0000000000112,-85.99999999999719,-218.00000000000708,145.00000000001734,28.999999999996362,308.9999999999975,,279.00000000001813
2021.09.13,-8.999999999992347,-39.999999999995595,-113.99999999999189,224.000000000002,-90.00000000000341,212.99999999999386,,184.00000000001262
2021.09.13,-26.999999999999247,-2.999999999997449,-124.99999999999733,351.0000000000124,-105.00000000001819,192.99999999999784,,283.999999999998
2021.09.13,-82.99999999998863,-17.000000000000348,-73.99999999999629,364.00000000000875,-143.00000000000068,161.99999999999193,,209.00000000001472
2021.09.13,-17.999999999984695,43.00000000000415,-1.0000000000065512,351.0000000000124,-152.00000000001523,201.99999999999818,,425.00000000000824
2021.09.13,1.0000000000065512,41.9999999999976,-83.00000000001084,165.00000000001512,-92.00000000001296,260.9999999999957,,293.99999999999113
2021.09.13,154.0000000000097,-0.999999999995449,-256.99999999999613,60.99999999999994,-72.00000000000273,337.0000000000033,,222.00000000001862
2021.09.13,124.00000000001299,-65.99999999999939,-234.00000000000088,123.00000000000644,-43.00000000000637,222.99999999999898,,127.00000000001178
2021.09.13,139.00000000000023,-151.00000000000114,-276.9999999999939,146.00000000000168,-28.00000000002001,167.0000000000016,,-4.000000000011568
2021.09.13,60.99999999999994,-166.99999999999494,-307.99999999999716,96.00000000000719,-58.9999999999975,179.00000000000205,,-197.99999999998045
2021.09.13,174.00000000000747,-99.00000000000463,-160.00000000000458,140.0000000000068,20.999999999986585,245.9999999999951,,321.99999999998676
2021.09.13,314.99999999999864,-122.99999999999534,-303.0000000000088,90.00000000001229,96.99999999997999,317.99999999999784,,393.9999999999846
2021.09.13,217.0000000000005,-107.99999999999699,-285.00000000000193,147.00000000000824,70.99999999999795,278.99999999999636,,321.00000000000415
2021.09.13,143.00000000000423,-124.99999999999733,-167.9999999999904,162.00000000001768,103.999999999985,275.99999999999625,,392.00000000001546
2021.09.13,114.99999999999844,-149.99999999999457,-126.0000000000039,168.99999999999693,133.99999999998613,272.99999999999613,,414.9999999999792
2021.09.13,79.00000000000685,-134.0000000000008,-93.00000000000975,238.0000000000049,84.99999999997954,236.99999999999477,,411.9999999999755
2021.09.13,8.000000000008,-124.00000000000189,-89.00000000000574,282.0000000000045,75.9999999999934,200.9999999999934,,353.9999999999917
2021.09.13,-0.9999999999843467,-129.9999999999968,-106.00000000000608,253.00000000001432,64.99999999999773,176.00000000000193,,257.0000000000268
2021.09.13,49.00000000001015,-149.99999999999457,-139.00000000000023,251.00000000000122,86.99999999998909,189.99999999999773,,288.0000000000034
2021.09.13,160.00000000000458,-139.99999999999568,-208.99999999999253,153.00000000000313,132.99999999998136,256.0000000000002,,353.0000000000011
2021.09.13,236.00000000001398,-134.99999999999625,-286.99999999999284,127.00000000001043,145.99999999998658,313.99999999999295,,401.0000000000149
2021.09.13,316.0000000000052,-134.0000000000008,-322.00000000000006,65.00000000000395,171.99999999999704,326.9999999999982,,424.0000000000035
2021.09.14,290.00000000001245,-110.99999999999443,-408.9999999999927,-168.99999999999693,44.999999999987494,231.99999999999932,,-121.99999999998482
2021.09.14,317.0000000000117,-126.99999999999933,-384.9999999999909,-24.999999999986144,99.99999999999432,284.9999999999966,,165.00000000002626
2021.09.14,331.0000000000146,-136.00000000000279,-310.0000000000103,2.0000000000131024,171.99999999999704,343.9999999999941,,403.0000000000058
2021.09.14,318.00000000001825,-124.99999999999733,-273.9999999999965,97.9999999999981,177.99999999999727,353.9999999999992,,549.000000000019
2021.09.14,313.00000000000773,-129.9999999999968,-289.0000000000059,123.00000000000644,174.99999999998295,325.00000000000284,,516.9999999999973
2021.09.14,314.00000000001427,-127.99999999999478,-283.000000000011,131.00000000001444,145.99999999998658,298.0000000000018,,478.0000000000113
2021.09.14,251.00000000000122,-126.99999999999933,-259.0000000000092,212.00000000001216,105.99999999999454,229.99999999998977,,412.99999999998914
2021.09.14,290.00000000001245,-109.00000000000354,-283.000000000011,182.99999999999983,118.99999999999977,265.99999999999113,,465.99999999998863
2021.09.14,287.000000000015,-110.99999999999443,-286.00000000000847,141.99999999999767,186.9999999999834,292.99999999999216,,511.99999999998533
2021.09.14,259.0000000000092,-102.99999999999754,-279.00000000000705,182.99999999999983,209.00000000000318,295.0000000000017,,564.0000000000093
2021.09.14,275.000000000003,-122.99999999999534,-218.99999999999142,229.00000000001253,240.99999999998545,308.9999999999975,,712.0000000000117
2021.09.14,321.0000000000157,-129.00000000000134,-215.00000000000963,170.00000000000347,280.9999999999775,363.9999999999901,,791.9999999999758
2021.09.14,257.0000000000183,-126.99999999999933,-178.00000000001148,252.0000000000078,298.0000000000018,243.99999999999977,,746.0000000000168
2021.09.14,243.00000000001543,-136.00000000000279,-177.00000000000495,477.0000000000163,287.9999999999825,168.99999999999693,,864.0000000000034
2021.09.14,270.00000000001467,-126.99999999999933,-160.00000000000458,631.0000000000038,294.9999999999875,176.9999999999925,,1085.9999999999945
2021.09.14,265.0000000000041,-143.00000000000423,-211.00000000000563,684.000000000018,272.99999999999613,96.9999999999942,,965.0000000000025
2021.09.14,248.00000000000378,-148.0000000000037,-191.99999999999218,727.0000000000109,269.9999999999818,102.99999999999443,,1007.9999999999951
