date,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.01.16,-199.00000000000472,-55.999999999997385,-53.00000000000304,-51.99999999999649,-62.00000000001182,0.0,-498.00000000002063,-41.99999999998738,-129.0000000000049,0.0,-118.99999999999133,,-1210.0000000000177
2017.01.16,76.99999999999375,45.000000000001705,-53.999999999998494,104.99999999999955,424.99999999998295,251.99999999999534,-238.0000000000049,70.00000000000739,224.99999999999432,227.00000000000387,-170.99999999999892,,962.9999999999766
2017.01.16,168.99999999999693,-46.00000000000648,24.000000000001798,187.00000000000384,138.99999999998158,169.9999999999875,-215.00000000000963,-40.99999999999682,226.99999999998965,308.00000000000693,-236.99999999999832,,684.999999999957
2017.01.16,198.99999999999363,-61.00000000000705,70.99999999999883,207.00000000000162,181.99999999998795,143.99999999999125,-150.00000000000568,-15.000000000000568,221.9999999999942,262.00000000000045,-226.99999999999943,,833.9999999999551
2017.01.16,112.99999999999643,1.0000000000047748,63.99999999999739,129.9999999999968,335.9999999999843,196.99999999998852,-323.0000000000066,1.0000000000047748,241.99999999999022,206.00000000000307,-212.99999999999653,,753.9999999999632
2017.01.16,112.000000000001,63.99999999999295,38.0000000000047,101.00000000000664,353.00000000000864,256.0000000000002,-387.000000000004,15.000000000000568,259.00000000000034,246.00000000000932,-184.99999999999073,,872.0000000000298
2017.01.16,51.99999999999649,75.00000000000284,65.99999999999939,70.0000000000034,455.99999999998886,283.00000000000125,-460.000000000016,68.00000000001205,206.99999999999363,169.00000000001114,-161.99999999999548,,823.9999999999975
2017.01.16,-59.000000000009045,46.999999999997044,51.99999999999649,-15.999999999993797,379.99999999999545,230.99999999999454,-597.0000000000031,11.00000000000989,164.99999999999204,80.0000000000125,-90.0000000000012,,203.99999999999085
2017.01.16,-56.0000000000005,-123.99999999999523,51.000000000001044,14.999999999998348,18.000000000000682,27.999999999991587,-533.0000000000057,-115.99999999999966,1.9999999999953388,-28.999999999996362,-113.99999999999189,,-858.0000000000024
2017.01.16,-12.000000000000899,-212.0000000000033,60.99999999999994,12.000000000000899,-141.9999999999959,-58.000000000006935,-529.0000000000017,-182.99999999999272,-61.00000000000705,-81.99999999999363,-46.999999999997044,,-1252.9999999999984
2017.01.16,-131.00000000000333,-177.99999999999727,48.99999999999905,-87.99999999999919,-24.00000000000091,-17.000000000010118,-712.0000000000015,-145.99999999998658,-88.00000000000807,-159.9999999999966,-29.999999999996696,,-1525.000000000001
2017.01.16,-164.00000000000858,-180.99999999999739,39.00000000000014,-93.99999999999409,56.99999999998795,-61.00000000000705,-726.0000000000044,-128.0000000000001,-49.000000000006594,-181.99999999998795,3.0000000000085514,,-1486.0000000000095
2017.01.16,-140.0000000000068,-180.00000000000682,82.00000000000429,-48.99999999999905,140.99999999999113,-59.00000000001171,-614.0000000000034,-115.99999999999966,-52.00000000000671,-162.9999999999967,4.999999999999449,,-1145.000000000036
2017.01.16,-133.00000000000534,-165.99999999999682,82.99999999999974,-34.000000000000696,162.9999999999825,-14.000000000010004,-590.0000000000016,-123.99999999999523,-49.99999999999716,-100.99999999999909,7.0000000000014495,,-959.0000000000223
2017.01.16,-99.00000000000463,-268.0000000000007,60.99999999999994,-31.000000000003247,-88.99999999999864,-148.00000000001035,-611.000000000006,-231.99999999999932,-174.0000000000066,-204.9999999999983,9.999999999998899,,-1786.0000000000289
2017.01.16,-128.00000000000588,-228.9999999999992,58.99999999999794,-95.00000000000064,-26.00000000001046,-96.00000000000364,-751.0000000000127,-188.99999999999295,-153.0000000000058,-231.99999999999932,42.0000000000087,,-1798.0000000000239
2017.01.16,-104.00000000000409,-308.00000000000693,48.000000000003595,-83.9999999999952,-151.00000000001046,-171.00000000000648,-729.0000000000018,-268.0000000000007,-222.99999999999898,-262.00000000000045,23.00000000000635,,-2229.000000000015
2017.01.16,-92.00000000000318,-492.999999999995,39.00000000000014,-73.99999999999629,-322.00000000000273,-384.00000000000034,-706.0000000000066,-400.99999999999625,-362.000000000009,-351.99999999998965,40.00000000000669,,-3106.999999999992
2017.01.16,-101.00000000000664,-498.9999999999952,39.00000000000014,-58.000000000002494,-686.000000000007,-398.00000000001035,-502.00000000000244,-319.9999999999932,-278.0000000000058,-313.99999999999295,-18.999999999991246,,-3136.0000000000077
2017.01.16,-121.99999999999989,-344.0000000000083,58.99999999999794,-119.99999999999788,-442.0000000000073,-350.9999999999991,-653.999999999999,-218.9999999999941,-246.9999999999999,-289.0000000000015,104.00000000000409,,-2625.000000000005
2017.01.16,-245.0000000000063,-415.00000000000625,48.000000000003595,-148.99999999999915,-134.00000000001455,-364.0000000000043,-689.0000000000063,-241.99999999999022,-268.0000000000007,-334.99999999999375,96.00000000000719,,-2697.000000000011
2017.01.16,-260.00000000000466,-421.0000000000065,127.99999999999478,-71.99999999999429,-93.99999999999409,-368.0000000000092,-643.0000000000158,-250.0,-293.00000000000637,-337.99999999999386,119.00000000000244,,-2492.0000000000277
2017.01.16,-282.99999999999994,-359.99999999999943,168.00000000000148,-63.00000000000195,304.00000000000205,-286.00000000000136,-619.000000000014,-122.99999999999045,-152.00000000000102,-248.99999999999523,99.00000000000463,,-1563.9999999999952
2017.01.16,-221.00000000000452,-281.9999999999965,170.00000000000347,-26.000000000003798,632.000000000005,-192.00000000000728,-569.0000000000194,-60.99999999999284,-73.99999999999807,-149.0000000000009,56.0000000000005,,-716.0000000000144
2017.01.16,-161.00000000000003,-355.000000000004,185.00000000000182,26.000000000003798,412.9999999999825,-272.00000000000557,-392.00000000001455,-108.99999999999466,-88.99999999999864,-158.00000000000125,53.999999999998494,,-858.000000000032
2017.01.16,-221.00000000000452,-311.9999999999976,182.99999999999983,-34.000000000000696,346.00000000000364,-256.0000000000002,-515.000000000021,-93.99999999999409,-52.00000000000671,-189.99999999999773,38.0000000000047,,-1107.0000000000143
2017.01.16,-261.0000000000001,-295.0000000000017,144.99999999999514,-63.00000000000195,461.9999999999891,-240.0000000000091,-573.0000000000013,-119.99999999999034,-117.00000000000443,-235.99999999999,67.00000000000594,,-1231.0000000000086
2017.01.16,-221.00000000000452,-370.00000000000455,185.00000000000182,-68.99999999999685,400.0000000000057,-309.0000000000117,-569.0000000000194,-105.99999999999454,-169.00000000001114,-281.9999999999965,134.0000000000008,,-1376.000000000031
2017.01.16,-216.0000000000051,-353.9999999999992,163.99999999999747,-56.99999999999594,257.000000000005,-310.0000000000023,-561.0000000000115,-140.99999999999113,-198.99999999999807,-289.99999999999204,82.00000000000429,,-1624.9999999999882
2017.01.16,-130.0000000000079,-283.00000000000125,129.9999999999968,29.999999999996696,368.9999999999998,-288.0000000000109,-354.0000000000099,-110.99999999999,-75.00000000000284,-143.99999999999125,31.000000000003247,,-825.0000000000175
2017.01.16,-57.00000000000705,-212.0000000000033,38.0000000000047,-7.0000000000014495,394.9999999999818,-283.00000000000125,-285.00000000000193,-161.99999999999193,-85.99999999999852,-85.99999999999852,-42.999999999993044,,-788.0000000000106
