date,EURUSD,EURCHF,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2018.01.29,0.0,-148.99999999999915,-63.000000000013046,-10.000000000005116,-26.999999999999247,-112.000000000001,,-361.0000000000175
2018.01.29,53.999999999998494,-45.99999999999049,-25.00000000000835,-100.00000000000853,107.00000000000153,-121.99999999999989,,-132.00000000000722
2018.01.29,22.0000000000109,-97.9999999999981,-2.0000000000131024,-69.00000000000261,168.00000000000148,-65.00000000000395,,-44.00000000000537
2018.01.29,-53.999999999998494,-104.99999999999955,192.99999999999872,-8.000000000009777,239.0000000000003,0.9999999999843467,,265.9999999999756
2018.01.29,-61.99999999998429,-129.00000000000134,31.999999999987594,-87.0000000000033,158.0000000000026,-111.00000000001664,,-199.00000000001535
2018.01.29,-61.99999999998429,-154.99999999999403,-29.00000000001235,-32.00000000001069,128.00000000000588,-154.0000000000097,,-304.0000000000052
2018.01.29,38.0000000000047,-184.00000000000637,-236.00000000001398,-35.0000000000108,-8.999999999992347,-274.00000000001864,,-700.0000000000375
2018.01.29,192.00000000001438,-184.99999999999073,-259.0000000000092,-45.000000000001705,8.000000000008,-246.99999999999721,,-535.9999999999765
2018.01.29,253.99999999999866,-252.99999999999213,-207.00000000000162,-25.000000000005684,4.999999999999449,-175.00000000001404,,-401.00000000001535
2018.01.29,243.00000000001543,-248.00000000000378,-89.00000000000574,11.999999999986244,59.000000000009045,-92.00000000000318,,-115.00000000000199
2018.01.29,196.0000000000184,-262.999999999991,-168.99999999999693,-8.000000000009777,43.00000000000415,-141.00000000001333,,-341.9999999999885
2018.01.29,62.000000000006494,-263.99999999999756,-214.00000000000307,-68.00000000001205,53.00000000000304,-131.00000000001444,,-562.0000000000176
2018.01.29,70.99999999999883,-252.99999999999213,-191.00000000000784,-51.00000000000193,79.00000000000685,-80.99999999999774,,-425.999999999994
2018.01.29,40.0000000000178,-259.0000000000092,-148.00000000001478,-46.00000000000648,108.00000000000809,-79.00000000000685,,-384.0000000000115
2018.01.29,72.0000000000054,-259.0000000000092,-173.00000000000094,-26.00000000001046,82.99999999999974,-104.99999999999955,,-408.000000000015
2018.01.29,80.99999999999774,-265.0000000000041,-272.00000000000557,-40.00000000000625,56.0000000000005,-95.00000000000064,,-535.0000000000183
2018.01.29,-8.999999999992347,-293.99999999999426,-344.00000000001097,-17.000000000010118,58.000000000002494,-94.00000000001629,,-700.0000000000214
2018.01.29,102.00000000000209,-333.0000000000055,-221.00000000000452,-18.000000000000682,73.00000000000084,-95.00000000000064,,-492.0000000000084
2018.01.29,-29.999999999996696,-334.00000000001205,-405.0000000000109,-18.000000000000682,75.00000000000284,-144.0000000000108,,-856.0000000000283
2018.01.29,148.99999999999915,-374.999999999992,-402.9999999999978,19.99999999999602,24.000000000001798,-143.00000000000423,,-727.999999999997
2018.01.29,167.00000000000603,-378.999999999996,-239.99999999999577,-34.000000000006025,65.99999999999939,-107.00000000001265,,-527.0000000000051
2018.01.29,167.00000000000603,-384.00000000000654,-117.00000000001154,-38.000000000010914,148.99999999999915,-8.000000000008,,-231.00000000003183
2018.01.29,124.00000000001299,-434.000000000001,-277.00000000001614,-41.00000000001103,70.0000000000034,-185.00000000001293,,-743.0000000000248
2018.01.29,95.00000000000064,-377.0000000000051,-418.0000000000073,-137.00000000000045,59.000000000009045,-218.00000000000708,,-996.0000000000102
2018.01.29,-19.999999999997797,-397.0000000000029,-499.000000000005,-197.00000000000273,87.99999999999919,-226.99999999999943,,-1252.0000000000086
2018.01.29,11.00000000000545,-380.00000000000256,-290.00000000001245,-175.00000000001137,104.99999999999955,-225.00000000000853,,-954.0000000000299
2018.01.29,214.00000000000307,-187.00000000000384,-192.00000000001438,-124.00000000000944,48.000000000003595,-230.00000000001907,,-471.00000000004
2018.01.29,236.00000000001398,-130.99999999999224,-120.00000000000898,-112.00000000000898,54.00000000000959,-195.00000000001182,,-267.99999999999847
2018.01.29,219.00000000001364,-78.00000000000028,24.000000000001798,-125.0,41.000000000002146,-141.99999999999767,,-60.999999999980375
