date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.08.15,-31.999999999998696,0.0,-9.999999999998899,0.0,0.0,-150.00000000000568,-13.00000000000523,-111.00000000000554,-21.999999999999797,-139.99999999999568,-28.999999999996362,-134.00000000001188,-9.999999999998899,-82.00000000000429,0.0,-102.00000000000387,-85.00000000000173,,-920.0000000000265
2016.08.15,88.99999999999464,5.999999999994898,35.00000000000725,4.000000000004,52.000000000007596,-138.0000000000159,-9.000000000000341,-128.00000000000588,80.00000000000229,-143.00000000000423,25.000000000005684,-43.00000000001525,-75.99999999998718,-76.99999999999375,62.99999999998818,97.99999999999898,-106.00000000000608,,-268.00000000002507
2016.08.15,107.00000000000153,-79.00000000000685,19.999999999997797,-36.999999999998145,69.00000000000794,-124.99999999999733,96.00000000000364,-33.000000000005244,134.99999999999625,-195.00000000000074,9.000000000014552,-58.000000000002494,-139.00000000000023,-208.00000000000819,62.99999999998818,194.99999999999318,-229.99999999999687,,-410.000000000013
2016.08.15,170.00000000000347,-55.99999999998939,99.00000000000463,12.999999999996348,92.00000000000318,-80.99999999999774,70.99999999999795,109.99999999999899,190.00000000000128,-190.99999999999673,-101.99999999997544,-87.99999999999919,87.99999999999919,-102.00000000000209,74.99999999998863,191.0000000000025,-258.0000000000027,,221.00000000003297
2016.08.15,165.00000000000404,-92.99999999998754,130.99999999999224,-24.999999999997247,60.00000000000449,-73.00000000001194,125.0,75.9999999999983,158.0000000000026,-199.00000000000472,-42.999999999977945,-33.00000000001635,24.000000000001798,-140.99999999999113,85.99999999999852,203.00000000000296,-231.0000000000034,,190.00000000001472
2016.08.15,146.00000000000168,-62.99999999999084,137.00000000000932,-17.000000000000348,70.0000000000034,-70.99999999999883,182.99999999999272,90.0000000000012,146.00000000000168,-187.9999999999993,35.00000000002501,-31.000000000003247,28.000000000005798,-123.99999999999079,123.99999999999523,209.99999999999375,-221.00000000000452,,454.00000000004184
2016.08.15,143.00000000000423,-63.99999999999739,82.00000000000429,-68.00000000000139,8.000000000008,-143.00000000000423,138.9999999999958,95.99999999999609,118.00000000000699,-177.00000000000495,20.000000000010232,-32.0000000000098,-144.99999999999514,-104.99999999999955,112.99999999999955,173.00000000000182,-211.00000000000563,,-52.999999999991076
2016.08.15,200.00000000000017,-129.00000000000134,161.00000000001114,-178.00000000000037,-48.99999999999905,-178.00000000001148,117.00000000000443,75.9999999999983,78.00000000000028,-156.00000000000057,72.00000000000273,52.99999999999194,-387.99999999998835,-164.99999999999292,94.99999999999886,162.9999999999967,-226.99999999999943,,-454.999999999989
2016.08.15,219.00000000000253,-116.00000000000499,208.00000000000819,-134.99999999999625,-35.999999999991594,-343.00000000000443,171.99999999999704,78.99999999999574,94.00000000000519,-90.0000000000012,210.00000000000796,202.9999999999976,-488.9999999999839,-161.99999999999548,125.0,191.99999999999307,-202.9999999999976,,-71.99999999996814
2016.08.15,224.000000000002,-112.000000000001,181.00000000000892,-116.00000000000499,-0.999999999995449,-445.0000000000065,176.9999999999925,100.00000000000009,128.00000000000588,-1.0000000000065512,362.0000000000232,350.9999999999902,-580.999999999987,-131.99999999999878,134.00000000000034,214.9999999999892,-243.00000000000432,,241.00000000000773
2016.08.15,227.99999999999488,-119.99999999998678,177.00000000000495,-134.0000000000008,-36.999999999998145,-443.99999999999994,128.99999999999068,70.0000000000034,109.00000000000354,2.000000000002,294.00000000001114,362.99999999998,-593.9999999999834,-161.99999999999548,89.9999999999892,156.99999999999648,-231.99999999999886,,-103.99999999998707
2016.08.15,244.99999999999523,-119.00000000000244,236.99999999999832,-148.99999999999915,-182.99999999999983,-350.00000000000585,122.99999999999045,85.00000000000173,-24.999999999997247,-26.999999999999247,274.0000000000009,326.9999999999884,-503.99999999999335,-161.00000000001114,93.99999999999409,6.000000000000227,-151.00000000000114,,-278.00000000004
2016.08.15,251.00000000000122,-104.99999999999955,225.99999999999287,-117.00000000000044,-100.99999999999554,-398.00000000000944,126.99999999999534,122.99999999999534,53.999999999998494,-17.999999999995797,289.0000000000157,324.9999999999975,-499.9999999999893,-137.00000000000932,112.99999999999955,79.9999999999983,-41.000000000002146,,170.99999999999272
2016.08.15,239.0000000000003,-92.00000000000318,180.0000000000024,-88.99999999999464,-119.99999999999788,-409.99999999999926,78.99999999999352,122.99999999999534,24.000000000001798,14.000000000002899,272.0000000000198,363.9999999999866,-470.9999999999992,-126.0000000000039,72.99999999999329,30.9999999999917,-26.000000000003798,,64.99999999998572
2016.08.15,231.0000000000034,-86.99999999999264,143.00000000000423,-63.99999999999739,-78.00000000000028,-389.0000000000171,78.00000000000296,136.99999999999824,60.99999999999994,-36.0000000000027,247.0000000000141,249.99999999999466,-414.00000000000324,-93.99999999999409,81.99999999999363,43.99999999999693,-60.99999999999994,,50.00000000000068
2016.08.15,234.99999999999633,-87.99999999999919,167.9999999999904,-87.00000000000374,-79.99999999999119,-324.0000000000132,105.99999999999454,146.00000000000168,63.99999999999739,-65.99999999999939,203.00000000000296,186.99999999998164,-371.99999999999454,-100.0000000000112,122.99999999999045,79.9999999999983,-14.000000000002899,,180.99999999993832
2016.08.15,224.000000000002,-96.99999999999153,153.00000000000313,-80.99999999999774,-101.99999999999099,-280.9999999999979,108.99999999999466,143.9999999999997,41.9999999999976,-87.00000000000374,150.00000000000568,129.99999999998568,-310.9999999999946,-72.99999999998974,122.99999999999045,51.00000000000193,-11.00000000000545,,83.00000000000912
2016.08.15,215.99999999999397,-75.99999999998718,106.00000000000608,-21.00000000000435,-90.99999999999665,-354.0000000000099,84.99999999999375,156.00000000000057,46.999999999997044,-85.00000000000173,152.00000000001523,133.99999999998968,-220.99999999998232,-69.9999999999923,120.99999999999511,36.000000000001364,-26.000000000003798,,109.0000000000146
2016.08.15,219.00000000000253,-82.00000000000429,63.99999999999739,17.000000000000348,-104.99999999999955,-377.0000000000051,-19.99999999999602,161.00000000000003,43.999999999999595,-75.00000000000284,29.000000000024784,125.99999999998168,-159.99999999998238,-65.00000000000395,46.999999999997044,-25.000000000005684,-17.000000000000348,,-218.9999999999968
2016.08.15,165.9999999999995,-53.999999999998494,15.999999999993797,83.9999999999952,-17.999999999995797,-429.00000000001273,-60.000000000002274,170.99999999999892,94.00000000000519,-68.99999999999685,90.00000000000341,147.99999999999258,-156.00000000000057,-62.000000000006494,42.999999999992156,3.9999999999906777,-97.00000000000264,,-129.00000000004445
2016.08.15,136.00000000000279,0.0,-103.00000000000864,131.99999999999878,79.00000000000685,-412.9999999999967,-58.000000000006935,173.9999999999964,168.99999999999693,-80.00000000000229,20.000000000010232,-7.0000000000014495,-75.99999999998718,-70.99999999999883,49.99999999999716,111.99999999999477,-190.99999999999673,,-126.99999999999487
2016.08.15,87.99999999999919,-14.000000000002899,-160.99999999998892,190.00000000000128,133.00000000000534,-314.00000000001427,-49.99999999999716,212.99999999999653,207.99999999999707,-185.00000000000182,-181.99999999998795,-239.00000000001143,139.00000000000023,55.99999999998939,84.99999999999375,125.0,-146.00000000000168,,-54.00000000002336
2016.08.15,82.00000000000429,-5.999999999994898,-151.9999999999966,177.00000000000495,152.00000000000767,-263.00000000001324,-5.000000000009663,185.99999999999727,185.99999999999727,-182.99999999999983,-151.9999999999868,-267.0000000000172,141.00000000001333,45.000000000006146,117.999999999995,162.9999999999967,-160.00000000000458,,61.99999999999977
