date,EURJPY,AUDJPY,AUDNZD,empty,sum
2016.06.13,-39.00000000000148,-78.99999999999352,-147.00000000000824,,-265.00000000000324
2016.06.13,-57.999999999992724,-137.99999999999102,-104.99999999999955,,-300.9999999999833
2016.06.13,-174.99999999999716,-203.00000000000296,-52.000000000007596,,-430.00000000000773
2016.06.13,-106.99999999999932,-100.99999999999909,-32.0000000000098,,-240.0000000000082
2016.06.13,-239.99999999999488,-158.00000000000125,-78.00000000000028,,-475.9999999999964
2016.06.13,-615.9999999999997,-412.9999999999967,-53.999999999998494,,-1082.9999999999948
2016.06.13,-473.99999999998954,-298.0000000000018,-59.000000000009045,,-831.0000000000005
2016.06.13,-512.999999999991,-450.00000000000284,-65.00000000000395,,-1027.9999999999977
2016.06.13,-786.9999999999919,-566.9999999999931,14.000000000002899,,-1339.999999999982
2016.06.13,-917.9999999999922,-609.9999999999994,92.00000000000318,,-1435.9999999999884
2016.06.13,-894.999999999996,-557.9999999999927,134.99999999999625,,-1317.9999999999923
2016.06.13,-783.0000000000013,-462.99999999999386,146.00000000000168,,-1099.9999999999934
2016.06.13,-774.9999999999915,-476.99999999998965,197.99999999998707,,-1053.999999999994
2016.06.13,-765.0000000000006,-441.99999999999307,177.99999999998929,,-1029.0000000000043
2016.06.13,-900.9999999999962,-595.9999999999894,197.00000000000273,,-1299.999999999983
2016.06.13,-1031.9999999999964,-700.9999999999934,243.99999999999977,,-1488.99999999999
2016.06.13,-1100.999999999999,-695.999999999998,234.00000000000088,,-1562.9999999999961
2016.06.13,-1088.9999999999986,-652.000000000001,272.99999999998994,,-1468.0000000000095
2016.06.13,-1137.999999999991,-697.0000000000027,263.99999999999756,,-1570.9999999999961
2016.06.13,-915.9999999999968,-536.9999999999919,268.0000000000016,,-1184.999999999987
2016.06.13,-820.999999999998,-450.9999999999934,139.9999999999846,,-1132.0000000000068
2016.06.13,-694.0000000000026,-368.9999999999998,168.99999999999693,,-894.0000000000053
2016.06.13,-590.999999999994,-298.9999999999924,209.9999999999991,,-679.9999999999873
2016.06.13,-735.99999999999,-367.999999999995,217.0000000000005,,-886.9999999999845
2016.06.13,-795.9999999999923,-496.9999999999999,85.99999999998609,,-1207.0000000000061
2016.06.13,-923.0000000000018,-444.0000000000026,73.99999999999629,,-1293.0000000000082
2016.06.13,-862.9999999999995,-417.0000000000016,98.99999999998244,,-1181.0000000000186
2016.06.13,-724.9999999999943,-397.99999999999613,85.00000000000173,,-1037.9999999999886
2016.06.13,-696.9999999999885,-356.9999999999993,14.999999999987246,,-1039.0000000000005
2016.06.13,-638.9999999999958,-319.9999999999932,41.000000000002146,,-917.9999999999868
2016.06.13,-714.9999999999892,-399.9999999999915,92.99999999998754,,-1021.9999999999932
2016.06.13,-908.9999999999918,-506.0000000000002,126.0000000000039,,-1288.9999999999882
2016.06.13,-969.9999999999989,-548.9999999999924,104.99999999999955,,-1413.9999999999918
2016.06.13,-862.9999999999995,-465.999999999994,63.99999999999739,,-1264.9999999999961
2016.06.13,-350.9999999999991,-131.9999999999908,130.99999999999224,,-351.9999999999976
2016.06.13,-73.99999999999807,-103.9999999999992,72.99999999998974,,-105.00000000000753
2016.06.13,-94.99999999999886,-195.99999999999795,29.999999999996696,,-261.0000000000001
2016.06.13,-510.9999999999957,-391.9999999999959,48.000000000003595,,-854.999999999988
2016.06.13,-488.9999999999901,-393.99999999999125,65.00000000000395,,-817.9999999999774
2016.06.13,-452.99999999998875,-343.9999999999941,86.99999999999264,,-709.9999999999902
2016.06.13,-454.9999999999983,-360.99999999999,136.00000000000279,,-679.9999999999854
2016.06.13,-344.99999999999886,-346.9999999999942,136.99999999998712,,-555.0000000000059
2016.06.13,-314.9999999999977,-396.0000000000008,238.99999999998923,,-472.0000000000093
