date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.16,-206.00000000000617,-976.9999999999834,-103.00000000000864,-120.99999999999511,-138.0000000000159,-380.00000000000256,-218.00000000000708,-773.9999999999858,-63.99999999999295,-90.0000000000012,-1153.9999999999995,-359.99999999999363,-1895.9999999999866,-494.00000000001666,-2579.9999999999823,-27.000000000001023,-316.0000000000052,-2695.0000000000027,-57.999999999992724,-1932.0000000000023,-1725.0000000000014,-502.9999999999979,-1353.9999999999995,-630.9999999999816,,-18795.99999999996
2020.03.16,-334.00000000000097,-495.99999999998533,126.0000000000039,341.0000000000082,792.9999999999993,224.9999999999974,114.99999999999844,-392.9999999999989,855.000000000004,230.000000000008,-724.0000000000024,-37.99999999999359,-1764.9999999999864,-100.0000000000112,-3034.9999999999877,884.0000000000003,228.00000000000597,-1855.0000000000066,868.9999999999998,-1772.0000000000055,-1625.9999999999977,-358.9999999999982,-712.0000000000015,-563.9999999999867,,-9106.999999999938
2020.03.16,-213.00000000000762,-177.99999999998929,63.99999999999739,493.0000000000092,675.0000000000034,507.0000000000019,378.999999999996,-267.99999999997937,763.0000000000052,304.9999999999997,-619.0000000000028,53.00000000000304,-1519.9999999999818,832.9999999999949,-2688.0000000000236,1061.9999999999977,446.9999999999974,-1749.0000000000005,1014.00000000001,-1480.000000000004,-1466.9999999999986,109.00000000000354,-558.9999999999984,-194.99999999998963,,-4231.999999999957
2020.03.16,-181.00000000000892,-217.99999999998488,-46.0000000000127,64.00000000000716,444.9999999999843,231.0000000000034,56.99999999999594,-192.99999999999872,240.0000000000091,121.00000000000443,-534.0000000000011,-119.99999999999788,-1234.9999999999852,329.00000000000153,-2340.0000000000086,490.99999999999966,-83.9999999999952,-1520.9999999999945,498.00000000000466,-1234.9999999999995,-1159.9999999999966,-273.9999999999965,-557.0000000000075,-214.99999999998744,,-7436.999999999964
2020.03.16,-381.0000000000091,-600.9999999999849,204.00000000000418,-81.99999999999363,456.9999999999963,526.0000000000042,336.9999999999984,-519.9999999999872,246.9999999999999,133.00000000000534,-580.9999999999982,-249.99999999999466,-1103.999999999985,41.99999999998649,-2328.000000000019,432.00000000000216,-102.00000000000209,-1351.9999999999977,470.0000000000131,-1195.999999999998,-1025.0000000000057,140.0000000000068,-570.0000000000039,-257.99999999998045,,-7361.999999999944
2020.03.16,-602.0000000000025,-947.9999999999933,283.99999999999534,-191.99999999999307,722.9999999999848,695.0000000000011,442.9999999999934,-470.9999999999992,432.00000000000216,-52.99999999999194,-580.9999999999982,-229.99999999999687,-1118.9999999999998,-241.00000000000233,-2279.0000000000086,542.0000000000016,-225.00000000000853,-1408.0000000000093,333.0000000000126,-1108.000000000004,-867.0000000000044,426.9999999999996,-600.0000000000006,-471.9999999999835,,-7517.0000000000055
2020.03.16,-785.0000000000024,-1262.9999999999918,668.9999999999862,-141.9999999999959,791.9999999999927,753.0000000000036,424.9999999999976,-455.99999999998977,534.000000000006,-119.99999999999788,-661.0000000000005,-254.99999999999412,-1459.0000000000032,-685.0000000000023,-3467.9999999999823,840.999999999994,-583.0000000000002,-1431.9999999999889,388.00000000000523,-1632.9999999999955,-1039.0000000000014,558.9999999999984,-768.9999999999975,-1019.9999999999986,,-10808.99999999996
2020.03.16,-707.000000000002,-1166.9999999999848,811.0000000000061,-450.9999999999934,845.9999999999912,1134.0000000000016,559.9999999999939,-350.9999999999902,368.0000000000092,-61.999999999995396,-385.99999999999744,-200.99999999999562,-1213.9999999999986,-555.0000000000166,-3003.0,620.9999999999951,-391.000000000008,-1202.9999999999984,245.00000000000455,-1435.9999999999927,-875.0,992.000000000004,-722.0000000000005,-913.9999999999926,,-8060.99999999996
2020.03.16,-718.0000000000075,-1181.999999999994,811.0000000000061,-657.999999999987,902.9999999999872,907.9999999999977,473.99999999999665,-376.9999999999829,153.0000000000058,-20.999999999993246,-353.99999999999875,-217.0000000000005,-734.0000000000089,-399.00000000001603,-2591.00000000001,397.99999999999613,-253.99999999999866,-948.9999999999999,121.00000000000932,-1099.0000000000036,-606.9999999999993,724.9999999999978,-563.0000000000024,-729.9999999999862,,-6959.999999999992
2020.03.16,-705.0000000000001,-984.9999999999915,815.9999999999945,-467.9999999999893,899.9999999999897,919.0000000000032,498.9999999999939,-257.99999999998045,260.0000000000051,-2.999999999997449,-343.00000000000443,-39.999999999995595,-957.9999999999984,-148.99999999999915,-2235.9999999999936,591.9999999999987,-341.00000000001353,-947.9999999999933,256.0000000000002,-1015.0000000000006,-750.0,573.9999999999967,-346.0000000000019,-604.9999999999889,,-5333.999999999967
2020.03.16,-675.9999999999989,-983.9999999999849,695.0000000000011,-247.99999999999045,1038.99999999999,853.0000000000038,462.9999999999912,-242.99999999999324,436.00000000000705,143.00000000000423,-384.00000000000654,-27.999999999994696,-1110.99999999999,190.00000000000128,-2299.0000000000064,808.9999999999975,-25.999999999992696,-1039.9999999999966,487.000000000009,-1146.000000000001,-891.9999999999959,492.0000000000035,-397.0000000000029,-489.99999999999045,,-4356.999999999935
2020.03.16,-587.9999999999997,-747.9999999999931,600.0000000000006,-159.9999999999966,980.9999999999875,590.0000000000016,298.9999999999937,-126.99999999998823,506.0000000000002,99.00000000000463,-278.00000000000045,-21.999999999999797,-899.0000000000009,242.99999999999324,-2051.9999999999873,792.9999999999922,-24.000000000001798,-709.0000000000041,483.0000000000041,-915.9999999999968,-722.999999999999,180.0000000000024,-252.0000000000078,-463.9999999999977,,-3187.999999999993
2020.03.16,-567.0000000000064,-766.9999999999843,595.9999999999966,-361.99999999999477,1017.0000000000013,583.0000000000002,307.0000000000017,-200.00000000000017,234.99999999999943,142.00000000000878,-221.00000000000452,-66.99999999999484,-937.9999999999882,221.99999999998886,-1705.9999999999852,569.0000000000026,-2.999999999997449,-583.0000000000002,364.0000000000043,-870.9999999999951,-652.000000000001,170.99999999999892,-165.9999999999995,-400.9999999999847,,-3297.9999999999336
