date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDNZD,empty,sum
2018.12.10,-58.000000000002494,-29.999999999996696,0.0,-100.00000000000853,-147.99999999999258,-37.00000000000925,-102.00000000000209,-45.000000000006146,-79.00000000000685,-144.99999999999514,-9.000000000014552,-156.00000000000057,-6.000000000017103,-9.000000000000341,-5.000000000010552,,-929.0000000000629
2018.12.10,-41.000000000002146,60.000000000015596,12.999999999996348,-104.00000000001342,-140.99999999999113,-7.0000000000014495,-84.0000000000063,19.999999999997797,-113.00000000000753,-17.000000000000348,102.99999999998022,-114.0000000000141,129.99999999998568,45.000000000001705,124.99999999999733,,-125.00000000006179
2018.12.10,-46.999999999997044,73.00000000001194,38.0000000000047,-60.000000000002274,-102.99999999998644,-52.000000000007596,-58.99999999999794,104.00000000000409,-109.00000000000354,66.99999999999484,-36.000000000001364,10.999999999983245,428.9999999999905,-43.99999999999693,291.9999999999812,,503.9999999999774
2018.12.10,29.000000000001247,146.00000000000168,93.99999999999409,56.99999999998795,-106.99999999999044,-29.000000000001247,-19.999999999997797,153.99999999999858,-211.00000000000563,144.99999999999514,22.999999999996135,94.99999999997843,574.9999999999922,-58.9999999999975,306.9999999999906,,1198.9999999999434
2018.12.10,19.999999999997797,136.00000000000279,96.00000000000719,-27.000000000001023,-135.9999999999806,-34.000000000000696,-17.999999999995797,195.00000000000074,-215.99999999999397,214.99999999998744,57.999999999992724,137.9999999999937,718.9999999999808,-22.999999999996135,362.99999999998,,1485.999999999975
2018.12.10,12.999999999996348,175.00000000001404,117.99999999999588,-3.0000000000001137,-3.999999999981796,60.99999999999994,-163.00000000000205,51.99999999999649,-100.99999999999554,-70.99999999999883,62.99999999998818,-135.00000000001845,425.99999999999307,31.00000000000591,354.9999999999942,,816.9999999999873
2018.12.10,34.99999999999615,225.00000000000853,178.99999999999582,96.9999999999942,37.00000000002035,59.99999999999339,-199.00000000000472,-82.00000000000429,-119.00000000000244,-226.99999999999943,72.99999999997908,-102.00000000000209,205.99999999999508,13.00000000000523,237.99999999998266,,433.99999999995754
2018.12.10,142.99999999999312,313.00000000000773,377.0000000000051,192.99999999999784,131.00000000001444,9.999999999998899,-175.00000000000293,-58.000000000002494,-208.00000000000819,-198.99999999999363,177.99999999999727,-61.00000000002215,278.00000000000045,-3.9999999999906777,203.99999999998198,,1121.9999999999766
2018.12.10,229.99999999999687,434.000000000001,429.99999999999704,259.9999999999909,151.00000000001222,-40.00000000000669,-165.00000000000404,-68.99999999999685,-270.99999999999903,-170.00000000000347,177.99999999999727,-66.00000000001049,154.99999999999403,-31.999999999996476,139.9999999999846,,1164.9999999999573
2018.12.10,249.99999999999466,434.000000000001,434.000000000001,257.99999999999557,152.0000000000188,-31.000000000003247,-139.00000000000023,-51.000000000001044,-231.0000000000034,-97.9999999999981,174.99999999998295,-54.0000000000207,209.9999999999991,-27.999999999991587,173.99999999998528,,1454.9999999999602
2018.12.10,249.99999999999466,433.0000000000167,426.9999999999996,228.9999999999992,172.0000000000166,-6.0000000000060005,-141.99999999999767,-26.999999999999247,-215.00000000000963,-124.00000000001299,199.99999999998863,-70.0000000000145,232.99999999999432,8.000000000009777,232.99999999999432,,1600.9999999999736
2018.12.10,232.99999999999432,414.00000000000324,407.0000000000018,192.99999999999784,191.00000000000784,5.999999999994898,-172.00000000000549,-89.00000000000574,-205.00000000001074,-178.00000000001148,202.99999999997453,-135.00000000001845,95.999999999985,45.000000000001705,185.99999999999727,,1194.9999999999068
2018.12.10,198.99999999999363,384.00000000000654,357.00000000000733,141.9999999999959,140.0000000000068,7.9999999999968985,-173.00000000000094,-94.00000000000519,-192.99999999999872,-163.00000000000205,216.99999999998454,-136.00000000000279,87.99999999999919,55.999999999997385,183.99999999998417,,1015.9999999999626
2018.12.10,156.00000000000057,353.0000000000033,351.99999999999676,120.99999999999511,124.00000000001299,5.999999999994898,-217.99999999999596,-94.00000000000519,-181.9999999999933,-231.0000000000034,252.9999999999859,-191.00000000000784,108.99999999998133,70.00000000000739,198.99999999999363,,826.9999999999665
2018.12.10,158.99999999999804,383.0,353.0000000000033,80.99999999998886,140.0000000000068,17.000000000000348,-219.99999999999798,-101.00000000000664,-219.99999999999798,-219.99999999999798,290.9999999999968,-184.00000000000637,127.99999999999478,106.99999999999932,173.99999999998528,,887.9999999999668
