date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURJPY,EURCAD,EURAUD,empty,sum
2018.07.23,16.0000000000049,10.999999999983245,31.000000000003247,-8.999999999992347,-59.000000000009045,57.999999999992724,29.00000000001235,66.99999999999484,,143.9999999999899
2018.07.23,19.00000000000235,24.000000000001798,70.99999999999883,-25.999999999992696,-77.00000000000485,-3.9999999999906777,70.0000000000145,-18.0000000000069,,59.00000000002236
2018.07.23,29.000000000001247,-2.0000000000131024,36.0000000000138,-30.999999999992145,-145.00000000000622,80.99999999998886,56.99999999999594,62.000000000006494,,86.99999999999488
2018.07.23,2.000000000002,-72.0000000000054,-63.99999999999739,-127.99999999999478,-246.00000000000176,25.999999999982037,34.000000000000696,-46.999999999997044,,-495.00000000001165
2018.07.23,-74.99999999999174,-107.00000000001265,-78.00000000000028,-127.99999999999478,-245.0000000000063,-79.00000000000773,58.000000000002494,5.999999999994898,,-648.000000000016
2018.07.23,-83.9999999999952,-139.00000000000023,-88.99999999998354,-129.9999999999968,-274.00000000000756,-222.0000000000084,89.00000000000574,41.000000000002146,,-807.999999999984
2018.07.23,-135.99999999999167,-195.00000000001182,-101.99999999997988,-103.99999999999298,-282.0000000000045,-387.00000000000045,148.99999999999915,171.99999999999437,,-884.999999999988
2018.07.23,-124.99999999999733,-174.00000000000747,-51.99999999998539,-71.99999999999429,-274.00000000000756,-330.0000000000125,180.0000000000024,212.99999999999653,,-634.0000000000057
2018.07.23,-123.99999999999079,-175.00000000001404,-53.999999999998494,-95.99999999999609,-273.000000000001,-282.0000000000107,178.00000000001148,161.99999999999548,,-664.0000000000042
2018.07.23,-110.99999999999443,-143.00000000000423,-1.999999999990898,-66.99999999999484,-226.99999999999943,-420.0000000000159,192.99999999999872,180.0000000000024,,-596.9999999999986
2018.07.23,-71.99999999999429,-134.99999999999625,28.000000000005798,-17.000000000000348,-216.0000000000051,-366.00000000001387,221.00000000000452,278.00000000000045,,-278.9999999999991
2018.07.23,-48.99999999999905,-76.0000000000094,53.00000000001415,4.000000000004,-172.00000000000549,-425.00000000001137,174.00000000000747,241.99999999998667,,-249.000000000013
2018.07.23,-73.99999999999629,-117.00000000001154,18.0000000000069,-56.99999999999594,-237.00000000000944,-418.00000000000637,188.9999999999947,165.9999999999995,,-530.0000000000184
2018.07.23,-112.99999999999643,-141.99999999999767,18.0000000000069,-83.9999999999952,-262.00000000000665,-419.00000000001114,219.99999999999798,143.00000000000423,,-638.9999999999981
2018.07.23,-83.9999999999952,-84.0000000000174,42.0000000000087,-37.99999999999359,-218.00000000000708,-469.99999999999886,171.00000000001003,167.00000000000603,,-513.9999999999874
2018.07.23,-69.9999999999923,-68.00000000000139,58.000000000002494,-30.999999999992145,-240.00000000000688,-444.0000000000168,167.00000000000603,158.99999999999804,,-469.00000000000296
2018.07.23,-102.99999999999754,-111.00000000001664,-3.999999999981796,-95.00000000000064,-299.00000000000483,-438.0000000000166,154.99999999999403,75.99999999998718,,-819.0000000000367
2018.07.23,-21.999999999999797,32.999999999994145,90.00000000001229,-0.999999999995449,-217.0000000000005,-497.99999999999045,75.00000000000284,82.00000000000429,,-457.9999999999726
2018.07.23,-67.9999999999903,-9.000000000014552,33.00000000001635,-58.99999999999794,-242.00000000000887,-497.0000000000141,63.000000000013046,21.00000000000435,,-757.999999999992
2018.07.23,-1.999999999990898,85.00000000000173,84.0000000000174,26.000000000003798,-165.00000000000404,-506.0000000000002,0.0,75.99999999998718,,-401.9999999999851
2018.07.23,-69.9999999999923,-50.0000000000167,95.00000000000064,-9.999999999998899,-265.99999999999955,-408.9999999999918,188.9999999999947,175.99999999999838,,-345.00000000000546
2018.07.23,-117.00000000000044,-56.99999999999594,110.00000000001009,8.000000000008,-257.0000000000072,-424.0000000000066,215.00000000000963,222.99999999999542,,-298.9999999999869
2018.07.23,-110.99999999999443,-33.00000000001635,49.00000000001015,46.00000000000159,-248.00000000000378,-421.99999999999704,113.00000000000753,272.99999999998994,,-333.00000000000244
2018.07.23,-32.999999999994145,203.99999999998198,182.99999999999983,131.00000000000333,-187.00000000000384,-552.9999999999973,-41.000000000002146,136.99999999998712,,-159.00000000002515
2018.07.23,24.000000000001798,273.9999999999965,211.00000000000563,161.00000000000003,-165.00000000000404,-646.9999999999914,-100.99999999999554,109.99999999998789,,-132.99999999999906
2018.07.23,47.00000000000814,302.9999999999866,243.00000000001543,175.00000000000293,-157.00000000000713,-620.0000000000045,-100.99999999999554,99.00000000000463,,-10.99999999998954
2018.07.23,58.000000000002494,228.99999999999034,139.00000000000023,121.99999999999989,-154.0000000000097,-521.9999999999914,-126.0000000000039,79.99999999999119,,-174.00000000002078
2018.07.23,-10.999999999994348,126.99999999998823,96.00000000000719,100.00000000000009,-187.00000000000384,-474.00000000001796,-41.000000000002146,168.99999999999693,,-221.00000000002592
2018.07.23,-66.99999999999484,112.99999999998533,114.0000000000141,113.00000000000753,-167.00000000000603,-456.0000000000173,-1.0000000000065512,214.99999999998744,,-136.00000000003024
2018.07.23,-54.999999999993946,112.000000000001,51.000000000001044,102.00000000000209,-218.00000000000708,-462.99999999999386,-75.99999999998718,201.00000000000674,,-345.99999999997124
2018.07.23,-13.999999999991797,140.99999999999113,128.000000000017,185.00000000000182,-157.00000000000713,-407.0000000000107,-21.999999999988695,334.9999999999964,,189.00000000000807
2018.07.23,-14.999999999998348,82.99999999998863,153.00000000000313,284.0000000000065,-35.00000000000725,-224.99999999999432,76.99999999999375,625.9999999999932,,947.9999999999852
