date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURJPY,EURCAD,EURAUD,empty,sum
2018.07.23,-52.99999999999194,-16.000000000016,-83.9999999999952,-29.999999999996696,-77.00000000000485,-8.000000000009777,-1.0000000000065512,-15.00000000000945,,-284.0000000000304
2018.07.23,-78.99999999999574,-21.00000000000435,8.000000000008,-39.00000000000014,-80.00000000000229,-58.9999999999975,-14.999999999987246,-21.00000000000435,,-305.99999999998363
2018.07.23,3.0000000000085514,-16.000000000016,20.000000000020002,-81.9999999999932,-170.99999999999892,-3.9999999999906777,15.00000000000945,-73.00000000001194,,-307.9999999999727
2018.07.23,-17.999999999995797,-82.00000000000429,-67.9999999999792,-135.99999999999167,-258.0000000000027,-20.000000000010232,32.0000000000098,-58.000000000002494,,-607.9999999999766
2018.07.23,-95.00000000000064,-189.00000000001694,-133.99999999998968,-190.00000000000128,-277.000000000005,-81.99999999999363,26.999999999999247,-55.000000000005045,,-995.000000000013
2018.07.23,-104.99999999999955,-165.00000000001512,-115.99999999998278,-148.99999999999915,-294.00000000000534,-223.0000000000132,32.999999999994145,-22.999999999995246,,-1042.0000000000161
2018.07.23,-139.00000000000023,-199.00000000001583,-108.99999999998133,-156.00000000000057,-309.99999999999915,-402.9999999999916,76.99999999999375,4.999999999988347,,-1234.0000000000066
2018.07.23,-135.99999999999167,-202.00000000001327,-140.99999999999113,-134.99999999999625,-325.00000000000864,-389.00000000001,104.00000000001519,106.00000000000608,,-1117.9999999999895
2018.07.23,-134.0000000000008,-185.99999999999727,-72.99999999998974,-96.99999999999153,-286.00000000000847,-371.0000000000093,120.99999999999334,151.9999999999966,,-874.0000000000073
2018.07.23,-170.99999999999892,-236.00000000001398,-113.99999999999189,-173.9999999999964,-328.0000000000061,-491.00000000001387,165.00000000001512,69.9999999999923,,-1279.0000000000136
2018.07.23,-124.99999999999733,-168.0000000000126,-15.999999999993797,-88.99999999999464,-247.00000000000833,-444.9999999999932,175.00000000001404,161.99999999999548,,-752.9999999999905
2018.07.23,-85.99999999999719,-143.00000000000423,7.0000000000014495,-40.99999999999105,-239.0000000000003,-455.0000000000125,161.00000000001114,217.0000000000005,,-578.9999999999923
2018.07.23,-80.99999999999774,-119.00000000000244,15.00000000000945,-61.999999999995396,-240.00000000000688,-442.0000000000073,163.00000000000205,146.00000000000168,,-619.9999999999965
2018.07.23,-125.99999999999278,-158.0000000000137,0.0,-97.9999999999981,-268.0000000000016,-457.9999999999984,164.00000000000858,104.99999999999955,,-838.9999999999964
2018.07.23,-122.99999999999534,-158.0000000000137,6.000000000017103,-93.99999999999409,-268.0000000000016,-478.00000000000864,167.00000000000603,133.99999999998968,,-814.0000000000007
2018.07.23,-91.99999999999208,-97.00000000001374,31.000000000003247,-60.99999999999994,-254.00000000000978,-477.00000000000387,148.99999999999915,110.99999999999443,,-690.0000000000226
2018.07.23,-106.99999999999044,-119.00000000000244,-11.999999999989797,-105.99999999999498,-304.00000000000426,-474.9999999999943,109.00000000000354,51.99999999998539,,-961.9999999999875
2018.07.23,-102.99999999999754,-117.00000000001154,-10.999999999983245,-101.99999999999099,-302.0000000000023,-498.9999999999952,63.99999999999739,28.000000000005798,,-1041.9999999999777
2018.07.23,-100.00000000000009,-56.99999999999594,13.000000000018552,-64.99999999999284,-251.00000000000122,-531.0000000000059,34.000000000000696,17.000000000000348,,-939.9999999999765
2018.07.23,-88.99999999999464,-28.000000000005798,6.000000000017103,-71.99999999999429,-254.00000000000978,-578.000000000003,-4.000000000004,-14.000000000002899,,-1032.9999999999973
2018.07.23,-91.99999999999208,-67.00000000001705,36.0000000000138,-39.00000000000014,-278.00000000000045,-531.0000000000059,-2.999999999997449,63.99999999999739,,-910.0000000000019
2018.07.23,-153.99999999999858,-162.00000000001768,87.00000000001484,-42.999999999993044,-306.00000000000625,-442.0000000000073,164.00000000000858,160.99999999998892,,-695.0000000000105
2018.07.23,-167.9999999999904,-78.00000000000028,16.000000000016,-12.000000000000899,-309.99999999999915,-501.0000000000048,73.99999999999629,185.99999999999727,,-792.999999999986
2018.07.23,-139.99999999999568,-34.000000000000696,23.00000000001745,41.000000000002146,-274.00000000000756,-573.0000000000075,-78.00000000000028,85.99999999998609,,-949.0000000000059
2018.07.23,-37.99999999999359,187.99999999998818,177.00000000000495,117.00000000000044,-206.00000000000617,-651.0000000000105,-120.99999999999334,58.99999999998684,,-475.0000000000231
2018.07.23,25.00000000000835,272.99999999998994,178.00000000001148,139.00000000000023,-182.99999999999983,-748.9999999999952,-238.99999999998923,-9.000000000014552,,-564.9999999999889
2018.07.23,3.0000000000085514,218.99999999999142,131.99999999999878,119.00000000000244,-181.00000000000892,-629.9999999999955,-160.00000000000458,55.99999999998939,,-442.00000000001836
2018.07.23,-10.999999999994348,119.00000000000244,78.00000000000028,97.00000000000264,-191.00000000000784,-526.0000000000105,-163.9999999999864,53.999999999998494,,-543.9999999999951
2018.07.23,-71.99999999999429,92.00000000000318,42.0000000000087,65.99999999999939,-199.00000000000472,-493.9999999999998,-76.99999999999375,130.99999999999224,,-510.999999999989
2018.07.23,-100.00000000000009,65.00000000000395,33.00000000001635,84.0000000000063,-231.99999999999886,-471.00000000000364,-86.99999999999264,190.99999999998562,,-516.999999999983
2018.07.23,-102.99999999999754,69.9999999999923,12.000000000012001,103.00000000000864,-219.00000000000253,-469.99999999999886,-102.99999999998644,197.99999999998707,,-511.99999999998545
2018.07.23,-95.99999999999609,-9.999999999998899,33.00000000001635,168.00000000000148,-173.00000000000094,-408.9999999999918,-86.99999999999264,316.0000000000052,,-257.9999999999574
2018.07.23,-56.0000000000005,38.99999999998904,138.0000000000159,260.00000000000466,-51.000000000001044,-295.0000000000159,52.000000000007596,565.9999999999999,,652.9999999999997
2018.07.23,-63.99999999999739,109.99999999998789,152.0000000000188,263.0000000000021,-52.000000000007596,-379.99999999999545,-51.000000000001044,483.99999999999557,,462.00000000000284
2018.07.23,-25.999999999992696,161.99999999999548,134.00000000001188,287.9999999999994,-19.00000000000235,-376.0000000000048,-90.99999999999665,492.9999999999879,,564.9999999999982
2018.07.23,-69.9999999999923,131.99999999999878,111.00000000001664,290.00000000000136,-15.00000000000945,-307.00000000001637,-116.00000000000499,509.00000000000387,,533.9999999999976
2018.07.23,25.00000000000835,171.99999999999437,116.00000000000499,333.0000000000055,24.999999999997247,-320.99999999999795,-160.99999999998892,523.9999999999911,,713.0000000000148
2018.07.23,15.00000000000945,180.0000000000024,163.00000000000205,324.00000000000205,29.999999999996696,-352.00000000000387,-90.99999999999665,546.9999999999864,,815.9999999999984
2018.07.23,82.00000000000429,221.99999999998886,167.00000000000603,338.00000000000495,57.99999999999139,-343.9999999999941,-99.00000000000463,520.9999999999936,,944.9999999999903
2018.07.23,82.00000000000429,251.00000000000122,255.00000000000523,347.0000000000084,39.00000000000014,-271.99999999999136,-65.00000000000395,523.0000000000068,,1160.0000000000307
2018.07.23,54.00000000000959,200.99999999998454,243.99999999999977,336.00000000000296,12.999999999996348,-253.00000000001432,-28.999999999990145,526.0000000000042,,1091.999999999993
2018.07.23,55.000000000005045,190.00000000000128,324.0000000000132,340.00000000000693,17.999999999995797,-319.9999999999932,5.999999999994898,526.9999999999886,,1140.0000000000127
2018.07.23,111.00000000000554,324.9999999999975,409.0000000000149,392.00000000000347,63.99999999999739,-359.00000000000887,5.000000000010552,480.99999999999807,,1428.0000000000186
2018.07.23,102.00000000000209,326.9999999999884,408.00000000000836,387.000000000004,57.99999999999139,-366.00000000001387,19.00000000001345,480.99999999999807,,1415.9999999999918
2018.07.23,93.00000000000975,322.9999999999844,425.0000000000087,391.000000000008,78.00000000000028,-337.99999999999386,15.00000000000945,472.9999999999901,,1460.0000000000168
2018.07.23,92.00000000000318,297.9999999999983,350.00000000000585,355.0000000000053,65.99999999999939,-342.00000000001296,-12.999999999996348,473.99999999999665,,1279.999999999999
2018.07.23,73.00000000000084,297.9999999999983,357.00000000000733,343.00000000000443,52.99999999999194,-420.0000000000159,-4.999999999988347,438.9999999999894,,1137.9999999999882
2018.07.23,45.000000000006146,323.99999999999096,382.0000000000157,348.9999999999993,58.99999999999794,-431.0000000000116,-11.00000000000545,394.9999999999898,,1111.9999999999827
2018.07.24,-71.99999999999429,341.99999999999784,400.00000000000034,348.9999999999993,46.999999999997044,-497.99999999999045,-45.000000000006146,353.0000000000033,,876.0000000000069
2018.07.24,53.00000000000304,337.99999999999386,428.00000000000614,348.9999999999993,49.99999999999449,-506.0000000000002,17.000000000000348,339.99999999998477,,1068.9999999999818
2018.07.24,65.00000000000395,329.99999999998585,397.0000000000029,340.00000000000693,42.999999999993044,-498.9999999999952,1.0000000000065512,364.9999999999931,,1041.999999999997
2018.07.24,90.0000000000012,312.9999999999855,399.00000000001603,337.0000000000095,29.999999999996696,-437.0000000000118,38.0000000000047,407.0000000000018,,1177.0000000000036
2018.07.24,89.00000000000574,346.0000000000019,414.00000000000324,362.00000000000676,74.99999999999174,-396.000000000015,11.00000000000545,431.99999999998795,,1332.999999999988
2018.07.24,119.00000000000244,327.99999999999494,419.0000000000138,379.0000000000071,90.99999999999665,-335.00000000000796,45.000000000006146,482.999999999989,,1529.0000000000018
2018.07.24,82.99999999999974,313.99999999999204,386.00000000001967,362.00000000000676,83.9999999999952,-512.0000000000005,42.0000000000087,472.9999999999901,,1232.0000000000118
2018.07.24,93.00000000000975,324.9999999999975,440.00000000001813,412.00000000000125,90.99999999999665,-570.999999999998,80.00000000001339,553.0000000000035,,1423.0000000000423
2018.07.24,72.0000000000054,288.99999999998374,391.000000000008,343.00000000000443,19.999999999997797,-796.999999999997,82.00000000000429,458.9999999999872,,858.9999999999939
2018.07.24,68.00000000000139,266.999999999995,394.00000000000546,320.00000000000915,-39.00000000000014,-668.0000000000064,92.00000000000318,426.9999999999996,,861.0000000000073
2018.07.24,40.00000000000669,246.99999999999721,363.0000000000022,299.00000000000483,-55.000000000005045,-600.9999999999991,15.999999999993797,383.0,,692.0000000000007
2018.07.24,84.0000000000063,336.9999999999873,392.9999999999989,307.0000000000017,4.999999999999449,-611.9999999999948,8.000000000008,326.0000000000041,,848.0000000000109
