date,USDCHF,EURUSD,USDCAD,AUDUSD,CHFJPY,EURAUD,EURNZD,AUDJPY,empty,sum
2020.09.14,-41.000000000002146,-23.00000000001745,0.0,-35.00000000000725,-7.000000000005002,-28.000000000005798,-86.99999999999264,-61.99999999999761,,-283.00000000002785
2020.09.14,-14.999999999998348,-12.000000000012001,-4.000000000004,-65.00000000000395,-42.00000000000159,-116.99999999998934,-55.99999999998939,-75.00000000000284,,-386.0000000000015
2020.09.14,-50.0000000000056,-71.00000000002105,-11.00000000000545,-105.00000000001064,-111.0000000000042,-58.99999999998684,-38.0000000000047,-120.99999999999511,,-566.0000000000337
2020.09.14,-18.0000000000069,-111.00000000001664,-7.0000000000014495,-136.00000000000279,-126.99999999999534,-36.999999999998145,-80.99999999999774,-149.0000000000009,,-666.0000000000199
2020.09.14,-14.000000000002899,-102.00000000000209,2.999999999997449,-106.00000000000608,-112.99999999999955,-2.999999999997449,-109.99999999998789,-122.99999999999045,,-567.999999999989
2020.09.14,9.999999999998899,-49.00000000001015,-12.000000000012001,-81.00000000000884,-126.99999999999534,-9.999999999998899,-469.99999999999267,-118.99999999999977,,-858.0000000000188
2020.09.14,-1.0000000000065512,-68.00000000000139,-25.999999999992696,-91.00000000000774,-123.00000000000466,-49.99999999999449,-710.999999999995,-105.00000000000398,,-1175.0000000000064
2020.09.14,56.0000000000005,-9.000000000014552,49.99999999999449,-24.000000000001798,-73.99999999999807,56.000000000011596,-426.9999999999996,-48.00000000000182,,-420.0000000000092
2020.09.14,32.999999999994145,-76.0000000000094,-46.0000000000127,-49.00000000001015,-75.9999999999934,66.99999999999484,-489.0000000000061,-63.00000000000239,,-699.0000000000451
2020.09.14,25.999999999992696,-84.0000000000174,-95.00000000000064,-36.0000000000027,-81.00000000000307,126.0000000000039,-478.999999999985,-51.9999999999925,,-675.0000000000048
2020.09.14,-2.000000000002,-140.0000000000068,-212.99999999999653,-102.00000000000209,-141.9999999999959,52.000000000007596,-553.9999999999878,-121.99999999999989,,-1222.9999999999836
2020.09.14,-19.00000000000235,-142.0000000000199,-211.00000000000563,-94.00000000000519,-137.00000000000045,86.0000000000083,-547.999999999993,-103.9999999999992,,-1169.0000000000173
2020.09.14,-19.999999999997797,-147.00000000000824,-234.00000000000088,-86.0000000000083,-99.99999999999432,103.99999999999298,-526.9999999999886,-81.00000000000307,,-1091.0000000000082
2020.09.14,-25.00000000000835,-138.0000000000159,-217.0000000000005,-85.00000000000173,-96.00000000000364,90.99999999999665,-609.9999999999994,-69.99999999999318,,-1150.0000000000261
