date,USDCHF,EURUSD,USDCAD,AUDUSD,CHFJPY,EURAUD,EURNZD,AUDJPY,empty,sum
2020.09.14,19.999999999997797,-7.0000000000014495,18.999999999991246,-20.0000000000089,4.9999999999954525,25.999999999992696,34.000000000000696,-18.000000000000682,,58.99999999996686
2020.09.14,5.999999999994898,-5.000000000010552,72.99999999998974,-52.000000000007596,-12.000000000000455,-1.999999999990898,32.0000000000098,-49.99999999999716,,-10.000000000012228
2020.09.14,9.999999999998899,-60.000000000015596,29.999999999996696,-99.00000000000463,-88.99999999999864,-12.999999999996348,-1.0000000000065512,-119.99999999999034,,-342.0000000000165
2020.09.14,-9.00000000000345,-90.00000000001229,28.000000000005798,-101.00000000000664,-100.99999999999909,8.000000000008,-53.999999999998494,-111.0000000000042,,-430.00000000001035
2020.09.14,25.999999999992696,-32.0000000000098,76.99999999999375,-27.00000000001035,-85.99999999999852,95.00000000000064,-68.00000000000139,-48.99999999999238,,-64.00000000002537
2020.09.14,12.999999999996348,-42.0000000000087,-2.999999999997449,-62.000000000006494,-121.99999999999989,18.0000000000069,-461.99999999998465,-102.00000000000387,,-761.9999999999977
2020.09.14,63.99999999999739,26.999999999999247,112.000000000001,40.99999999999105,-48.00000000000182,174.00000000000747,-344.99999999999534,18.000000000000682,,42.99999999999966
2020.09.14,95.00000000000064,19.999999999997797,86.0000000000083,54.999999999993946,-1.0000000000047748,208.00000000000819,-313.99999999999204,34.000000000006025,,183.00000000001808
2020.09.14,34.99999999999615,-73.00000000001194,-43.999999999999595,5.999999999994898,-75.00000000000284,226.99999999999943,-367.0000000000062,-12.999999999991019,,-304.0000000000211
2020.09.14,39.999999999995595,-72.0000000000054,-95.00000000000064,-27.00000000001035,-48.99999999999238,154.99999999999403,-465.99999999998863,-33.999999999991815,,-547.9999999999995
2020.09.14,5.999999999994898,-128.000000000017,-195.00000000001182,-72.0000000000054,-103.9999999999992,127.00000000001043,-398.9999999999938,-90.99999999999397,,-856.0000000000158
2020.09.14,-9.999999999998899,-129.00000000000134,-195.9999999999962,-76.0000000000094,-99.99999999999432,123.00000000000644,-411.0000000000058,-73.99999999999807,,-872.9999999999976
2020.09.14,-19.00000000000235,-124.00000000001299,-211.00000000000563,-73.00000000000084,-81.99999999999363,113.00000000000753,-526.9999999999886,-54.99999999999261,,-977.9999999999892
2020.09.14,-12.000000000000899,-110.00000000001009,-173.00000000000094,-52.000000000007596,-79.9999999999983,144.99999999999514,-573.9999999999857,-36.000000000001364,,-892.0000000000098
2020.09.14,-4.999999999999449,-115.00000000002063,-168.99999999999693,-36.0000000000027,-33.00000000000125,190.00000000000128,-612.9999999999969,8.000000000009777,,-773.0000000000068
2020.09.14,-9.999999999998899,-110.00000000001009,-180.0000000000024,-76.0000000000094,-39.99999999999204,96.00000000000719,-619.9999999999983,-36.000000000001364,,-976.0000000000052
2020.09.14,-21.00000000000435,-104.99999999999955,-174.00000000000747,-78.00000000000028,-60.99999999999284,80.99999999999774,-595.9999999999966,-45.99999999999227,,-999.9999999999957
2020.09.14,-45.000000000006146,-177.00000000000495,-245.0000000000063,-106.00000000000608,-99.00000000000375,123.00000000000644,-626.9999999999998,-81.00000000000307,,-1257.0000000000236
2020.09.14,29.999999999996696,-74.0000000000185,-177.00000000000495,-52.000000000007596,7.999999999995566,93.00000000000975,-632.9999999999947,-18.000000000000682,,-823.0000000000243
2020.09.14,-4.000000000004,-72.0000000000054,-211.00000000000563,-44.0000000000107,-22.999999999996135,110.00000000001009,-685.0000000000023,1.0000000000047748,,-928.0000000000092
2020.09.14,-87.99999999999919,-205.00000000001074,-251.00000000000122,-73.00000000000084,-48.00000000000182,229.00000000001253,-348.9999999999993,30.000000000001137,,-754.9999999999994
2020.09.14,-111.00000000000554,-273.0000000000121,-208.99999999999253,-60.00000000000449,-85.99999999999852,357.99999999999164,-297.9999999999983,34.99999999999659,,-644.0000000000232
2020.09.14,-114.00000000000298,-263.00000000001324,-110.00000000001009,-29.000000000001247,-78.00000000000296,408.00000000000836,-384.00000000000654,75.00000000000284,,-495.0000000000259
2020.09.14,-95.00000000000064,-201.00000000000674,-75.00000000000284,31.999999999998696,-93.00000000000352,463.0000000000134,-404.0000000000044,115.99999999999966,,-257.00000000000637
2020.09.14,-48.99999999999905,-197.00000000000273,-15.999999999993797,10.999999999994348,-69.99999999999318,404.0000000000044,-383.0,70.00000000000739,,-229.99999999998266
2020.09.14,0.0,-182.99999999999983,52.000000000007596,86.99999999999264,0.0,558.9999999999984,-268.0000000000016,153.99999999999636,,400.99999999999363
