date,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2017.12.18,-15.00000000000945,-29.999999999996696,-23.00000000000635,0.0,-140.0000000000068,-0.999999999990564,-156.00000000000057,-155.00000000000514,-375.99999999997635,-241.00000000000233,-1.999999999990898,-141.99999999999767,-343.0000000000035,-21.000000000000796,-284.9999999999966,-11.00000000000545,,-1940.9999999999893
2017.12.18,-59.99999999999339,24.000000000001798,7.9999999999968985,234.00000000000088,-46.0000000000127,106.99999999999932,-163.99999999999747,-172.00000000000549,-151.9999999999868,-244.9999999999841,26.999999999999247,-127.99999999999478,-129.0000000000049,-6.000000000000227,-89.9999999999892,-77.00000000001594,,-868.9999999999868
2017.12.18,12.999999999996348,7.0000000000014495,24.000000000001798,280.9999999999979,28.999999999990145,29.000000000010573,-192.00000000000327,-182.99999999999983,-67.99999999998363,-242.99999999999324,17.000000000000348,22.999999999995246,-49.000000000006594,-28.999999999996362,-37.9999999999967,-108.00000000001918,,-487.000000000005
2017.12.18,-28.999999999990145,33.00000000001635,17.999999999995797,318.9999999999804,-1.0000000000065512,26.00000000001046,-179.00000000000693,-211.00000000000563,37.00000000000614,-258.99999999998704,49.99999999999449,-87.99999999999919,-18.000000000000682,-67.99999999999784,7.000000000005002,-81.00000000001995,,-444.00000000000534
2017.12.18,-14.000000000002899,68.00000000000139,-31.999999999998696,312.00000000000114,28.999999999990145,-6.000000000000227,-201.00000000000674,-268.0000000000016,58.000000000021146,-275.9999999999874,51.000000000001044,-103.00000000000864,-18.000000000000682,-78.00000000000296,16.000000000005343,-95.00000000000064,,-556.9999999999903
2017.12.18,21.00000000000435,38.0000000000047,-38.0000000000047,368.9999999999971,56.99999999999594,-76.99999999999818,-228.00000000000597,-257.0000000000072,116.00000000001387,-375.9999999999986,187.00000000000384,-53.999999999998494,-5.000000000009663,-70.00000000000739,65.00000000001194,34.99999999998504,,-217.00000000001336
2017.12.18,51.000000000001044,31.000000000003247,-14.999999999998348,390.0000000000015,46.999999999997044,-24.00000000000091,-182.99999999999983,-234.00000000000088,161.00000000000136,-339.0000000000004,215.00000000000963,-46.0000000000127,4.9999999999954525,-42.00000000000159,39.00000000000148,18.999999999991246,,74.9999999999873
2017.12.18,79.00000000000685,-29.999999999996696,0.0,400.9999999999847,95.00000000000064,31.00000000000591,-201.00000000000674,-246.00000000000176,141.00000000001955,-344.99999999999534,182.99999999999983,-29.999999999996696,-12.000000000000455,-31.999999999996476,51.00000000000193,3.999999999981796,,89.00000000000715
2017.12.18,121.99999999999989,-53.999999999998494,46.00000000000159,410.99999999998363,107.99999999999699,23.000000000010346,-202.0000000000022,-282.0000000000045,118.00000000002342,-310.9999999999946,187.00000000000384,-113.00000000000753,6.999999999990791,-55.999999999997385,67.00000000000728,19.999999999997797,,91.00000000001093
2017.12.18,130.0000000000079,-67.9999999999792,80.99999999999774,428.9999999999905,123.99999999999079,19.000000000005457,-219.00000000000253,-297.9999999999983,151.00000000001046,-317.9999999999961,151.00000000001222,-143.00000000000423,12.999999999991019,-88.00000000000807,106.99999999999932,13.999999999980695,,84.99999999999773
