,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCAD,15,['NZDJPY'],80.0,0.9532933333333283,B
1,1,NZDUSD,15,"['GBPCHF', 'EURGBP', 'GBPCAD']",80.0,-0.9188289285714294,S
2,2,GBPCHF,20,['EURUSD'],80.0,-0.24929552405927607,S
3,3,EURCHF,20,"['USDJPY', 'AUDJPY']",80.0,1.0,B
4,4,CHFJPY,10,['AUDCHF'],80.0,-0.9602999999999984,S
5,5,AUDCHF,30,"['CHFJPY', 'GBPUSD']",80.0,0.9746997627776531,B
6,6,EURGBP,20,"['CHFJPY', 'EURCAD', 'CADCHF']",80.0,-0.9632002847152842,S
7,7,GBPJPY,30,"['AUDCAD', 'EURUSD']",80.0,-0.9413347918683478,S
8,8,GBPCAD,30,['AUDCAD'],80.0,-0.1641951034303391,S
9,9,GBPAUD,15,['NZDJPY'],80.0,0.9550333333333285,B
10,10,EURJPY,20,['CHFJPY'],80.0,0.16614458819474096,B
11,11,EURNZD,10,"['EURNZD', 'EURCAD']",80.0,-0.998,S
12,12,AUDCAD,10,"['GBPUSD', 'NZDUSD']",80.0,-0.3277406349206351,S
