date,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2020.04.27,-67.99999999999784,-148.00000000001478,-8.000000000008,-15.999999999993797,-153.99999999999858,-9.00000000000345,-46.999999999997044,-143.00000000000423,0.0,-221.00000000000452,-82.99999999999841,-307.00000000000216,-276.9999999999939,,-1481.0000000000166
2020.04.27,-63.99999999999295,-144.99999999999514,56.99999999999594,-7.0000000000014495,36.999999999998145,68.99999999999685,-109.00000000000887,-157.00000000000713,54.99999999999261,-195.9999999999962,-37.9999999999967,51.00000000000193,-275.000000000003,,-722.0000000000159
2020.04.27,-85.99999999999852,-314.99999999999864,130.99999999999224,25.999999999992696,80.00000000000229,144.99999999999514,-79.00000000000773,-45.000000000006146,3.0000000000001137,-163.9999999999864,-102.99999999999443,81.99999999999363,-304.9999999999997,,-630.0000000000155
2020.04.27,-102.00000000000387,-346.0000000000019,131.99999999999878,76.99999999999375,102.00000000000209,201.99999999999108,-112.99999999999955,-114.99999999999844,-48.00000000000182,-146.00000000000168,-137.00000000000045,58.9999999999975,-278.00000000000045,,-713.0000000000249
2020.04.27,-137.00000000000045,-337.99999999999386,156.00000000000057,83.9999999999952,102.99999999999754,228.99999999999034,-133.00000000000978,18.999999999991246,-63.00000000000239,-76.99999999999375,-149.99999999999147,55.999999999997385,-287.9999999999994,,-539.0000000000189
2020.04.27,-84.00000000000318,-334.9999999999964,204.99999999999963,82.00000000000429,95.99999999999609,251.99999999999667,-87.99999999999386,176.99999999998272,-10.000000000005116,39.999999999995595,-115.99999999999966,144.00000000000546,-286.00000000000847,,76.9999999999738
2020.04.27,-64.99999999999773,-327.99999999999494,186.99999999999272,85.00000000000173,112.99999999999643,272.99999999998994,-56.99999999998795,204.99999999998852,3.9999999999906777,28.000000000005798,-83.99999999998897,141.9999999999959,-339.0000000000004,,163.99999999999176
2020.04.27,-13.999999999995794,-312.00000000000114,209.9999999999991,96.99999999999153,151.00000000000114,311.99999999999005,4.9999999999954525,333.9999999999899,33.00000000000125,150.00000000000568,-36.99999999999193,209.00000000000318,-412.00000000001234,,725.9999999999761
2020.04.27,-3.9999999999906777,-164.99999999999292,318.99999999999153,103.00000000000864,168.99999999999693,369.99999999999255,69.99999999999318,497.99999999999847,93.99999999999409,331.999999999999,27.000000000001023,307.9999999999927,-461.0000000000003,,1659.9999999999843
2020.04.27,-28.999999999996362,-69.00000000000794,407.99999999999727,114.99999999999844,193.99999999999417,445.99999999999085,235.99999999999,761.999999999996,152.00000000000102,531.0000000000148,94.99999999999886,411.9999999999919,-495.000000000001,,2757.999999999968
