date,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2020.04.27,-18.000000000000682,-49.00000000001015,168.00000000000148,19.999999999997797,105.99999999999498,176.99999999999383,21.000000000015007,14.999999999987246,87.99999999999386,-58.000000000002494,-24.999999999991473,129.99999999999545,-215.00000000000963,,359.9999999999652
2020.04.27,-12.999999999991019,-82.00000000000429,141.99999999999767,25.999999999992696,112.99999999999643,140.99999999999113,27.999999999991587,2.999999999997449,97.99999999999898,-112.99999999998533,36.000000000001364,100.99999999999909,-239.00000000001143,,240.9999999999743
2020.04.27,-82.99999999999841,-268.0000000000016,173.00000000000094,120.00000000000898,130.99999999999224,243.99999999999977,-74.99999999998863,7.0000000000014495,6.999999999990791,-62.99999999999084,-80.99999999998886,105.00000000000398,-209.9999999999991,,7.000000000030752
2020.04.27,-87.99999999999386,-320.00000000000915,156.00000000000057,100.99999999999554,108.99999999999244,233.99999999998977,-93.99999999999409,41.99999999998649,-18.000000000000682,-76.99999999999375,-112.99999999999955,81.99999999999363,-259.0000000000092,,-245.00000000004184
2020.04.27,-82.99999999999841,-289.0000000000059,256.0000000000007,92.00000000000318,110.99999999999443,313.99999999999204,-68.9999999999884,283.99999999999534,3.0000000000001137,209.9999999999991,-93.99999999999409,192.99999999999784,-225.00000000000853,,702.9999999999874
2020.04.27,-36.000000000001364,-273.9999999999965,239.99999999999577,116.99999999998934,114.99999999999844,294.9999999999897,2.0000000000095497,295.0000000000008,79.9999999999983,104.00000000001519,-64.99999999999773,201.99999999999818,-266.0000000000107,,808.9999999999891
2020.04.27,34.99999999999659,-242.00000000000887,278.9999999999959,103.99999999999298,170.99999999999892,361.9999999999957,56.99999999998795,476.9999999999941,90.99999999999397,324.9999999999975,12.000000000000455,286.9999999999919,-285.00000000000193,,1672.9999999999354
2020.04.27,31.999999999996476,-139.00000000000023,335.99999999999187,106.99999999999044,192.99999999999872,400.9999999999958,170.00000000001592,568.9999999999973,126.99999999999534,435.0000000000076,66.0000000000025,343.9999999999941,-327.00000000001063,,2313.9999999999754
2020.04.27,57.00000000000216,-56.99999999999594,430.9999999999925,124.99999999999733,200.99999999999562,462.9999999999912,254.99999999999545,1025.9999999999936,236.99999999999477,602.0000000000136,128.0000000000001,460.9999999999985,-442.9999999999934,,3485.9999999999854
2020.04.27,-16.999999999995907,117.99999999999588,497.99999999999847,163.00000000000205,304.9999999999997,546.9999999999975,290.9999999999968,988.9999999999955,155.00000000000114,805.9999999999956,170.0000000000017,489.9999999999949,-408.00000000000836,,4106.9999999999745
2020.04.27,-45.000000000001705,123.00000000000644,457.99999999999176,173.00000000000094,337.99999999999386,529.9999999999972,239.00000000000432,970.9999999999885,97.99999999999898,719.000000000003,149.0000000000009,424.99999999999716,-463.9999999999977,,3713.999999999984
2020.04.27,-78.99999999999352,82.99999999998863,405.9999999999952,160.99999999998892,312.9999999999966,475.99999999999864,155.00000000000114,922.999999999985,58.9999999999975,565.9999999999999,111.0000000000042,355.000000000004,-490.0000000000126,,3038.9999999999536
2020.04.27,-212.99999999999386,121.99999999999989,478.0000000000006,168.99999999999693,312.00000000000114,528.9999999999906,126.00000000000477,933.9999999999905,-42.00000000000159,710.0000000000106,34.000000000006025,349.00000000000375,-476.9999999999941,,3031.000000000015
2020.04.27,-188.99999999999295,113.99999999999189,454.9999999999943,192.99999999999872,287.9999999999994,492.999999999999,199.00000000001228,812.999999999997,36.99999999999193,564.000000000009,49.000000000006594,340.999999999994,-493.0000000000101,,2863.9999999999914
2020.04.27,-179.00000000000205,89.99999999999008,478.9999999999961,198.00000000000927,286.99999999999284,519.9999999999983,199.99999999998863,905.0000000000002,39.99999999999204,639.9999999999961,41.00000000001103,367.999999999995,-489.0000000000061,,3099.999999999962
2020.04.27,-271.99999999999136,202.9999999999976,613.9999999999924,191.00000000000784,292.9999999999988,609.9999999999994,382.000000000005,870.9999999999995,15.999999999991132,927.9999999999955,35.0000000000108,459.99999999999375,-472.00000000000574,,3858.999999999994
2020.04.27,-295.0000000000017,251.99999999998556,709.9999999999995,202.9999999999976,270.99999999999903,664.9999999999934,425.00000000001137,1096.9999999999925,79.9999999999983,1080.9999999999986,47.000000000011255,542.9999999999922,-482.00000000000466,,4596.999999999973
