names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['CHFJPY'],80.0,0.46346825396825414,B
EURUSD,15,"['AUDCAD', 'NZDCHF', 'AUDUSD', 'NZDUSD', 'NZDCAD', 'AUDCHF']",80.0,0.915,B
USDJPY,10,['AUDCAD'],80.0,-0.1177063492063492,S
AUDUSD,10,['AUDCAD'],80.0,0.13911111111111107,B
NZDUSD,10,['AUDCAD'],80.0,0.2512857142857142,B
GBPCHF,15,"['NZDCHF', 'AUDCHF', 'AUDJPY', 'NZDCAD', 'NZDUSD']",80.0,0.13966666666666666,B
EURCHF,30,"['NZDJPY', 'AUDNZD', 'USDJPY']",80.0,-0.36115728715728723,S
AUDCHF,10,"['AUDCAD', 'AUDUSD']",100.0,0.6070317460317461,B
GBPCAD,10,"['AUDNZD', 'EURCAD', 'EURCHF']",100.0,0.88,B
EURCAD,50,"['NZDCAD', 'NZDUSD', 'EURNZD', 'NZDCHF', 'EURJPY', 'NZDJPY', 'CADJPY']",80.0,0.7173073593073593,B
EURNZD,10,['AUDCHF'],80.0,-0.326873015873016,S
CADJPY,50,"['USDCAD', 'GBPCHF']",80.0,-0.2833549783549783,S
AUDJPY,15,['AUDCAD'],100.0,0.48366267066267093,B
