names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURCHF'],80.0,1.0,B
GBPUSD,10,"['USDCHF', 'GBPAUD', 'NZDCAD']",80.0,-0.46,S
USDJPY,30,"['NZDUSD', 'AUDNZD']",80.0,0.5556132416774834,B
USDCAD,10,"['USDCHF', 'USDCAD']",80.0,0.48157142857142865,B
GBPCHF,10,"['NZDCAD', 'NZDCHF', 'EURNZD', 'GBPAUD', 'GBPJPY']",80.0,-0.32,S
CHFJPY,15,"['NZDUSD', 'USDCHF']",80.0,-0.29838095238095236,S
CADCHF,30,"['AUDNZD', 'EURCHF', 'AUDCHF', 'GBPJPY']",80.0,-0.47388095238095274,S
AUDCHF,50,"['AUDNZD', 'GBPCHF']",80.0,0.046612063289307865,B
NZDCHF,10,"['EURGBP', 'AUDUSD', 'AUDNZD']",80.0,-0.08933333333333332,S
EURGBP,10,"['NZDCAD', 'NZDCHF', 'EURNZD', 'GBPAUD', 'GBPJPY']",100.0,0.3,B
GBPJPY,15,['USDJPY'],80.0,-0.2990079365079365,S
GBPCAD,10,"['AUDNZD', 'AUDUSD']",80.0,-0.6777539682539684,S
GBPAUD,10,"['NZDCHF', 'EURNZD']",80.0,0.9740000000000001,B
EURJPY,20,"['GBPCHF', 'EURGBP']",80.0,-0.7824906759906756,S
EURAUD,10,['AUDNZD'],80.0,-0.4149047619047621,S
EURNZD,10,"['EURGBP', 'AUDUSD', 'AUDNZD']",80.0,-0.009333333333333325,S
CADJPY,30,['USDJPY'],80.0,-0.5243684345410355,S
AUDJPY,15,['EURGBP'],80.0,-0.7560180375180375,S
AUDNZD,50,"['EURUSD', 'AUDUSD', 'USDCHF', 'USDJPY', 'EURCAD', 'GBPCHF', 'CADCHF', 'EURGBP']",100.0,-1.0,S
