date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2018.04.09,-21.999999999999797,-65.00000000000395,-28.000000000005798,-49.99999999999449,-90.99999999999665,-61.99999999999761,-78.99999999999574,-17.999999999995797,-112.99999999999643,-56.99999999999594,-43.99999999998272,-66.00000000001049,-49.99999999999449,-68.00000000001205,-130.99999999999224,-38.0000000000047,-15.000000000000568,-37.00000000000614,-86.99999999999264,,-1120.9999999999782
2018.04.09,0.999999999995449,-72.0000000000054,-46.999999999997044,0.0,-197.00000000000273,-43.99999999999693,-94.00000000000519,-27.999999999994696,-190.99999999999673,-39.999999999995595,-12.999999999976808,-320.00000000000915,108.00000000001918,-13.00000000000523,-222.00000000001108,17.000000000000348,-7.000000000005002,21.99999999999136,-114.99999999999844,,-1254.9999999999934
2018.04.09,65.00000000000395,-75.99999999998718,-27.000000000001023,34.000000000000696,-198.99999999999363,-94.99999999999886,-136.00000000000279,-90.0000000000012,-204.99999999999963,-53.999999999998494,-176.9999999999925,-239.00000000001143,85.00000000000173,-123.00000000001887,-201.00000000000674,87.99999999999919,-115.0000000000091,-106.99999999999932,-92.99999999998754,,-1665.0000000000027
2018.04.09,111.00000000000554,-89.99999999999008,-43.00000000000637,62.000000000006494,-224.000000000002,-76.00000000000762,-129.9999999999968,-90.0000000000012,-212.99999999999653,-68.99999999999685,-162.9999999999825,-224.000000000002,86.0000000000083,-93.00000000001774,-42.999999999993044,49.00000000001015,-100.00000000000853,-82.00000000000784,-97.9999999999981,,-1429.9999999999764
2018.04.09,77.00000000000485,-96.99999999999153,-134.00000000000034,112.000000000001,-217.0000000000005,39.99999999999204,-87.00000000000374,-85.00000000000173,-206.00000000000617,-100.00000000000009,-9.999999999990905,-315.0000000000208,113.00000000000753,84.99999999997954,-39.00000000001125,22.999999999995246,39.99999999999204,0.0,-141.99999999999767,,-942.0000000000525
2018.04.09,116.00000000000499,-90.99999999999665,-19.99999999999602,180.0000000000024,-226.99999999999943,-34.000000000006025,-73.00000000000084,-108.99999999999244,-202.0000000000022,-104.99999999999955,-126.99999999998113,-352.000000000019,68.00000000000139,18.000000000000682,39.999999999995595,34.000000000000696,13.999999999995794,-80.0000000000125,-150.99999999999002,,-1100.9999999999943
2018.04.09,114.00000000000298,-100.99999999999554,-25.000000000005684,123.00000000000644,-272.00000000000557,-49.99999999999716,-109.99999999999899,-151.9999999999966,-245.0000000000063,-97.9999999999981,-171.99999999999704,-374.0000000000077,12.000000000012001,-34.99999999999659,15.00000000000945,-31.000000000003247,-22.00000000000557,-121.99999999999989,-173.99999999998528,,-1718.999999999968
2018.04.09,122.99999999999534,-146.99999999998602,-81.00000000000307,59.000000000009045,-295.0000000000008,-3.0000000000001137,-148.99999999999915,-210.99999999999451,-333.0000000000055,-102.99999999999754,-149.99999999997726,-271.0000000000212,-106.99999999999044,26.999999999986812,96.99999999999153,-231.0000000000034,-64.00000000000716,-163.0000000000109,-129.00000000000134,,-2131.0000000000155
2018.04.09,124.00000000000189,-160.00000000000458,-94.0000000000083,55.000000000005045,-307.99999999999716,30.000000000001137,-153.99999999999858,-234.99999999999633,-367.0000000000062,-108.99999999999244,-126.00000000000477,-267.0000000000172,-153.9999999999875,18.000000000000682,212.99999999999653,-276.00000000000955,-38.000000000010914,-166.00000000001103,-140.99999999999113,,-2155.00000000003
2018.04.09,131.00000000000333,-191.99999999999218,-97.00000000000841,55.000000000005045,-341.00000000001353,64.99999999999773,-145.00000000000622,-232.99999999999432,-358.0000000000028,-122.99999999999534,-122.99999999999045,-296.0000000000074,-105.99999999998388,66.99999999997885,157.99999999999147,-266.0000000000107,-5.000000000009663,-139.00000000001,-80.99999999999774,,-2029.0000000000464
