date,USDCAD,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,NZDJPY,empty,sum
2019.01.21,15.00000000000945,-45.000000000006146,34.99999999999615,-26.999999999986812,-242.00000000000887,-132.99999999999557,-83.9999999999952,63.99999999999295,,-416.9999999999941
2019.01.21,48.000000000003595,-60.00000000000449,24.999999999997247,-8.99999999998613,-119.00000000000244,-132.99999999999557,-212.99999999999653,128.99999999999068,,-331.99999999999363
2019.01.21,106.00000000000608,-65.00000000000395,53.999999999998494,32.00000000001069,-43.999999999999595,-146.0000000000008,-217.0000000000005,75.00000000000284,,-204.99999999998676
2019.01.21,163.00000000000205,-58.99999999999794,81.9999999999932,211.00000000001273,-134.99999999999625,-75.00000000000284,-171.99999999999437,125.99999999999056,,141.0000000000071
2019.01.21,104.99999999999955,-75.9999999999983,54.999999999993946,146.000000000015,-55.000000000005045,-109.00000000000887,-323.99999999999096,228.9999999999992,,-28.999999999995453
2019.01.21,46.999999999997044,-100.99999999999554,63.00000000000195,212.99999999999386,-197.00000000000273,-108.00000000000409,-293.0000000000099,224.99999999999432,,-151.00000000002507
2019.01.21,114.99999999999844,-55.000000000005045,-57.00000000000705,318.00000000001205,-83.9999999999952,13.999999999995794,-526.0000000000042,408.00000000000125,,132.99999999999602
2019.01.21,52.000000000007596,-97.00000000000264,-19.00000000000235,270.00000000001023,-100.0000000000112,-13.00000000000523,-478.0000000000006,424.99999999999716,,39.99999999999295
2019.01.21,46.0000000000127,-104.99999999999955,93.99999999999409,209.00000000000318,-177.00000000000495,-129.0000000000049,-279.99999999999136,266.9999999999959,,-74.99999999999488
2019.01.21,36.0000000000138,-100.00000000000009,131.00000000000333,26.00000000001046,-107.99999999999699,-219.0000000000083,-161.99999999999548,164.99999999999204,,-230.99999999998124
2019.01.21,70.99999999999883,-78.00000000000028,76.99999999999375,144.00000000000546,-116.00000000000499,-146.0000000000008,-265.0000000000041,274.9999999999915,,-38.000000000020634
2019.01.21,63.000000000013046,-77.00000000000485,73.99999999999629,176.9999999999925,-148.99999999999915,-120.99999999999511,-245.0000000000063,334.0000000000032,,55.9999999999996
2019.01.21,70.0000000000145,-83.9999999999952,92.00000000000318,111.99999999999477,-21.00000000000435,-93.00000000000352,-225.00000000000853,414.99999999999204,,265.9999999999929
2019.01.21,24.000000000001798,-111.00000000000554,117.00000000000044,155.00000000000114,-100.0000000000112,-111.99999999999477,-228.99999999999034,381.0000000000002,,125.00000000000176
2019.01.21,0.0,-148.99999999999915,144.99999999999514,131.00000000000023,-100.99999999999554,-79.9999999999983,-171.99999999999437,382.99999999999557,,157.00000000000358
2019.01.21,36.999999999998145,-114.00000000000298,129.9999999999968,187.99999999998818,-69.9999999999923,-63.00000000000239,-204.00000000000418,394.999999999996,,298.99999999997726
2019.01.21,31.000000000003247,-121.99999999999989,168.99999999999693,156.0000000000059,-55.000000000005045,-76.00000000000762,-136.00000000000279,319.0000000000026,,285.99999999999335
2019.01.21,55.000000000005045,-95.99999999999609,156.00000000000057,144.00000000000546,1.999999999990898,-87.0000000000033,-160.00000000000458,295.99999999999227,,309.99999999999034
2019.01.21,100.0000000000112,-55.000000000005045,124.99999999999733,125.0,113.99999999999189,-114.00000000000432,-262.00000000000665,298.0000000000018,,330.9999999999862
2019.01.21,114.99999999999844,-60.99999999999994,137.9999999999937,168.00000000000637,12.999999999996348,-168.00000000000637,-270.99999999999903,224.99999999999432,,158.9999999999838
2019.01.21,179.00000000001802,-24.000000000001798,109.99999999999899,181.0000000000116,-22.999999999995246,-195.99999999999795,-263.99999999999756,215.0000000000034,,178.0000000000395
2019.01.21,250.00000000001688,-24.000000000001798,90.99999999999665,318.00000000001205,-69.00000000000794,-111.0000000000042,-309.0000000000037,299.99999999999716,,446.00000000000506
2019.01.21,328.00000000001717,-41.000000000002146,60.99999999999994,295.99999999999227,32.999999999994145,-117.999999999995,-490.999999999997,340.999999999994,,409.00000000000335
2019.01.21,283.000000000011,-153.00000000000313,156.00000000000057,402.9999999999916,-201.00000000000674,-129.0000000000049,-431.0000000000036,283.00000000000125,,210.99999999998607
2019.01.21,277.00000000001614,-89.00000000000574,134.99999999999625,266.9999999999959,-5.000000000010552,-144.00000000000546,-397.0000000000029,304.00000000000205,,347.9999999999856
2019.01.21,268.0000000000016,-117.00000000000044,149.99999999999457,218.9999999999941,102.99999999998644,-114.99999999999488,-432.0000000000102,307.9999999999927,,383.9999999999639
2019.01.21,348.00000000001495,-114.00000000000298,159.9999999999935,125.0,312.00000000000114,-46.999999999997044,-401.99999999999125,310.99999999999284,,693.0000000000111
2019.01.21,321.0000000000157,-144.99999999999514,176.99999999999383,81.99999999999363,353.99999999998766,-15.000000000000568,-373.00000000000114,346.9999999999942,,747.9999999999882
2019.01.21,350.00000000000585,-165.00000000000404,192.00000000000327,49.000000000006594,373.00000000000114,-4.0000000000048885,-358.9999999999982,311.9999999999976,,748.0000000000074
2019.01.21,361.0000000000113,-131.00000000000333,147.99999999999258,-82.99999999999841,537.9999999999941,-55.00000000000682,-448.000000000004,307.9999999999927,,637.9999999999782
2019.01.21,468.00000000000176,-104.99999999999955,117.99999999999588,24.00000000000091,492.9999999999879,-21.000000000000796,-496.00000000000756,344.99999999999886,,825.9999999999773
2019.01.21,469.0000000000083,-90.0000000000012,110.99999999999443,131.00000000000023,373.00000000000114,-13.999999999995794,-482.00000000000466,356.9999999999993,,855.0000000000018
2019.01.21,506.0000000000064,-21.999999999999797,53.999999999998494,10.99999999999568,550.9999999999903,-15.000000000000568,-499.000000000005,350.9999999999991,,936.9999999999845
2019.01.21,405.0000000000109,-67.00000000000594,34.99999999999615,94.99999999999886,360.0000000000048,-33.00000000000125,-570.0000000000039,364.9999999999949,,589.9999999999945
2019.01.21,408.00000000000836,-95.99999999999609,48.99999999999905,127.00000000000955,326.0000000000041,18.000000000000682,-544.9999999999955,391.9999999999959,,679.0000000000261
2019.01.21,301.0000000000179,-146.99999999999713,153.00000000000313,-180.00000000000682,604.0000000000045,18.000000000000682,-339.0000000000004,286.9999999999919,,697.0000000000139
2019.01.21,313.00000000000773,-129.9999999999968,163.00000000000205,-252.9999999999859,696.0000000000077,-45.000000000001705,-358.9999999999982,269.999999999996,,655.0000000000309
2019.01.21,304.00000000001535,-107.99999999999699,149.99999999999457,-242.999999999995,702.9999999999869,-42.00000000000159,-354.0000000000099,253.0000000000001,,662.9999999999935
2019.01.21,321.0000000000157,-112.000000000001,185.00000000000182,-219.99999999999886,668.9999999999862,-46.00000000000648,-283.99999999999534,230.99999999999454,,743.9999999999966
2019.01.21,396.00000000001853,-83.9999999999952,175.99999999999838,-223.0000000000132,753.0000000000036,-49.99999999999716,-330.0000000000081,271.99999999999136,,909.9999999999983
2019.01.21,354.0000000000099,-102.99999999999754,158.0000000000026,-138.00000000000523,585.9999999999976,-34.99999999999659,-316.0000000000052,290.9999999999968,,797.0000000000023
2019.01.21,340.00000000000693,-117.00000000000044,188.9999999999947,-151.9999999999868,584.0000000000067,-60.000000000002274,-310.9999999999946,271.99999999999136,,745.0000000000157
2019.01.21,362.00000000001785,-97.9999999999981,192.99999999999872,-137.00000000000045,594.0000000000057,-54.000000000002046,-293.99999999999426,296.99999999999704,,863.0000000000246
