date,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURGBP,EURNZD,empty,sum
2015.02.02,-48.99999999998794,-86.99999999999264,-127.00000000001043,-140.0000000000068,-489.99999999999045,-76.99999999999375,-145.00000000001734,,-1114.9999999999993
2015.02.02,43.00000000001525,-75.99999999998718,-163.00000000000205,-168.00000000000148,-841.0000000000028,-105.99999999999498,-159.00000000002024,,-1469.9999999999934
2015.02.02,46.0000000000127,-19.999999999997797,-169.00000000001913,-206.00000000000617,-1052.0000000000084,-102.99999999999754,-99.00000000000463,,-1603.000000000021
2015.02.02,82.00000000000429,26.999999999999247,-187.00000000000384,-262.00000000000665,-1218.000000000008,-81.9999999999932,104.99999999999955,,-1535.0000000000086
2015.02.02,106.00000000000608,33.00000000001635,-123.00000000000644,-302.9999999999977,-1238.99999999999,-91.99999999999208,200.99999999998454,,-1416.9999999999793
2015.02.02,144.99999999999514,-5.999999999994898,-23.00000000001745,-290.00000000000136,-1106.9999999999914,-119.99999999999788,87.99999999999919,,-1313.0000000000089
2015.02.02,80.99999999999774,-35.999999999991594,-17.000000000000348,-356.00000000000074,-1093.999999999995,-125.99999999999278,110.99999999999443,,-1436.9999999999882
2015.02.02,110.00000000001009,-37.99999999998249,101.99999999997988,-394.00000000000546,-707.9999999999975,-142.99999999999312,169.99999999998127,,-901.0000000000074
2015.02.02,73.00000000001194,-134.99999999999625,167.9999999999904,-362.00000000000676,-642.0000000000092,-173.00000000000094,35.999999999991594,,-1035.0000000000193
2015.02.02,104.00000000001519,-74.99999999998064,286.99999999999284,-377.0000000000051,-524.9999999999977,-151.00000000000114,30.999999999981043,,-705.9999999999956
2015.02.02,124.00000000001299,-60.99999999999994,335.9999999999808,-287.0000000000039,-476.0000000000098,-140.99999999999113,-20.000000000020002,,-525.0000000000309
2015.02.02,116.00000000000499,16.000000000016,339.0000000000004,-207.00000000000162,-478.0000000000006,-97.9999999999981,231.99999999998778,,-79.99999999999119
2015.02.02,100.0000000000112,-11.999999999989797,339.0000000000004,-214.00000000000307,-415.99999999999415,-102.99999999999754,224.99999999998633,,-80.99999999998661
2015.02.02,112.000000000001,-13.999999999980695,318.9999999999804,-187.00000000000384,-506.9999999999908,-108.99999999999244,140.99999999999113,,-244.99999999999528
2015.02.02,131.99999999999878,-12.999999999996348,349.99999999998363,-324.9999999999975,-524.9999999999977,-112.000000000001,190.99999999998562,,-302.0000000000245
2015.02.02,155.00000000001623,-4.999999999988347,345.99999999997965,-353.0000000000033,-370.00000000000364,-113.99999999999189,251.00000000000122,,-89.99999999999008
2015.02.02,123.00000000000644,38.0000000000047,345.99999999997965,-368.00000000000165,-404.9999999999887,-93.99999999999409,296.9999999999917,,-63.00000000000193
2015.02.02,161.00000000001114,30.0000000000189,383.99999999998437,-385.99999999999744,-452.00000000000796,-113.99999999999189,200.99999999998454,,-175.9999999999983
2015.02.02,181.00000000000892,14.000000000002899,404.9999999999887,-375.9999999999986,-211.99999999998997,-201.99999999999108,20.999999999982144,,-168.99999999999702
2015.02.02,324.0000000000132,-95.999999999985,385.99999999999744,-367.0000000000062,-268.0000000000016,-343.9999999999999,64.99999999998174,,-300.0000000000002
2015.02.02,290.9999999999968,-125.99999999998168,406.9999999999796,-343.00000000000443,-130.0000000000079,-357.99999999999164,-129.00000000000134,,-388.0000000000106
2015.02.02,383.0,-325.99999999998187,412.9999999999967,-568.0000000000018,26.999999999999247,-500.9999999999959,-199.00000000001583,,-770.9999999999994
2015.02.02,433.0000000000167,-191.99999999999218,578.9999999999961,-474.00000000000773,-208.99999999999253,-422.00000000000017,130.99999999999224,,-153.99999999998752
2015.02.02,67.00000000001705,-408.9999999999927,457.9999999999807,-411.0000000000058,-371.99999999999454,-702.9999999999981,-439.0000000000116,,-1809.000000000005
2015.02.02,659.0000000000095,-426.9999999999996,438.9999999999894,-382.00000000000455,-429.99999999999704,-731.9999999999993,-485.0000000000021,,-1358.0000000000036
2015.02.02,614.0000000000034,-417.99999999998505,130.99999999999224,-433.0000000000056,-392.9999999999989,-657.9999999999919,-354.0000000000099,,-1510.999999999996
2015.02.02,574.0000000000078,-306.9999999999906,-270.99999999999903,-551.0000000000015,-304.9999999999997,-618.9999999999918,-205.00000000001074,,-1683.9999999999854
2015.02.02,695.0000000000011,-245.99999999999068,-449.0000000000105,-461.0000000000003,-280.9999999999979,-574.9999999999922,-159.00000000002024,,-1476.0000000000107
2015.02.02,622.0000000000115,-174.99999999999181,-397.0000000000029,-540.0000000000072,-120.99999999999334,-502.9999999999979,118.99999999998023,,-995.0000000000014
2015.02.02,744.0000000000114,-150.99999999999002,-323.0000000000066,-480.99999999999807,-350.00000000000585,-561.9999999999958,60.99999999999994,,-1061.999999999985
2015.02.02,646.0000000000132,-57.99999999998029,-338.0000000000161,-423.0000000000067,-280.9999999999979,-451.0000000000014,206.99999999997942,,-698.0000000000099
2015.02.02,561.0000000000115,-108.99999999998133,-521.0000000000159,-387.000000000004,-218.99999999999142,-415.99999999999415,146.99999999998602,,-943.9999999999892
2015.02.02,475.0000000000032,-120.99999999999334,-807.0000000000022,-522.0000000000002,-309.0000000000037,-351.99999999999676,309.99999999998806,,-1326.000000000005
2015.02.02,253.00000000001432,-309.99999999998806,-1318.000000000019,-572.0000000000058,-504.9999999999999,-429.99999999999704,168.99999999999693,,-2712.9999999999986
2015.02.02,114.99999999999844,-500.9999999999959,-1256.0000000000127,-746.9999999999976,-384.00000000000654,-488.999999999995,267.99999999997937,,-2994.0000000000296
2015.02.02,235.00000000000742,-497.99999999999847,-1316.0000000000061,-718.0000000000075,-1080.9999999999986,-525.9999999999932,596.9999999999809,,-3307.0000000000155
2015.02.02,519.0000000000028,-381.99999999999346,-1173.0000000000018,-680.0000000000028,-1303.0000000000098,-590.0000000000016,398.9999999999938,,-3210.0000000000136
2015.02.02,642.0000000000092,-278.9999999999848,-1236.0000000000148,-640.0000000000073,-1249.9999999999955,-579.9999999999916,456.9999999999963,,-2885.999999999988
2015.02.02,534.9999999999966,-376.9999999999829,-1343.0000000000052,-709.0000000000041,-872.9999999999905,-619.9999999999983,504.9999999999999,,-2881.9999999999845
2015.02.02,622.9999999999958,-313.99999999999204,-1419.999999999999,-682.0000000000048,-791.9999999999927,-613.9999999999924,619.9999999999983,,-2578.999999999987
2015.02.02,651.0000000000016,-340.9999999999913,-1221.0000000000055,-721.000000000005,-923.9999999999915,-591.9999999999925,615.9999999999943,,-2531.99999999999
