date,AUDCHF,EURCAD,EURAUD,empty,sum
2020.01.13,14.000000000002899,112.000000000001,-15.00000000000945,,110.99999999999444
2020.01.13,17.999999999995797,66.99999999999484,-35.00000000000725,,49.99999999998339
2020.01.13,158.99999999999804,124.99999999999733,134.99999999999625,,418.9999999999916
2020.01.13,85.99999999999719,172.0000000000166,35.999999999991594,,294.00000000000534
2020.01.13,92.00000000000318,158.99999999999804,9.999999999998899,,261.0000000000001
2020.01.13,141.00000000000225,158.0000000000137,90.99999999999665,,390.00000000001256
2020.01.13,232.99999999999432,94.00000000001629,263.99999999999756,,591.0000000000082
2020.01.13,215.99999999999397,117.99999999999588,247.99999999998158,,581.9999999999715
2020.01.13,200.00000000000017,90.99999999999665,229.99999999999687,,520.9999999999936
2020.01.13,221.00000000000452,144.99999999999514,237.99999999998266,,603.9999999999823
2020.01.13,246.00000000000176,111.00000000001664,317.9999999999961,,675.0000000000146
2020.01.13,219.99999999999798,114.99999999999844,230.9999999999812,,565.9999999999776
2020.01.13,202.0000000000022,143.00000000000423,184.99999999999073,,529.9999999999972
2020.01.13,200.00000000000017,107.99999999999699,185.99999999999727,,493.99999999999443
2020.01.13,229.00000000000142,138.0000000000159,230.9999999999812,,597.9999999999985
2020.01.13,239.0000000000003,123.00000000000644,238.99999999998923,,600.999999999996
2020.01.13,248.00000000000378,109.00000000000354,275.9999999999874,,632.9999999999948
2020.01.13,243.00000000000432,134.99999999999625,236.99999999999832,,614.9999999999989
2020.01.13,217.99999999999596,192.00000000001438,190.99999999998562,,600.9999999999959
2020.01.13,249.99999999999466,202.9999999999976,282.9999999999888,,735.9999999999811
2020.01.13,165.9999999999995,217.0000000000005,135.9999999999806,,518.9999999999806
2020.01.13,158.0000000000026,192.00000000001438,108.99999999998133,,458.9999999999983
2020.01.13,170.99999999999892,148.99999999999915,204.99999999998852,,524.9999999999866
2020.01.13,112.99999999999643,73.00000000001194,173.00000000000094,,359.0000000000093
2020.01.13,63.99999999999739,141.00000000001333,-18.0000000000069,,187.0000000000038
