date,EURUSD,USDCAD,AUDUSD,EURJPY,AUDCAD,NZDCAD,empty,sum
2019.05.20,-35.999999999991594,0.0,-2.000000000002,-69.00000000000261,0.0,-14.000000000002899,,-120.9999999999991
2019.05.20,-61.99999999998429,26.999999999999247,46.999999999997044,-40.99999999999682,62.000000000006494,-104.00000000000409,,-70.9999999999824
2019.05.20,-58.99999999998684,85.00000000000173,56.99999999999594,-10.99999999999568,38.0000000000047,-124.00000000000189,,-13.999999999982052
2019.05.20,-61.99999999998429,109.00000000000354,55.99999999998939,7.000000000005002,31.000000000003247,-83.9999999999952,,57.000000000021686
2019.05.20,-39.999999999995595,110.00000000001009,75.9999999999983,-79.9999999999983,55.000000000005045,-63.00000000000195,,58.00000000001759
2019.05.20,-46.999999999997044,65.00000000000395,15.999999999993797,-156.99999999999648,4.999999999999449,-75.00000000000284,,-192.99999999999915
2019.05.20,-50.99999999997884,22.0000000000109,-4.000000000004,-197.9999999999933,14.000000000002899,-65.99999999999939,,-282.99999999996174
2019.05.20,-43.999999999999595,-45.99999999999049,-77.00000000000485,-179.9999999999926,-34.99999999999615,-100.99999999999554,,-482.9999999999792
2019.05.20,-71.99999999998319,-102.00000000000209,-130.0000000000079,-316.99999999999307,-70.99999999999883,-107.99999999999699,,-799.999999999982
2019.05.20,-67.9999999999792,-100.99999999999554,-128.00000000000588,-266.9999999999959,-71.99999999999429,-112.000000000001,,-747.9999999999719
2019.05.20,-20.999999999982144,-78.99999999998464,-71.00000000000995,-152.9999999999916,-17.000000000000348,-78.00000000000028,,-418.9999999999689
2019.05.20,-3.999999999981796,-104.99999999999955,-117.00000000000044,-173.00000000000182,-46.999999999997044,-65.00000000000395,,-510.99999999998465
2019.05.20,15.00000000000945,-75.99999999998718,-97.00000000000264,-137.99999999999102,-60.99999999999994,-75.9999999999983,,-432.99999999996965
2019.05.20,43.999999999999595,-68.00000000000139,-113.00000000000753,-91.99999999999875,-69.9999999999923,-75.9999999999983,,-374.99999999999864
2019.05.20,52.000000000007596,-82.99999999998863,-135.00000000000733,-76.99999999999818,-86.99999999999264,-78.99999999999574,,-408.99999999997493
2019.05.20,48.000000000003595,-99.00000000000463,-153.00000000000313,-93.99999999999409,-108.99999999999244,-75.9999999999983,,-482.999999999989
2019.05.20,65.00000000000395,-106.99999999999044,-153.00000000000313,-60.000000000002274,-98.99999999999353,-78.00000000000028,,-431.9999999999857
2019.05.20,73.00000000001194,-95.00000000000064,-149.00000000001023,4.0000000000048885,-102.99999999999754,-93.99999999999409,,-363.9999999999857
2019.05.20,46.0000000000127,-95.00000000000064,-160.00000000000458,-9.999999999990905,-121.99999999999989,-102.99999999999754,,-443.99999999998084
2019.05.20,41.000000000002146,-163.9999999999864,-212.00000000000108,-25.99999999999625,-151.00000000000114,-98.99999999999353,,-610.9999999999762
2019.05.20,12.000000000012001,-151.9999999999966,-249.00000000001032,-74.99999999998863,-204.99999999999963,-134.99999999999625,,-803.9999999999794
2019.05.20,-29.999999999996696,-160.99999999998892,-257.0000000000072,-55.999999999997385,-206.99999999999054,-148.99999999999915,,-859.99999999998
2019.05.20,-58.99999999998684,-154.99999999999403,-272.00000000000557,-129.99999999999545,-235.99999999999176,-151.9999999999966,,-1003.9999999999702
2019.05.20,-32.999999999994145,-141.99999999999767,-261.0000000000001,-66.0000000000025,-264.999999999993,-190.99999999999673,,-957.9999999999842
2019.05.20,3.0000000000196536,-31.999999999987594,-164.00000000000858,50.00000000001137,-189.99999999999017,-161.99999999999548,,-494.9999999999508
2019.05.20,-47.99999999998139,-80.99999999999774,-185.00000000000182,-6.999999999990791,-200.99999999999562,-175.00000000000293,,-696.9999999999703
