date,GBPUSD,EURUSD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.07.06,-28.999999999990145,48.99999999998794,7.0000000000014495,66.00000000001049,43.999999999999595,-110.99999999999,-7.9999999999968985,-26.999999999999247,-29.000000000001247,-245.9999999999809,-39.999999999995595,-64.00000000002137,80.99999999999774,-84.0000000000174,77.99999999998875,10.99999999999568,10.999999999994348,-73.99999999999629,-103.00000000000864,,-468.0000000000217
2015.07.06,-34.99999999998504,-5.000000000010552,-58.000000000002494,-82.99999999998863,72.0000000000054,109.00000000000887,27.999999999994696,-45.99999999999049,-18.999999999991246,-59.99999999997385,-170.00000000000347,-10.000000000019327,-106.99999999999044,-70.99999999999883,-54.000000000002046,61.99999999999761,-34.000000000000696,-48.99999999999905,5.999999999994898,,-523.9999999999548
2015.07.06,-147.99999999999258,-369.0000000000193,117.00000000000044,104.00000000001519,-300.00000000001137,-369.9999999999761,-48.99999999999905,186.00000000000838,187.00000000000384,-777.9999999999916,86.99999999999264,-861.0000000000184,-295.0000000000008,-231.0000000000034,308.9999999999975,-418.99999999999693,141.99999999999767,190.00000000000128,59.99999999999339,,-2438.0
2015.07.06,-204.00000000000418,-419.0000000000138,121.00000000000443,29.00000000001235,-265.0000000000041,-502.9999999999859,0.999999999995449,191.00000000000784,195.00000000000074,-826.9999999999982,64.99999999998174,-923.0000000000018,-336.00000000000296,-160.00000000000458,310.99999999999284,-483.0000000000041,126.99999999999933,243.99999999999977,150.00000000000568,,-2686.000000000019
2015.07.06,-231.0000000000034,-458.00000000000284,277.000000000005,-13.999999999980695,-248.00000000000378,-517.9999999999723,14.000000000002899,248.99999999999923,206.00000000000617,-780.0000000000011,423.0000000000178,-904.0000000000248,-97.9999999999981,3.999999999981796,297.9999999999876,-563.0000000000024,307.99999999999716,348.00000000000387,68.00000000000139,,-1618.9999999999861
2015.07.06,-78.99999999998464,-146.00000000000168,90.0000000000012,160.00000000000458,-190.00000000000128,-350.9999999999991,-29.000000000001247,268.0000000000016,75.9999999999983,-764.9999999999864,103.00000000000864,-641.0000000000196,-52.99999999999194,161.99999999999548,235.99999999999,-487.99999999999955,204.00000000000418,319.99999999999807,130.99999999999224,,-991.9999999999914
2015.07.06,-131.99999999999878,-434.000000000001,343.00000000000443,-3.999999999981796,-293.0000000000099,-713.9999999999986,19.999999999997797,248.00000000000378,239.0000000000003,-1093.999999999994,742.9999999999826,-1180.0000000000068,66.99999999999484,-77.00000000001594,458.999999999989,-697.0000000000027,432.9999999999945,321.0000000000046,-106.99999999999044,,-1859.0000000000282
2015.07.06,-92.99999999998754,-399.00000000001603,348.00000000000387,-7.0000000000014495,-283.000000000011,-592.9999999999893,-6.0000000000060005,240.00000000000688,231.99999999999886,-897.9999999999961,794.0000000000058,-1032.0000000000107,116.00000000000499,-99.00000000000463,382.99999999999557,-599.0000000000038,454.9999999999943,312.9999999999966,-170.99999999998784,,-1299.0000000000073
2015.07.06,-180.0000000000024,-630.0000000000194,326.9999999999995,-65.99999999998829,-402.0000000000135,-915.9999999999968,64.99999999999284,170.99999999999892,342.000000000009,-1304.9999999999784,640.0000000000183,-1522.0000000000198,-228.00000000000597,-286.00000000000847,545.9999999999923,-799.9999999999972,417.0000000000007,353.0000000000033,-42.999999999993044,,-3517.000000000009
2015.07.06,-170.00000000000347,-617.0000000000009,283.99999999999534,99.00000000000463,-520.9999999999936,-773.9999999999725,19.00000000000235,168.00000000000148,339.0000000000004,-1302.9999999999973,517.0000000000119,-1523.0000000000246,-303.9999999999932,-658.0000000000031,481.9999999999993,-614.9999999999949,434.000000000001,243.99999999999977,-231.0000000000034,,-4129.999999999971
2015.07.06,-200.00000000000017,-657.0000000000186,143.9999999999997,81.00000000001995,-523.0000000000068,-674.999999999983,46.999999999997044,148.99999999999915,350.00000000000585,-1119.9999999999761,91.00000000001884,-1416.0000000000252,-629.9999999999973,-714.0000000000147,367.999999999995,-528.0000000000058,263.99999999999756,251.99999999999667,-32.999999999994145,,-4749.999999999994
2015.07.06,-137.9999999999937,-622.0000000000115,202.9999999999976,152.0000000000188,-581.9999999999936,-570.999999999998,-14.999999999998348,207.00000000000162,355.0000000000053,-1065.999999999974,335.00000000001864,-1385.0000000000193,-466.00000000001086,-653.999999999999,370.9999999999951,-539.0000000000015,343.9999999999999,262.00000000000665,-107.99999999999699,,-3916.9999999999536
2015.07.06,-160.99999999998892,-550.000000000006,88.99999999999464,266.0000000000107,-590.0000000000016,-516.9999999999959,-62.000000000006494,248.00000000000378,302.0000000000023,-1132.9999999999814,-12.999999999996348,-1332.000000000022,-595.9999999999966,-552.0000000000191,390.99999999999113,-555.9999999999974,200.99999999999562,263.0000000000021,60.99999999999994,,-4241.000000000012
2015.07.06,-140.99999999999113,-565.9999999999999,60.00000000000449,233.00000000001654,-584.0000000000067,-423.9999999999782,-45.000000000006146,243.00000000000432,318.00000000000716,-956.9999999999936,-63.99999999997519,-1237.9999999999995,-669.9999999999928,-565.9999999999999,297.9999999999876,-489.9999999999949,178.00000000000037,277.000000000005,102.00000000000209,,-4035.9999999999104
2015.07.06,-182.99999999999983,-619.000000000014,41.9999999999976,253.99999999999866,-621.0000000000049,-332.9999999999984,-77.00000000000485,230.000000000008,334.00000000000097,-841.9999999999845,-172.0000000000166,-1183.9999999999975,-777.9999999999898,-657.0000000000186,267.99999999998647,-415.00000000000625,102.99999999999754,226.00000000000398,129.00000000000134,,-4295.000000000042
2015.07.06,-146.99999999998602,-497.0000000000141,21.00000000000435,192.00000000001438,-485.0000000000021,-293.9999999999827,-29.999999999996696,159.00000000000912,270.99999999999903,-708.9999999999748,-181.9999999999933,-969.0000000000225,-659.0000000000095,-635.0000000000077,180.99999999999739,-298.0000000000018,115.99999999999389,178.99999999999582,45.000000000006146,,-3740.999999999971
2015.07.06,-227.99999999998377,-497.0000000000141,-56.99999999999594,337.0000000000095,-530.0000000000082,-148.9999999999725,-41.9999999999976,170.99999999999892,233.00000000000543,-665.9999999999968,-511.99999999997914,-868.9999999999998,-817.000000000001,-686.0000000000089,82.99999999999841,-216.99999999999875,46.00000000000159,178.99999999999582,140.99999999999113,,-4079.9999999999563
2015.07.06,-455.99999999998977,-884.0000000000181,105.99999999999498,87.00000000001484,-568.000000000013,-747.9999999999905,139.00000000000023,157.00000000000713,380.00000000000256,-1236.9999999999948,-340.00000000000693,-1554.000000000002,-1002.9999999999983,-756.0000000000011,316.99999999999307,-597.999999999999,161.00000000000003,348.00000000000387,229.00000000001253,,-6219.999999999984
