date,USDCAD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.04.24,-245.0000000000063,-51.000000000001044,60.99999999999994,-486.99999999999477,63.00000000000195,217.99999999999596,-178.99999999999582,-418.9999999999916,-539.0000000000006,-611.0000000000042,198.99999999999363,-286.00000000000136,-284.000000000006,-136.00000000000279,83.00000000001084,,-2613.000000000002
2017.04.24,-215.99999999999397,-42.999999999993044,-49.99999999999449,-189.99999999999773,-85.00000000000173,82.99999999999974,-24.999999999997247,-317.9999999999961,-442.00000000000904,-358.0000000000041,8.999999999992347,-216.00000000000819,-216.99999999999875,-136.00000000000279,43.999999999999595,,-2160.0000000000055
2017.04.24,-226.99999999999943,-193.99999999999417,-35.00000000000725,-483.99999999999466,0.0,31.000000000003247,-2.999999999997449,-130.99999999999224,-812.999999999997,-700.0000000000028,-192.00000000001438,-356.9999999999993,-531.9999999999965,185.99999999999727,150.00000000000568,,-3300.999999999989
2017.04.24,-242.99999999999324,-43.999999999999595,-97.9999999999981,-442.0000000000073,-39.00000000000014,153.99999999999858,-17.999999999995797,-141.99999999999767,-517.9999999999962,-730.9999999999945,182.99999999999983,-373.00000000000466,-374.00000000000944,-5.000000000010552,207.00000000000162,,-2483.0000000000073
2017.04.24,-249.99999999999466,-75.9999999999983,-97.9999999999981,-516.0000000000053,36.999999999998145,192.00000000000327,-183.99999999999528,-332.9999999999833,-827.0,-810.0000000000023,268.0000000000016,-350.0000000000085,-378.0000000000001,68.99999999998573,234.00000000000088,,-3021.9999999999964
2017.04.24,-275.000000000003,-39.999999999995595,-65.00000000000395,-605.000000000004,43.00000000000415,246.00000000000176,-173.00000000000094,-344.99999999999534,-770.000000000004,-870.9999999999951,329.99999999998585,-409.000000000006,-387.00000000000045,24.999999999986144,259.9999999999936,,-3036.0000000000364
2017.04.24,-248.00000000000378,-21.999999999999797,-191.00000000000784,-853.9999999999992,180.0000000000024,380.999999999998,-388.9999999999949,-278.9999999999848,-541.9999999999981,-1278.9999999999964,807.0000000000022,-442.0000000000073,-406.9999999999965,-71.00000000002105,161.00000000001114,,-3194.9999999999955
2017.04.24,-270.99999999999903,-40.99999999999105,-184.00000000000637,-621.9999999999999,121.99999999999989,317.0000000000006,-253.99999999999866,-137.9999999999937,-375.9999999999986,-1022.9999999999961,655.9999999999899,-337.0000000000033,-320.99999999999795,-91.00000000001884,136.00000000000279,,-2427.0000000000095
2017.04.24,-303.9999999999932,-176.99999999999383,-126.0000000000039,-801.0000000000019,163.00000000000205,239.99999999999577,-200.99999999999562,-35.999999999991594,-547.999999999993,-1150.0000000000057,392.9999999999989,-422.00000000001125,-530.0000000000011,66.99999999999484,120.00000000000898,,-3311.9999999999905
2017.04.24,-347.0000000000084,-175.99999999999838,-55.99999999998939,-948.9999999999981,234.99999999999633,332.99999999999443,-258.9999999999981,-91.99999999998099,-489.99999999999045,-1233.9999999999945,495.000000000001,-453.00000000000296,-531.9999999999965,6.999999999979245,90.00000000001229,,-3427.999999999974
2017.04.24,-375.9999999999986,-171.99999999999437,-39.999999999995595,-1097.999999999999,326.9999999999995,437.999999999994,-278.00000000000045,58.000000000002494,-351.99999999999676,-1379.000000000005,702.9999999999869,-460.9999999999985,-520.0000000000102,12.999999999996348,121.99999999999989,,-3015.000000000019
2017.04.24,-336.00000000000296,-151.00000000000114,31.000000000003247,-998.9999999999952,317.9999999999961,427.99999999999505,-231.0000000000034,19.00000000001345,-384.00000000000654,-1189.9999999999977,574.9999999999922,-398.00000000001035,-460.9999999999985,4.999999999988347,113.00000000000753,,-2661.00000000002
2017.04.24,-270.99999999999903,-112.000000000001,56.000000000011596,-953.000000000003,295.99999999999625,415.99999999999415,-224.000000000002,-60.99999999999994,-497.99999999999847,-1117.999999999995,519.9999999999872,-387.00000000000045,-447.00000000000273,30.999999999981043,154.99999999999403,,-2597.0000000000373
2017.04.24,-234.00000000000088,-104.99999999999955,86.0000000000083,-1061.000000000007,370.9999999999991,471.99999999999466,-187.9999999999993,139.00000000000023,-377.0000000000051,-1198.9999999999982,598.999999999994,-385.0000000000051,-454.9999999999983,74.99999999998064,178.99999999999582,,-2083.0000000000405
