timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2021.04.09 23:30,-20690.99999999996,,2021.04.05 13:00,3889.999999999975,,2021.04.09 09:30,-23857.99999999996
2021.04.09 23:00,-20094.999999999975,,2021.04.05 12:30,3612.999999999978,,2021.04.09 10:00,-22738.000000000036
2021.04.09 22:30,-19681.0,,2021.04.05 13:30,3583.0000000000073,,2021.04.09 09:00,-22112.999999999978
2021.04.09 22:00,-19784.999999999985,,2021.04.05 11:30,3546.9999999999845,,2021.04.09 08:30,-21905.000000000007
2021.04.09 21:30,-19499.00000000004,,2021.04.05 14:00,3491.000000000008,,2021.04.09 10:30,-21753.99999999999
2021.04.09 21:00,-19762.000000000025,,2021.04.05 12:00,3419.000000000009,,2021.04.09 11:00,-21013.000000000022
2021.04.09 20:30,-19840.99999999999,,2021.04.05 15:00,3115.000000000006,,2021.04.09 23:30,-20690.99999999996
2021.04.09 20:00,-19797.999999999927,,2021.04.05 14:30,3106.000000000019,,2021.04.09 12:00,-20509.999999999978
2021.04.09 19:30,-19090.0,,2021.04.05 11:00,2586.000000000019,,2021.04.09 08:00,-20319.999999999996
2021.04.09 19:00,-18895.000000000022,,2021.04.05 15:30,2373.0000000000296,,2021.04.09 12:30,-20203.000000000022
2021.04.09 18:30,-18370.99999999999,,2021.04.05 10:30,2243.0000000000255,,2021.04.09 23:00,-20094.999999999975
2021.04.09 18:00,-18308.999999999964,,2021.04.05 16:00,1770.0000000000366,,2021.04.09 20:30,-19840.99999999999
2021.04.09 17:30,-18550.00000000001,,2021.04.05 10:00,1199.0000000000532,,2021.04.09 20:00,-19797.999999999927
2021.04.09 17:00,-18918.999999999967,,2021.04.05 16:30,1129.000000000023,,2021.04.09 22:00,-19784.999999999985
2021.04.09 16:30,-17624.000000000033,,2021.04.05 09:30,1101.0000000000307,,2021.04.09 21:00,-19762.000000000025
2021.04.09 16:00,-17143.00000000003,,2021.04.05 05:00,1021.0000000000125,,2021.04.09 11:30,-19712.999999999964
2021.04.09 15:30,-17314.000000000025,,2021.04.05 06:00,962.0000000000135,,2021.04.09 22:30,-19681.0
2021.04.09 15:00,-18022.999999999985,,2021.04.05 03:30,912.9999999999927,,2021.04.08 20:30,-19651.0
2021.04.09 14:30,-17836.000000000025,,2021.04.05 05:30,889.0000000000041,,2021.04.08 19:30,-19596.999999999996
2021.04.09 14:00,-18006.999999999996,,2021.04.05 08:00,795.9999999999845,,2021.04.09 07:30,-19565.999999999975
2021.04.09 13:30,-18312.000000000033,,2021.04.06 09:00,783.9999999999786,,2021.04.09 21:30,-19499.00000000004
2021.04.09 13:00,-19139.999999999985,,2021.04.06 01:30,782.0000000000266,,2021.04.09 05:30,-19459.99999999998
2021.04.09 12:30,-20203.000000000022,,2021.04.05 06:30,742.0000000000491,,2021.04.09 07:00,-19422.000000000036
2021.04.09 12:00,-20509.999999999978,,2021.04.05 07:30,738.9999999999908,,2021.04.08 21:30,-19290.99999999998
2021.04.09 11:30,-19712.999999999964,,2021.04.05 02:30,729.0000000000055,,2021.04.09 06:30,-19226.00000000001
2021.04.09 11:00,-21013.000000000022,,2021.04.05 04:30,721.0000000000139,,2021.04.08 20:00,-19214.999999999993
2021.04.09 10:30,-21753.99999999999,,2021.04.05 07:00,699.0000000000466,,2021.04.08 21:00,-19190.000000000025
2021.04.09 10:00,-22738.000000000036,,2021.04.05 03:00,696.0000000000302,,2021.04.08 17:30,-19161.999999999985
2021.04.09 09:30,-23857.99999999996,,2021.04.05 09:00,635.0000000000056,,2021.04.08 18:00,-19152.999999999985
2021.04.09 09:00,-22112.999999999978,,2021.04.06 02:00,634.0000000000177,,2021.04.09 04:30,-19142.999999999985
2021.04.09 08:30,-21905.000000000007,,2021.04.06 03:30,632.0000000000142,,2021.04.09 13:00,-19139.999999999985
2021.04.09 08:00,-20319.999999999996,,2021.04.06 03:00,499.00000000003655,,2021.04.09 05:00,-19129.999999999978
2021.04.09 07:30,-19565.999999999975,,2021.04.05 18:30,482.9999999999815,,2021.04.08 18:30,-19095.999999999993
2021.04.09 07:00,-19422.000000000036,,2021.04.06 04:00,472.99999999999153,,2021.04.09 19:30,-19090.0
2021.04.09 06:30,-19226.00000000001,,2021.04.05 02:00,468.00000000002706,,2021.04.09 06:00,-19073.999999999978
2021.04.09 06:00,-19073.999999999978,,2021.04.06 08:00,442.99999999996544,,2021.04.09 01:00,-19054.999999999978
2021.04.09 05:30,-19459.99999999998,,2021.04.05 08:30,430.99999999997215,,2021.04.09 00:00,-19044.0
2021.04.09 05:00,-19129.999999999978,,2021.04.05 17:30,401.9999999999851,,2021.04.08 19:00,-19028.999999999967
2021.04.09 04:30,-19142.999999999985,,2021.04.06 05:00,384.9999999999962,,2021.04.09 00:30,-18991.000000000015
2021.04.09 04:00,-18711.00000000004,,2021.04.06 02:30,381.00000000004013,,2021.04.09 17:00,-18918.999999999967
2021.04.09 03:30,-18068.000000000025,,2021.04.05 01:30,354.0000000000284,,2021.04.09 19:00,-18895.000000000022
2021.04.09 03:00,-18141.000000000044,,2021.04.06 01:00,335.00000000000153,,2021.04.08 23:30,-18832.999999999985
2021.04.09 02:30,-18328.999999999993,,2021.04.05 21:00,329.000000000037,,2021.04.08 22:30,-18809.999999999945
2021.04.09 02:00,-18585.99999999999,,2021.04.05 18:00,245.99999999996666,,2021.04.09 01:30,-18717.999999999956
2021.04.09 01:30,-18717.999999999956,,2021.04.05 04:00,235.00000000004823,,2021.04.09 04:00,-18711.00000000004
2021.04.09 01:00,-19054.999999999978,,2021.04.05 01:00,234.00000000000082,,2021.04.08 22:00,-18645.999999999967
2021.04.09 00:30,-18991.000000000015,,2021.04.05 20:30,215.99999999998147,,2021.04.08 23:00,-18620.99999999999
2021.04.09 00:00,-19044.0,,2021.04.06 08:30,182.99999999999187,,2021.04.09 02:00,-18585.99999999999
2021.04.08 23:30,-18832.999999999985,,2021.04.05 21:30,143.99999999998374,,2021.04.09 17:30,-18550.00000000001
