,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],80.0,1.0,B
1,1,EURUSD,30,"['EURJPY', 'CHFJPY', 'EURAUD', 'AUDCHF', 'EURNZD']",80.0,-0.2733744673871883,S
2,2,USDCAD,15,['NZDJPY'],80.0,-0.2710311283161249,S
3,3,GBPCHF,15,['EURUSD'],80.0,1.0,B
4,4,EURCHF,20,"['USDJPY', 'AUDUSD']",100.0,0.9991239801864802,B
5,5,CADCHF,30,"['EURJPY', 'NZDCAD', 'EURCAD']",80.0,0.971427935732568,B
6,6,AUDCHF,10,"['AUDUSD', 'CHFJPY']",80.0,0.5636747619047554,B
7,7,EURGBP,30,"['USDCAD', 'EURCAD', 'EURCHF']",80.0,-0.8823831746766285,S
8,8,GBPJPY,30,"['NZDCAD', 'AUDCAD', 'GBPCAD', 'EURUSD']",100.0,0.9994294444444441,B
9,9,GBPCAD,20,"['AUDCAD', 'EURUSD', 'USDCAD']",80.0,0.48949195054946115,B
10,10,GBPAUD,15,['NZDJPY'],80.0,-0.27323033605283087,S
11,11,EURJPY,50,"['CHFJPY', 'GBPAUD']",100.0,-0.33110248044106094,S
12,12,EURCAD,10,"['AUDCAD', 'AUDUSD']",80.0,-0.99975,S
13,13,EURAUD,15,"['NZDJPY', 'NZDCHF']",100.0,-0.6003618276168327,S
14,14,EURNZD,30,"['EURNZD', 'GBPAUD', 'EURAUD', 'EURCAD', 'EURUSD', 'GBPCHF', 'GBPCAD', 'USDCHF']",100.0,-0.5276,S
15,15,CADJPY,20,['CHFJPY'],80.0,0.16536587109012402,B
16,16,NZDJPY,15,"['GBPCAD', 'GBPJPY', 'CADJPY', 'GBPCHF']",80.0,1.0,B
17,17,AUDCAD,10,"['GBPUSD', 'NZDUSD']",100.0,0.3317646428571428,B
18,18,AUDNZD,20,['GBPCAD'],80.0,0.07719042586584444,B
