date,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.07.11,-25.000000000005684,-41.000000000002146,-9.999999999998899,114.99999999999844,-48.00000000000182,-97.9999999999981,-40.99999999999682,3.0000000000001137,-35.99999999998715,93.99999999999409,,-86.99999999999798
2016.07.11,-16.000000000005343,-46.999999999997044,28.000000000005798,92.00000000000318,-21.000000000000796,-129.9999999999968,-61.00000000000705,0.0,-28.999999999996362,140.99999999999113,,-43.00000000000327
2016.07.11,179.9999999999926,-157.00000000000713,-21.999999999999797,164.00000000000858,112.99999999999955,-129.9999999999968,173.00000000000182,204.00000000000773,86.00000000001273,146.99999999998602,,758.0000000000053
2016.07.11,45.000000000001705,28.000000000005798,-4.999999999999449,90.99999999999665,24.999999999991473,-166.99999999999494,-38.99999999998727,70.99999999999795,97.00000000000841,30.999999999981043,,177.0000000000014
2016.07.11,73.99999999999807,-15.999999999993797,-2.999999999997449,234.00000000000088,25.99999999999625,-81.9999999999932,118.99999999999977,96.00000000000364,94.0000000000083,-12.000000000012001,,530.0000000000105
2016.07.11,93.99999999999409,-79.00000000000685,51.99999999999649,184.99999999999073,24.00000000000091,-100.00000000000009,55.00000000000682,64.99999999999773,74.00000000001228,28.999999999990145,,398.9999999999823
2016.07.11,176.9999999999925,-96.99999999999153,84.0000000000063,130.0000000000079,116.99999999999022,-107.99999999999699,127.00000000000955,134.00000000000034,131.00000000000023,32.999999999994145,,728.0000000000127
2016.07.11,194.00000000000261,-200.00000000000017,104.99999999999955,96.99999999999153,150.99999999999625,-97.9999999999981,133.99999999998613,121.00000000000932,77.00000000001239,64.99999999998174,,645.9999999999812
2016.07.11,140.00000000000057,-117.99999999999588,178.00000000000037,-21.00000000000435,128.0000000000001,-168.99999999999693,-14.000000000010004,94.0000000000083,82.00000000000784,32.999999999994145,,333.00000000000415
2016.07.11,131.00000000000023,-124.99999999999733,131.00000000000333,93.99999999999409,140.00000000000057,-100.00000000000009,116.00000000001387,109.00000000000887,74.00000000001228,59.99999999999339,,630.0000000000292
2016.07.11,21.99999999999136,-45.000000000006146,78.00000000000028,144.0000000000108,90.99999999999397,-92.99999999999864,110.00000000001364,94.0000000000083,40.00000000000625,35.999999999991594,,477.0000000000114
2016.07.11,96.9999999999942,-8.999999999992347,19.00000000000235,100.0000000000112,129.99999999999545,-119.99999999999788,112.99999999999955,131.00000000000023,117.00000000000443,135.9999999999806,,713.9999999999977
2016.07.11,82.99999999999841,22.999999999995246,-24.000000000001798,167.00000000000603,113.99999999999011,-78.99999999999574,155.00000000000114,114.00000000000432,123.00000000000466,148.99999999999915,,825.0000000000016
2016.07.11,100.99999999999909,8.000000000008,0.999999999995449,190.00000000000128,137.99999999999102,-86.99999999999264,217.00000000001296,177.0000000000067,130.00000000000966,219.99999999999798,,1095.0000000000296
2016.07.11,336.9999999999891,76.99999999999375,-107.99999999999699,286.00000000000847,272.99999999999613,-45.99999999999049,485.99999999999,358.0000000000041,353.00000000000864,379.99999999998033,,2395.999999999983
2016.07.11,584.9999999999937,63.99999999999739,-58.000000000002494,370.00000000000364,518.0000000000007,-8.999999999992347,883.0000000000098,636.0000000000099,538.0000000000109,393.99999999998323,,3921.0000000000146
2016.07.11,839.9999999999892,-7.0000000000014495,-26.000000000003798,414.00000000000324,762.999999999991,26.999999999999247,1243.9999999999998,908.0000000000013,690.0000000000119,472.9999999999901,,5325.99999999998
2016.07.11,862.9999999999995,-124.99999999999733,38.0000000000047,309.0000000000037,801.0000000000019,-30.999999999992145,1170.9999999999923,919.0000000000111,637.0000000000005,438.9999999999894,,5021.000000000013
2016.07.11,1155.9999999999918,-73.99999999999629,23.00000000000635,446.9999999999974,1113.99999999999,53.00000000000304,1719.9999999999989,1272.0000000000055,892.0000000000101,492.9999999999879,,7095.9999999999945
2016.07.11,1222.999999999999,-36.999999999998145,126.0000000000039,157.00000000000713,1227.9999999999945,-61.999999999995396,1558.9999999999975,1289.0000000000014,967.000000000013,480.99999999999807,,6931.00000000002
2016.07.11,1352.9999999999945,-293.0000000000099,195.00000000000074,208.00000000000819,1155.9999999999918,-26.999999999999247,1525.0000000000057,1216.9999999999986,915.0000000000063,528.9999999999795,,6777.999999999976
2016.07.11,1292.0000000000016,-418.9999999999916,255.00000000000523,-96.99999999999153,1077.9999999999886,-281.99999999999335,1115.000000000009,1195.999999999998,791.000000000011,505.99999999998425,,5435.000000000022
2016.07.11,1353.999999999999,-432.9999999999945,141.99999999999767,-292.00000000000335,1257.9999999999955,-398.9999999999938,1137.0000000000005,1368.9999999999998,831.0000000000031,573.0000000000013,,5540.000000000005
2016.07.11,1518.0000000000007,-534.9999999999966,241.00000000000233,-398.00000000000944,1262.0000000000005,-534.9999999999966,1032.999999999987,1456.0000000000032,899.0000000000009,665.9999999999889,,5606.999999999981
2016.07.11,1522.9999999999961,-455.0000000000054,200.99999999999562,-228.00000000000597,1250.0,-440.9999999999914,1193.000000000012,1472.0000000000084,947.0000000000027,592.9999999999991,,6055.000000000011
2016.07.11,1593.999999999994,-431.0000000000036,151.00000000000114,-195.9999999999962,1417.9999999999923,-383.0,1437.0000000000118,1600.999999999999,1017.0000000000101,649.999999999995,,6858.000000000004
2016.07.11,1717.9999999999893,-487.99999999999955,146.00000000000168,-455.99999999998977,1646.000000000001,-486.999999999993,1450.9999999999934,1752.0000000000095,1074.0000000000123,654.9999999999834,,7011.000000000009
2016.07.11,1759.0000000000005,-351.99999999999676,-4.000000000004,544.9999999999955,1730.9999999999945,120.00000000000898,2604.0000000000136,1942.9999999999977,1189.0000000000073,700.999999999996,,10236.000000000015
2016.07.11,1810.0000000000023,-242.00000000000887,-31.000000000003247,709.0000000000041,1834.9999999999936,209.9999999999991,2913.9999999999873,2073.999999999998,1299.0000000000066,759.999999999983,,11337.999999999964
2016.07.11,1804.9999999999927,-236.99999999999832,0.999999999995449,636.9999999999986,1750.9999999999905,168.00000000000148,2727.0000000000036,1986.000000000004,1296.0000000000064,727.9999999999953,,10861.999999999987
2016.07.11,1781.9999999999964,-222.99999999999542,21.00000000000435,339.0000000000004,1735.99999999999,-29.999999999996696,2391.999999999996,1957.9999999999984,1287.0000000000061,800.0000000000007,,10061.999999999998
2016.07.11,1998.9999999999952,-161.99999999999548,50.0000000000056,391.000000000008,1982.99999999999,-25.999999999992696,2763.0000000000055,2267.00000000001,1487.000000000009,760.9999999999894,,11513.000000000024
2016.07.11,1866.9999999999902,-310.9999999999946,94.00000000000519,412.9999999999967,1993.9999999999998,16.0000000000049,2806.999999999988,2246.000000000009,1299.0000000000066,758.9999999999985,,11184.000000000005
2016.07.11,1887.999999999991,-621.0000000000049,185.99999999999727,425.0000000000087,1969.9999999999989,0.0,2786.0000000000014,2257.000000000005,1127.0000000000095,661.0000000000005,,10679.000000000007
2016.07.11,1977.9999999999945,-933.9999999999905,380.999999999998,377.0000000000051,1948.9999999999982,-57.99999999999139,2706.9999999999936,2265.0000000000005,1010.0000000000051,588.9999999999951,,10264.000000000007
2016.07.11,2006.999999999991,-534.9999999999966,214.00000000000307,611.000000000006,1983.9999999999945,177.00000000000495,2991.99999999999,2188.0000000000023,1271.000000000001,684.9999999999801,,11593.999999999976
2016.07.11,2033.9999999999918,-761.999999999996,326.0000000000041,672.0000000000059,1959.9999999999936,198.00000000000927,3036.0000000000014,2198.999999999998,1153.000000000006,656.9999999999965,,11473.000000000011
2016.07.11,2054.000000000002,-846.9999999999977,299.00000000000483,578.0000000000118,2033.0000000000014,165.00000000000404,3024.000000000001,2233.000000000004,1120.0000000000045,760.9999999999894,,11420.000000000025
2016.07.11,2126.9999999999955,-801.0000000000073,311.00000000000574,563.0000000000024,2092.999999999989,121.99999999999989,3088.9999999999986,2344.000000000008,1205.0000000000125,730.9999999999927,,11783.999999999998
2016.07.11,2149.9999999999914,-873.999999999997,322.9999999999955,358.9999999999982,2182.0000000000023,-8.999999999992347,2986.9999999999945,2430.9999999999973,1177.0000000000068,742.9999999999826,,11468.999999999978
