names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,['EURGBP'],100.0,-0.30936663336663334,B
GBPUSD,10,['CADJPY'],80.0,0.93,S
EURUSD,20,"['NZDCAD', 'GBPCAD']",100.0,0.98,S
USDCAD,10,"['NZDCHF', 'GBPAUD']",80.0,-0.6210000000000001,B
NZDUSD,30,['GBPJPY'],80.0,-0.46199237320613046,B
GBPCHF,10,['EURCHF'],80.0,0.3162698412698413,S
EURCHF,30,"['CHFJPY', 'USDCHF', 'CADCHF']",80.0,0.8480748663101605,S
CHFJPY,20,['AUDJPY'],100.0,-0.7343418248418249,B
CADCHF,15,['NZDJPY'],80.0,0.5425353535353539,S
AUDCHF,20,"['NZDUSD', 'EURUSD']",80.0,0.6239285714285717,S
EURGBP,15,['CADCHF'],100.0,1.0,S
GBPJPY,15,['EURGBP'],80.0,0.29095965145965136,S
GBPCAD,10,['EURCHF'],80.0,0.3258809523809523,S
EURJPY,50,"['CHFJPY', 'USDCHF', 'EURGBP', 'NZDUSD', 'GBPAUD']",80.0,-0.5583650793650795,B
EURCAD,15,"['CHFJPY', 'USDCHF', 'NZDJPY']",80.0,-1.0,B
EURAUD,15,['AUDNZD'],80.0,0.6949696969696971,S
EURNZD,10,"['NZDCHF', 'NZDJPY']",100.0,-0.6096666666666668,B
CADJPY,10,"['GBPCAD', 'GBPUSD', 'CADCHF', 'GBPJPY']",80.0,-0.17016666666666672,B
AUDJPY,50,"['EURUSD', 'EURJPY', 'CADJPY']",80.0,0.15508658498364378,S
