,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,20,"['EURJPY', 'EURAUD', 'CHFJPY', 'EURUSD', 'NZDUSD']",80.0,-0.8759585714285711,S
1,1,GBPUSD,20,['EURUSD'],80.0,1.0,B
2,2,EURUSD,20,"['EURJPY', 'EURAUD', 'CHFJPY', 'EURUSD', 'NZDUSD']",80.0,0.8764032142857145,B
3,3,USDJPY,10,['EURJPY'],100.0,-0.9506200000000046,S
4,4,USDCAD,15,['EURGBP'],80.0,-0.7126478216228074,S
5,5,NZDUSD,50,"['GBPUSD', 'GBPCHF', 'USDCAD']",100.0,0.22885023090951082,B
6,6,GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.789,B
7,7,EURCHF,15,"['USDJPY', 'GBPCHF']",80.0,0.4960681818181918,B
8,8,CADCHF,20,"['EURJPY', 'NZDUSD', 'GBPJPY', 'NZDCAD', 'NZDCHF']",100.0,0.9140748120915023,B
9,9,NZDCHF,30,"['GBPCHF', 'GBPAUD', 'GBPCAD', 'EURJPY']",100.0,0.7032562148962236,B
10,10,EURGBP,10,['EURCHF'],100.0,-0.6653509523809579,S
11,11,GBPJPY,10,"['NZDCAD', 'NZDCHF']",80.0,1.0,B
12,12,GBPCAD,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.7996,B
13,13,GBPAUD,15,['EURGBP'],80.0,-0.43140056804306043,S
14,14,EURCAD,20,"['USDJPY', 'NZDJPY', 'NZDUSD', 'EURJPY']",80.0,-0.693925295815289,S
15,15,CADJPY,10,['GBPUSD'],100.0,0.7495519047618542,B
16,16,NZDJPY,20,"['GBPUSD', 'GBPJPY', 'GBPCHF']",100.0,1.0,B
17,17,NZDCAD,15,"['GBPCHF', 'GBPAUD', 'GBPCAD']",80.0,0.8755747222222195,B
