date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,GBPCAD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.01.26,34.000000000000696,74.99999999998064,141.9999999999959,-35.999999999991594,112.000000000001,146.00000000000168,-43.999999999999595,-69.00000000000794,166.99999999998383,-81.9999999999821,-137.9999999999937,30.000000000001137,-64.00000000000716,-212.99999999999653,-51.000000000001044,,8.999999999985256
2015.01.26,53.00000000001415,66.99999999999484,123.00000000000466,29.999999999996696,-63.00000000000195,203.00000000000873,31.999999999998696,-161.99999999999548,73.99999999999629,233.00000000001654,-273.0000000000121,-153.99999999999636,-139.00000000001,-236.00000000000287,-358.9999999999982,,-570.9999999999864
2015.01.26,147.00000000000824,240.9999999999801,-106.99999999999932,45.000000000006146,70.99999999999883,221.99999999999997,282.99999999999994,-36.0000000000138,305.9999999999841,189.00000000001694,-69.9999999999923,180.00000000000682,-325.00000000000284,-256.99999999999613,-221.00000000000452,,667.999999999992
2015.01.26,165.00000000001512,79.99999999999119,-93.99999999999409,175.99999999999838,60.00000000000449,211.00000000000563,53.00000000000304,-229.99999999999687,-46.0000000000127,1.0000000000065512,-286.99999999999284,159.00000000000603,-311.9999999999976,-146.00000000000168,-220.00000000002018,,-429.99999999998556
2015.01.26,-48.000000000003595,-292.00000000000335,194.99999999999318,75.00000000000284,-127.99999999999478,57.00000000000705,-21.999999999999797,-327.99999999999494,-397.0000000000029,-130.99999999999224,-483.0000000000112,-292.0000000000016,83.99999999998897,-31.000000000003247,-257.0000000000183,,-1998.0000000000337
2015.01.26,15.00000000000945,-175.99999999999838,111.0000000000042,123.00000000000644,-60.99999999999994,153.00000000000313,180.99999999999784,-320.00000000000915,-308.0000000000194,-105.99999999998388,-514.9999999999987,-141.9999999999959,-93.00000000000352,-107.00000000000153,-302.0000000000023,,-1546.9999999999916
2015.01.26,56.99999999999594,-209.9999999999991,176.00000000000193,66.99999999999484,-165.00000000000404,21.999999999999797,210.99999999999451,-184.00000000000637,-287.000000000015,38.0000000000047,-292.00000000000335,-316.99999999999307,111.99999999999477,16.0000000000049,-251.00000000000122,,-1007.0000000000308
2015.01.26,87.99999999999919,-191.00000000000784,224.99999999999432,25.00000000000835,-114.00000000000298,78.00000000000028,263.99999999999756,-87.00000000001484,-214.00000000000307,-41.000000000002146,-375.0000000000142,-290.9999999999968,84.99999999999375,-87.99999999999919,-257.0000000000183,,-893.000000000066
2015.01.26,76.0000000000094,-172.0000000000166,198.99999999999807,5.999999999994898,-107.00000000000153,73.00000000000084,168.00000000000148,-76.0000000000094,-171.00000000001003,-15.999999999993797,-333.0000000000055,-266.9999999999959,70.99999999999795,-82.99999999999974,-243.00000000001543,,-875.0000000000454
2015.01.26,148.00000000001478,-39.00000000001125,106.99999999999932,83.00000000001084,60.99999999999994,106.00000000000608,-112.000000000001,-96.00000000000719,-95.00000000000064,-149.9999999999835,-235.00000000000742,1.0000000000047748,-40.00000000000625,-75.9999999999983,-74.0000000000185,,-410.9999999999982
2015.01.26,124.00000000001299,-211.00000000000563,144.00000000000546,106.00000000000608,29.000000000001247,38.0000000000047,-109.99999999999899,-156.00000000000057,-330.0000000000081,-312.9999999999855,-326.0000000000041,-61.99999999999761,67.99999999999784,21.999999999999797,-14.000000000002899,,-990.9999999999752
2015.01.26,127.00000000001043,-258.0000000000027,63.00000000000239,134.99999999999625,12.000000000000899,60.99999999999994,-43.999999999999595,-195.9999999999962,-417.0000000000007,-340.9999999999913,-434.000000000001,-18.999999999991246,-18.000000000000682,16.0000000000049,-68.00000000000139,,-1380.9999999999702
2015.01.26,107.99999999999699,-260.0000000000158,60.000000000002274,131.99999999999878,19.00000000000235,141.00000000000225,-117.99999999999588,-217.0000000000005,-418.0000000000073,-354.9999999999942,-600.0000000000006,-9.999999999990905,-115.0000000000091,-85.00000000000173,-175.99999999999838,,-1894.0000000000118
2015.01.26,107.00000000001265,-228.00000000000597,109.99999999999943,136.00000000000279,38.0000000000047,146.00000000000168,-26.000000000003798,-225.00000000000853,-384.00000000000654,-349.99999999998363,-565.9999999999999,-24.999999999991473,-87.0000000000033,-93.99999999999409,-160.00000000000458,,-1607.9999999999804
2015.01.26,46.999999999997044,-301.0000000000179,117.999999999995,102.00000000000209,-21.999999999999797,94.00000000000519,12.999999999996348,-241.00000000000233,-465.0000000000043,-353.99999999998766,-605.0000000000111,-103.9999999999992,-14.000000000010004,-54.999999999993946,-168.0000000000126,,-1955.0000000000432
2015.01.26,6.000000000017103,-351.0000000000124,153.0000000000058,58.000000000002494,-131.00000000000333,91.00000000000774,-151.9999999999966,-241.00000000000233,-473.0000000000123,-217.0000000000005,-652.9999999999925,-263.9999999999958,16.999999999995907,-80.99999999999774,-306.00000000000625,,-2543.999999999991
2015.01.26,-24.000000000001798,-441.0000000000025,337.0000000000033,86.0000000000083,-39.00000000000014,140.0000000000068,-273.000000000001,-310.0000000000103,-617.0000000000009,-496.99999999999187,-879.0000000000075,-299.99999999999716,100.99999999999909,-122.99999999999534,-253.99999999999866,,-3092.9999999999895
2015.01.26,-124.99999999999733,-668.0000000000019,409.9999999999966,53.00000000001415,-185.99999999999727,-37.99999999999359,-524.9999999999977,-371.00000000001023,-866.0000000000113,-522.9999999999845,-812.0000000000127,-531.9999999999965,375.0,84.0000000000063,-188.00000000001037,,-3911.999999999997
2015.01.26,-34.99999999998504,-480.99999999999807,540.0000000000063,87.00000000001484,-60.99999999999994,92.99999999999864,-370.00000000000364,-327.00000000001063,-670.9999999999993,-514.9999999999987,-821.000000000005,-484.99999999999943,301.00000000000193,-58.000000000002494,-218.00000000000708,,-3020.9999999999877
2015.01.26,-314.99999999999864,-884.0000000000181,662.0000000000061,-14.000000000002899,-180.99999999999784,-86.99999999999264,-341.99999999999784,-496.00000000000756,-1063.0000000000139,-804.9999999999891,-1018.9999999999922,-724.9999999999943,608.9999999999947,90.99999999999665,-121.00000000001555,,-4690.000000000024
