date,GBPUSD,NZDUSD,NZDCHF,EURGBP,empty,sum
2016.09.19,-26.999999999999247,0.0,-12.000000000000899,0.0,,-39.00000000000014
2016.09.19,-35.00000000000725,-17.999999999995797,-9.999999999998899,30.000000000007798,,-32.999999999994145
2016.09.19,-103.00000000000864,21.00000000000435,53.00000000000304,19.00000000000235,,-9.999999999998902
2016.09.19,-201.00000000000674,71.99999999999429,68.99999999999685,-21.999999999999797,,-82.0000000000154
2016.09.19,-205.00000000001074,156.99999999999602,141.00000000000225,-26.999999999999247,,65.99999999998828
2016.09.19,-192.99999999999872,163.00000000000205,149.99999999999457,-15.999999999993797,,104.00000000000409
2016.09.19,-219.00000000001364,173.00000000000094,165.00000000000404,-29.999999999996696,,88.99999999999463
2016.09.19,-257.0000000000183,202.0000000000022,202.9999999999976,-64.99999999999284,,82.99999999998866
2016.09.19,-351.0000000000124,217.0000000000005,209.9999999999991,-84.99999999999064,,-9.000000000003425
2016.09.19,-389.0000000000171,282.0000000000045,251.00000000000122,-104.99999999999955,,38.99999999998906
2016.09.19,-387.000000000004,375.9999999999986,331.999999999999,-81.9999999999932,,239.0000000000004
2016.09.19,-473.99999999999665,415.99999999999415,351.99999999999676,-116.99999999998934,,177.00000000000492
2016.09.19,-479.0000000000072,490.00000000000153,402.00000000000233,-96.99999999999153,,316.0000000000051
2016.09.19,-436.9999999999985,480.99999999999807,395.0000000000009,-89.99999999999008,,349.00000000001035
2016.09.19,-417.0000000000007,441.0000000000025,381.99999999999346,-80.99999999999774,,324.99999999999756
2016.09.19,-411.0000000000058,417.0000000000007,339.99999999999585,-96.99999999999153,,248.9999999999992
2016.09.19,-446.9999999999974,417.0000000000007,342.9999999999933,-100.99999999999554,,212.00000000000105
2016.09.19,-514.0000000000144,463.9999999999977,390.99999999999693,-110.99999999999443,,229.9999999999858
2016.09.19,-548.9999999999995,520.9999999999936,466.9999999999952,-163.99999999999747,,274.9999999999918
2016.09.19,-567.0000000000064,439.99999999999596,441.99999999999795,-213.99999999999199,,100.99999999999557
2016.09.19,-624.0000000000023,441.99999999999795,442.9999999999934,-254.99999999999412,,5.999999999994969
2016.09.19,-758.0000000000142,498.9999999999939,532.9999999999945,-339.99999999999585,,-66.0000000000216
2016.09.19,-717.000000000012,473.0000000000012,507.9999999999973,-365.99999999999966,,-102.00000000001319
2016.09.19,-720.0000000000095,531.9999999999991,564.9999999999933,-362.99999999999113,,13.9999999999917
2016.09.19,-592.9999999999991,500.9999999999959,539.999999999996,-211.99999999998997,,236.00000000000287
2016.09.19,-513.0000000000078,468.00000000000176,526.9999999999997,-143.9999999999997,,337.99999999999386
2016.09.19,-614.0000000000034,539.0000000000006,585.9999999999976,-232.99999999999432,,278.00000000000045
2016.09.19,-588.0000000000107,539.999999999996,595.0000000000011,-235.99999999999176,,310.9999999999947
2016.09.19,-548.0000000000151,519.0000000000028,605.9999999999955,-204.99999999999963,,371.9999999999835
2016.09.19,-530.0000000000082,519.0000000000028,619.0000000000028,-216.99999999998943,,391.0000000000081
2016.09.19,-670.000000000015,541.0000000000026,636.9999999999986,-258.9999999999981,,248.99999999998812
2016.09.19,-758.0000000000142,576.9999999999942,639.0000000000007,-284.9999999999908,,172.99999999998988
2016.09.19,-802.9999999999982,542.9999999999935,580.9999999999982,-317.9999999999961,,2.999999999997442
2016.09.19,-917.0000000000123,590.999999999997,597.9999999999985,-348.9999999999993,,-77.00000000001603
2016.09.19,-917.9999999999966,631.0000000000038,629.0000000000018,-342.9999999999933,,-0.9999999999843112
2016.09.19,-804.0000000000047,578.9999999999961,541.0000000000026,-180.99999999999784,,134.99999999999625
2016.09.19,-690.0000000000128,580.0000000000027,573.0000000000013,-139.00000000000023,,323.9999999999909
2016.09.19,-634.0000000000013,568.0000000000018,546.000000000002,-137.9999999999937,,342.0000000000089
2016.09.19,-529.0000000000017,527.9999999999951,558.9999999999984,-94.99999999998954,,463.0000000000023
2016.09.19,-500.00000000001154,531.0000000000036,531.9999999999991,-69.9999999999923,,492.99999999999886
2016.09.19,-495.000000000001,507.9999999999973,486.999999999993,-64.99999999999284,,434.9999999999965
2016.09.19,-394.00000000000546,422.00000000000017,442.9999999999934,0.0,,470.9999999999881
2016.09.19,-313.00000000000773,471.99999999999466,488.999999999995,29.000000000001247,,676.9999999999832
2016.09.19,-351.99999999999676,490.00000000000153,481.9999999999935,21.999999999999797,,641.9999999999981
