date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.05.14,7.9999999999968985,-31.000000000003247,-2.0000000000095497,-21.00000000000435,17.999999999984695,-129.0000000000049,19.999999999997797,21.00000000000435,-86.0000000000083,-60.99999999999994,-130.99999999999224,-87.00000000001484,60.000000000002274,19.99999999999602,-64.0000000000085,4.999999999999449,,-460.00000000006435
2018.05.14,-4.999999999999449,-55.000000000005045,-22.00000000000557,-36.999999999998145,66.99999999999484,-143.00000000000068,-0.999999999995449,-9.999999999998899,-198.99999999999363,-78.00000000000028,-294.9999999999786,-161.99999999999548,32.00000000001069,-70.99999999999795,-158.0000000000026,-173.9999999999964,,-1310.9999999999625
2018.05.14,102.00000000000209,-45.000000000006146,39.00000000000148,-47.00000000000814,160.99999999998892,-143.00000000000068,88.99999999999464,100.00000000000009,-323.99999999999096,-177.00000000000495,-298.9999999999826,-146.00000000000168,94.99999999999886,-111.0000000000042,-187.00000000000384,-192.99999999999872,,-1086.000000000016
2018.05.14,83.9999999999952,-55.99999999998939,33.00000000000125,-62.000000000006494,147.99999999999258,-161.99999999999193,95.00000000000064,102.00000000000209,-273.9999999999965,-141.00000000001333,-264.9999999999819,-127.99999999999478,111.0000000000042,-96.00000000000364,-178.00000000000037,-146.99999999999713,,-935.9999999999795
2018.05.14,62.000000000006494,-59.000000000009045,21.99999999999136,-100.00000000000009,129.00000000000134,-176.00000000000193,109.99999999999899,128.00000000000588,-245.0000000000063,-84.0000000000174,-218.99999999999142,-53.999999999998494,136.0000000000099,-118.99999999999977,-196.00000000000728,-153.00000000000313,,-818.0000000000209
2018.05.14,43.00000000000415,-107.99999999999699,-15.000000000000568,-104.99999999999955,153.9999999999875,-159.00000000000603,107.00000000000153,116.00000000000499,-235.00000000000742,-97.00000000001374,-256.99999999999613,-110.00000000001009,120.00000000000455,-129.0000000000049,-186.00000000000838,-182.00000000000438,,-1043.0000000000455
2018.05.14,12.000000000000899,-153.9999999999875,-55.999999999997385,-141.00000000000225,161.99999999999548,-153.99999999999636,80.00000000000229,126.0000000000039,-329.00000000000153,-101.00000000001774,-320.9999999999935,-100.0000000000112,85.00000000000796,-125.0,-236.00000000000287,-214.99999999999852,,-1466.9999999999986
2018.05.14,-68.00000000000139,-224.000000000002,-66.0000000000025,-234.00000000000088,137.9999999999937,-230.00000000000398,65.99999999999939,162.0000000000066,-343.00000000000443,-6.000000000017103,-317.9999999999961,2.999999999997449,130.00000000000966,-159.00000000000603,-294.00000000000534,-207.00000000000162,,-1650.0000000000343
2018.05.14,-66.99999999999484,-239.99999999999577,-81.00000000000307,-246.00000000000176,156.00000000000057,-212.99999999999386,83.9999999999952,175.99999999999838,-367.0000000000062,-40.0000000000178,-302.9999999999866,7.0000000000014495,137.00000000000045,-140.00000000000057,-289.0000000000059,-178.00000000000037,,-1604.000000000011
2018.05.14,-51.99999999999649,-215.99999999999397,-93.00000000000352,-223.00000000000654,149.9999999999835,-185.99999999999284,70.0000000000034,165.00000000000404,-408.00000000000836,-85.00000000000173,-320.9999999999935,-9.999999999998899,99.00000000000375,-106.99999999999932,-289.0000000000059,-178.99999999999582,,-1685.000000000002
2018.05.14,-24.999999999997247,-184.00000000000637,10.99999999999568,-142.00000000000878,148.99999999999915,-257.99999999999557,43.999999999999595,103.00000000000864,-475.0000000000032,-229.99999999999687,-373.99999999998545,-134.99999999999625,128.0000000000001,-91.00000000000819,-247.00000000000833,-129.00000000000134,,-1855.0000000000048
2018.05.14,-51.000000000001044,-229.99999999999687,-4.0000000000048885,-180.0000000000024,163.9999999999864,-272.00000000000557,9.999999999998899,121.99999999999989,-523.9999999999911,-167.00000000000603,-463.9999999999977,-119.00000000000244,102.00000000000387,-117.00000000000443,-309.99999999999915,-187.9999999999993,,-2228.000000000022
2018.05.14,-48.000000000003595,-235.99999999999176,0.999999999990564,-182.99999999999983,173.99999999998528,-275.0000000000057,34.000000000000696,124.00000000000189,-490.999999999997,-170.00000000000347,-426.9999999999996,-120.00000000000898,129.0000000000049,-123.00000000000466,-289.0000000000059,-166.99999999999494,,-2067.000000000032
2018.05.14,-43.999999999999595,-226.99999999999943,9.000000000000341,-172.00000000000549,170.99999999998784,-278.99999999999636,29.000000000001247,117.00000000000044,-496.00000000000756,-182.99999999999983,-428.9999999999905,-131.00000000001444,126.00000000000477,-121.00000000000932,-285.00000000000193,-165.9999999999995,,-2081.000000000029
2018.05.14,-12.999999999996348,-194.99999999998963,22.999999999996135,-150.00000000000568,174.99999999999181,-259.00000000000034,51.99999999999649,121.00000000000443,-465.99999999998863,-202.9999999999976,-390.9999999999858,-136.00000000000279,137.00000000000045,-139.00000000001,-256.0000000000007,-175.99999999999838,,-1875.9999999999866
2018.05.14,36.0000000000027,-146.00000000000168,55.999999999997385,-130.0000000000079,184.99999999999073,-237.99999999999955,77.00000000000485,133.00000000000534,-426.9999999999996,-180.0000000000024,-352.9999999999811,-110.99999999999443,148.00000000001035,-114.00000000000432,-248.00000000000378,-136.00000000000279,,-1447.9999999999861
2018.05.14,52.99999999999194,-156.00000000000057,90.00000000000341,-80.00000000000229,212.99999999999653,-256.0000000000002,70.99999999999883,102.00000000000209,-445.0000000000065,-275.000000000003,-402.9999999999978,-232.00000000000998,155.00000000000114,-39.00000000000148,-208.00000000000819,-39.999999999995595,,-1450.0000000000316
2018.05.14,-9.00000000000345,-252.99999999999213,43.99999999999693,-87.99999999999919,238.0000000000049,-275.0000000000057,43.999999999999595,58.000000000002494,-458.00000000000284,-317.0000000000117,-488.9999999999839,-343.00000000000443,140.00000000000057,-28.999999999996362,-192.00000000000327,-44.99999999999504,,-1973.9999999999936
2018.05.14,4.999999999999449,-194.0000000000053,30.9999999999917,-48.99999999999905,197.99999999998707,-248.00000000000466,44.99999999999504,29.000000000001247,-374.999999999992,-304.00000000001535,-431.99999999998795,-350.00000000000585,120.00000000000455,45.000000000001705,-152.00000000000767,21.00000000000435,,-1610.000000000033
2018.05.14,50.0000000000056,-133.99999999998968,155.00000000000114,-81.00000000000884,187.99999999998818,-325.00000000000284,87.00000000000374,96.00000000000719,-286.99999999999284,-154.0000000000097,-337.99999999999386,-205.99999999999508,225.9999999999991,3.0000000000001137,-187.00000000000384,80.99999999999774,,-825.999999999994
2018.05.14,-60.00000000000449,-306.9999999999906,189.99999999999773,-170.00000000000347,234.99999999998522,-480.000000000004,111.00000000000554,103.00000000000864,-348.9999999999993,-256.00000000001177,-347.9999999999928,-243.00000000001543,373.00000000000466,-118.99999999999977,-163.00000000000205,90.0000000000012,,-1393.0000000000207
2018.05.14,-132.99999999999423,-371.99999999999454,180.99999999999739,-126.99999999999933,207.00000000000162,-551.0000000000019,12.000000000000899,7.0000000000014495,-587.0000000000042,-501.0000000000181,-512.9999999999857,-419.0000000000138,320.0000000000074,-130.00000000000966,-163.00000000000205,24.000000000001798,,-2745.0000000000127
2018.05.14,-21.999999999999797,-304.9999999999997,212.99999999999386,-103.00000000000864,273.9999999999965,-462.99999999999386,122.99999999999534,65.00000000000395,-513.9999999999923,-545.0000000000177,-376.9999999999829,-377.0000000000051,373.00000000000466,-102.00000000000387,-100.00000000000009,112.000000000001,,-1748.0000000000089
2018.05.14,-56.99999999999594,-425.0000000000087,216.99999999999875,-68.00000000000139,356.00000000000074,-501.99999999999534,68.99999999999685,6.0000000000060005,-628.9999999999907,-680.9999999999983,-588.9999999999951,-615.9999999999943,343.0000000000035,-109.00000000000887,-92.00000000000318,73.00000000000084,,-2703.999999999985
2018.05.14,-17.999999999995797,-441.0000000000025,233.99999999999466,-130.0000000000079,415.99999999999415,-480.000000000004,146.99999999999713,97.9999999999981,-455.99999999998977,-468.00000000000176,-513.9999999999923,-504.0000000000156,409.9999999999966,-153.99999999999636,-109.99999999999899,88.99999999999464,,-1881.0000000000298
2018.05.14,33.000000000005244,-353.99999999998766,244.99999999999034,-86.0000000000083,387.000000000004,-436.9999999999976,175.99999999999838,87.00000000000374,-459.99999999999375,-553.0000000000035,-418.9999999999916,-479.0000000000072,407.0000000000107,-142.00000000001012,-65.99999999999939,100.99999999999554,,-1559.9999999999916
2018.05.14,-56.99999999999594,-401.99999999999125,210.99999999999852,-75.9999999999983,327.99999999999494,-498.9999999999952,94.00000000000519,13.00000000000745,-563.0000000000024,-653.0000000000147,-505.99999999998425,-563.0000000000024,368.0000000000092,-69.00000000000261,-70.0000000000034,141.99999999999767,,-2301.9999999999773
2018.05.14,-122.99999999999534,-401.00000000000693,168.99999999999693,-126.99999999999933,252.99999999999213,-527.000000000001,77.00000000000485,12.000000000000899,-526.0000000000042,-573.0000000000013,-439.99999999999596,-458.00000000000284,371.0000000000093,-61.00000000000705,-93.00000000000975,156.00000000000057,,-2291.000000000019
2018.05.14,-163.99999999999747,-414.00000000000324,209.99999999999375,-89.00000000000574,214.00000000000307,-612.9999999999995,27.999999999994696,-56.0000000000005,-622.9999999999958,-726.0000000000044,-490.999999999997,-554.9999999999944,385.0000000000051,-57.00000000000216,-65.99999999999939,175.99999999999838,,-2841.000000000005
2018.05.14,-137.9999999999937,-425.99999999999307,173.00000000000182,-158.0000000000026,256.99999999999613,-549.9999999999972,99.00000000000463,35.00000000000725,-419.9999999999982,-466.00000000001086,-406.9999999999796,-424.00000000000216,412.00000000000614,-76.99999999999818,-91.00000000000774,180.99999999999784,,-1999.99999999997
2018.05.14,-202.9999999999976,-446.9999999999974,161.99999999999193,-158.0000000000026,200.99999999998454,-608.0000000000041,11.00000000000545,-17.000000000000348,-472.9999999999901,-439.0000000000116,-502.9999999999868,-451.0000000000014,364.0000000000043,-31.999999999996476,-136.00000000000279,182.99999999999983,,-2546.0000000000055
2018.05.14,-261.99999999999557,-429.99999999999704,179.9999999999926,-102.00000000000209,112.000000000001,-692.9999999999978,-72.0000000000054,-117.99999999999588,-523.0000000000068,-533.0000000000057,-558.9999999999984,-546.000000000002,335.9999999999985,28.999999999996362,-113.00000000000753,224.9999999999974,,-3069.000000000028
2018.05.14,-363.99999999999767,-530.0000000000082,185.99999999999284,-165.00000000000404,89.99999999999008,-808.9999999999975,-87.00000000000374,-129.9999999999968,-551.9999999999969,-565.9999999999999,-558.9999999999984,-548.0000000000151,411.00000000000136,-55.00000000000682,-114.00000000000298,204.00000000000418,,-3588.0000000000396
2018.05.14,-336.9999999999984,-516.0000000000053,179.00000000000205,-165.00000000000404,109.00000000000354,-775.9999999999962,-65.99999999999939,-112.000000000001,-621.9999999999892,-636.9999999999986,-540.9999999999915,-530.0000000000082,406.0000000000059,13.999999999995794,-111.00000000000554,280.00000000000244,,-3424.9999999999873
