date,USDJPY,GBPCHF,AUDCHF,NZDCHF,GBPAUD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2020.11.02,-138.9999999999958,278.00000000000045,-64.99999999999284,93.00000000000975,229.99999999999687,-140.0000000000068,-114.99999999999488,-97.00000000000841,-17.999999999984695,,27.000000000023604
2020.11.02,-129.99999999999545,320.9999999999935,-49.99999999999449,47.00000000000814,367.99999999999056,-261.0000000000001,-128.0000000000001,-58.000000000006935,-42.999999999993044,,66.00000000000207
2020.11.02,-129.99999999999545,322.00000000000006,-78.00000000000028,97.00000000000264,374.999999999992,-285.00000000000193,52.00000000000671,-50.00000000001137,-56.99999999999594,,245.99999999999645
2020.11.02,-91.99999999999875,315.99999999998295,-10.999999999994348,67.00000000000594,557.9999999999918,-384.00000000000654,191.0000000000025,79.9999999999983,1.0000000000065512,,725.9999999999885
2020.11.02,-165.99999999999682,307.99999999999716,17.000000000000348,62.000000000006494,350.9999999999902,-312.00000000000114,37.00000000000614,-27.000000000001023,-67.9999999999792,,202.00000000002217
2020.11.02,-259.00000000000034,253.99999999999866,30.000000000007798,37.00000000000925,587.9999999999885,-489.99999999999045,-9.999999999990905,21.99999999999136,18.0000000000069,,190.00000000002078
2020.11.02,-212.99999999999386,275.9999999999874,-52.99999999999194,95.00000000000064,381.99999999999346,-280.9999999999979,-44.999999999987494,-66.0000000000025,-21.999999999988695,,73.0000000000191
2020.11.02,-219.99999999999886,336.9999999999873,-127.99999999999478,143.00000000000423,238.0000000000049,-137.9999999999937,-116.99999999999022,-153.0000000000058,-57.99999999998029,,-95.99999999996722
2020.11.02,-150.00000000000568,376.9999999999829,-88.99999999999464,156.00000000000057,435.9999999999919,-123.00000000000644,-42.999999999992156,-49.000000000006594,25.00000000000835,,539.9999999999781
2020.11.02,-173.00000000000182,366.999999999984,-82.99999999999974,104.00000000000409,441.0000000000025,-245.0000000000063,-84.99999999999375,-87.0000000000033,-50.99999999997884,,188.00000000000688
2020.11.02,-174.0000000000066,373.00000000000114,-64.99999999999284,135.00000000000733,499.9999999999893,-156.00000000000057,-81.99999999999363,-48.00000000000182,32.0000000000098,,515.0000000000122
2020.11.02,-189.00000000000716,319.999999999987,-68.00000000000139,146.00000000000168,408.9999999999927,-130.99999999999224,-70.99999999999795,-53.00000000001148,47.00000000001925,,409.9999999999904
2020.11.02,-239.99999999999488,221.00000000000452,-9.999999999998899,106.00000000000608,421.99999999998903,-243.99999999999977,-71.99999999998852,6.999999999990791,71.00000000002105,,261.0000000000294
2020.11.02,-231.99999999999932,185.99999999999727,19.999999999997797,81.00000000000884,452.99999999999227,-280.9999999999979,-50.99999999998772,60.99999999999284,72.0000000000054,,309.0000000000095
2020.11.02,-245.00000000000455,180.99999999998673,-17.000000000000348,115.00000000000954,341.99999999999784,-201.00000000000674,-96.9999999999942,-2.0000000000095497,76.0000000000094,,151.99999999998812
