date,EURCHF,AUDCAD,NZDCAD,empty,sum
2020.04.27,-43.999999999999595,-237.99999999999378,-299.00000000000483,,-580.9999999999982
2020.04.27,-41.000000000002146,-203.99999999999307,-265.0000000000041,,-509.9999999999993
2020.04.27,-120.00000000000898,-269.9999999999925,-329.00000000000153,,-719.000000000003
2020.04.27,-120.00000000000898,-298.9999999999937,-340.00000000000693,,-759.0000000000095
2020.04.27,-121.99999999999989,-373.99999999999653,-443.99999999999994,,-939.9999999999964
2020.04.27,-124.99999999999733,-397.99999999999835,-455.0000000000054,,-978.0000000000011
2020.04.27,-123.00000000000644,-454.9999999999943,-456.9999999999963,,-1034.999999999997
2020.04.27,-110.99999999999443,-554.9999999999944,-500.9999999999959,,-1166.9999999999848
2020.04.27,-130.99999999999224,-678.0000000000008,-556.9999999999964,,-1365.9999999999895
2020.04.27,-173.00000000000094,-756.9999999999966,-628.0000000000064,,-1558.0000000000039
2020.04.27,-201.00000000000674,-668.9999999999974,-550.000000000006,,-1420.00000000001
2020.04.27,-194.0000000000053,-633.9999999999901,-502.00000000000244,,-1329.999999999998
2020.04.27,-208.99999999999253,-657.9999999999919,-519.9999999999983,,-1386.9999999999827
2020.04.27,-207.00000000000162,-666.9999999999953,-512.0000000000014,,-1385.9999999999982
2020.04.27,-204.00000000000418,-705.0000000000001,-551.9999999999969,,-1461.0000000000014
2020.04.27,-211.99999999998997,-836.9999999999989,-722.0000000000005,,-1770.9999999999893
2020.04.27,-226.99999999999943,-1034.999999999997,-829.0000000000019,,-2090.999999999998
2020.04.27,-245.0000000000063,-1014.9999999999992,-824.0000000000025,,-2084.000000000008
2020.04.27,-280.9999999999979,-980.9999999999985,-800.9999999999961,,-2062.9999999999927
2020.04.27,-347.0000000000084,-1074.9999999999927,-890.0000000000019,,-2312.000000000003
2020.04.27,-327.99999999999494,-1027.0000000000002,-843.0000000000049,,-2198.0
2020.04.27,-287.9999999999994,-849.9999999999952,-663.999999999998,,-1801.9999999999925
2020.04.27,-262.999999999991,-790.9999999999973,-587.0000000000042,,-1640.9999999999923
2020.04.27,-238.99999999998923,-783.0000000000003,-584.0000000000067,,-1605.9999999999964
2020.04.27,-253.99999999999866,-851.9999999999972,-623.0000000000069,,-1729.0000000000027
2020.04.27,-289.9999999999903,-915.9999999999945,-707.000000000002,,-1912.9999999999868
2020.04.27,-296.0000000000074,-934.9999999999969,-722.0000000000005,,-1953.0000000000048
2020.04.27,-394.00000000000546,-925.9999999999935,-744.0000000000002,,-2063.999999999999
2020.04.27,-409.99999999999926,-907.9999999999977,-700.0000000000006,,-2017.9999999999977
2020.04.27,-401.00000000000693,-945.9999999999912,-687.9999999999998,,-2034.999999999998
2020.04.27,-378.999999999996,-1015.9999999999947,-767.0000000000066,,-2161.9999999999973
2020.04.27,-414.9999999999876,-966.0000000000002,-722.9999999999959,,-2103.9999999999836
2020.04.27,-466.9999999999952,-1081.999999999994,-751.9999999999972,,-2300.9999999999864
2020.04.27,-560.9999999999893,-1088.9999999999955,-726.0000000000044,,-2375.999999999989
2020.04.27,-558.9999999999984,-1057.9999999999923,-668.9999999999974,,-2285.999999999988
2020.04.27,-564.000000000009,-964.9999999999936,-558.000000000003,,-2087.0000000000055
2020.04.27,-551.9999999999969,-981.999999999994,-602.0000000000025,,-2135.9999999999936
2020.04.27,-485.0000000000021,-905.9999999999957,-514.0000000000033,,-1905.000000000001
2020.04.27,-418.9999999999916,-829.9999999999974,-458.9999999999983,,-1707.9999999999873
2020.04.27,-438.9999999999894,-862.9999999999916,-514.0000000000033,,-1815.999999999984
2020.04.27,-443.99999999999994,-847.9999999999932,-506.0000000000064,,-1797.9999999999995
2020.04.27,-428.9999999999905,-870.9999999999995,-521.0000000000048,,-1820.9999999999948
2020.04.27,-431.99999999998795,-913.9999999999926,-534.9999999999966,,-1880.999999999977
2020.04.27,-439.99999999999596,-886.9999999999934,-534.9999999999966,,-1861.999999999986
2020.04.27,-435.9999999999919,-902.9999999999983,-524.9999999999977,,-1863.999999999988
2020.04.27,-426.9999999999996,-856.0000000000013,-470.9999999999992,,-1754.0
