date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.02,-129.9999999999968,-167.9999999999904,-217.0000000000005,-237.00000000000898,-135.00000000001845,0.0,-64.99999999999284,-4.999999999988347,-159.9999999999966,-157.00000000000713,-61.999999999995396,-4.000000000019099,-76.99999999999375,-106.99999999999932,-290.9999999999968,-146.99999999998602,-142.99999999998204,-57.00000000000216,-95.00000000000064,-56.0000000000005,-194.99999999998963,,-2507.9999999999654
2018.07.02,-83.9999999999952,-72.0000000000054,-239.99999999999577,-165.00000000000625,-165.00000000001512,-36.0000000000027,-78.99999999999574,-42.999999999993044,-269.999999999996,-36.999999999998145,-75.00000000000284,211.9999999999891,114.99999999999844,-141.9999999999959,-291.9999999999812,-157.99999999999147,-129.00000000000134,-49.000000000006594,-61.999999999995396,21.999999999999797,-208.99999999999253,,-1957.9999999999834
2018.07.02,-54.999999999993946,9.999999999998899,-218.99999999999142,-143.00000000000068,-172.0000000000166,-26.999999999999247,-144.99999999999514,232.99999999999432,63.00000000000239,2.999999999997449,-109.00000000000354,305.9999999999832,324.9999999999975,-115.0000000000091,-180.99999999998673,-4.999999999988347,38.0000000000047,-96.00000000000364,-71.99999999999429,23.00000000000635,-278.00000000000045,,-615.9999999999983
2018.07.02,-39.999999999995595,56.000000000011596,-144.99999999999514,-147.00000000000557,-135.00000000001845,-14.000000000002899,-108.99999999999244,279.00000000000705,129.99999999999545,56.99999999999594,-58.99999999999794,364.0000000000043,409.99999999999926,-62.00000000001182,-137.9999999999937,40.0000000000178,80.00000000001339,-58.000000000006935,-40.99999999999105,9.00000000000345,-316.99999999998954,,160.00000000004724
2018.07.02,-46.999999999997044,42.0000000000087,-134.99999999999625,-153.0000000000058,-83.00000000001084,-4.000000000004,-119.99999999999788,297.9999999999983,158.00000000000125,95.99999999999609,-65.00000000000395,417.0000000000016,385.99999999999744,3.0000000000143245,-121.99999999999989,89.00000000000574,233.00000000001654,-45.000000000001705,-51.000000000001044,63.99999999999739,-334.9999999999964,,626.0000000000225
2018.07.02,-46.00000000000159,43.999999999999595,-131.99999999999878,-179.00000000000205,-102.00000000000209,-14.999999999998348,-129.9999999999968,299.00000000000483,185.00000000000227,69.9999999999923,-82.00000000000429,439.9999999999977,409.99999999999926,22.999999999996135,-109.99999999998789,69.00000000000794,286.00000000000847,-52.99999999999727,-51.000000000001044,55.000000000005045,-360.0000000000048,,621.0000000000185
2018.07.02,-75.9999999999983,12.999999999996348,-178.99999999999582,-209.00000000000318,-139.00000000000023,-68.99999999999685,-200.99999999999562,295.0000000000008,174.99999999999716,69.9999999999923,-128.00000000000588,403.99999999999636,493.99999999999443,-31.00000000000591,-144.99999999999514,110.00000000001009,327.00000000001063,-114.00000000000432,-7.0000000000014495,65.99999999999939,-360.0000000000048,,295.99999999999
2018.07.02,-104.99999999999955,-46.999999999997044,-200.99999999998454,-258.0000000000098,-197.00000000000273,-90.99999999999665,-219.00000000000253,261.0000000000001,171.99999999999704,68.99999999999685,-143.9999999999997,405.00000000000114,472.9999999999901,-36.000000000001364,-162.99999999997982,97.00000000001374,395.000000000012,-120.99999999999511,7.0000000000014495,153.00000000000313,-387.000000000004,,63.00000000004292
2018.07.02,-178.99999999999582,-80.99999999999774,-246.99999999999721,-475.0000000000085,-178.00000000001148,-75.9999999999983,-197.99999999999818,286.99999999999284,239.99999999999488,85.99999999999719,-109.99999999999899,495.00000000000455,354.9999999999942,86.00000000001273,-214.99999999998744,16.000000000016,97.00000000001374,-34.000000000006025,-7.0000000000014495,72.0000000000054,-370.999999999988,,-436.9999999999578
2018.07.02,-182.99999999999983,-127.99999999999478,-300.99999999999574,-433.00000000000693,-177.00000000000495,-83.9999999999952,-137.9999999999937,290.9999999999968,305.9999999999974,137.9999999999937,-7.9999999999968985,579.9999999999841,347.9999999999928,134.00000000001455,-236.99999999999832,15.00000000000945,-3.999999999981796,105.99999999999454,13.00000000000745,24.999999999997247,-256.99999999999613,,6.0000000000237605
