date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.05.10,-37.99999999999359,-76.99999999999375,-82.00000000000429,-114.99999999999844,-28.000000000005798,58.000000000002494,286.9999999999919,-74.00000000000739,38.000000000010914,90.00000000000341,-440.9999999999803,-129.99999999999545,-75.9999999999934,39.00000000000148,63.00000000000195,,-485.9999999999602
2021.05.10,0.0,-64.99999999998174,-79.00000000000685,-93.99999999999409,-1.0000000000065512,48.000000000003595,364.0000000000043,-67.00000000000594,27.000000000015234,133.00000000000978,-417.0000000000007,1.9999999999953388,-21.000000000000796,18.999999999991246,0.0,,-150.99999999997715
2021.05.10,-65.99999999999939,189.00000000001694,-38.0000000000047,-51.99999999999649,64.99999999999284,374.0000000000077,280.9999999999917,64.99999999999284,229.00000000001342,46.00000000002069,-278.00000000000045,-1.0000000000047748,-30.000000000001137,74.99999999998863,37.99999999999359,,897.0000000000116
2021.05.10,-19.00000000000235,251.00000000000122,-72.99999999998974,-39.999999999995595,67.9999999999903,364.00000000000875,361.0000000000042,73.99999999999629,310.0000000000023,105.00000000001819,-334.9999999999964,-13.999999999995794,-9.000000000000341,85.99999999999852,81.9999999999932,,1211.0000000000327
2021.05.10,14.999999999998348,289.0000000000059,-11.999999999989797,-6.999999999990347,145.9999999999906,347.9999999999928,322.9999999999933,56.0000000000005,248.99999999999523,76.00000000002183,-232.99999999999432,-24.00000000000091,-28.000000000005798,115.99999999999966,73.99999999999629,,1388.0000000000132
2021.05.10,-19.00000000000235,362.00000000001785,38.0000000000047,11.00000000000545,145.9999999999906,462.0000000000068,375.0,121.99999999999989,450.00000000001705,156.0000000000059,-200.99999999998454,79.9999999999983,58.9999999999975,177.99999999999727,60.99999999999994,,2280.0000000000546
2021.05.10,-93.99999999999409,312.00000000000114,-7.999999999985796,-46.999999999997044,54.999999999993946,520.0000000000093,498.9999999999952,139.99999999999568,677.9999999999973,318.00000000001205,-305.9999999999841,212.0000000000033,153.0000000000058,227.99999999999443,24.999999999997247,,2685.000000000044
2021.05.10,-73.00000000000084,240.00000000001796,-42.999999999993044,-82.99999999999974,29.999999999996696,432.0000000000102,486.99999999999477,107.00000000000153,556.0000000000116,263.00000000000523,-347.9999999999928,161.00000000000136,90.99999999999397,176.9999999999925,12.000000000000899,,2009.0000000000402
2021.05.10,-119.99999999999788,314.99999999999864,14.000000000002899,-82.99999999999974,22.999999999995246,567.0000000000064,530.9999999999917,187.9999999999993,776.0000000000105,330.0000000000125,-285.99999999998624,284.9999999999966,165.99999999999682,239.99999999999488,-36.999999999998145,,2909.0000000000236
2021.05.10,-105.99999999999498,274.00000000001864,-5.999999999994898,-83.9999999999952,-4.000000000004,504.9999999999999,557.0000000000022,151.00000000000114,731.9999999999993,348.0000000000132,-371.99999999999454,272.00000000000557,168.99999999999693,212.99999999999386,-23.00000000000635,,2626.000000000041
