date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.05.10,-151.9999999999966,-102.99999999998644,-133.99999999998968,-126.99999999999933,-45.000000000006146,0.0,0.0,-118.00000000000699,-84.00000000000318,0.0,-454.9999999999832,-129.99999999999545,-93.99999999999409,-57.00000000000216,-167.00000000000603,,-1665.999999999969
2021.05.10,-97.00000000000264,-99.99999999998899,-143.99999999998857,-128.99999999999022,-65.99999999999939,-49.99999999999449,227.00000000000387,-90.0000000000012,-55.00000000000682,68.00000000001205,-496.99999999999187,-149.0000000000009,-84.00000000000318,-40.00000000000625,-33.000000000005244,,-1238.9999999999638
2021.05.10,-70.99999999999883,-68.00000000000139,-85.00000000000173,-91.99999999999208,23.999999999990695,18.0000000000069,268.99999999999125,-114.99999999999844,21.99999999999136,34.000000000020236,-400.00000000000034,-34.99999999999659,-48.00000000000182,16.999999999995907,-2.000000000002,,-531.9999999999969
2021.05.10,-66.99999999999484,171.00000000001003,-86.99999999999264,-71.99999999999429,42.999999999993044,327.00000000001063,265.99999999999113,52.99999999999194,188.99999999999295,20.000000000010232,-354.9999999999942,-22.999999999996135,-52.00000000000671,54.99999999999261,26.999999999999247,,495.000000000013
2021.05.10,-17.999999999995797,205.00000000001074,-97.9999999999981,-62.99999999999084,61.999999999995396,312.00000000000114,320.99999999999795,39.00000000000014,224.00000000001796,70.0000000000216,-351.99999999999676,-52.00000000000671,-54.000000000002046,59.99999999998806,30.999999999992145,,687.0000000000347
2021.05.10,-19.999999999997797,252.0000000000078,-35.00000000000725,-39.999999999995595,119.99999999999788,317.9999999999961,314.9999999999977,39.00000000000014,211.00000000001273,63.0000000000166,-284.9999999999797,-40.99999999999682,-57.00000000000216,88.99999999999864,43.999999999999595,,973.0000000000479
2021.05.10,-100.99999999999554,267.0000000000172,-22.999999999995246,-58.99999999999794,39.00000000000014,405.9999999999952,346.9999999999942,81.9999999999932,400.0000000000057,105.00000000001819,-319.999999999987,58.9999999999975,27.000000000001023,144.99999999999602,14.999999999998348,,1389.0000000000407
2021.05.10,-107.99999999999699,239.00000000001143,-48.000000000003595,-83.9999999999952,-2.000000000002,431.0000000000036,453.9999999999935,103.99999999999298,552.9999999999973,254.0000000000191,-398.9999999999938,156.99999999999648,90.99999999999397,166.99999999998738,9.999999999998899,,1819.000000000003
2021.05.10,-139.99999999999568,228.00000000000597,-48.000000000003595,-100.00000000000009,3.999999999992898,428.00000000000614,444.0000000000026,102.00000000000209,522.9999999999961,219.99999999999886,-383.99999999998437,147.00000000000557,72.99999999999329,153.99999999999636,-70.0000000000034,,1581.0000000000125
2021.05.10,-143.9999999999997,236.99999999999832,-25.999999999992696,-102.99999999999754,-26.000000000003798,479.99999999999153,509.9999999999909,137.9999999999937,688.0000000000166,306.0000000000116,-398.9999999999938,257.99999999999557,146.0000000000008,183.9999999999975,-52.000000000007596,,2197.0000000000014
2021.05.10,-136.99999999999824,182.0000000000155,-80.99999999999774,-173.9999999999964,-82.00000000000429,446.9999999999974,548.0000000000018,131.99999999999878,682.0000000000164,322.00000000000273,-495.99999999998533,240.99999999999966,93.00000000000352,152.00000000000102,-75.9999999999983,,1753.0000000000564
2021.05.10,-141.99999999999767,137.00000000000932,-106.00000000000608,-193.99999999999417,-82.00000000000429,361.9999999999957,527.9999999999916,102.00000000000209,605.9999999999945,293.00000000000637,-472.9999999999901,212.99999999999386,60.000000000002274,137.99999999999102,-86.0000000000083,,1355.9999999999864
2021.05.10,-112.000000000001,130.0000000000079,-86.99999999999264,-180.99999999999784,-86.0000000000083,361.9999999999957,578.000000000003,102.99999999999754,616.0000000000139,299.0000000000066,-490.999999999997,239.00000000000432,81.99999999999363,144.99999999999602,-111.00000000000554,,1486.0000000000164
2021.05.10,-124.99999999999733,140.0000000000068,-53.999999999998494,-144.99999999999514,-79.00000000000685,357.00000000000733,572.9999999999933,92.99999999999864,637.0000000000005,336.00000000001273,-501.9999999999802,262.00000000000045,132.000000000005,155.00000000000114,-65.00000000000395,,1715.0000000000439
2021.05.10,-139.00000000000023,107.00000000001265,-68.99999999998573,-162.99999999999093,-96.00000000000719,370.00000000000364,543.9999999999969,76.99999999999375,608.0000000000041,328.00000000000296,-522.0000000000002,254.99999999999545,114.99999999999488,144.99999999999602,-75.9999999999983,,1484.0000000000177
2021.05.10,-134.0000000000008,155.00000000001623,-53.999999999998494,-131.99999999999878,-78.00000000000028,425.99999999999307,536.9999999999919,100.99999999999554,633.0000000000098,292.0000000000016,-474.999999999981,242.00000000000443,134.00000000000034,158.99999999999181,-48.99999999999905,,1757.0000000000264
