date,GBPUSD,USDJPY,NZDUSD,EURCHF,CHFJPY,GBPJPY,GBPCAD,EURCAD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2018.07.16,-38.99999999998904,55.00000000000682,-43.00000000000415,5.999999999994898,27.999999999991587,54.000000000002046,46.999999999997044,-9.999999999998899,69.99999999999318,70.00000000000739,41.000000000002146,8.000000000008,,287.000000000011
2018.07.16,-46.999999999997044,106.00000000000875,-21.999999999999797,48.99999999998794,134.00000000000034,146.99999999999136,65.99999999998829,19.00000000001345,141.9999999999959,43.99999999999693,31.999999999998696,-39.999999999995595,,629.9999999999894
2018.07.16,-56.99999999999594,186.9999999999976,-75.00000000000284,-38.0000000000047,125.0,257.000000000005,86.99999999999264,51.000000000001044,209.99999999999375,121.99999999999989,107.99999999999699,-76.99999999999375,,899.9999999999897
2018.07.16,-75.99999999998718,195.99999999999795,-65.00000000000395,-53.00000000001415,143.00000000000068,287.00000000000614,93.99999999999409,50.0000000000167,233.0000000000041,183.00000000000693,75.00000000000284,19.999999999997797,,1087.0000000000218
2018.07.16,-62.99999999999084,243.99999999999977,-56.0000000000005,-68.00000000000139,170.0000000000017,341.0000000000082,73.99999999999629,73.00000000001194,271.0000000000008,212.99999999999386,75.00000000000284,24.000000000001798,,1298.0000000000246
2018.07.16,-45.99999999999049,201.00000000000762,-45.000000000006146,-28.000000000005798,135.99999999999568,260.9999999999957,49.99999999999449,111.00000000001664,236.99999999999477,150.00000000000568,58.99999999999794,2.999999999997449,,1089.0000000000036
2018.07.16,-83.9999999999952,231.00000000000875,-111.00000000000554,-31.000000000003247,186.9999999999976,342.9999999999893,78.00000000000028,96.00000000000719,272.99999999999613,240.99999999999966,135.00000000000733,-14.000000000002899,,1343.9999999999993
2018.07.16,-129.99999999998568,277.000000000001,-175.00000000000293,-41.000000000002146,253.99999999999068,456.0000000000173,60.99999999999994,120.00000000000898,343.9999999999941,319.0000000000026,182.00000000000438,-59.99999999999339,,1607.000000000035
2018.07.16,-95.999999999985,313.0000000000024,-123.00000000000644,-19.00000000001345,284.9999999999966,465.0000000000034,49.99999999999449,127.00000000001043,353.9999999999992,322.00000000000273,133.00000000000534,-4.000000000004,,1807.000000000006
2018.07.16,-125.99999999998168,259.00000000000034,-89.00000000000574,-44.0000000000218,242.999999999995,431.0000000000116,92.99999999998754,80.00000000001339,311.9999999999976,239.99999999999488,89.00000000000574,-12.999999999996348,,1475.0000000000007
2018.07.16,-125.99999999998168,281.9999999999965,-29.000000000001247,-28.000000000005798,256.0000000000002,456.0000000000173,122.99999999998423,83.00000000001084,316.0000000000025,201.99999999999818,24.999999999997247,22.0000000000109,,1582.000000000029
2018.07.16,-121.99999999999989,289.0000000000015,-41.000000000002146,-31.000000000003247,256.9999999999908,462.0000000000175,171.99999999999437,41.000000000002146,293.99999999999693,174.0000000000066,65.00000000000395,-41.99999999998649,,1518.0000000000216
2018.07.16,-202.9999999999976,257.99999999999557,-82.00000000000429,-16.000000000016,289.0000000000015,512.0000000000005,181.9999999999933,60.000000000015596,317.99999999999784,260.0000000000051,70.99999999999883,31.000000000003247,,1679.9999999999934
2018.07.16,-144.99999999999514,269.999999999996,-116.00000000000499,-3.0000000000196536,278.99999999999636,460.00000000000796,129.99999999998568,87.99999999999919,314.9999999999977,236.99999999999477,126.0000000000039,-59.99999999999339,,1580.9999999999684
2018.07.16,-167.9999999999904,278.0000000000058,-121.99999999999989,7.999999999985796,307.9999999999927,498.9999999999952,149.9999999999835,78.00000000000028,325.00000000000284,228.9999999999992,130.0000000000079,-89.00000000000574,,1625.9999999999773
2018.07.16,-174.99999999999181,275.0000000000057,-154.0000000000097,-9.000000000014552,302.99999999999727,501.0000000000048,109.99999999998789,102.00000000000209,346.00000000000364,263.00000000000523,148.99999999999915,-93.99999999999409,,1616.9999999999955
2018.07.16,-227.99999999998377,231.00000000000875,-181.00000000000892,-40.0000000000178,301.9999999999925,503.0000000000143,122.99999999998423,56.000000000011596,341.99999999999875,269.999999999996,153.99999999999858,-89.00000000000574,,1442.9999999999884
