date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2015.07.27,-8.000000000008,-19.999999999997797,-64.99999999999773,-24.999999999997247,-3.999999999992898,-39.999999999995595,-9.999999999998899,-54.999999999993946,-107.00000000000153,-90.99999999999665,-7.0000000000014495,-16.999999999995907,-141.99999999999767,-51.00000000002325,-9.000000000014552,-68.99999999998573,-73.00000000001194,-56.000000000011596,-57.00000000000216,-43.99999999999693,-104.99999999999955,-13.00000000000745,,-1068.0000000000284
2015.07.27,-16.000000000016,-22.0000000000109,-75.9999999999934,-24.000000000001798,9.00000000000345,-45.99999999999049,17.000000000000348,-159.9999999999935,-47.00000000000814,-63.99999999999739,0.0,-10.99999999999568,-214.99999999998744,-51.00000000002325,32.00000000001069,-27.999999999983594,-36.999999999998145,25.999999999992696,13.999999999995794,-12.000000000000455,-133.00000000000534,46.999999999997044,,-797.0000000000055
2015.07.27,-53.999999999998494,-11.00000000000545,-19.000000000005457,7.0000000000014495,-14.000000000002899,-25.00000000000835,36.999999999998145,-46.00000000000159,-131.00000000000333,-129.9999999999968,-4.000000000004,-126.00000000000477,-238.0000000000049,-34.000000000000696,-81.99999999999363,-8.999999999992347,-83.9999999999952,-121.99999999999989,-42.00000000000159,-109.99999999999943,-136.00000000000279,59.99999999999339,,-1313.0000000000284
2015.07.27,-92.00000000000318,-16.000000000016,46.00000000000648,39.00000000000014,60.99999999999994,35.999999999991594,31.000000000003247,-56.99999999999594,-97.00000000000264,-153.99999999999858,-31.999999999998696,-213.99999999999864,-269.9999999999925,-46.999999999997044,-84.00000000000318,29.00000000001235,-147.00000000000824,49.99999999999449,-64.00000000000716,-144.00000000000546,-157.00000000000713,149.99999999999457,,-1133.0000000000316
2015.07.27,-137.00000000000932,-70.0000000000145,10.99999999999568,70.0000000000034,65.99999999999939,87.99999999999919,8.999999999992347,-32.999999999994145,-156.00000000000057,-170.99999999999892,-84.0000000000063,-234.00000000000887,-299.00000000000483,9.999999999976694,-37.00000000000614,-61.99999999998429,-310.0000000000103,152.99999999998093,-75.00000000000284,-201.00000000000762,-212.00000000000108,129.9999999999968,,-1544.0000000001053
2015.07.27,-127.99999999999478,-72.0000000000054,-1.0000000000047748,19.00000000000235,52.000000000007596,150.99999999999002,14.000000000002899,-12.999999999996348,-147.00000000000824,-168.99999999999693,-81.00000000000884,-221.00000000000364,-290.9999999999968,-136.00000000000279,8.000000000009777,-54.99999999998284,-249.00000000001032,175.99999999999838,-64.00000000000716,-173.00000000000182,-192.00000000000327,122.99999999999534,,-1449.0000000000173
2015.07.27,-134.00000000001188,-52.000000000007596,-93.00000000000352,-17.999999999995797,50.0000000000056,39.999999999995595,17.000000000000348,-51.99999999999649,-134.0000000000008,-195.00000000000074,-75.9999999999983,-174.0000000000066,-313.00000000000773,-215.99999999999397,38.99999999998727,-35.999999999991594,-246.00000000001288,47.99999999998139,-40.00000000000625,-129.99999999999545,-164.00000000000858,115.99999999999389,,-1763.0000000000744
2015.07.27,-191.00000000000784,-8.000000000008,-126.00000000000477,7.9999999999968985,48.99999999999905,-68.00000000000139,-1.999999999990898,-134.99999999999625,-64.0000000000085,-165.00000000000404,-38.0000000000047,-96.00000000000364,-341.99999999997567,-197.00000000000273,-38.000000000010914,55.000000000005045,-93.99999999999409,37.99999999998249,-16.000000000005343,-76.00000000000762,-131.00000000000333,134.0000000000008,,-1503.000000000046
2015.07.27,-249.99999999999466,70.99999999999883,-117.00000000000443,75.00000000000284,131.00000000000333,-53.999999999998494,-7.999999999985796,-120.99999999999334,-130.0000000000079,-261.99999999999557,-28.000000000005798,-222.0000000000084,-412.9999999999967,-71.00000000002105,-88.99999999999864,96.00000000000719,-253.99999999999866,90.99999999999665,-31.00000000000591,-210.00000000000796,-268.0000000000016,203.99999999999307,,-1860.0000000000232
2015.07.27,-280.0000000000136,99.99999999998899,-123.00000000000466,94.00000000000519,219.99999999999798,-59.000000000009045,-9.999999999998899,-132.99999999999423,-117.00000000000044,-241.99999999999778,4.999999999999449,-134.00000000001455,-368.00000000001273,3.999999999981796,-128.99999999999068,136.00000000000279,-157.00000000000713,286.99999999999284,-3.0000000000001137,-191.0000000000025,-279.00000000000705,332.99999999999443,,-1046.00000000009
2015.07.27,-233.00000000001654,159.99999999998238,-266.9999999999959,170.99999999999892,246.00000000000176,-83.00000000001084,62.000000000006494,-100.99999999999554,-187.9999999999993,-246.99999999999721,21.999999999999797,-96.00000000000364,-320.00000000000915,161.99999999999548,-131.00000000000023,168.0000000000126,-224.000000000002,222.99999999999542,0.999999999990564,-240.99999999999966,-313.00000000000773,303.9999999999932,,-925.0000000000612
2015.07.27,-197.00000000000273,200.99999999998454,-278.0000000000058,138.00000000000477,231.99999999999886,-143.00000000000423,113.00000000000753,-119.00000000000244,-198.00000000000927,-282.0000000000045,70.99999999999883,118.99999999999977,-224.000000000002,117.99999999997368,-110.00000000001364,194.0000000000053,-126.0000000000039,179.99999999998016,48.99999999999238,-129.99999999999545,-285.00000000000193,291.99999999999227,,-385.0000000001078
2015.07.27,-197.00000000000273,242.99999999999324,-329.9999999999983,170.99999999999892,265.99999999999955,-290.9999999999968,70.99999999999883,-144.99999999999514,-152.00000000000767,-246.99999999999721,124.99999999999733,205.99999999998886,-156.00000000000057,306.9999999999684,-115.0000000000091,257.0000000000183,-104.99999999999955,205.99999999999508,62.99999999998818,-137.00000000000045,-292.9999999999988,340.9999999999913,,87.9999999999317
2015.07.27,-167.00000000000603,248.99999999998812,-305.9999999999974,168.99999999999693,246.00000000000176,-208.00000000000819,80.99999999999774,-141.99999999999767,-102.00000000000209,-224.000000000002,114.99999999999844,222.99999999998477,-171.00000000001003,310.9999999999946,-74.99999999998863,272.00000000000557,-41.000000000002146,154.99999999999403,98.99999999998954,-87.0000000000033,-253.0000000000032,332.99999999999443,,476.9999999999252
2015.07.27,-185.99999999999727,222.99999999999542,-307.00000000000216,97.00000000000264,187.9999999999993,-187.00000000000384,60.99999999999994,-130.99999999999224,-72.0000000000054,-226.00000000000398,102.99999999999754,228.999999999985,-187.99999999998818,73.99999999999629,-31.00000000000591,243.99999999999977,-5.999999999994898,60.99999999999994,93.99999999999409,-39.00000000000148,-221.00000000000452,251.99999999999667,,31.999999999966832
2015.07.27,-200.00000000000017,231.99999999998778,-266.00000000000534,116.00000000000499,174.00000000000747,-144.99999999999514,78.00000000000028,-141.99999999999767,-39.00000000000014,-145.00000000000622,100.99999999999554,173.00000000000182,-269.9999999999925,45.99999999999049,-56.000000000011596,260.0000000000158,48.000000000003595,-27.00000000002145,105.99999999999454,-13.999999999995794,-192.99999999999872,239.0000000000003,,75.99999999997789
2015.07.27,-215.00000000000963,279.99999999999136,-293.00000000000637,148.99999999999915,178.00000000000037,-211.00000000000563,92.00000000000318,-137.9999999999937,-97.00000000000264,-233.00000000000543,102.99999999999754,158.99999999999181,-251.00000000000122,116.00000000000499,-108.00000000000409,270.99999999999903,-48.000000000003595,-30.0000000000189,73.99999999999807,-111.99999999999477,-253.99999999999866,231.99999999999886,,-336.00000000006014
2015.07.27,-158.0000000000137,269.9999999999925,-305.9999999999974,189.00000000000583,235.00000000000742,-248.00000000000378,76.0000000000094,-146.99999999999713,-82.99999999999974,-200.00000000000017,129.9999999999968,199.00000000001228,-154.99999999999403,334.9999999999742,-98.00000000001319,259.0000000000092,-46.999999999997044,72.99999999998974,54.000000000002046,-108.99999999999466,-248.99999999999923,278.00000000000045,,297.9999999999899
2015.07.27,-307.99999999999716,245.99999999999068,-349.9999999999943,163.00000000000205,248.00000000000378,-350.00000000000585,63.99999999999739,-190.00000000000128,-108.00000000000809,-243.00000000000432,112.99999999999643,111.99999999999477,-141.99999999999767,260.99999999997794,-395.9999999999866,226.99999999999943,-66.99999999999484,-8.000000000008,-9.000000000000341,-150.00000000000568,-241.00000000000233,290.00000000000136,,-838.0000000000425
2015.07.27,-348.9999999999993,424.00000000000216,-403.99999999999636,67.00000000000594,292.9999999999988,-472.9999999999901,55.000000000005045,-264.999999999993,-37.00000000000925,-224.9999999999974,156.99999999999602,27.999999999991587,-226.00000000001506,-157.00000000000713,-401.00000000001046,389.0000000000171,182.99999999999983,-30.0000000000189,-35.0000000000108,-156.0000000000059,-221.00000000000452,325.99999999999295,,-1057.0000000000489
2015.07.27,-165.9999999999995,388.9999999999949,-448.99999999999807,-39.00000000000014,214.00000000000307,-1272.999999999991,83.9999999999952,-535.999999999992,142.99999999999312,-131.99999999999878,214.99999999999852,346.00000000000364,-192.99999999997652,-185.00000000001293,-891.9999999999959,469.0000000000083,509.99999999998823,-790.0000000000018,95.99999999998943,120.00000000000455,-79.00000000000685,270.99999999999903,,-1876.9999999999955
2015.07.27,-102.00000000000209,913.9999999999926,-501.99999999999534,48.99999999999905,287.0000000000039,-1174.9999999999927,151.00000000001222,-485.99999999999756,315.9999999999941,24.999999999997247,574.9999999999922,455.99999999998886,114.99999999999844,14.000000000002899,-879.9999999999955,818.0000000000076,1073.9999999999973,-765.0000000000157,-38.000000000010914,128.0000000000001,-3.0000000000085514,213.99999999999199,,1184.9999999999602
2015.07.27,-157.00000000000713,1048.0000000000045,-486.0000000000042,99.00000000000463,365.99999999999966,-1343.0000000000052,280.0000000000136,-437.999999999994,268.0000000000016,-92.99999999999864,637.9999999999941,425.00000000001137,349.0000000000215,60.99999999999994,-1127.0000000000095,944.0000000000115,1137.9999999999945,-1031.000000000004,-132.000000000005,60.000000000002274,48.99999999999905,190.99999999999673,,1109.0000000000273
2015.07.27,-233.00000000001654,971.9999999999951,-371.9999999999999,148.0000000000037,407.99999999999727,-839.9999999999964,348.9999999999993,-271.9999999999945,149.99999999999457,-124.99999999999733,565.9999999999999,193.9999999999884,256.99999999999613,127.99999999999478,-969.9999999999989,795.0000000000124,899.9999999999897,-584.0000000000067,-157.0000000000107,-99.99999999999432,-9.999999999998899,283.99999999999534,,1487.9999999999523
