date,USDJPY,EURCHF,GBPCAD,EURJPY,AUDJPY,AUDNZD,empty,sum
2016.05.23,-80.0000000000125,0.0,0.0,-245.00000000000455,-183.00000000000693,-259.0000000000092,,-767.0000000000332
2016.05.23,-79.00000000000773,217.0000000000005,59.000000000009045,-230.00000000000398,-182.00000000000216,-252.99999999999213,,-467.9999999999965
2016.05.23,-96.00000000000364,215.99999999999397,79.00000000000685,-259.00000000000034,-189.00000000000716,-286.00000000000847,,-535.0000000000188
2016.05.23,-135.00000000000512,241.99999999998667,100.99999999999554,-278.99999999999636,-203.00000000000296,-238.99999999998923,,-513.0000000000115
2016.05.23,-102.00000000000387,255.99999999998957,126.99999999998823,-251.99999999999534,-184.0000000000117,-285.00000000000193,,-440.000000000035
2016.05.23,-63.00000000000239,278.9999999999848,95.00000000000064,-233.99999999999466,-137.00000000000045,-317.9999999999961,,-378.00000000000813
2016.05.23,22.999999999996135,292.9999999999877,82.99999999998863,-156.0000000000059,-60.000000000002274,-309.99999999998806,,-127.00000000002376
2016.05.23,171.99999999999704,286.99999999999284,45.000000000006146,-85.99999999999852,-54.000000000002046,-296.9999999999917,,67.00000000000375
2016.05.23,290.9999999999968,238.99999999998923,62.000000000006494,70.99999999999795,0.999999999990564,-344.99999999999534,,318.9999999999857
2016.05.23,341.99999999999875,239.99999999999577,65.00000000000395,93.99999999999409,39.99999999999204,-286.00000000000847,,494.9999999999762
2016.05.23,274.9999999999915,295.99999999998516,126.0000000000039,43.99999999999693,10.99999999999568,-229.99999999999687,,521.9999999999761
2016.05.23,298.9999999999924,278.9999999999848,137.9999999999937,51.9999999999925,-5.000000000009663,-231.0000000000034,,531.9999999999503
2016.05.23,286.9999999999919,270.99999999999903,173.00000000000094,19.99999999999602,-124.00000000000944,-198.00000000000927,,428.99999999996913
2016.05.23,248.99999999999523,208.99999999999253,190.00000000000128,-75.00000000000284,-194.00000000000261,-184.00000000000637,,194.99999999997715
2016.05.23,223.99999999998954,234.99999999998522,224.000000000002,-88.99999999999864,-268.0000000000007,-246.99999999999721,,78.99999999998028
2016.05.23,172.9999999999876,255.00000000000523,180.0000000000024,-78.00000000000296,-252.00000000000955,-228.99999999999034,,48.99999999999238
2016.05.23,155.9999999999917,228.99999999999034,215.99999999999397,-63.00000000000239,-231.99999999999932,-197.00000000000273,,108.99999999997158
2016.05.23,235.99999999999,234.99999999998522,235.99999999999176,-6.000000000000227,-181.0000000000116,-178.99999999999582,,340.9999999999594
2016.05.23,235.99999999999,209.9999999999991,269.9999999999925,43.00000000000637,-90.00000000000341,-73.99999999999629,,594.9999999999883
2016.05.23,311.9999999999976,194.0000000000053,214.00000000000307,60.99999999999284,-90.00000000000341,-87.99999999999919,,602.9999999999961
2016.05.23,469.99999999999886,200.00000000000017,201.00000000000674,197.9999999999933,63.99999999999295,-4.999999999988347,,1128.0000000000036
2016.05.23,547.9999999999876,178.99999999999582,255.99999999998957,320.99999999999795,320.99999999999795,83.00000000001084,,1707.9999999999798
2016.05.23,440.9999999999883,136.99999999998712,387.000000000004,426.00000000000193,206.99999999999363,123.99999999999079,,1721.999999999966
2016.05.23,429.9999999999926,184.99999999999073,750.0000000000063,495.9999999999951,260.9999999999957,170.00000000000347,,2291.9999999999836
2016.05.23,464.9999999999892,185.99999999999727,638.0000000000052,471.9999999999942,284.9999999999966,117.00000000001154,,2162.999999999994
2016.05.23,554.9999999999926,80.99999999999774,524.9999999999977,588.9999999999986,375.99999999999056,123.99999999999079,,2249.999999999968
2016.05.23,646.0000000000008,60.99999999999994,340.00000000000693,691.0000000000025,524.0000000000009,119.00000000000244,,2381.000000000013
2016.05.23,582.9999999999984,55.99999999998939,317.9999999999961,653.9999999999964,489.9999999999949,51.000000000001044,,2151.999999999976
2016.05.23,634.0000000000003,66.99999999999484,330.9999999999924,670.0000000000017,521.0000000000008,72.0000000000054,,2294.999999999996
2016.05.23,590.999999999994,104.99999999999955,304.9999999999997,611.9999999999948,432.9999999999927,8.000000000008,,2053.9999999999886
2016.05.23,600.9999999999991,106.00000000000608,248.99999999998812,576.9999999999982,447.9999999999933,38.0000000000047,,2018.9999999999898
2016.05.23,600.9999999999991,107.99999999999699,208.99999999999253,668.0000000000064,547.9999999999876,2.999999999997449,,2136.99999999998
2016.05.23,565.9999999999883,49.99999999999449,408.9999999999927,751.9999999999953,583.999999999989,-103.00000000000864,,2257.9999999999513
2016.05.23,536.9999999999919,48.99999999998794,243.99999999999977,757.000000000005,485.99999999999,-232.00000000000998,,1840.9999999999645
2016.05.23,598.9999999999895,68.00000000000139,167.9999999999904,810.0000000000023,448.99999999999807,-194.99999999998963,,1898.9999999999923
2016.05.23,609.9999999999994,116.99999999998934,160.00000000000458,733.0000000000041,480.99999999999454,-191.00000000000784,,1909.999999999984
2016.05.23,643.0000000000007,173.00000000000094,157.99999999999147,722.999999999999,469.99999999999886,-209.9999999999991,,1956.9999999999918
2016.05.23,631.0000000000002,131.99999999999878,-4.000000000004,733.0000000000041,468.9999999999941,-195.9999999999962,,1764.999999999997
2016.05.23,632.9999999999956,85.00000000000173,-35.999999999991594,760.9999999999957,558.9999999999975,-157.00000000000713,,1844.9999999999918
2016.05.23,676.9999999999925,38.0000000000047,18.999999999991246,751.0000000000048,561.9999999999976,-164.00000000000858,,1882.9999999999823
2016.05.23,722.999999999999,75.99999999998718,72.99999999998974,707.9999999999984,544.9999999999875,-218.00000000000708,,1906.9999999999548
2016.05.23,866.9999999999902,112.99999999998533,49.99999999999449,793.0000000000064,602.9999999999944,-236.99999999999832,,2188.9999999999727
2016.05.23,894.999999999996,112.000000000001,117.99999999999588,783.0000000000013,584.9999999999937,-232.00000000000998,,2260.9999999999777
2016.05.23,891.9999999999959,122.99999999998423,117.99999999999588,801.9999999999925,590.999999999994,-299.99999999998914,,2225.999999999973
2016.05.23,894.999999999996,112.99999999998533,259.0000000000092,832.9999999999984,591.9999999999987,-280.9999999999979,,2410.99999999999
2016.05.23,844.9999999999989,76.99999999999375,309.99999999998806,804.000000000002,551.9999999999925,-303.0000000000088,,2284.999999999967
2016.05.23,823.9999999999981,78.99999999998464,180.0000000000024,774.0000000000009,537.9999999999967,-350.00000000000585,,2044.9999999999768
2016.05.23,836.9999999999891,106.00000000000608,207.00000000000162,775.9999999999962,545.9999999999923,-322.00000000000006,,2149.9999999999854
2016.05.24,856.9999999999993,38.0000000000047,221.00000000000452,793.9999999999969,556.999999999988,-310.9999999999946,,2155.999999999999
2016.05.24,854.9999999999898,60.99999999999994,245.0000000000063,784.9999999999966,546.999999999997,-317.9999999999961,,2174.999999999994
2016.05.24,863.9999999999901,78.99999999998464,268.0000000000016,798.9999999999924,552.9999999999973,-411.99999999999017,,2150.999999999976
2016.05.24,794.9999999999875,89.99999999999008,238.99999999998923,751.9999999999953,487.99999999999955,-435.0000000000076,,1928.999999999954
2016.05.24,753.0000000000001,79.99999999999119,278.00000000000045,731.9999999999993,513.9999999999958,-391.000000000008,,1965.9999999999789
2016.05.24,700.9999999999934,79.99999999999119,320.00000000000915,691.0000000000025,481.9999999999993,-432.0000000000102,,1841.9999999999852
