date,USDCHF,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDCAD,empty,sum
2016.08.22,-40.00000000000669,-38.0000000000047,-22.0000000000109,-109.99999999999899,-99.00000000000375,-91.99999999999208,-85.99999999999719,-7.0000000000014495,86.00000000001273,-168.99999999999693,-11.00000000000545,-21.000000000000796,-38.0000000000047,-35.00000000000725,-75.00000000000284,116.00000000000499,,-641.000000000016
2016.08.22,-23.00000000000635,-89.00000000000574,-53.00000000001415,-102.00000000000209,-39.00000000000148,-78.99999999999574,-84.0000000000063,0.0,44.00000000001114,-151.00000000001222,70.99999999999883,12.999999999991019,9.999999999998899,54.99999999998284,-16.999999999995907,52.000000000007596,,-392.0000000000496
2016.08.22,-87.00000000000374,-92.00000000000318,-29.00000000001235,-155.00000000000514,94.99999999999886,-43.999999999999595,-109.99999999999899,-48.000000000003595,-123.99999999999523,-270.00000000001467,133.99999999998968,231.99999999999932,25.00000000000835,-41.000000000002146,121.99999999999989,190.00000000000128,,-202.00000000004124
2016.08.22,-14.000000000002899,-45.99999999999049,-5.999999999994898,-190.00000000000128,151.9999999999868,-82.99999999999974,-165.00000000000404,-26.000000000003798,-185.99999999997863,-212.00000000001216,-59.99999999999339,262.999999999991,-4.000000000004,-97.9999999999981,129.0000000000049,216.0000000000051,,-329.99999999999557
2016.08.22,-24.000000000001798,-21.00000000000435,-9.999999999998899,-183.99999999999528,172.9999999999876,-76.99999999999375,-136.00000000000279,-21.999999999999797,-268.0000000000007,-163.00000000000205,-79.99999999999119,331.99999999999363,-48.000000000003595,-97.9999999999981,153.0000000000058,186.00000000000838,,-286.9999999999968
2016.08.22,102.99999999999754,113.00000000000753,96.99999999999153,-63.99999999999739,170.99999999999227,-112.99999999999643,-126.99999999999933,-87.99999999999919,-143.00000000000068,-239.00000000001143,123.99999999999079,308.9999999999975,-90.99999999999665,-56.000000000011596,112.99999999999955,133.00000000000534,,241.99999999996936
2016.08.22,148.0000000000037,187.00000000000384,235.00000000000742,70.0000000000034,38.99999999998727,-71.99999999999429,5.999999999994898,-73.00000000000084,-19.99999999998181,-270.99999999999903,272.99999999998994,182.99999999999272,-29.999999999996696,214.99999999998744,57.999999999992724,4.000000000004,,951.9999999999947
2016.08.22,163.00000000000205,195.9999999999962,252.99999999999213,22.999999999995246,191.99999999999307,-73.00000000000084,-38.0000000000047,-99.00000000000463,-164.99999999999204,-339.0000000000004,205.99999999999508,337.99999999999386,-19.999999999997797,124.99999999999733,170.0000000000017,64.0000000000085,,995.9999999999748
2016.08.22,148.99999999999915,168.99999999999693,242.99999999999324,16.0000000000049,240.99999999999966,-65.99999999999939,-19.00000000000235,-74.00000000000739,-246.99999999998568,-323.0000000000066,194.99999999998963,381.9999999999908,1.0000000000065512,188.9999999999947,209.99999999999375,47.00000000000814,,1112.999999999976
2016.08.22,204.99999999999963,219.99999999999798,292.9999999999877,92.00000000000318,119.99999999999034,-80.99999999999774,34.000000000000696,-121.00000000000443,-3.9999999999906777,-406.00000000001745,380.00000000000256,236.99999999999477,-7.0000000000014495,326.0000000000041,109.99999999999943,-41.9999999999976,,1355.9999999999711
