date,USDCHF,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2016.08.22,-141.99999999999767,-133.00000000000534,-139.00000000000023,0.0,-112.99999999999955,-98.99999999999353,-100.99999999999554,-128.00000000000588,-110.99999999999,-218.00000000000708,-300.99999999999574,-43.00000000000637,-171.00000000001003,-82.00000000000429,-155.00000000001623,-75.9999999999934,-57.99999999999139,,-2070.0000000000123
2016.08.22,-89.00000000000574,-89.99999999999008,-56.000000000011596,97.9999999999981,-103.00000000000864,-142.99999999999312,-158.99999999999804,-54.00000000000959,-46.999999999997044,-226.00000000001506,-360.0000000000048,-33.00000000000125,-66.99999999999484,29.999999999996696,-134.99999999999625,-72.00000000000273,52.000000000007596,,-1454.0000000000266
2016.08.22,-97.9999999999981,-112.000000000001,-66.00000000001049,95.00000000000064,-32.00000000001069,-100.00000000000009,-117.99999999999588,-65.00000000000395,-197.00000000000273,-357.00000000000733,4.999999999988347,16.999999999995907,-25.999999999992696,-4.999999999988347,-66.00000000001049,-31.00000000000591,50.0000000000056,,-1106.000000000037
2016.08.22,-92.00000000000318,-96.99999999999153,-43.999999999999595,139.99999999999568,84.99999999999375,-88.99999999999464,-185.99999999999727,-62.000000000006494,-290.9999999999968,-312.00000000000114,-212.00000000001216,209.00000000000318,-21.999999999988695,79.00000000000685,-131.00000000001444,99.99999999999432,148.99999999999915,,-776.0000000000132
2016.08.22,-56.0000000000005,-76.99999999999375,-72.0000000000054,161.00000000000003,147.99999999999613,-91.99999999999208,-216.0000000000051,-68.00000000000139,-357.99999999997567,-304.00000000001535,-147.99999999999258,259.00000000000034,-52.000000000007596,198.00000000000927,-239.99999999999577,128.0000000000001,104.99999999999955,,-683.9999999999798
2016.08.22,-46.999999999997044,-41.99999999998649,-25.00000000000835,36.999999999998145,57.999999999992724,-113.99999999999189,-184.00000000000637,-96.00000000000719,-280.00000000000114,-253.99999999999866,-171.99999999999437,224.99999999999432,-106.00000000000608,158.99999999999804,-178.99999999999582,78.99999999999352,112.000000000001,,-829.0000000000157
2016.08.22,49.99999999999449,70.99999999999883,95.00000000000064,-85.00000000000173,18.999999999991246,-113.99999999999189,-128.00000000000588,-114.00000000000298,-180.99999999998317,-419.0000000000138,97.9999999999981,146.99999999999136,-92.00000000000318,-42.999999999993044,-55.000000000005045,52.99999999999727,-9.999999999998899,,-708.0000000000277
2016.08.22,114.99999999999844,137.00000000000932,188.9999999999947,-83.9999999999952,16.999999999995907,-120.99999999999334,-80.99999999999774,-107.00000000000153,-262.00000000000045,-351.99999999999676,75.00000000000284,164.00000000000148,-113.99999999999189,-10.999999999983245,31.999999999987594,39.00000000000148,-23.999999999990695,,-387.99999999995896
2016.08.22,112.000000000001,114.0000000000141,139.00000000000023,-58.000000000002494,157.99999999998704,-108.99999999999244,-63.00000000000195,-112.000000000001,-332.9999999999984,-367.0000000000062,79.99999999999119,271.99999999999136,-58.000000000002494,31.000000000003247,76.99999999999375,126.00000000000477,-4.999999999999449,,3.999999999982247
2016.08.22,136.00000000000279,154.0000000000097,215.99999999999397,-148.99999999999915,50.99999999998772,-85.00000000000173,-65.00000000000395,-124.00000000000189,-254.99999999999545,-448.000000000004,137.00000000000932,170.99999999999227,-28.000000000005798,-69.9999999999923,89.99999999999008,66.0000000000025,-60.99999999999994,,-264.00000000001586
