USDCHF__50,USDCHF_50,USDCHF__30,USDCHF_30,USDCHF__20,USDCHF_20,USDCHF__15,USDCHF_15,USDCHF__10,USDCHF_10,GBPUSD__50,GBPUSD_50,GBPUSD__30,GBPUSD_30,GBPUSD__20,GBPUSD_20,GBPUSD__15,GBPUSD_15,GBPUSD__10,GBPUSD_10,EURUSD__50,EURUSD_50,EURUSD__30,EURUSD_30,EURUSD__20,EURUSD_20,EURUSD__15,EURUSD_15,EURUSD__10,EURUSD_10,USDJPY__50,USDJPY_50,USDJPY__30,USDJPY_30,USDJPY__20,USDJPY_20,USDJPY__15,USDJPY_15,USDJPY__10,USDJPY_10,USDCAD__50,USDCAD_50,USDCAD__30,USDCAD_30,USDCAD__20,USDCAD_20,USDCAD__15,USDCAD_15,USDCAD__10,USDCAD_10,AUDUSD__50,AUDUSD_50,AUDUSD__30,AUDUSD_30,AUDUSD__20,AUDUSD_20,AUDUSD__15,AUDUSD_15,AUDUSD__10,AUDUSD_10,NZDUSD__50,NZDUSD_50,NZDUSD__30,NZDUSD_30,NZDUSD__20,NZDUSD_20,NZDUSD__15,NZDUSD_15,NZDUSD__10,NZDUSD_10,GBPCHF__50,GBPCHF_50,GBPCHF__30,GBPCHF_30,GBPCHF__20,GBPCHF_20,GBPCHF__15,GBPCHF_15,GBPCHF__10,GBPCHF_10,EURCHF__50,EURCHF_50,EURCHF__30,EURCHF_30,EURCHF__20,EURCHF_20,EURCHF__15,EURCHF_15,EURCHF__10,EURCHF_10,CHFJPY__50,CHFJPY_50,CHFJPY__30,CHFJPY_30,CHFJPY__20,CHFJPY_20,CHFJPY__15,CHFJPY_15,CHFJPY__10,CHFJPY_10,CADCHF__50,CADCHF_50,CADCHF__30,CADCHF_30,CADCHF__20,CADCHF_20,CADCHF__15,CADCHF_15,CADCHF__10,CADCHF_10,AUDCHF__50,AUDCHF_50,AUDCHF__30,AUDCHF_30,AUDCHF__20,AUDCHF_20,AUDCHF__15,AUDCHF_15,AUDCHF__10,AUDCHF_10,NZDCHF__50,NZDCHF_50,NZDCHF__30,NZDCHF_30,NZDCHF__20,NZDCHF_20,NZDCHF__15,NZDCHF_15,NZDCHF__10,NZDCHF_10,EURGBP__50,EURGBP_50,EURGBP__30,EURGBP_30,EURGBP__20,EURGBP_20,EURGBP__15,EURGBP_15,EURGBP__10,EURGBP_10,GBPJPY__50,GBPJPY_50,GBPJPY__30,GBPJPY_30,GBPJPY__20,GBPJPY_20,GBPJPY__15,GBPJPY_15,GBPJPY__10,GBPJPY_10,GBPCAD__50,GBPCAD_50,GBPCAD__30,GBPCAD_30,GBPCAD__20,GBPCAD_20,GBPCAD__15,GBPCAD_15,GBPCAD__10,GBPCAD_10,GBPAUD__50,GBPAUD_50,GBPAUD__30,GBPAUD_30,GBPAUD__20,GBPAUD_20,GBPAUD__15,GBPAUD_15,GBPAUD__10,GBPAUD_10,EURJPY__50,EURJPY_50,EURJPY__30,EURJPY_30,EURJPY__20,EURJPY_20,EURJPY__15,EURJPY_15,EURJPY__10,EURJPY_10,EURCAD__50,EURCAD_50,EURCAD__30,EURCAD_30,EURCAD__20,EURCAD_20,EURCAD__15,EURCAD_15,EURCAD__10,EURCAD_10,EURAUD__50,EURAUD_50,EURAUD__30,EURAUD_30,EURAUD__20,EURAUD_20,EURAUD__15,EURAUD_15,EURAUD__10,EURAUD_10,EURNZD__50,EURNZD_50,EURNZD__30,EURNZD_30,EURNZD__20,EURNZD_20,EURNZD__15,EURNZD_15,EURNZD__10,EURNZD_10,CADJPY__50,CADJPY_50,CADJPY__30,CADJPY_30,CADJPY__20,CADJPY_20,CADJPY__15,CADJPY_15,CADJPY__10,CADJPY_10,AUDJPY__50,AUDJPY_50,AUDJPY__30,AUDJPY_30,AUDJPY__20,AUDJPY_20,AUDJPY__15,AUDJPY_15,AUDJPY__10,AUDJPY_10,NZDJPY__50,NZDJPY_50,NZDJPY__30,NZDJPY_30,NZDJPY__20,NZDJPY_20,NZDJPY__15,NZDJPY_15,NZDJPY__10,NZDJPY_10,AUDCAD__50,AUDCAD_50,AUDCAD__30,AUDCAD_30,AUDCAD__20,AUDCAD_20,AUDCAD__15,AUDCAD_15,AUDCAD__10,AUDCAD_10,NZDCAD__50,NZDCAD_50,NZDCAD__30,NZDCAD_30,NZDCAD__20,NZDCAD_20,NZDCAD__15,NZDCAD_15,NZDCAD__10,NZDCAD_10,AUDNZD__50,AUDNZD_50,AUDNZD__30,AUDNZD_30,AUDNZD__20,AUDNZD_20,AUDNZD__15,AUDNZD_15,AUDNZD__10,AUDNZD_10
CHFJPY,0.38858,CHFJPY,0.46429,EURCAD,0.375,GBPUSD,0.49099,CHFJPY,0.40825,CHFJPY,0.3647,GBPJPY,0.40825,NZDJPY,0.40825,AUDCAD,0.32733,EURAUD,0.40825,CHFJPY,0.42529,CHFJPY,0.46371,EURCAD,0.47076,EURUSD,0.49099,CHFJPY,0.40825,AUDNZD,0.34403,CHFJPY,0.47321,AUDNZD,0.34641,USDCHF,0.32733,GBPJPY,0.40825,AUDCHF,0.30694,AUDCHF,0.45134,USDCHF,0.50252,GBPUSD,0.49099,USDCAD,0.6,GBPAUD,0.37084,AUDCAD,0.46667,AUDCAD,0.59596,AUDCAD,0.73214,NZDJPY,0.8165,NZDUSD,0.41391,NZDUSD,0.40089,AUDCHF,0.4,AUDCHF,0.44444,USDCHF,0.40825,AUDJPY,0.27743,AUDNZD,0.33887,AUDNZD,0.4714,AUDNZD,0.4264,AUDCAD,0.58333,NZDCAD,0.16667,USDCAD,0.23623,EURNZD,0.39394,CADJPY,0.38889,CADJPY,0.66667,CADCHF,0.34403,GBPAUD,0.47321,AUDUSD,0.49237,AUDUSD,0.49099,CADCHF,0.8165,CHFJPY,0.31795,CHFJPY,0.40089,CADJPY,0.50252,USDJPY,0.76376,EURGBP,0.66667,EURGBP,0.27891,AUDNZD,0.29579,AUDNZD,0.34641,AUDCAD,0.46429,EURCAD,0.40825,EURJPY,0.3232,EURJPY,0.39551,AUDCAD,0.41414,AUDCAD,0.6001,EURCAD,0.40825,EURUSD,0.36192,EURUSD,0.48007,AUDJPY,0.47076,AUDJPY,0.4,GBPJPY,0.40825,EURCAD,0.33092,NZDJPY,0.40825,EURJPY,0.58333,GBPJPY,0.4,NZDJPY,0.6,NZDJPY,0.40482,NZDJPY,0.60541,NZDJPY,0.6,NZDJPY,0.60714,NZDJPY,0.8165,NZDJPY,0.50474,NZDJPY,0.53452,EURJPY,0.5334,NZDJPY,0.60714,NZDJPY,0.8165,USDCHF,0.27421,USDCHF,0.27866,EURCHF,0.40825,AUDCHF,0.57735,EURCHF,0.8165,AUDCAD,0.2809,AUDCAD,0.40089,USDCAD,0.49237,CHFJPY,0.49099,AUDCAD,0.58333,EURJPY,0.27126,EURJPY,0.38052,EURCAD,0.25678,EURCAD,0.57735,EURJPY,0.58333,EURJPY,0.3232,AUDUSD,0.41349,EURCHF,0.40825,AUDUSD,0.57735,AUDUSD,0.8165,USDCHF,0.36876,EURUSD,0.40825,USDCHF,0.41414,AUDCAD,0.49099,AUDCAD,0.58333,EURUSD,0.2871,GBPCAD,0.27866,AUDNZD,0.42366,AUDNZD,0.4264,AUDNZD,0.42857,GBPCAD,0.2809,GBPUSD,0.46667,AUDJPY,0.31449,AUDCHF,0.49099,EURCHF,0.6,EURCHF,0.56408,EURCHF,0.6,EURCHF,0.6,AUDCHF,0.49099,GBPCHF,0.66667,GBPCHF,0.38445,GBPCHF,0.52322,USDCHF,0.52223,USDCHF,0.53452,AUDUSD,0.65465,USDJPY,0.21627,EURNZD,0.24661,EURNZD,0.37284,AUDCHF,0.28868,NZDJPY,0.40825
EURGBP,0.27891,EURAUD,0.37796,GBPAUD,0.375,NZDCHF,0.37796,GBPUSD,0.40825,USDJPY,0.2809,AUDJPY,0.40089,GBPJPY,0.375,CHFJPY,0.32733,GBPCHF,0.40825,CADJPY,0.31795,AUDNZD,0.36711,EURUSD,0.38516,EURCAD,0.44444,GBPUSD,0.40825,CHFJPY,0.29758,AUDNZD,0.29579,USDCHF,0.30151,EURAUD,0.28868,NZDJPY,0.40825,USDCHF,0.27156,USDCHF,0.39747,USDCAD,0.50252,AUDCHF,0.49099,EURCHF,0.6,NZDJPY,0.32026,GBPAUD,0.40089,EURJPY,0.5334,NZDJPY,0.60714,CADJPY,0.66667,AUDCHF,0.23282,AUDNZD,0.20751,AUDNZD,0.34641,AUDCAD,0.32733,GBPCHF,0.40825,GBPJPY,0.22531,NZDJPY,0.27217,GBPUSD,0.28721,NZDCAD,0.35355,AUDNZD,0.53452,EURJPY,0.16667,CADCHF,0.20536,GBPCHF,0.32824,EURCAD,0.38889,EURCAD,0.66667,EURCHF,0.3266,USDCHF,0.33929,EURCHF,0.40825,AUDCHF,0.49099,EURCHF,0.6,CADJPY,0.27885,CADJPY,0.33333,AUDCAD,0.50252,CADJPY,0.76376,CADJPY,0.66667,EURJPY,0.25853,AUDCAD,0.26726,NZDUSD,0.30151,NZDUSD,0.37796,EURJPY,0.40825,AUDCAD,0.31127,GBPUSD,0.26726,AUDNZD,0.29013,EURCAD,0.44444,EURJPY,0.40825,GBPJPY,0.25212,USDJPY,0.39747,EURUSD,0.45833,GBPJPY,0.4,NZDJPY,0.40825,EURUSD,0.26449,GBPJPY,0.30556,NZDJPY,0.40825,EURJPY,0.4,EURCAD,0.40825,AUDJPY,0.39839,CADJPY,0.47087,AUDJPY,0.52414,CADJPY,0.6001,CADJPY,0.66667,EURJPY,0.44295,CADJPY,0.40089,NZDJPY,0.50252,CADJPY,0.6001,CADJPY,0.66667,GBPCAD,0.27421,CADCHF,0.27866,USDCHF,0.32824,NZDCHF,0.5,AUDCHF,0.66667,EURCHF,0.28,CHFJPY,0.33929,AUDCAD,0.49237,AUDCAD,0.49099,NZDCAD,0.53452,GBPCHF,0.21914,GBPCHF,0.23783,EURJPY,0.25678,USDCHF,0.47246,GBPCHF,0.58333,AUDUSD,0.29417,EURCHF,0.33634,AUDUSD,0.28721,GBPAUD,0.37796,GBPAUD,0.58333,EURUSD,0.33307,USDCHF,0.40089,USDCAD,0.39394,CHFJPY,0.49099,NZDCAD,0.53452,USDCHF,0.24418,CADJPY,0.26726,GBPUSD,0.24232,AUDCAD,0.37796,NZDCAD,0.42857,EURUSD,0.24175,EURUSD,0.40825,USDCHF,0.30151,USDJPY,0.49099,EURGBP,0.40825,AUDCHF,0.46104,GBPCHF,0.47087,GBPCHF,0.40825,GBPCHF,0.47246,CADJPY,0.66667,EURCHF,0.29554,AUDCAD,0.42426,EURUSD,0.4714,EURUSD,0.46771,USDCHF,0.53452,EURJPY,0.21612,EURJPY,0.24661,EURAUD,0.3118,AUDUSD,0.28868,AUDUSD,0.40825
NZDCHF,0.27891,GBPAUD,0.33929,GBPUSD,0.32824,GBPAUD,0.33929,AUDNZD,0.35635,NZDUSD,0.24175,CHFJPY,0.40089,CHFJPY,0.375,GBPCHF,0.28868,AUDNZD,0.21822,USDJPY,0.27156,EURAUD,0.28868,EURCHF,0.31449,GBPUSD,0.38889,AUDNZD,0.35635,USDJPY,0.28824,CADJPY,0.26726,EURUSD,0.20412,GBPJPY,0.28868,GBPUSD,0.40825,GBPCAD,0.27156,EURUSD,0.36711,CHFJPY,0.40825,USDCHF,0.46429,GBPUSD,0.6,GBPJPY,0.28365,AUDNZD,0.34586,NZDJPY,0.50252,EURCAD,0.6001,EURCAD,0.66667,GBPUSD,0.20064,NZDCAD,0.20751,AUDCAD,0.30151,EURGBP,0.28868,CADJPY,0.40825,EURGBP,0.21914,NZDCAD,0.19767,AUDJPY,0.25678,GBPUSD,0.28868,NZDCAD,0.53452,AUDNZD,0.1633,GBPJPY,0.19094,NZDJPY,0.30151,NZDJPY,0.32733,EURNZD,0.58333,GBPAUD,0.30279,AUDUSD,0.33929,AUDCHF,0.40825,USDCHF,0.46429,AUDUSD,0.6,USDJPY,0.23775,AUDCAD,0.33333,EURCAD,0.40825,AUDJPY,0.66144,EURCAD,0.66667,AUDCAD,0.23282,EURJPY,0.26068,AUDCAD,0.30151,EURNZD,0.37796,EURNZD,0.40825,CADJPY,0.27783,AUDCAD,0.26726,EURJPY,0.28721,CADJPY,0.44444,EURNZD,0.40825,AUDUSD,0.23753,NZDJPY,0.34586,USDJPY,0.40825,EURUSD,0.37796,GBPUSD,0.40825,GBPJPY,0.26108,CADJPY,0.27217,GBPJPY,0.375,NZDJPY,0.37796,CADJPY,0.40825,CHFJPY,0.35286,AUDJPY,0.39551,CADJPY,0.50252,EURCAD,0.6001,EURCAD,0.66667,USDJPY,0.43486,EURJPY,0.39551,AUDJPY,0.45303,EURCAD,0.6001,EURCAD,0.66667,GBPUSD,0.25,GBPAUD,0.27866,GBPUSD,0.32824,USDCHF,0.47246,NZDCHF,0.66667,GBPCHF,0.24175,AUDCHF,0.27866,NZDCAD,0.4714,NZDCAD,0.40825,USDCAD,0.40825,AUDCHF,0.1959,AUDUSD,0.23623,GBPCHF,0.25678,CADCHF,0.47246,CADCHF,0.58333,CADJPY,0.27783,GBPUSD,0.33634,EURGBP,0.25,USDCAD,0.37796,GBPCAD,0.58333,EURCHF,0.2809,AUDCAD,0.33333,AUDCAD,0.39394,NZDCAD,0.40825,USDCAD,0.40825,GBPCAD,0.24418,EURCAD,0.26726,CADJPY,0.24232,CHFJPY,0.37796,AUDCAD,0.35635,AUDJPY,0.24019,USDCHF,0.40089,GBPCAD,0.30151,EURCHF,0.46429,AUDCHF,0.40825,GBPCHF,0.43182,AUDCHF,0.47087,AUDCHF,0.4,USDCHF,0.46429,CADCHF,0.66667,AUDNZD,0.27578,EURCHF,0.42426,GBPCHF,0.4714,AUDNZD,0.45227,EURUSD,0.53452,GBPUSD,0.20261,EURCAD,0.20751,AUDUSD,0.28511,EURGBP,0.2,CHFJPY,0.40825
EURAUD,0.27891,NZDCHF,0.27866,NZDCHF,0.32824,EURUSD,0.33929,NZDCAD,0.35635,AUDJPY,0.24019,NZDJPY,0.33333,CADJPY,0.28721,EURAUD,0.28868,NZDCAD,0.21822,EURCAD,0.24982,CADJPY,0.27217,CADCHF,0.31449,USDCHF,0.32733,NZDCAD,0.35635,AUDJPY,0.24418,EURUSD,0.21822,CHFJPY,0.20412,CHFJPY,0.21822,AUDJPY,0.35635,NZDUSD,0.26449,EURCHF,0.34586,EURUSD,0.40825,EURCHF,0.46429,USDCHF,0.40825,AUDCAD,0.2809,EURJPY,0.33634,GBPAUD,0.49237,CADJPY,0.6001,EURJPY,0.66667,AUDCAD,0.19485,AUDCHF,0.2018,NZDCHF,0.30151,NZDCHF,0.28868,EURCAD,0.40825,NZDJPY,0.20646,AUDUSD,0.19094,GBPCHF,0.25,NZDCHF,0.2,EURCHF,0.40825,GBPCHF,0.16116,EURAUD,0.18898,EURAUD,0.28721,EURGBP,0.28868,AUDJPY,0.53452,EURCAD,0.29417,CADCHF,0.33929,GBPAUD,0.375,EURCHF,0.46429,GBPCAD,0.40825,AUDCAD,0.23775,USDJPY,0.26726,CHFJPY,0.40825,AUDCAD,0.60714,USDJPY,0.66667,EURUSD,0.18831,EURGBP,0.21822,EURNZD,0.30151,USDCAD,0.33929,AUDCAD,0.40825,GBPCAD,0.22935,CADJPY,0.26726,EURNZD,0.21212,CHFJPY,0.32733,AUDCAD,0.40825,EURGBP,0.23599,USDCHF,0.29579,NZDJPY,0.40825,NZDJPY,0.37796,AUDJPY,0.35635,EURGBP,0.25212,EURCAD,0.27217,USDCHF,0.32824,NZDCAD,0.35355,CADCHF,0.40825,GBPJPY,0.35286,CHFJPY,0.39551,EURCAD,0.40825,AUDJPY,0.47246,EURJPY,0.66667,AUDJPY,0.40248,USDJPY,0.33036,CADJPY,0.41414,AUDJPY,0.47246,EURJPY,0.66667,EURUSD,0.2451,USDCAD,0.23783,GBPCAD,0.28721,EURCHF,0.47246,GBPAUD,0.58333,EURAUD,0.20602,EURCHF,0.26726,EURCAD,0.45833,USDJPY,0.38889,EURCHF,0.40825,EURGBP,0.18846,AUDCHF,0.19026,USDCHF,0.24232,GBPCHF,0.4,CADJPY,0.58333,USDCAD,0.25,EURJPY,0.32127,GBPJPY,0.25,GBPCAD,0.37796,USDCAD,0.40825,NZDCHF,0.22653,GBPUSD,0.33333,EURUSD,0.32824,USDJPY,0.38889,EURCHF,0.40825,AUDNZD,0.21246,GBPUSD,0.26726,USDCHF,0.24232,NZDCAD,0.35355,USDCAD,0.21822,CADJPY,0.24019,GBPCAD,0.33634,GBPUSD,0.30151,EURGBP,0.37796,USDJPY,0.40825,EURAUD,0.36192,NZDCHF,0.33634,USDCHF,0.30151,EURCHF,0.46429,EURCAD,0.66667,AUDCAD,0.23889,AUDUSD,0.37796,USDCAD,0.40618,AUDUSD,0.40825,EURAUD,0.53452,USDCAD,0.19852,CADCHF,0.15714,AUDJPY,0.20588,EURNZD,0.2,GBPJPY,0.40825
GBPAUD,0.27891,AUDCHF,0.27866,GBPCAD,0.28721,GBPCAD,0.33929,AUDCAD,0.25,NZDJPY,0.24019,CADJPY,0.33333,AUDJPY,0.25678,GBPJPY,0.28868,AUDJPY,0.21822,EURAUD,0.24878,EURCAD,0.27217,AUDNZD,0.30261,AUDCAD,0.32733,AUDCAD,0.25,CADJPY,0.24418,AUDJPY,0.20536,EURJPY,0.20412,EURUSD,0.21822,USDCHF,0.25,EURAUD,0.25212,AUDCAD,0.34586,EURCHF,0.4,USDCAD,0.46429,GBPCAD,0.40825,GBPCAD,0.2809,NZDJPY,0.33333,AUDJPY,0.45303,EURJPY,0.47246,GBPAUD,0.58333,GBPCAD,0.19485,GBPUSD,0.2,EURAUD,0.20412,NZDUSD,0.28868,NZDCHF,0.40825,AUDCAD,0.17138,AUDJPY,0.19094,NZDCAD,0.2357,EURNZD,0.2,CHFJPY,0.40825,GBPAUD,0.12361,GBPCHF,0.14382,AUDJPY,0.24232,AUDJPY,0.28868,NZDJPY,0.40825,GBPCAD,0.26212,AUDCHF,0.27866,USDCHF,0.32824,CADCHF,0.46429,EURAUD,0.40825,AUDJPY,0.19872,AUDJPY,0.26726,USDJPY,0.4,CHFJPY,0.60714,AUDCAD,0.58333,USDCHF,0.15198,AUDUSD,0.20536,EURJPY,0.20412,NZDJPY,0.33929,CADJPY,0.40825,GBPAUD,0.20186,GBPCAD,0.26068,NZDUSD,0.21212,EURNZD,0.28868,CADJPY,0.40825,USDCHF,0.22653,AUDNZD,0.29187,GBPJPY,0.375,USDJPY,0.28868,USDCHF,0.25,NZDJPY,0.24982,EURUSD,0.25,NZDUSD,0.28721,CADJPY,0.28868,EURJPY,0.40825,EURCAD,0.3245,GBPJPY,0.38446,EURJPY,0.40825,EURJPY,0.47246,AUDJPY,0.53452,CADJPY,0.40248,AUDJPY,0.33036,AUDNZD,0.40618,EURJPY,0.47246,AUDJPY,0.53452,GBPAUD,0.24379,GBPCAD,0.22172,USDCAD,0.28721,USDCAD,0.47246,AUDCAD,0.58333,NZDCHF,0.20602,EURCAD,0.26726,CHFJPY,0.45833,EURCAD,0.38889,CHFJPY,0.40825,AUDUSD,0.17485,CHFJPY,0.18898,AUDCAD,0.24232,EURJPY,0.4,EURCAD,0.58333,GBPUSD,0.24495,USDCHF,0.26068,AUDNZD,0.2357,NZDCAD,0.35355,GBPJPY,0.40825,CHFJPY,0.21627,USDCAD,0.28284,CHFJPY,0.32824,CADJPY,0.38889,CHFJPY,0.40825,CADJPY,0.20192,EURUSD,0.21822,NZDCAD,0.18157,USDJPY,0.28868,AUDUSD,0.21822,USDCHF,0.20064,AUDJPY,0.26726,CHFJPY,0.20412,AUDJPY,0.37796,AUDCAD,0.40825,USDCHF,0.33307,EURAUD,0.28284,NZDCHF,0.30151,NZDCHF,0.37796,USDCHF,0.58333,USDCHF,0.23889,EURAUD,0.35,NZDUSD,0.40618,EURAUD,0.35355,AUDNZD,0.52381,NZDUSD,0.18286,AUDUSD,0.15714,NZDCHF,0.15352,NZDUSD,0.2,EURGBP,0.25
CADJPY,0.27743,CADJPY,0.26726,AUDUSD,0.28721,EURCAD,0.32733,NZDCHF,0.25,CADJPY,0.24019,EURUSD,0.27217,EURUSD,0.25,NZDCAD,0.27217,CHFJPY,0.2,GBPAUD,0.24878,EURUSD,0.25,NZDCAD,0.30261,CHFJPY,0.32733,NZDCHF,0.25,EURCHF,0.20064,USDCHF,0.20536,GBPAUD,0.20412,AUDCAD,0.21822,EURUSD,0.25,GBPAUD,0.25212,EURAUD,0.34238,AUDCHF,0.4,EURJPY,0.37796,EURUSD,0.40825,EURJPY,0.25,EURAUD,0.28284,CADJPY,0.41414,GBPJPY,0.47246,AUDCAD,0.58333,EURAUD,0.18684,USDCAD,0.14142,EURCAD,0.20412,GBPCHF,0.28868,AUDCHF,0.40825,EURCHF,0.16116,GBPJPY,0.16667,EURCHF,0.20412,EURAUD,0.2,GBPUSD,0.40825,EURGBP,0.12361,EURJPY,0.14382,USDCAD,0.21212,EURNZD,0.28868,AUDNZD,0.35635,USDCHF,0.26212,NZDCHF,0.27866,NZDCHF,0.32824,NZDCHF,0.37796,CADJPY,0.40825,EURJPY,0.19682,GBPCAD,0.2018,NZDCAD,0.34641,EURCAD,0.49099,GBPAUD,0.58333,AUDNZD,0.14804,NZDUSD,0.20536,GBPJPY,0.20412,CADJPY,0.32733,NZDUSD,0.40825,EURUSD,0.18094,AUDUSD,0.20536,GBPCAD,0.21212,AUDJPY,0.28868,NZDUSD,0.40825,NZDUSD,0.21914,AUDUSD,0.25882,EURJPY,0.375,CADJPY,0.28868,EURUSD,0.25,CADCHF,0.21627,EURJPY,0.24716,CADJPY,0.28721,EURCAD,0.28868,AUDJPY,0.21822,CADJPY,0.31807,AUDCAD,0.33634,CHFJPY,0.40825,GBPJPY,0.47246,GBPUSD,0.40825,GBPJPY,0.33561,GBPAUD,0.33036,AUDCAD,0.39394,GBPJPY,0.47246,GBPUSD,0.40825,GBPJPY,0.21612,EURCAD,0.2018,GBPJPY,0.25,CADCHF,0.47246,CADCHF,0.58333,CHFJPY,0.20261,GBPCHF,0.26068,EURCHF,0.40825,CADJPY,0.38889,USDCHF,0.25,AUDJPY,0.15505,EURGBP,0.14434,EURNZD,0.17911,EURUSD,0.37796,USDCAD,0.40825,EURCHF,0.24495,EURUSD,0.24716,GBPAUD,0.16667,CADJPY,0.28868,EURCHF,0.40825,CADCHF,0.20773,CHFJPY,0.26726,EURCHF,0.30151,AUDCHF,0.38889,USDCHF,0.25,EURCAD,0.20192,USDCHF,0.20536,USDCAD,0.17911,CADJPY,0.28868,NZDJPY,0.21822,GBPUSD,0.2,CHFJPY,0.26726,EURCAD,0.20412,NZDCHF,0.37796,GBPAUD,0.40825,NZDJPY,0.2871,USDCHF,0.26726,EURUSD,0.20412,EURAUD,0.37796,EURUSD,0.58333,EURUSD,0.21094,AUDNZD,0.34238,EURCHF,0.34641,NZDUSD,0.35355,GBPAUD,0.35635,AUDCHF,0.14368,NZDUSD,0.15714,NZDUSD,0.15352,GBPCHF,0.2,USDJPY,0.25
GBPCAD,0.25223,AUDNZD,0.25882,EURJPY,0.25,AUDUSD,0.21822,AUDCHF,0.25,GBPJPY,0.20261,USDJPY,0.26726,GBPCHF,0.25,EURUSD,0.21822,GBPJPY,0.2,USDCHF,0.21627,NZDCAD,0.22591,GBPAUD,0.25678,CADCHF,0.32733,AUDCHF,0.25,EURAUD,0.18684,GBPAUD,0.19643,GBPJPY,0.20412,NZDJPY,0.21822,EURAUD,0.25,EURUSD,0.22531,NZDCHF,0.31175,AUDJPY,0.31449,NZDCHF,0.37796,AUDCAD,0.40825,CADJPY,0.24019,GBPCAD,0.2018,AUDNZD,0.40618,AUDJPY,0.47246,GBPCAD,0.58333,GBPAUD,0.18684,EURAUD,0.14142,EURJPY,0.20412,EURCHF,0.21822,CADCHF,0.40825,GBPUSD,0.16116,EURJPY,0.16477,NZDJPY,0.20412,EURJPY,0.2,NZDCHF,0.25,USDCHF,0.12039,GBPCAD,0.14382,CADJPY,0.21212,GBPCHF,0.28868,CADCHF,0.25,EURUSD,0.23028,GBPCAD,0.27866,GBPUSD,0.32824,EURAUD,0.37796,NZDCHF,0.40825,EURUSD,0.19678,AUDCHF,0.2018,AUDJPY,0.31449,NZDCAD,0.46771,GBPCAD,0.58333,NZDJPY,0.12581,USDCHF,0.19643,EURGBP,0.20412,EURCAD,0.32733,AUDJPY,0.21822,AUDNZD,0.16667,NZDUSD,0.20536,CADJPY,0.19192,EURJPY,0.28868,AUDJPY,0.21822,USDJPY,0.18684,NZDUSD,0.25882,USDCHF,0.32824,AUDCHF,0.28868,EURAUD,0.25,USDCHF,0.21627,USDCHF,0.21822,AUDJPY,0.25678,GBPUSD,0.28868,AUDNZD,0.21822,USDJPY,0.27536,EURCAD,0.33634,GBPJPY,0.40825,AUDCAD,0.46429,USDCAD,0.40825,CHFJPY,0.25212,GBPJPY,0.32733,GBPJPY,0.32824,AUDCAD,0.46429,USDCAD,0.40825,CADCHF,0.19061,GBPUSD,0.2018,CHFJPY,0.25,GBPAUD,0.37796,GBPCAD,0.58333,USDJPY,0.20064,EURAUD,0.23623,GBPCHF,0.375,USDCAD,0.32733,NZDCHF,0.25,CADJPY,0.15505,GBPUSD,0.14142,AUDUSD,0.17911,NZDCAD,0.35355,AUDUSD,0.40825,AUDCAD,0.22935,CADJPY,0.2018,EURJPY,0.16667,EURCAD,0.28868,NZDCAD,0.35635,GBPUSD,0.20064,NZDCAD,0.20751,AUDCHF,0.30151,USDCHF,0.32733,NZDCHF,0.25,GBPAUD,0.17485,CHFJPY,0.20536,AUDCAD,0.17911,AUDCHF,0.28868,EURCHF,0.21822,AUDNZD,0.1633,EURJPY,0.2018,GBPAUD,0.20412,AUDCAD,0.33929,GBPCAD,0.40825,AUDUSD,0.2871,AUDUSD,0.26726,EURAUD,0.20412,EURUSD,0.33929,AUDCHF,0.58333,CHFJPY,0.18306,AUDCHF,0.33296,EURJPY,0.2357,GBPCHF,0.35355,GBPCHF,0.35635,NZDCAD,0.12157,GBPAUD,0.15714,GBPAUD,0.13363,EURAUD,0.2,NZDUSD,0.25
