date,GBPUSD,AUDUSD,EURGBP,empty,sum
2016.08.08,1.0000000000065512,86.0000000000083,-87.00000000000374,,1.1112888387287967e-11
2016.08.08,45.99999999999049,90.0000000000012,-51.99999999999649,,83.99999999999521
2016.08.08,-24.000000000001798,57.00000000000705,-107.00000000000153,,-73.99999999999628
2016.08.08,22.0000000000109,65.99999999999939,-141.00000000000225,,-52.99999999999196
2016.08.08,62.99999999999084,17.000000000000348,-97.9999999999981,,-18.000000000006906
2016.08.08,25.999999999992696,19.00000000000235,-107.99999999999699,,-63.00000000000195
2016.08.08,163.00000000000205,18.0000000000069,-26.999999999999247,,154.00000000000972
2016.08.08,113.00000000000753,118.00000000000699,-26.000000000003798,,205.00000000001071
2016.08.08,133.00000000000534,80.00000000000229,-58.000000000002494,,155.00000000000512
2016.08.08,130.99999999999224,85.00000000000173,-78.00000000000028,,137.9999999999937
2016.08.08,165.9999999999995,26.000000000003798,-70.0000000000034,,121.9999999999999
2016.08.08,156.00000000000057,26.999999999999247,-102.00000000000209,,80.99999999999774
2016.08.08,167.00000000000603,6.0000000000060005,-125.99999999999278,,47.00000000001924
2016.08.08,150.99999999999002,58.000000000002494,-151.00000000000114,,57.99999999999139
2016.08.08,123.99999999999079,47.00000000000814,-146.00000000000168,,24.999999999997243
2016.08.08,127.00000000001043,-2.999999999997449,-175.99999999999838,,-51.99999999998539
2016.08.08,140.99999999999113,-17.000000000000348,-156.99999999999602,,-33.00000000000523
2016.08.08,93.99999999999409,31.000000000003247,-119.00000000000244,,5.999999999994884
2016.08.08,-14.000000000002899,7.0000000000014495,-192.99999999999872,,-200.00000000000017
2016.08.08,-208.99999999999253,48.000000000003595,-225.99999999999287,,-386.9999999999818
2016.08.08,-181.00000000000892,-179.99999999999127,-243.99999999999977,,-605.0
2016.08.08,-207.00000000000162,-168.99999999999693,-273.9999999999965,,-649.999999999995
2016.08.08,-201.99999999999108,-184.99999999999073,-268.0000000000016,,-654.9999999999834
2016.08.08,-272.99999999998994,-171.99999999999437,-297.9999999999983,,-742.9999999999826
2016.08.08,-297.9999999999983,-176.99999999999383,-375.9999999999986,,-850.9999999999907
2016.08.08,-217.0000000000005,-233.99999999998977,-304.9999999999997,,-755.99999999999
2016.08.08,59.000000000009045,-241.99999999999778,-95.99999999999609,,-278.9999999999848
2016.08.08,-60.99999999999994,-224.9999999999974,-125.99999999999278,,-411.99999999999017
2016.08.08,-154.0000000000097,-174.99999999999181,-173.9999999999964,,-502.99999999999784
2016.08.08,-123.00000000000644,-244.99999999999523,-192.00000000000327,,-560.0000000000049
2016.08.08,-253.99999999999866,-261.99999999999557,-275.99999999999847,,-791.9999999999927
2016.08.08,-297.9999999999983,-234.99999999999633,-320.9999999999935,,-853.9999999999882
2016.08.08,-276.00000000000955,-204.99999999999963,-241.99999999999778,,-723.000000000007
2016.08.08,-201.99999999999108,-452.99999999999227,-159.9999999999935,,-814.9999999999769
2016.08.08,-304.9999999999997,-509.9999999999993,-259.9999999999936,,-1074.9999999999927
2016.08.08,-343.00000000000443,-461.99999999999574,-254.99999999999412,,-1059.9999999999943
2016.08.08,-280.9999999999979,-443.99999999999994,-241.00000000000233,,-966.0000000000002
2016.08.08,-296.0000000000074,-423.9999999999911,-241.00000000000233,,-961.0000000000007
2016.08.08,-334.9999999999964,-412.9999999999967,-256.0000000000007,,-1003.9999999999939
2016.08.08,-331.999999999999,-429.99999999999704,-270.0000000000036,,-1031.9999999999995
2016.08.08,-391.000000000008,-433.99999999998994,-317.9999999999961,,-1142.999999999994
2016.08.08,-326.0000000000041,-474.9999999999921,-292.9999999999988,,-1093.999999999995
2016.08.08,-320.00000000000915,-420.9999999999936,-307.99999999999716,,-1049.0
2016.08.08,-354.0000000000099,-394.9999999999898,-312.9999999999966,,-1061.9999999999964
2016.08.08,-326.9999999999884,-397.99999999999835,-320.9999999999935,,-1045.9999999999804
2016.08.08,-316.99999999998954,-383.0,-302.0000000000023,,-1001.9999999999918
2016.08.08,-278.00000000000045,-359.99999999999363,-268.0000000000016,,-905.9999999999957
2016.08.08,-297.9999999999983,-372.99999999999,-324.00000000000205,,-994.9999999999903
2016.08.09,-269.9999999999925,-400.9999999999958,-278.00000000000045,,-948.9999999999887
2016.08.09,-299.00000000000483,-423.9999999999911,-292.9999999999988,,-1015.9999999999948
2016.08.09,-331.999999999999,-401.99999999999125,-315.9999999999941,,-1049.9999999999843
2016.08.09,-343.00000000000443,-410.9999999999947,-326.9999999999995,,-1080.9999999999986
2016.08.09,-316.99999999998954,-419.9999999999982,-317.0000000000006,,-1053.9999999999884
2016.08.09,-398.00000000000944,-471.99999999999466,-366.9999999999951,,-1236.999999999999
2016.08.09,-453.99999999999886,-479.99999999999153,-436.00000000000307,,-1369.9999999999936
2016.08.09,-703.9999999999935,-380.999999999998,-580.9999999999982,,-1665.9999999999898
2016.08.09,-685.0000000000023,-344.99999999999534,-556.0000000000009,,-1585.9999999999986
2016.08.09,-777.0000000000055,-231.99999999999886,-549.9999999999949,,-1558.999999999999
2016.08.09,-862.9999999999916,-114.99999999999844,-622.9999999999958,,-1600.999999999986
2016.08.09,-838.0000000000055,-159.9999999999935,-627.9999999999952,,-1625.999999999994
2016.08.09,-817.000000000001,-130.99999999999224,-627.9999999999952,,-1575.9999999999886
2016.08.09,-734.9999999999968,-173.9999999999964,-593.9999999999945,,-1502.9999999999877
2016.08.09,-764.0000000000091,-185.99999999999727,-595.0000000000011,,-1545.0000000000075
2016.08.09,-733.9999999999902,-195.00000000000074,-573.0000000000013,,-1501.9999999999923
2016.08.09,-821.000000000005,-202.9999999999976,-602.999999999998,,-1627.0000000000007
2016.08.09,-872.9999999999905,-161.99999999999548,-614.9999999999989,,-1649.9999999999848
2016.08.09,-817.000000000001,-159.9999999999935,-580.9999999999982,,-1557.9999999999927
2016.08.09,-1014.0000000000038,-195.9999999999962,-688.9999999999952,,-1898.9999999999952
2016.08.09,-814.0000000000036,-290.9999999999968,-565.9999999999999,,-1671.0000000000005
2016.08.09,-761.999999999996,-341.99999999999784,-546.000000000002,,-1649.999999999996
2016.08.09,-773.0000000000015,-392.9999999999989,-569.9999999999927,,-1735.9999999999932
2016.08.09,-604.9999999999889,-485.99999999999756,-578.0000000000007,,-1668.999999999987
2016.08.09,-804.0000000000047,-414.9999999999987,-680.9999999999983,,-1900.0000000000018
