date,AUDUSD,GBPCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,NZDJPY,empty,sum
2016.04.18,-230.000000000008,0.0,-66.0000000000025,-68.00000000000139,-69.9999999999923,-32.00000000001069,-45.000000000001705,-19.99999999999602,-35.0000000000108,,-566.0000000000233
2016.04.18,-193.00000000000983,23.00000000001745,-156.0000000000059,58.000000000002494,-107.99999999999699,-193.00000000001205,-135.99999999999568,22.00000000000557,6.000000000000227,,-676.9999999999947
2016.04.18,-196.00000000000728,143.00000000000423,-162.9999999999967,92.99999999999864,-119.00000000000244,-68.9999999999884,-110.99999999999,27.000000000001023,41.99999999998738,,-352.9999999999935
2016.04.18,-281.00000000000904,189.00000000001694,-34.000000000006025,-196.99999999999162,-129.00000000000134,25.000000000005684,43.00000000000637,-46.00000000000648,-272.00000000000557,,-701.9999999999911
2016.04.18,-243.00000000000432,199.00000000001583,-33.00000000000125,361.0000000000002,-129.00000000000134,34.99999999999659,54.000000000002046,-69.00000000000261,356.9999999999993,,532.0000000000044
2016.04.18,-177.00000000000495,87.99999999999919,-308.9999999999975,103.00000000000864,-178.99999999999582,-483.0000000000041,-266.9999999999959,-317.99999999999784,-77.00000000001239,,-1619.0000000000005
2016.04.18,-54.00000000000959,70.99999999999883,-346.00000000000364,134.0000000000008,-197.00000000000273,-550.0000000000114,-298.0000000000018,-376.99999999999534,-94.99999999999886,,-1712.0000000000239
2016.04.18,-118.00000000000699,95.00000000000064,-355.99999999999454,173.00000000000094,-191.99999999999218,-498.9999999999952,-272.99999999999613,-337.99999999999386,-48.00000000000182,,-1555.9999999999793
2016.04.18,-270.0000000000036,117.00000000001154,-329.00000000000773,197.99999999999818,-147.99999999999258,-447.00000000000273,-265.99999999999113,-230.99999999999454,-44.00000000001114,,-1419.9999999999939
2016.04.18,-217.0000000000005,114.0000000000141,-402.000000000001,321.0000000000046,-161.99999999999548,-542.0000000000016,-367.999999999995,-224.99999999999432,153.99999999999636,,-1326.999999999973
2016.04.18,-219.00000000000253,156.00000000000057,-554.000000000002,347.0000000000084,-146.00000000000168,-729.9999999999898,-560.0000000000023,-343.9999999999941,-2.0000000000095497,,-2051.999999999993
2016.04.18,-265.99999999999955,165.00000000001512,-498.00000000000466,417.0000000000007,-117.99999999999588,-652.9999999999916,-528.9999999999964,-209.00000000000318,108.99999999999466,,-1581.999999999981
2016.04.18,-247.00000000000833,157.00000000000713,-489.9999999999949,467.0000000000063,-119.99999999999788,-658.0000000000155,-498.9999999999952,-195.99999999999795,193.9999999999884,,-1392.000000000008
2016.04.18,-278.00000000000045,168.0000000000126,-510.9999999999957,508.00000000000847,-121.99999999999989,-688.999999999993,-509.00000000000034,-206.00000000000307,188.99999999999295,,-1449.9999999999784
2016.04.18,-273.000000000001,154.0000000000097,-418.99999999999693,482.00000000000466,-122.99999999999534,-537.0000000000061,-421.99999999999704,-117.00000000000443,262.999999999991,,-991.9999999999958
2016.04.18,-258.0000000000027,121.99999999999989,-376.0000000000048,511.0000000000059,-119.00000000000244,-524.0000000000009,-382.99999999999557,-114.99999999999488,313.99999999999295,,-828.0000000000025
