date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.05.25,-24.999999999997247,-63.99999999999739,-70.99999999999883,0.0,-7.999999999985796,-51.99999999999649,-79.00000000000685,-11.00000000000545,-94.99999999999886,-26.999999999999247,-76.99999999999375,-14.999999999986358,-15.999999999993797,-229.99999999999687,-49.00000000001015,-20.999999999982144,-113.99999999999189,-16.999999999995907,0.0,-99.99999999999432,0.0,-84.0000000000063,-53.999999999998494,,-1208.999999999936
2015.05.25,15.999999999993797,-46.999999999997044,-409.99999999999926,33.00000000000125,17.000000000000348,-12.000000000000899,-89.00000000000574,-1.0000000000065512,-28.999999999996362,-115.99999999999389,-78.00000000000028,-60.000000000002274,9.999999999998899,41.99999999998649,-22.0000000000109,-79.99999999999119,-359.99999999998255,-97.99999999999898,-137.00000000000045,-53.999999999987836,-76.0000000000094,-82.00000000000429,-99.00000000000463,,-1732.0000000000114
2015.05.25,19.999999999997797,-58.99999999998684,-289.9999999999903,31.00000000000591,4.000000000004,28.000000000005798,-48.000000000003595,15.999999999993797,-27.999999999991587,-85.00000000000173,-29.999999999996696,-37.00000000000614,103.00000000000864,61.99999999998429,12.999999999996348,-34.000000000000696,-262.999999999991,-93.99999999999409,-131.00000000000023,-28.999999999996362,-36.0000000000027,-101.00000000000664,-114.99999999999844,,-1102.9999999999704
2015.05.25,-18.0000000000069,-79.99999999999119,-68.00000000000139,9.000000000000341,-55.99999999998939,-51.99999999999649,29.999999999996696,0.0,-98.99999999998954,-17.000000000000348,-42.999999999993044,141.00000000001955,119.00000000000244,8.999999999992347,32.999999999994145,-0.9999999999843467,-69.9999999999923,27.000000000001023,0.999999999990564,-95.99999999998943,-21.999999999999797,-66.00000000001049,9.999999999998899,,-308.99999999994867
2015.05.25,-34.000000000000696,-100.99999999999554,-46.999999999997044,13.00000000000523,-17.999999999984695,-37.99999999999359,17.000000000000348,14.000000000002899,-112.99999999999955,-41.000000000002146,-14.999999999998348,152.00000000001523,171.99999999999437,190.99999999998562,-49.00000000001015,-119.99999999998678,-13.999999999980695,18.000000000000682,-55.00000000000682,-66.99999999999307,-45.000000000006146,-65.00000000000395,9.000000000014552,,-235.99999999994031
2015.05.25,-11.00000000000545,-73.99999999999629,-197.00000000000273,30.000000000001137,21.00000000000435,17.000000000000348,1.0000000000065512,42.0000000000087,-102.00000000000387,-39.00000000000014,6.0000000000060005,78.00000000000296,198.00000000000927,273.9999999999965,-16.000000000016,-125.99999999998168,13.000000000018552,-24.999999999991473,-125.0,-15.999999999991132,-78.00000000000028,-27.00000000001035,7.0000000000014495,,-148.99999999994358
2015.05.25,32.999999999994145,-68.00000000000139,-259.9999999999936,63.00000000000239,26.999999999999247,53.999999999998494,5.999999999994898,35.00000000000725,-162.00000000000614,-31.999999999998696,18.0000000000069,99.00000000001796,164.00000000000858,376.9999999999829,14.999999999987246,-139.00000000000023,16.000000000016,5.000000000009663,-109.00000000000887,-44.999999999987494,-117.00000000000044,15.999999999993797,28.000000000005798,,24.000000000028457
2015.05.25,52.99999999999194,-1.0000000000065512,-346.9999999999862,150.00000000000568,85.00000000000173,117.99999999999588,62.000000000006494,99.99999999998899,-195.99999999999795,-19.00000000000235,-3.999999999992898,265.0000000000148,188.9999999999947,385.99999999999744,139.00000000000023,-42.999999999993044,-19.999999999997797,73.0000000000075,-62.00000000001182,-36.99999999999193,-119.00000000000244,45.99999999999049,22.0000000000109,,840.0000000000236
2015.05.25,51.99999999999649,-17.000000000000348,-329.99999999998585,171.00000000000648,38.0000000000047,65.00000000000395,72.0000000000054,144.99999999999514,-183.9999999999975,-10.999999999994348,-8.999999999992347,271.000000000015,161.00000000001114,305.9999999999841,168.99999999999693,4.000000000004,-95.00000000000064,89.00000000001285,-36.000000000001364,-64.99999999999773,-101.00000000000664,6.999999999990347,32.0000000000098,,734.0000000000596
2015.05.25,69.9999999999923,5.000000000010552,-295.99999999998516,177.99999999999727,66.00000000001049,56.99999999999594,72.0000000000054,136.00000000000279,-150.00000000000568,12.000000000000899,0.0,295.99999999999227,161.99999999999548,263.99999999999756,183.99999999998417,76.0000000000094,-85.99999999998609,114.00000000000432,12.999999999991019,-75.9999999999934,-67.00000000000594,-4.000000000004,36.999999999998145,,1063.0000000000075
2015.05.25,25.999999999992696,8.999999999992347,-268.9999999999859,167.0000000000016,55.000000000005045,60.99999999999994,14.000000000002899,153.9999999999875,-207.9999999999984,-22.999999999995246,26.000000000003798,246.00000000000932,161.00000000001114,103.99999999999298,163.9999999999864,100.0000000000112,-74.99999999998064,99.00000000000375,20.999999999986585,-70.99999999999795,-51.000000000001044,-1.0000000000065512,85.00000000000173,,794.0000000000231
2015.05.25,-28.000000000005798,-21.999999999988695,-248.00000000000378,161.00000000000136,21.00000000000435,29.000000000001247,-39.00000000001125,173.00000000000094,-262.00000000000045,-42.999999999993044,43.00000000000415,256.0000000000002,160.00000000000458,61.99999999998429,168.99999999999693,181.00000000000892,-64.99999999998174,92.00000000001296,76.99999999999818,-91.99999999999875,24.999999999997247,4.999999999999449,137.9999999999937,,793.000000000025
2015.05.25,-33.000000000005244,-55.000000000005045,-219.99999999999798,140.00000000000057,19.999999999997797,24.999999999997247,-59.000000000009045,174.00000000000747,-277.9999999999916,-70.99999999999883,48.99999999999905,281.0000000000059,164.00000000000858,36.999999999998145,90.99999999999665,139.00000000000023,-58.99999999998684,98.00000000001319,104.99999999998977,-95.99999999998943,41.9999999999976,-10.000000000010001,141.99999999999767,,626.0000000000159
2015.05.25,-31.999999999998696,-7.0000000000014495,-200.00000000000017,150.00000000000568,42.0000000000087,65.99999999999939,-82.00000000000429,184.99999999999073,-277.9999999999916,-68.00000000000139,91.00000000000774,248.00000000001887,143.00000000000423,-12.999999999996348,88.99999999998354,165.9999999999995,31.000000000003247,89.00000000001285,109.99999999999943,-37.9999999999967,35.999999999991594,29.999999999996696,178.99999999999582,,937.0000000000273
2015.05.25,-24.999999999997247,-1.999999999990898,-248.99999999998812,143.00000000000068,40.0000000000178,60.99999999999994,-58.000000000002494,211.00000000000563,-302.99999999999727,-63.00000000000195,75.00000000000284,243.99999999999977,150.99999999999002,-46.0000000000127,149.9999999999835,163.00000000000205,-61.99999999998429,95.00000000001307,92.99999999998931,-81.99999999999363,37.99999999999359,30.999999999992145,174.00000000000747,,779.0000000000293
2015.05.25,-28.000000000005798,0.0,-246.99999999999721,161.00000000000136,31.000000000003247,31.999999999998696,-76.99999999999375,245.99999999999068,-282.99999999998704,-64.99999999999284,53.999999999998494,260.0000000000193,134.99999999999625,-39.999999999995595,190.99999999998562,249.00000000001032,-118.99999999998023,103.9999999999992,125.99999999999056,-88.99999999999864,54.999999999993946,1.999999999990898,168.0000000000126,,866.0000000000401
2015.05.25,-70.0000000000034,-5.999999999994898,-286.99999999999284,76.99999999999818,26.999999999999247,26.999999999999247,-119.00000000000244,246.99999999999721,-289.99999999999204,-83.9999999999952,46.00000000000159,159.9999999999966,130.0000000000079,-39.999999999995595,194.0000000000053,235.00000000000742,-161.99999999999548,59.00000000001171,36.99999999999193,-108.99999999999466,17.000000000000348,-20.0000000000089,107.00000000001265,,176.00000000005386
2015.05.25,-126.0000000000039,-38.0000000000047,-228.99999999999034,108.00000000000409,9.000000000014552,19.00000000000235,-184.99999999999073,285.00000000000193,-371.9999999999857,-121.99999999999989,87.00000000000374,203.00000000000296,134.99999999999625,143.00000000000423,163.00000000000205,58.000000000002494,-107.99999999999699,78.00000000000296,9.000000000000341,-88.99999999999864,-50.0000000000056,-14.000000000002899,38.0000000000047,,2.0000000000632454
2015.05.25,-243.99999999999977,-158.99999999999804,-204.99999999998852,31.00000000000591,-32.999999999994145,2.000000000002,-313.00000000000773,253.99999999999866,-498.9999999999952,-210.99999999999451,104.00000000000409,200.9999999999934,146.00000000000168,83.9999999999952,-9.999999999998899,-0.9999999999843467,-52.99999999999194,56.000000000011596,43.99999999999693,-77.99999999998875,-18.0000000000069,13.999999999991797,120.99999999999334,,-766.9999999999541
2015.05.25,-229.00000000000142,-245.0000000000063,-112.99999999998533,67.99999999999784,-85.00000000000173,-31.000000000003247,-198.00000000000927,256.99999999999613,-448.99999999998386,-144.99999999999514,119.00000000000244,313.0000000000166,171.99999999999437,129.00000000000134,66.99999999999484,82.00000000000429,-11.999999999989797,115.99999999999966,76.99999999999818,-93.99999999999409,-2.000000000002,3.999999999992898,120.99999999999334,,-77.9999999999804
2015.05.25,-241.99999999999778,-235.99999999999176,-198.99999999999363,85.99999999999852,-92.99999999998754,-10.999999999994348,-161.00000000001114,279.00000000000705,-491.9999999999902,-141.99999999999767,92.99999999999864,301.00000000001614,178.00000000001148,114.99999999999844,75.99999999998718,94.00000000001629,-100.99999999999554,117.00000000000443,111.99999999999477,-100.99999999999909,17.999999999995797,9.999999999998899,133.00000000000534,,-165.99999999992593
2015.05.25,-100.00000000000009,-309.99999999998806,-387.99999999998835,99.00000000000375,-12.999999999996348,21.00000000000435,-92.00000000000318,297.9999999999983,-325.9999999999934,-91.99999999999208,31.999999999998696,228.00000000000864,123.00000000000644,68.99999999998573,184.99999999999073,287.9999999999994,-282.9999999999888,62.00000000001182,93.99999999999409,-76.99999999999818,25.999999999992696,-13.00000000000745,143.00000000000423,,-25.999999999957083
2015.05.25,17.999999999995797,-270.99999999999903,-449.9999999999948,108.99999999999466,55.000000000005045,29.000000000001247,184.99999999999073,302.0000000000023,-186.00000000000705,-73.99999999999629,-20.999999999993246,373.9999999999952,405.9999999999952,163.00000000000205,231.99999999998778,437.0000000000207,-378.999999999996,-42.999999999992156,105.99999999999454,-74.99999999998863,78.99999999999574,-105.00000000001064,137.9999999999937,,1028.9999999999966
