date,GBPUSD,EURUSD,USDJPY,EURCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,AUDCAD,empty,sum
2018.11.05,-239.99999999999577,-104.99999999999955,0.0,-46.0000000000127,-201.99999999999818,-265.0000000000041,-170.99999999999227,-168.0000000000126,-162.0000000000066,,-1359.0000000000216
2018.11.05,-238.99999999998923,-89.00000000000574,70.00000000000739,-42.999999999993044,-170.99999999999227,-170.00000000000347,-182.00000000001637,-157.00000000000713,-116.00000000000499,,-1097.0000000000048
2018.11.05,-238.0000000000049,-136.99999999998712,-6.999999999990791,-21.00000000000435,-222.0000000000084,-154.0000000000097,-175.00000000001137,-137.00000000000932,-199.00000000000472,,-1290.0000000000307
2018.11.05,-178.99999999999582,-137.9999999999937,-12.999999999991019,14.000000000002899,-218.9999999999941,-92.00000000000318,-164.99999999999204,-89.00000000000574,-229.99999999999687,,-1110.9999999999695
2018.11.05,-279.99999999999136,-121.99999999999989,-22.999999999996135,15.999999999993797,-278.99999999999636,-180.0000000000024,-212.99999999999386,-111.00000000001664,-251.00000000000122,,-1443.000000000004
2018.11.05,-268.0000000000016,-109.00000000000354,46.00000000000648,63.99999999999739,-235.99999999999,-146.00000000000168,-211.00000000001273,-45.000000000006146,-241.99999999999778,,-1147.0000000000095
2018.11.05,-282.9999999999888,-99.99999999998899,38.000000000010914,51.000000000001044,-268.0000000000007,-168.0000000000126,-193.00000000001205,-134.00000000001188,-200.00000000000017,,-1257.0000000000034
2018.11.05,-310.9999999999946,-51.99999999998539,-22.999999999996135,39.999999999995595,-393.0000000000007,-158.99999999999804,-137.00000000000045,-256.00000000001177,-128.00000000000588,,-1418.9999999999975
2018.11.05,-365.99999999999966,-66.99999999999484,-4.9999999999954525,70.99999999999883,-405.00000000000114,-263.99999999999756,-152.00000000001523,-200.00000000000017,-209.9999999999991,,-1598.0000000000043
2018.11.05,-378.999999999996,-52.99999999999194,23.000000000010346,83.9999999999952,-378.0000000000143,-268.0000000000016,-128.00000000001432,-233.00000000001654,-104.99999999999955,,-1437.0000000000289
2018.11.05,-375.9999999999986,-19.999999999997797,20.000000000010232,80.99999999999774,-409.9999999999966,-238.0000000000049,-64.99999999999773,-220.00000000002018,-80.99999999999774,,-1309.0000000000055
2018.11.05,-394.9999999999898,-18.0000000000069,39.00000000000148,104.99999999999955,-396.99999999999136,-236.99999999999832,-84.00000000000318,-181.00000000000892,-114.99999999999844,,-1282.999999999996
2018.11.05,-395.99999999999636,-7.0000000000014495,34.000000000006025,106.00000000000608,-391.9999999999959,-248.00000000000378,-62.00000000001182,-175.00000000001404,-82.00000000000429,,-1222.0000000000155
2018.11.05,-395.99999999999636,-19.999999999997797,40.00000000000625,109.00000000000354,-378.0000000000143,-253.99999999999866,-98.99999999998954,-153.00000000000313,-138.00000000000477,,-1288.9999999999948
2018.11.05,-402.9999999999978,-52.99999999999194,67.99999999999784,119.99999999998678,-379.99999999999545,-258.0000000000027,-209.00000000000318,-182.99999999999983,-165.00000000000404,,-1463.0000000000102
2018.11.05,-377.0000000000051,-58.000000000002494,115.99999999999966,112.000000000001,-277.9999999999916,-198.00000000000927,-224.99999999999432,-191.00000000000784,-168.00000000000148,,-1267.0000000000114
2018.11.05,-385.99999999999744,-90.99999999999665,111.0000000000042,134.99999999999625,-301.00000000001614,-255.00000000000523,-307.00000000001637,-173.00000000000094,-162.0000000000066,,-1429.0000000000389
2018.11.05,-280.9999999999979,-112.99999999998533,134.00000000000034,124.99999999999733,-117.999999999995,-136.00000000000279,-300.00000000001137,-197.00000000000273,-146.00000000000168,,-1031.999999999999
2018.11.05,-218.99999999999142,-131.99999999999878,99.00000000000375,58.99999999998684,-67.00000000000728,-14.000000000002899,-299.0000000000066,-176.00000000002058,-209.9999999999991,,-959.000000000036
2018.11.05,-218.99999999999142,-87.99999999999919,52.00000000000671,38.0000000000047,-181.0000000000116,4.999999999988347,-193.00000000001205,-121.99999999999989,-218.00000000000708,,-926.0000000000215
2018.11.05,-390.0000000000015,-51.99999999998539,32.00000000001069,25.999999999992696,-420.99999999999227,-187.00000000000384,-129.99999999999545,14.999999999987246,-302.9999999999977,,-1409.9999999999854
2018.11.05,-375.9999999999986,-89.00000000000574,35.0000000000108,95.00000000000064,-349.9999999999943,-201.99999999999108,-158.00000000001546,120.99999999999334,-314.0000000000032,,-1238.0000000000036
2018.11.05,-453.99999999999886,-1.0000000000065512,76.99999999999818,75.99999999998718,-395.00000000001023,-323.99999999999096,-88.99999999999864,102.99999999998644,-265.99999999999955,,-1273.0000000000327
2018.11.05,-553.0000000000035,36.999999999998145,105.00000000000398,60.99999999999994,-484.00000000000887,-439.0000000000116,-103.00000000000864,154.99999999999403,-256.0000000000007,,-1477.000000000037
2018.11.05,-211.00000000000563,-21.00000000000435,96.00000000000364,114.99999999999844,-122.99999999999045,-66.99999999999484,-164.99999999999204,92.99999999998754,-253.0000000000032,,-536.0000000000009
2018.11.05,-163.9999999999864,-4.999999999988347,67.00000000000728,79.00000000000685,-117.999999999995,-1.999999999990898,-88.99999999999864,45.99999999999049,-197.00000000000273,,-382.99999999995737
2018.11.05,-167.00000000000603,4.000000000004,91.99999999999875,65.00000000000395,-51.00000000001614,11.999999999989797,-98.99999999998954,47.99999999998139,-185.99999999999727,,-282.0000000000311
2018.11.05,-231.0000000000034,110.99999999999443,118.99999999999977,110.99999999999443,-126.00000000000477,-104.99999999999955,-24.00000000000091,114.99999999999844,-185.00000000000182,,-215.0000000000234
2018.11.05,-452.99999999999227,120.99999999999334,88.00000000000807,144.99999999999514,-360.99999999999,-442.00000000000904,10.99999999999568,92.99999999998754,-101.00000000000664,,-899.0000000000182
2018.11.05,-588.9999999999951,114.99999999999844,106.00000000000875,62.000000000006494,-503.0000000000143,-632.0000000000103,-40.99999999999682,80.99999999999774,-80.00000000000229,,-1481.0000000000075
2018.11.05,-465.0000000000043,99.00000000000463,128.0000000000001,110.99999999999443,-312.0000000000118,-490.0000000000126,-25.000000000005684,123.99999999999079,-121.99999999999989,,-952.0000000000443
2018.11.05,-313.99999999999204,59.99999999999339,75.00000000000284,123.00000000000644,-201.99999999999818,-275.000000000003,-28.999999999996362,119.99999999998678,-128.00000000000588,,-570.000000000006
2018.11.05,-114.99999999999844,-46.999999999997044,22.00000000000557,121.99999999999989,-80.0000000000125,-241.00000000000233,-78.00000000000296,153.9999999999875,-109.99999999999899,,-373.0000000000193
2018.11.05,-65.99999999998829,-143.99999999998857,-4.9999999999954525,151.9999999999966,-54.000000000002046,-225.99999999999287,-181.0000000000116,68.99999999998573,-140.0000000000068,,-595.0000000000033
2018.11.05,-18.999999999991246,-202.9999999999976,-55.999999999997385,192.99999999999872,-70.99999999999795,-170.00000000000347,-201.99999999999818,17.999999999984695,-173.9999999999964,,-683.9999999999989
2018.11.05,-97.9999999999981,-190.99999999998562,-15.000000000000568,243.99999999999977,-85.00000000000796,-173.00000000000094,-246.00000000000932,81.9999999999821,-262.00000000000665,,-744.0000000000273
2018.11.05,-65.99999999998829,-200.00000000000017,32.00000000001069,310.9999999999946,-18.000000000000682,-78.00000000000028,-281.0000000000059,-109.00000000000354,-211.00000000000563,,-619.9999999999992
2018.11.05,-70.99999999999883,-184.99999999999073,37.00000000000614,293.99999999999426,-40.99999999999682,55.99999999998939,-253.00000000001432,-130.0000000000079,-202.0000000000022,,-495.00000000002103
2018.11.05,-106.99999999999044,-126.0000000000039,52.00000000000671,289.9999999999903,-44.00000000001114,28.000000000005798,-203.00000000000296,-76.0000000000094,-251.99999999999667,,-438.0000000000117
