,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['CHFJPY'],80.0,0.4257155555555481,B
1,1,EURUSD,20,['USDCHF'],100.0,0.26922659023853274,B
2,2,USDJPY,10,['USDCAD'],80.0,-0.4251482936507838,S
3,3,AUDUSD,15,['AUDJPY'],100.0,-0.4266094572094508,S
4,4,GBPCHF,20,"['AUDNZD', 'CADCHF']",100.0,0.7112958419358348,B
5,5,EURCHF,20,['AUDNZD'],100.0,0.7985243701967948,B
6,6,CHFJPY,50,['AUDCAD'],80.0,0.3770833372133637,B
7,7,EURGBP,10,"['USDCAD', 'AUDUSD']",80.0,0.9967160714285713,B
8,8,GBPJPY,10,"['CADCHF', 'USDCAD', 'GBPCHF']",80.0,0.0554,B
9,9,GBPCAD,15,"['EURCHF', 'CADJPY', 'GBPCAD']",100.0,0.9409515836940853,B
10,10,GBPAUD,30,['EURUSD'],80.0,-0.3755525091862824,S
11,11,EURJPY,10,"['EURGBP', 'EURCAD', 'AUDNZD']",80.0,0.9437,B
12,12,EURCAD,10,['USDCAD'],80.0,0.4296895238095198,B
13,13,EURAUD,30,"['EURGBP', 'GBPCAD']",80.0,-0.7993507362473361,S
14,14,CADJPY,20,['AUDNZD'],80.0,0.39843438253738794,B
15,15,AUDJPY,10,['EURGBP'],80.0,0.9906800000000008,B
16,16,AUDCAD,10,['AUDCAD'],80.0,0.9895900000000006,B
17,17,AUDNZD,10,"['EURUSD', 'USDJPY', 'GBPUSD']",80.0,-0.4015,S
