date,GBPUSD,CHFJPY,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,empty,sum
2021.07.05,-231.99999999998778,-438.0000000000024,-221.00000000000364,-203.00000000000296,0.0,0.0,-182.00000000000216,-165.00000000000625,,-1441.0000000000055
2021.07.05,-224.99999999998633,-87.0000000000033,-195.99999999999795,-171.99999999999704,297.9999999999983,106.00000000000608,-195.0000000000074,-197.00000000000273,,-667.9999999999905
2021.07.05,-202.9999999999976,-207.00000000000784,-320.99999999999795,-211.9999999999891,344.00000000001097,110.00000000001009,-268.0000000000007,-272.00000000000557,,-1028.9999999999777
2021.07.05,-173.99999999998528,-210.00000000000796,-377.00000000000955,-216.99999999998454,400.00000000000034,231.0000000000034,-295.0000000000017,-260.0000000000051,,-901.9999999999903
2021.07.05,-190.00000000000128,-221.00000000000364,-391.00000000001955,-228.999999999985,384.00000000000654,228.99999999999034,-314.00000000000716,-266.9999999999959,,-999.0000000000157
2021.07.05,-161.99999999999548,-197.00000000000273,-383.0000000000098,-216.99999999998454,398.00000000000944,239.99999999999577,-296.0000000000065,-263.9999999999958,,-880.9999999999895
2021.07.05,-163.9999999999864,-201.99999999999818,-367.00000000001864,-258.0000000000098,409.99999999999926,302.0000000000023,-269.00000000000546,-221.00000000000364,,-769.0000000000205
2021.07.05,-105.99999999998388,-207.9999999999984,-354.0000000000134,-276.9999999999868,527.0000000000108,333.9999999999899,-257.000000000005,-219.99999999999886,,-560.9999999999857
2021.07.05,-122.99999999998423,-165.00000000000625,-314.9999999999977,-216.99999999998454,497.99999999999847,280.9999999999979,-231.99999999999932,-204.00000000000773,,-476.9999999999834
2021.07.05,-146.00000000000168,-157.0000000000107,-251.00000000000477,-193.9999999999884,499.000000000005,299.00000000000483,-210.99999999999852,-194.00000000000261,,-354.9999999999969
2021.07.05,-136.00000000000279,-99.00000000000375,-259.00000000001455,-149.0000000000009,490.999999999997,371.00000000001023,-188.0000000000024,-185.00000000000227,,-154.0000000000195
2021.07.05,-102.00000000000209,-82.00000000000784,-266.00000000001955,-135.99999999999568,503.99999999999335,343.00000000000443,-174.0000000000066,-189.00000000000716,,-102.00000000004121
2021.07.05,-124.99999999999733,-88.00000000000807,-250.0,-137.00000000000045,503.99999999999335,317.0000000000117,-170.0000000000017,-237.99999999999955,,-187.0000000000021
2021.07.05,-125.99999999998168,-90.00000000000341,-282.0000000000107,-144.00000000000546,529.0000000000017,374.0000000000077,-171.00000000000648,-207.00000000000784,,-117.0000000000062
2021.07.05,-78.00000000000028,-87.0000000000033,-257.000000000005,-141.9999999999959,534.9999999999966,429.99999999999704,-160.0000000000108,-173.00000000000182,,67.99999999997647
2021.07.05,-102.99999999998644,-112.99999999999955,-294.00000000001114,-185.00000000000227,544.9999999999955,425.0000000000087,-184.0000000000117,-201.99999999999818,,-111.00000000000517
2021.07.05,-98.99999999998244,-134.00000000000034,-289.99999999999204,-185.00000000000227,547.0000000000086,432.0000000000102,-184.0000000000117,-216.00000000000819,,-128.99999999997812
2021.07.05,-89.99999999999008,-139.00000000001,-242.999999999995,-179.00000000000205,550.000000000006,462.0000000000068,-168.00000000000637,-195.99999999999795,,-2.9999999999886313
2021.07.05,-203.99999999998198,-106.99999999999932,-355.0000000000182,-188.99999999999295,536.0000000000032,371.99999999999454,-174.0000000000066,-198.99999999999807,,-319.99999999999943
2021.07.05,-300.99999999999574,-85.99999999999852,-371.0000000000093,-181.99999999998795,540.0000000000072,337.99999999999386,-178.00000000001148,-212.0000000000033,,-452.00000000000534
2021.07.05,-291.9999999999812,9.000000000000341,-323.0000000000075,-105.99999999999454,598.0000000000097,330.9999999999924,-79.9999999999983,-183.9999999999975,,-46.999999999976694
2021.07.05,-326.9999999999884,-8.000000000009777,-332.9999999999984,-167.0000000000016,629.9999999999973,295.0000000000008,-47.000000000011255,-198.99999999999807,,-156.00000000000944
2021.07.05,-407.99999999998613,51.00000000000193,-263.00000000000523,-84.00000000000318,626.9999999999998,375.9999999999986,-28.000000000005798,-204.00000000000773,,66.99999999999221
2021.07.05,-427.99999999998397,57.00000000000216,-312.0000000000118,-82.99999999999841,615.9999999999943,429.99999999999704,-26.00000000001046,-216.99999999999875,,36.99999999999011
2021.07.05,-392.9999999999989,15.000000000000568,-277.9999999999916,-87.99999999999386,707.9999999999975,468.00000000000176,0.0,-192.00000000000728,,240.00000000000813
2021.07.05,-449.9999999999948,10.99999999999568,-243.99999999999977,-81.99999999999363,774.9999999999924,476.9999999999941,33.999999999991815,-180.00000000000682,,340.99999999997897
2021.07.05,-418.9999999999916,48.99999999999238,-215.0000000000034,-55.999999999983174,797.0000000000033,527.9999999999951,87.99999999999386,-173.00000000000182,,599.0000000000047
2021.07.05,-468.00000000000176,15.000000000000568,-256.0000000000002,-56.99999999998795,827.0,581.9999999999936,81.99999999999363,-147.99999999999613,,577.0000000000018
2021.07.05,-462.9999999999912,18.000000000000682,-250.0,-55.00000000000682,839.0000000000119,534.9999999999966,89.9999999999892,-177.0000000000067,,536.9999999999937
2021.07.05,-438.9999999999894,52.99999999999727,-298.0000000000018,-36.000000000001364,848.0000000000043,543.0000000000045,115.99999999999966,-162.9999999999967,,624.0000000000165
2021.07.05,-414.9999999999876,51.9999999999925,-302.99999999999727,-14.000000000010004,784.0000000000069,436.9999999999985,90.99999999999397,-195.99999999999795,,435.9999999999991
2021.07.05,-414.9999999999876,1.9999999999953388,-307.9999999999927,-50.99999999998772,785.9999999999978,439.99999999999596,95.99999999998943,-192.00000000000728,,358.0000000000032
2021.07.05,-356.9999999999851,30.000000000001137,-295.99999999999227,-56.99999999998795,734.9999999999968,514.9999999999987,30.9999999999917,-185.00000000000227,,416.0000000000208
2021.07.05,-346.0000000000019,52.99999999999727,-283.9999999999918,-64.99999999999773,731.9999999999993,462.9999999999912,27.999999999991587,-180.99999999999739,,399.99999999999056
2021.07.05,-315.99999999998295,66.0000000000025,-271.99999999999136,-60.000000000002274,798.9999999999942,483.0000000000112,76.99999999999818,-179.00000000000205,,598.0000000000275
2021.07.05,-302.0000000000023,48.99999999999238,-269.00000000000546,-49.000000000006594,717.000000000012,425.99999999999307,48.99999999999238,-200.00000000000284,,420.9999999999727
2021.07.05,-386.9999999999818,36.99999999999193,-312.0000000000118,-32.00000000001069,614.0000000000034,405.9999999999952,-46.00000000000648,-219.99999999999886,,59.9999999999809
2021.07.05,-395.99999999999636,96.9999999999942,-311.00000000000705,-39.99999999999204,527.0000000000108,456.9999999999963,-87.0000000000033,-207.9999999999984,,39.00000000000415
2021.07.05,-435.9999999999919,81.00000000000307,-352.00000000000387,-31.00000000000591,466.9999999999952,419.9999999999982,-127.00000000000955,-221.00000000000364,,-199.00000000001842
2021.07.05,-421.99999999998903,75.00000000000284,-326.9999999999982,-49.000000000006594,512.0000000000014,422.00000000001125,-112.00000000000898,-216.00000000000819,,-116.99999999999545
2021.07.05,-427.99999999998397,64.99999999999773,-332.9999999999984,-39.99999999999204,486.00000000000864,228.00000000000597,-124.00000000000944,-201.00000000000762,,-346.99999999997914
2021.07.05,-400.9999999999847,90.99999999999397,-292.0000000000016,-32.00000000001069,513.9999999999923,197.00000000000273,-97.00000000000841,-186.9999999999976,,-207.00000000001398
2021.07.05,-403.99999999998215,110.99999999999,-307.9999999999927,-34.99999999999659,558.9999999999984,232.99999999999432,-73.0000000000075,-185.00000000000227,,-101.99999999999852
2021.07.05,-402.9999999999978,98.99999999998954,-298.0000000000018,-39.99999999999204,563.0000000000024,-191.99999999999218,-65.00000000001194,-213.00000000000807,,-549.0000000000118
2021.07.05,-408.9999999999927,54.000000000002046,-361.0000000000184,-88.99999999999864,571.0000000000103,-1076.9999999999945,-84.00000000000318,-233.99999999999466,,-1628.9999999999895
2021.07.05,-390.9999999999858,58.9999999999975,-350.9999999999991,-97.00000000000841,526.0000000000042,353.0000000000033,-103.00000000000864,-254.0000000000049,,-258.0000000000018
2021.07.05,-363.0000000000022,81.00000000000307,-314.9999999999977,-70.99999999999795,509.00000000000387,188.9999999999947,-94.99999999999886,-230.00000000000398,,-294.99999999999903
2021.07.05,-356.00000000000074,93.99999999999409,-328.00000000000296,-66.0000000000025,503.000000000009,120.99999999999334,-59.00000000001171,-225.9999999999991,,-317.0000000000205
2021.07.06,-296.9999999999917,66.0000000000025,-239.00000000000432,-45.99999999999227,459.99999999999375,9.999999999998899,-61.00000000000705,-221.00000000000364,,-328.00000000000387
2021.07.06,-326.9999999999884,73.99999999999807,-278.99999999999636,-37.00000000000614,445.99999999999085,165.9999999999995,-65.00000000001194,-201.99999999999818,,-224.00000000001262
2021.07.06,-430.9999999999814,57.00000000000216,-348.0000000000132,-64.99999999999773,452.99999999999227,-500.9999999999959,-114.00000000000432,-359.99999999999943,,-1308.9999999999977
2021.07.06,-420.9999999999825,75.9999999999934,-349.00000000001796,-27.999999999991587,466.00000000001086,-517.9999999999962,-100.00000000000853,-370.9999999999951,,-1244.9999999999877
2021.07.06,-424.00000000000216,75.00000000000284,-367.00000000001864,-49.000000000006594,557.9999999999918,-397.0000000000029,-74.00000000001228,-355.000000000004,,-1033.0000000000518
2021.07.06,-418.9999999999916,81.99999999999363,-367.999999999995,-43.00000000000637,578.0000000000118,-392.9999999999989,-66.0000000000025,-362.99999999999955,,-991.9999999999884
2021.07.06,-448.9999999999883,120.99999999999511,-307.00000000001637,4.9999999999954525,585.9999999999976,-364.00000000000875,-20.000000000010232,-293.99999999999693,,-722.0000000000324
2021.07.06,-453.99999999999886,118.99999999999977,-302.99999999999727,58.9999999999975,565.9999999999999,-391.9999999999924,-1.0000000000047748,-329.00000000000773,,-735.0000000000039
