date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2016.02.08,-107.99999999999699,11.00000000000545,28.000000000005798,-3.999999999992898,309.0000000000037,254.99999999999545,-34.99999999999615,207.00000000002206,223.99999999997976,-31.999999999998696,14.999999999998348,,870.0000000000257
2016.02.08,-68.00000000000139,38.0000000000047,69.00000000000794,-36.0000000000027,275.000000000003,227.99999999999443,-37.99999999999359,179.00000000000205,173.99999999998528,-41.000000000002146,7.9999999999968985,,787.9999999999945
2016.02.08,-146.99999999999713,2.999999999997449,242.99999999999324,-209.9999999999991,480.99999999999807,189.00000000000716,-197.00000000000273,174.0000000000066,-295.0000000000008,-114.00000000000298,-119.00000000000244,,7.9999999999973
2016.02.08,-176.99999999999383,18.0000000000069,121.99999999999989,-115.99999999999389,521.0000000000159,155.00000000000114,-159.9999999999935,180.00000000000682,-25.00000000000835,-121.00000000000443,-70.0000000000034,,327.0000000000333
2016.02.08,-197.00000000000273,-24.000000000001798,107.99999999999699,-190.99999999999673,544.9999999999955,174.0000000000066,-163.99999999999747,197.00000000000273,-274.00000000001864,-202.0000000000022,-185.00000000000182,,-213.00000000001958
2016.02.08,-185.00000000000182,8.000000000008,100.0000000000112,-237.99999999999378,560.0000000000049,219.99999999999886,-151.9999999999966,258.0000000000098,-340.00000000000693,-304.9999999999997,-256.0000000000007,,-329.99999999996675
2016.02.08,-200.99999999999562,21.00000000000435,113.00000000000753,-239.99999999999577,595.0000000000122,296.0000000000065,-170.99999999999892,376.0000000000048,-321.0000000000157,-324.00000000000205,-248.99999999999923,,-104.99999999997195
2016.02.08,-215.99999999999397,19.999999999997797,78.00000000000028,-248.99999999999923,622.9999999999958,361.99999999999477,-163.99999999999747,473.0000000000132,-345.0000000000175,-287.0000000000039,-285.9999999999974,,8.999999999992326
2016.02.08,-209.9999999999991,-31.999999999987594,-2.999999999997449,-207.00000000000162,615.9999999999943,411.00000000000136,-117.00000000000044,451.0000000000218,-321.0000000000157,-224.9999999999974,-280.00000000000244,,83.00000000001575
2016.02.08,-260.00000000000466,-58.000000000002494,45.000000000006146,-202.9999999999976,653.0000000000147,352.99999999999443,-178.99999999999582,418.00000000000637,-350.00000000000585,-175.99999999999838,-243.00000000000432,,1.247713043994736e-11
2016.02.08,-231.0000000000034,-55.000000000005045,42.999999999993044,-229.99999999999687,609.0000000000151,332.9999999999984,-159.9999999999935,367.999999999995,-407.0000000000018,-167.00000000000603,-280.9999999999979,,-178.000000000003
2016.02.08,-268.0000000000016,-100.99999999999554,42.999999999993044,-195.00000000000074,653.0000000000147,322.9999999999933,-180.0000000000024,338.0000000000223,-397.0000000000029,-121.99999999999989,-231.0000000000034,,-136.99999999998312
2016.02.08,-290.9999999999968,-130.99999999999224,53.00000000001415,-190.00000000000128,672.0000000000059,311.00000000000705,-207.00000000000162,328.00000000000296,-425.0000000000087,-140.0000000000068,-217.99999999999596,,-237.99999999997337
2016.02.08,-248.00000000000378,-95.00000000000064,195.9999999999962,-256.99999999999613,696.0000000000077,436.00000000000705,-249.99999999999466,461.00000000001273,-543.0000000000045,-136.00000000000279,-217.99999999999596,,42.00000000002524
2016.02.08,-258.9999999999981,-113.00000000000753,249.00000000001032,-200.00000000000017,714.999999999999,549.0000000000066,-282.99999999999994,576.0000000000218,-426.00000000001523,-153.00000000000313,-104.99999999999955,,550.0000000000139
2016.02.08,-241.99999999999778,-28.000000000005798,174.00000000000747,-195.00000000000074,697.9999999999986,534.000000000006,-229.00000000000142,634.0000000000146,-282.0000000000045,-241.99999999999778,-146.99999999999713,,675.0000000000215
2016.02.08,-275.99999999999847,-38.99999999998904,181.00000000000892,-180.99999999999784,636.0000000000143,486.0000000000042,-263.0000000000021,611.9999999999948,-259.0000000000092,-218.00000000000708,-119.00000000000244,,560.0000000000161
2016.02.08,-270.0000000000036,2.0000000000131024,236.00000000001398,-220.99999999999343,614.0000000000034,579.9999999999983,-283.99999999999534,756.0000000000002,-298.00000000002046,-175.00000000000293,-143.00000000000423,,797.0000000000092
2016.02.08,-226.99999999999943,15.999999999993797,351.99999999999676,-278.9999999999959,693.9999999999947,534.9999999999966,-314.99999999999864,664.0000000000157,-430.00000000001927,-252.0000000000078,-144.99999999999514,,612.9999999999812
2016.02.08,-280.9999999999979,-42.999999999993044,320.00000000000915,-246.99999999999721,876.9999999999944,408.00000000000125,-332.99999999999443,516.0000000000196,-426.9999999999996,-340.00000000000693,-121.00000000000443,,329.0000000000309
