date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2016.02.08,-185.99999999999727,-25.00000000000835,-59.99999999999339,-76.99999999999375,-45.99999999999049,0.0,-73.99999999999629,-16.999999999995907,0.0,-58.000000000002494,-126.99999999999933,,-669.9999999999773
2016.02.08,-105.99999999999498,8.000000000008,24.000000000001798,-51.000000000001044,251.00000000000122,186.00000000000705,-70.0000000000034,134.00000000001455,151.9999999999966,-87.00000000000374,-11.00000000000545,,430.0000000000206
2016.02.08,-160.00000000000458,1.0000000000065512,12.000000000012001,-225.99999999999287,290.00000000001245,150.00000000000568,-207.99999999999707,137.00000000000045,-324.0000000000132,-156.00000000000057,-131.00000000000333,,-614.9999999999744
2016.02.08,-193.99999999999417,1.0000000000065512,114.99999999999844,-226.99999999999943,463.0000000000134,112.99999999999955,-220.99999999999343,140.00000000001478,-331.0000000000146,-214.99999999999852,-187.9999999999993,,-543.9999999999668
2016.02.08,-229.99999999999687,-31.999999999987594,43.999999999999595,-192.99999999999872,520.0000000000093,73.99999999999807,-180.0000000000024,111.99999999999477,-276.00000000000955,-226.00000000000398,-197.99999999999818,,-584.9999999999956
2016.02.08,-221.00000000000452,-75.99999999998718,12.999999999996348,-242.99999999999324,536.0000000000032,150.99999999999625,-192.99999999999872,147.00000000001978,-443.0000000000156,-338.00000000000495,-280.9999999999979,,-947.9999999999866
2016.02.08,-209.00000000000364,8.000000000008,90.00000000001229,-265.99999999999955,550.000000000006,191.0000000000025,-180.99999999999784,242.999999999995,-354.0000000000099,-382.00000000000455,-270.99999999999903,,-580.9999999999907
2016.02.08,-226.00000000000398,12.000000000012001,39.999999999995595,-276.9999999999939,557.0000000000075,263.00000000000523,-178.00000000000037,360.00000000001364,-403.00000000002,-336.9999999999984,-321.0000000000046,,-509.9999999999873
2016.02.08,-219.99999999999798,-36.999999999998145,-12.999999999996348,-253.99999999999866,554.00000000001,334.99999999999375,-161.00000000000003,409.9999999999966,-380.00000000000256,-294.00000000000534,-299.00000000000483,,-359.0000000000035
2016.02.08,-265.99999999999955,-79.00000000000685,-15.999999999993797,-217.0000000000005,582.0000000000158,325.00000000000284,-182.00000000000438,361.99999999999477,-368.00000000001273,-231.99999999999886,-287.0000000000039,,-378.00000000000716
2016.02.08,-292.00000000000335,-72.99999999998974,39.00000000001125,-251.99999999999667,609.0000000000151,307.00000000000216,-207.99999999999707,356.9999999999993,-474.0000000000189,-207.99999999999707,-295.0000000000008,,-489.99999999997567
