date,USDCHF,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.03.09,-54.999999999993946,-109.00000000000354,0.0,-77.00000000000485,-15.999999999993797,-83.9999999999952,-90.99999999999665,-26.000000000003798,-129.9999999999968,-414.9999999999876,-62.000000000006494,-274.9999999999915,-45.000000000006146,-352.9999999999811,-32.999999999994145,-134.0000000000008,,-1904.9999999999563
2020.03.09,-494.9999999999899,-287.000000000015,94.00000000000519,63.99999999999739,-436.9999999999985,-197.00000000000273,-446.00000000000193,-238.0000000000049,-216.0000000000051,-568.9999999999973,-66.00000000001049,-558.9999999999975,-394.00000000000546,-547.999999999993,219.00000000000253,117.00000000000044,,-3958.000000000016
2020.03.09,-433.99999999998994,-353.0000000000033,65.99999999999939,-15.00000000000945,-435.9999999999919,-185.99999999999727,-500.9999999999959,-233.00000000000543,-302.0000000000023,-648.9999999999885,-107.99999999999699,-418.99999999999693,-473.99999999999665,-723.9999999999914,239.0000000000003,83.9999999999952,,-4444.999999999971
2020.03.09,-514.9999999999987,-394.00000000000546,85.99999999999719,5.999999999994898,-414.00000000000324,-205.00000000001074,-546.9999999999975,-233.00000000000543,-289.0000000000059,-852.9999999999926,-161.00000000001114,-286.00000000000136,-581.9999999999936,-734.9999999999968,240.00000000000688,83.9999999999952,,-4798.000000000028
2020.03.09,-444.9999999999954,-361.0000000000113,163.00000000000205,89.99999999999008,-394.00000000000546,-208.99999999999253,-500.9999999999959,-146.00000000000168,-209.00000000000364,-795.9999999999967,7.0000000000014495,-155.9999999999917,-280.9999999999979,-479.99999999999153,336.00000000000296,258.0000000000027,,-3123.9999999999845
2020.03.09,-189.99999999999017,-197.00000000000273,153.00000000000313,143.9999999999997,-251.00000000000122,-69.00000000000794,-202.0000000000022,3.999999999992898,9.00000000000345,-251.00000000000122,346.0000000000019,-188.99999999999295,51.000000000001044,0.0,326.0000000000041,256.99999999999613,,-58.99999999999625
2020.03.09,-206.99999999999054,-261.0000000000001,23.00000000000635,57.99999999999139,-167.00000000000603,-63.99999999999739,-258.0000000000027,-87.00000000000374,-60.99999999999994,-571.9999999999948,-243.99999999999977,-280.00000000000114,-544.9999999999955,-447.99999999998175,197.99999999999818,170.99999999999892,,-2743.999999999978
2020.03.09,-1354.999999999995,-1714.0000000000155,-2837.999999999996,-3156.000000000003,-1651.0000000000025,-252.0000000000078,-1898.9999999999952,-3619.0000000000055,-3831.000000000007,-2854.9999999999854,-5274.000000000001,-2155.999999999992,-10030.000000000005,-10300.999999999982,-2801.999999999993,-3369.999999999995,,-57102.99999999997
2020.03.09,-1092.9999999999995,-1143.0000000000052,-1430.9999999999934,-1121.0000000000052,-1255.9999999999905,-275.000000000003,-1332.9999999999952,-2050.0000000000073,-1634.000000000002,-1844.0000000000011,-4858.999999999991,-2097.999999999999,-5638.00000000001,-4739.999999999989,-1257.9999999999925,-914.9999999999991,,-32687.999999999985
2020.03.09,-859.9999999999941,-940.0000000000075,-919.9999999999986,-683.0000000000002,-971.9999999999951,-249.99999999999466,-1110.9999999999952,-1364.0000000000095,-1144.0000000000007,-1519.0000000000036,-3109.9999999999905,-1867.999999999995,-3722.000000000003,-3299.999999999992,-700.0000000000006,-436.00000000000307,,-22898.99999999998
2020.03.09,-378.999999999996,-802.9999999999982,-539.999999999996,-492.0000000000035,-548.9999999999995,-110.99999999999443,-699.0000000000052,-769.0000000000085,-678.0000000000008,-1018.9999999999922,-1659.9999999999948,-1818.9999999999884,-2262.0000000000086,-2301.999999999982,-365.99999999999966,-297.00000000000284,,-14744.99999999997
2020.03.09,-863.9999999999981,-914.9999999999991,-973.999999999997,-745.0000000000068,-991.9999999999928,-279.00000000000705,-992.9999999999994,-1340.000000000008,-1212.9999999999975,-1134.999999999997,-2974.9999999999945,-1872.0,-3557.00000000001,-3239.9999999999986,-868.9999999999975,-775.9999999999989,,-22739.000000000004
2020.03.09,-784.9999999999912,-612.9999999999969,-807.0000000000022,-722.0000000000005,-1004.0000000000049,-262.00000000000665,-856.0000000000013,-1197.0000000000036,-1253.9999999999995,-814.0000000000036,-2552.000000000021,-1634.999999999991,-3214.000000000006,-3177.999999999992,-842.9999999999937,-776.9999999999943,,-20513.000000000007
2020.03.09,-706.999999999991,-661.0000000000005,-870.9999999999995,-694.0000000000057,-997.9999999999878,-296.0000000000074,-822.9999999999959,-1282.0000000000055,-1073.9999999999973,-812.999999999997,-2635.999999999994,-1425.9999999999877,-3285.0000000000045,-2952.9999999999836,-802.0000000000027,-585.0000000000022,,-19905.999999999964
2020.03.09,-829.9999999999974,-605.0000000000111,-649.999999999995,-589.0000000000061,-1116.9999999999902,-306.00000000000625,-890.9999999999974,-1129.0000000000023,-1019.0000000000032,-746.0000000000023,-1973.0000000000025,-1388.999999999996,-2885.000000000004,-2757.9999999999936,-534.0000000000011,-488.999999999995,,-17910.000000000004
2020.03.09,-712.9999999999969,-626.9999999999998,-727.9999999999953,-623.0000000000069,-1085.0000000000027,-297.9999999999983,-817.9999999999965,-1096.0000000000082,-958.9999999999987,-614.9999999999877,-2010.000000000023,-1744.9999999999905,-2724.9999999999995,-2570.99999999999,-630.9999999999927,-531.0000000000036,,-17774.999999999993
2020.03.09,-618.9999999999918,-531.0000000000148,-587.9999999999997,-544.0,-1018.9999999999922,-292.00000000000335,-685.0000000000023,-997.0000000000034,-982.0000000000051,-358.9999999999982,-1499.9999999999902,-1715.999999999994,-2324.999999999999,-2448.99999999999,-483.0000000000001,-483.99999999999557,,-15572.999999999978
2020.03.09,-691.9999999999926,-462.0000000000068,-622.0000000000003,-545.0000000000066,-1173.0000000000018,-312.00000000000114,-714.0000000000035,-1020.0000000000098,-948.9999999999999,-903.9999999999937,-2145.9999999999814,-1552.9999999999973,-2549.0000000000014,-2516.9999999999914,-575.9999999999987,-485.99999999999756,,-17219.999999999985
2020.03.09,-1161.9999999999964,-744.0000000000114,-620.9999999999937,-534.0000000000011,-920.9999999999941,-364.00000000000875,-1192.9999999999995,-1224.000000000003,-1366.0000000000005,-2417.0000000000023,-3031.000000000006,-1896.000000000001,-3059.999999999996,-3037.999999999985,-529.0000000000017,-475.99999999999864,,-22576.0
2020.03.09,-1158.9999999999989,-756.0000000000011,-574.9999999999922,-544.0,-533.0000000000057,-330.0000000000081,-1197.999999999999,-1155.000000000006,-1100.000000000001,-2688.999999999986,-3712.9999999999886,-1715.999999999994,-3266.9999999999977,-3272.9999999999927,-313.99999999999204,-305.99999999999517,,-22627.99999999996
2020.03.09,-738.9999999999897,-605.0000000000111,-573.0000000000013,-512.0000000000014,-268.0000000000016,-163.00000000000205,-782.0000000000049,-931.0000000000041,-900.0000000000008,-2364.999999999995,-3342.0000000000005,-1822.9999999999932,-2781.0000000000114,-2926.999999999991,-443.99999999999994,-380.999999999998,,-19536.000000000004
2020.03.09,-759.999999999994,-463.0000000000134,-446.00000000000193,-433.0000000000056,-171.99999999999437,-137.00000000000932,-787.0000000000043,-878.000000000001,-848.0000000000043,-1861.999999999986,-2812.9999999999986,-1783.9999999999918,-2542.0,-2580.999999999989,-409.99999999999926,-388.9999999999949,,-17304.99999999999
2020.03.09,-477.99999999998954,-266.999999999995,-143.9999999999997,-101.00000000000664,39.999999999995595,-79.99999999999119,-465.0000000000043,-420.00000000000927,-346.0000000000019,-1387.9999999999893,-1661.0000000000014,-1793.9999999999968,-1280.9999999999989,-1133.9999999999907,-134.0000000000008,-26.000000000003798,,-9678.999999999982
2020.03.09,-373.99999999999653,-188.00000000001037,-93.99999999999409,28.999999999990145,99.00000000000463,-1.999999999990898,-358.0000000000028,-263.0000000000021,-124.99999999999733,-1183.0000000000007,-1322.000000000001,-1903.9999999999964,-1005.9999999999958,-627.9999999999841,-100.00000000000009,68.00000000000139,,-7350.9999999999745
2020.03.09,-534.9999999999966,-344.99999999999534,-124.00000000000189,32.999999999994145,-417.0000000000007,-11.999999999989797,-514.0000000000033,-346.0000000000019,-233.00000000000543,-1168.9999999999977,-1340.9999999999923,-1801.9999999999925,-1303.999999999994,-1019.9999999999986,-46.999999999997044,158.0000000000026,,-9017.99999999997
2020.03.09,-545.9999999999909,-439.99999999999596,29.000000000001247,114.99999999999844,-594.0000000000057,26.999999999999247,-566.9999999999953,-286.00000000000847,-180.0000000000024,-873.999999999997,-361.9999999999957,-1742.999999999995,-1164.0000000000095,-814.999999999988,187.9999999999993,295.0000000000008,,-6916.9999999999845
2020.03.09,-625.9999999999932,-666.9999999999953,-17.000000000000348,103.99999999999298,-678.9999999999852,-72.0000000000054,-683.9999999999957,-342.000000000009,-246.00000000000176,-1022.9999999999961,-317.9999999999961,-1790.9999999999968,-1241.0000000000032,-886.9999999999934,343.9999999999999,461.0000000000003,,-7683.99999999998
2020.03.09,-737.9999999999942,-1009.9999999999998,-90.0000000000012,37.99999999999359,-1017.9999999999856,-174.99999999999181,-1002.0000000000028,-531.0000000000036,-400.00000000000034,-1734.9999999999977,-557.0000000000075,-1795.9999999999923,-1445.9999999999918,-1122.9999999999852,297.9999999999983,495.9999999999964,,-10788.999999999965
2020.03.09,-520.9999999999936,-869.0000000000086,-0.999999999995449,191.99999999999218,-490.999999999997,55.99999999998939,-787.0000000000043,-299.00000000000483,-114.99999999999844,-1495.9999999999861,-446.9999999999974,-1747.9999999999905,-1258.0000000000036,-753.9999999999881,399.0000000000049,668.0000000000019,,-7470.999999999979
2020.03.09,-552.9999999999924,-675.0000000000034,38.0000000000047,198.99999999999363,-436.9999999999985,55.000000000005045,-638.0000000000052,-196.00000000000728,2.000000000002,-1464.999999999983,-286.00000000000847,-1737.9999999999995,-975.9999999999991,-458.9999999999872,460.00000000000483,649.999999999995,,-6018.99999999998
2020.03.09,-895.9999999999968,-446.9999999999974,124.00000000000189,381.99999999999346,-753.9999999999881,-5.000000000010552,-744.0000000000002,-437.0000000000096,-180.0000000000024,-1103.9999999999939,-364.9999999999931,-1822.9999999999932,-1455.0000000000064,-722.9999999999848,307.0000000000017,665.0000000000044,,-7454.999999999974
2020.03.09,-1052.9999999999927,-312.00000000000114,-73.00000000000084,190.99999999999673,-1073.9999999999973,-35.00000000000725,-899.0000000000053,-692.0000000000038,-368.00000000000165,-1051.0000000000018,-859.0000000000098,-2359.9999999999995,-2242.999999999995,-1297.999999999999,55.000000000005045,292.00000000000335,,-11779.00000000001
2020.03.09,-464.9999999999932,-4.000000000004,91.00000000000774,318.99999999999153,-412.9999999999967,234.00000000000088,-285.9999999999974,-32.0000000000098,197.00000000000273,-587.9999999999885,-231.0000000000034,-1844.9999999999989,-875.0000000000035,-152.99999999998093,129.00000000000134,439.0000000000005,,-3482.999999999972
2020.03.09,-576.9999999999942,194.0000000000053,407.0000000000018,734.9999999999968,-248.00000000000378,58.000000000002494,-314.99999999999864,159.9999999999935,466.9999999999952,-574.9999999999922,598.0000000000097,-1819.9999999999932,-136.00000000000279,870.0000000000152,236.99999999999832,734.9999999999968,,790.0000000000306
2020.03.09,-710.999999999995,217.0000000000005,583.0000000000002,995.9999999999969,-280.9999999999979,-113.00000000000753,-331.999999999999,163.99999999999747,534.0000000000011,-594.99999999999,746.0000000000023,-1626.9999999999955,109.00000000000354,1308.0000000000202,587.9999999999997,1109.0000000000043,,2695.0000000000414
2020.03.09,-681.9999999999937,334.9999999999964,594.0000000000057,912.9999999999972,-290.9999999999968,-161.99999999999548,-251.00000000000122,261.99999999999557,608.9999999999928,-410.99999999998363,1073.9999999999973,-1735.99999999999,299.00000000000483,1289.0000000000068,384.00000000000654,832.9999999999949,,3059.0000000000373
2020.03.09,-426.9999999999996,24.000000000001798,187.9999999999993,622.9999999999958,-266.999999999995,320.9999999999935,-275.99999999999847,-75.00000000000284,331.999999999999,-375.9999999999986,52.99999999999194,-1478.999999999999,-951.9999999999973,283.000000000011,213.00000000000762,707.9999999999975,,-1106.9999999999934
2020.03.09,-650.9999999999905,-75.00000000000284,116.00000000000499,488.999999999995,-356.9999999999851,340.9999999999913,-505.99999999999534,-261.0000000000001,73.99999999999629,-1024.0000000000027,-607.0000000000019,-1546.999999999997,-1614.0000000000043,-570.9999999999882,185.00000000000182,697.9999999999986,,-5309.99999999998
2020.03.09,-653.999999999999,-58.000000000002494,155.00000000000514,483.99999999999557,-330.9999999999924,204.99999999998852,-500.9999999999959,-234.00000000000088,85.00000000000173,-983.0000000000006,-561.0000000000115,-1625.9999999999905,-1429.999999999998,-478.999999999985,175.99999999999838,594.0000000000057,,-5157.999999999982
2020.03.09,-703.9999999999935,-202.00000000001327,33.000000000005244,422.9999999999956,-458.00000000000284,263.99999999999756,-593.9999999999945,-400.00000000000034,-31.000000000003247,-1052.9999999999927,-780.000000000003,-1550.9999999999877,-1946.0000000000032,-815.9999999999945,185.00000000000182,670.9999999999993,,-6958.99999999999
2020.03.09,-764.9999999999934,-600.0000000000006,-166.99999999999494,290.9999999999968,-529.999999999986,144.99999999999514,-799.0000000000052,-591.0000000000082,-165.9999999999995,-1368.999999999998,-1208.000000000009,-1625.0,-2197.0000000000045,-969.999999999982,56.0000000000005,543.0000000000045,,-9951.999999999985
2020.03.09,-824.999999999998,-506.0000000000064,-58.000000000002494,300.99999999999574,-700.999999999996,92.00000000000318,-844.9999999999958,-533.0000000000057,-229.99999999999687,-1282.9999999999898,-866.9999999999956,-1528.9999999999964,-1879.0000000000084,-1015.9999999999947,119.99999999999788,663.0000000000025,,-9095.999999999987
2020.03.09,-791.9999999999927,-617.0000000000009,-14.999999999998348,250.9999999999901,-808.9999999999931,75.00000000000284,-843.0000000000049,-520.0000000000093,-224.000000000002,-1306.9999999999916,-659.999999999994,-1488.99999999999,-1828.0000000000075,-1061.9999999999852,292.00000000000335,697.0000000000032,,-8850.999999999969
2020.03.09,-781.9999999999939,-893.0000000000105,-41.000000000002146,261.0000000000001,-699.9999999999895,53.999999999998494,-948.0000000000044,-517.0000000000008,-204.99999999999963,-1602.9999999999989,-672.9999999999902,-1368.9999999999998,-1781.0000000000105,-1004.9999999999892,401.00000000000693,756.0000000000011,,-9044.999999999982
2020.03.09,-890.9999999999974,-1046.999999999998,-117.99999999999588,188.9999999999947,-852.9999999999926,-66.00000000001049,-1146.999999999998,-664.000000000009,-356.9999999999962,-1820.9999999999836,-1073.9999999999973,-1382.9999999999955,-2102.0000000000036,-1234.9999999999861,387.000000000004,851.0000000000017,,-11330.999999999962
2020.03.09,-869.999999999993,-1146.0000000000025,-126.99999999999933,147.99999999999258,-856.9999999999967,-79.99999999999119,-1163.000000000003,-675.0000000000034,-399.0000000000049,-2046.9999999999989,-1099.0000000000055,-1358.9999999999945,-2041.0000000000039,-1307.999999999998,372.0000000000057,707.9999999999975,,-11943.0
2020.03.09,-822.9999999999959,-1202.000000000014,-205.99999999999508,127.99999999999478,-855.9999999999901,-272.99999999998994,-1180.0000000000032,-634.0000000000013,-387.000000000004,-2161.9999999999973,-1096.9999999999925,-1647.9999999999961,-1968.9999999999986,-1273.9999999999973,489.0000000000061,875.999999999999,,-12217.999999999975
2020.03.09,-819.9999999999985,-1093.999999999995,-124.00000000000189,69.9999999999923,-919.9999999999875,-22.0000000000109,-1180.0000000000032,-628.0000000000064,-387.000000000004,-2030.9999999999827,-1102.000000000003,-1531.9999999999964,-2032.999999999996,-1300.9999999999966,531.9999999999991,800.9999999999961,,-11770.999999999993
