date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2016.01.25,0.0,0.0,0.0,-123.99999999999523,-86.0000000000083,-69.9999999999923,-163.0000000000109,-60.00000000000449,0.0,-189.99999999999773,-125.00000000001954,-2.0000000000131024,-290.9999999999968,-141.00000000000534,-117.999999999995,-39.00000000000014,,-1409.0000000000389
2016.01.25,123.99999999999079,35.00000000000725,34.000000000000696,-138.9999999999958,-78.00000000000028,-61.999999999995396,-133.00000000000978,-75.00000000000284,34.000000000000696,-203.00000000000296,-109.00000000000354,75.99999999998718,-615.9999999999943,-141.9999999999959,-90.99999999999397,-31.000000000003247,,-1376.0000000000114
2016.01.25,65.99999999998829,-41.000000000002146,2.999999999997449,-135.99999999999568,-46.0000000000127,50.0000000000056,-178.00000000001148,-95.00000000000064,-59.99999999999339,-182.00000000001637,-123.00000000000644,0.9999999999843467,-693.9999999999947,-156.0000000000059,3.0000000000001137,-75.00000000000284,,-1663.0000000000664
2016.01.25,113.00000000000753,-82.99999999998863,21.00000000000435,-70.99999999999795,-60.99999999999994,77.00000000000485,-106.00000000000875,-161.00000000000003,-78.99999999998464,-106.99999999999932,-147.00000000000824,51.99999999998539,-852.9999999999926,-111.99999999999477,81.00000000000307,-17.000000000000348,,-1452.9999999999704
2016.01.25,58.99999999998684,-79.00000000000685,11.00000000000545,31.999999999996476,-114.0000000000141,56.0000000000005,-36.000000000001364,-163.00000000000205,19.000000000035655,-64.99999999999773,-158.99999999999804,157.99999999999147,-975.9999999999991,-72.00000000000273,146.0000000000008,17.000000000000348,,-1166.000000000004
2016.01.25,36.999999999998145,1.0000000000065512,26.999999999999247,18.000000000000682,-87.99999999999919,35.00000000000725,-86.00000000001273,-114.00000000000298,234.00000000002308,-74.00000000001228,-177.00000000000495,176.99999999998272,-1045.000000000007,-46.999999999997044,135.00000000000512,95.99999999999609,,-871.0000000000172
2016.01.25,19.999999999997797,25.999999999992696,51.000000000001044,42.00000000000159,38.99999999998904,82.99999999999974,-89.00000000001285,-111.00000000000554,548.9999999999995,-86.00000000001273,-445.0000000000065,434.9999999999854,-882.000000000005,18.000000000000682,171.00000000000648,93.99999999999409,,-85.00000000007446
2016.01.25,-103.99999999999298,168.99999999999693,134.99999999999625,-87.99999999999386,73.99999999999629,-13.999999999991797,-306.0000000000116,-114.00000000000298,754.0000000000102,-277.9999999999916,-578.0000000000118,557.9999999999918,-868.000000000002,-55.00000000000682,-36.000000000001364,56.99999999999594,,-694.0000000000194
2016.01.25,-56.99999999999594,225.00000000000853,100.0000000000112,-215.0000000000034,-106.00000000000608,-159.9999999999935,-410.0000000000108,-68.00000000000139,557.0000000000075,-341.0000000000082,-363.0000000000022,239.99999999999577,-531.9999999999991,-219.0000000000083,-293.99999999999693,27.999999999994696,,-1615.000000000008
2016.01.25,-83.9999999999952,309.0000000000037,134.00000000001188,-168.00000000000637,-113.00000000000753,-161.99999999999548,-385.0000000000051,-23.00000000000635,480.0000000000359,-381.0000000000002,-323.0000000000066,209.9999999999991,-322.00000000000006,-216.00000000000819,-248.99999999999523,18.999999999991246,,-1273.9999999999845
