date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2016.01.25,117.99999999999588,65.00000000000395,42.0000000000087,-66.0000000000025,-28.000000000005798,-12.999999999996348,-63.00000000000239,-36.999999999998145,148.000000000037,-111.99999999999477,-29.00000000001235,102.00000000000209,-255.00000000000523,-90.00000000000341,-40.99999999999682,24.999999999997247,,-233.99999999997286
2016.01.25,167.9999999999904,52.000000000007596,35.00000000000725,-96.9999999999942,-5.000000000010552,113.00000000000753,-59.00000000001171,-48.99999999999905,267.0000000000172,-135.99999999999568,-65.00000000000395,198.99999999999363,-575.9999999999987,-96.00000000000364,81.00000000000307,46.999999999997044,,-120.99999999999375
2016.01.25,140.0000000000068,-18.999999999991246,34.000000000000696,-49.000000000006594,-42.0000000000087,102.00000000000209,-54.000000000002046,-85.99999999999719,41.000000000002146,-86.00000000001273,-7.0000000000014495,105.99999999998388,-592.9999999999991,-94.99999999999886,115.0000000000091,17.999999999995797,,-475.0000000000174
2016.01.25,143.00000000000423,-82.00000000000429,82.00000000000429,78.00000000000296,18.999999999991246,180.0000000000024,65.99999999998829,-158.99999999999804,141.00000000003553,6.000000000000227,-137.00000000000932,322.9999999999844,-849.9999999999952,27.999999999991587,287.00000000000614,87.99999999999919,,213.00000000000352
2016.01.25,95.00000000000064,62.000000000006494,26.999999999999247,72.00000000000273,-52.000000000007596,69.00000000000794,1.9999999999953388,-50.0000000000056,275.00000000002524,54.000000000002046,18.999999999991246,194.99999999998963,-479.99999999999153,-30.000000000001137,157.0000000000107,100.00000000000009,,515.0000000000255
2016.01.25,62.000000000006494,38.0000000000047,72.0000000000054,52.00000000000671,38.99999999998904,153.99999999999858,-54.000000000002046,-92.00000000000318,551.0000000000126,-15.00000000001478,-140.0000000000068,491.99999999998136,-785.9999999999978,12.000000000000455,249.00000000000944,184.99999999999073,,818.9999999999809
2016.01.25,21.999999999988695,171.00000000001003,143.00000000000423,76.99999999999818,217.0000000000005,91.00000000000774,-75.00000000000284,-70.0000000000034,811.0000000000284,-69.99999999999318,-431.0000000000036,641.0000000000027,-724.9999999999978,135.00000000000512,186.9999999999976,93.99999999999409,,1218.0000000000364
2016.01.25,-34.000000000000696,225.99999999999287,155.00000000001623,-66.99999999999307,99.99999999998899,-13.999999999991797,-277.000000000001,-46.999999999997044,804.000000000027,-240.0000000000091,-323.0000000000066,590.0000000000016,-478.0000000000006,-34.99999999999659,-30.000000000001137,130.99999999999224,,461.00000000002115
2016.01.25,-29.00000000001235,368.9999999999971,146.00000000000168,-135.99999999999568,-85.00000000000173,-131.99999999999878,-346.00000000000364,32.999999999994145,560.0000000000272,-306.0000000000116,-110.00000000001009,255.99999999998957,-160.00000000000458,-195.99999999999795,-217.9999999999893,46.999999999997044,,-307.000000000019
2016.01.25,-51.000000000001044,385.00000000001313,214.00000000000307,-120.00000000000455,5.999999999994898,-121.99999999999989,-346.00000000000364,-6.0000000000060005,734.0000000000124,-368.9999999999998,-306.00000000000625,451.0000000000014,-282.0000000000045,-126.00000000000477,-195.99999999999795,52.99999999999194,,-81.00000000001147
2016.01.25,-62.000000000006494,452.99999999999227,226.00000000001506,-149.0000000000009,-84.0000000000174,-202.9999999999976,-402.000000000001,20.999999999993246,509.00000000000387,-415.9999999999968,-226.00000000001506,232.99999999999432,-107.99999999999699,-198.99999999999807,-308.9999999999975,-37.00000000000925,,-753.0000000000383
2016.01.25,-86.99999999999264,463.9999999999977,241.00000000000233,-57.00000000000216,-82.00000000000429,-287.9999999999994,-338.0000000000081,14.999999999998348,478.00000000002285,-335.00000000000796,-253.99999999999866,205.99999999999508,96.00000000000719,-134.00000000000034,-350.9999999999991,-69.00000000000794,,-494.99999999999693
2016.01.25,-66.99999999999484,438.00000000000506,231.0000000000034,-57.00000000000216,-62.000000000006494,-332.99999999999443,-310.0000000000023,4.999999999999449,356.00000000002296,-319.0000000000168,-253.99999999999866,135.9999999999806,215.00000000000963,-123.99999999999523,-403.99999999999636,-117.00000000000044,,-665.9999999999866
2016.01.25,-89.00000000000574,431.0000000000036,223.00000000001762,-90.99999999999397,-78.00000000000028,-375.9999999999986,-367.00000000000443,12.999999999996348,217.0000000000005,-349.9999999999943,-221.00000000000452,26.999999999999247,344.99999999999534,-159.9999999999966,-478.9999999999992,-165.9999999999995,,-1120.9999999999845
2016.01.25,-86.99999999999264,422.00000000001125,256.00000000001177,-78.00000000000296,-121.99999999999989,-318.99999999999153,-358.0000000000041,-16.0000000000049,177.00000000000495,-371.0000000000093,-224.000000000002,49.99999999999449,151.9999999999966,-174.0000000000066,-402.000000000001,-151.00000000000114,,-1244.999999999997
2016.01.25,-100.99999999999554,350.00000000000585,283.000000000011,-69.00000000000261,-6.000000000017103,-271.9999999999945,-361.0000000000042,-74.00000000000739,264.00000000004195,-396.000000000015,-391.000000000008,231.99999999998778,-17.000000000000348,-99.99999999999432,-337.99999999999386,-142.00000000000878,,-1137.999999999995
2016.01.25,-100.0000000000112,384.00000000000654,243.00000000001543,-146.0000000000008,-73.00000000001194,-295.99999999999625,-430.0000000000068,-29.000000000001247,258.0000000000027,-432.00000000001637,-261.0000000000001,146.00000000000168,102.00000000000209,-192.00000000000728,-418.99999999999693,-118.00000000000699,,-1363.0000000000275
2016.01.25,-25.00000000000835,438.00000000000506,178.00000000001148,-111.0000000000042,42.999999999993044,-330.9999999999924,-308.00000000000693,44.99999999999504,324.00000000003536,-314.9999999999977,-299.00000000000483,26.999999999999247,285.00000000000193,-93.00000000000352,-435.0000000000023,-213.00000000000762,,-789.9999999999867
2016.01.25,-52.99999999999194,276.9999999999939,265.0000000000041,78.99999999999352,367.99999999999056,-154.99999999999403,-165.00000000000625,-100.00000000000009,581.0000000000315,-216.00000000000819,-770.000000000004,525.999999999982,-293.99999999999426,224.99999999999432,-106.99999999999932,-202.0000000000022,,258.9999999999899
2016.01.25,-62.000000000006494,147.99999999999258,256.00000000001177,70.99999999999795,439.99999999999596,-83.9999999999952,-182.00000000000216,-170.00000000000347,558.0000000000141,-219.99999999999886,-836.9999999999989,638.9999999999895,-451.0000000000014,263.00000000000523,-24.00000000000091,-165.9999999999995,,179.00000000000023
2016.01.25,-63.000000000013046,-1.999999999990898,371.00000000001023,296.0000000000065,720.9999999999939,2.000000000002,30.9999999999917,-323.0000000000066,930.0000000000086,-105.99999999999454,-1302.0000000000032,1244.0000000000007,-845.0000000000068,584.0000000000032,221.00000000000364,-82.00000000000429,,1677.0000000000011
2016.01.25,-123.00000000000644,5.000000000010552,382.0000000000157,263.00000000000523,611.9999999999903,39.00000000000014,-60.000000000002274,-319.0000000000026,806.00000000004,-143.00000000000068,-1172.0000000000175,1143.9999999999895,-941.9999999999984,500.0,246.00000000000932,-67.00000000000594,,1171.0000000000273
2016.01.25,-181.9999999999933,41.000000000002146,383.0,287.00000000000614,489.99999999999045,-13.999999999991797,-107.00000000001353,-307.99999999999716,827.0,-131.00000000000023,-1069.0000000000089,1136.999999999988,-821.9999999999894,442.99999999999784,198.0000000000075,-2.000000000002,,1170.9999999999957
2016.01.25,-86.0000000000083,-25.00000000000835,267.0000000000172,237.99999999999955,548.9999999999995,-58.99999999999794,-40.00000000000625,-263.0000000000021,689.0000000000284,-44.00000000001114,-967.0000000000067,937.9999999999944,-526.9999999999886,444.9999999999932,114.00000000000432,-65.00000000000395,,1164.0000000000034
2016.01.25,-51.000000000001044,-14.000000000002899,267.0000000000172,195.0000000000074,410.99999999998363,-53.999999999998494,-50.00000000001137,-256.0000000000007,421.0000000000047,-93.99999999999409,-818.0000000000076,723.9999999999914,-541.9999999999981,332.9999999999984,85.00000000000796,-103.00000000000864,,453.9999999999877
2016.01.25,-4.000000000004,-184.99999999999073,261.0000000000001,239.99999999999488,451.99999999998573,19.00000000000235,44.999999999987494,-346.0000000000019,446.00000000003524,-40.99999999999682,-857.0000000000189,924.9999999999981,-727.9999999999953,391.00000000000534,207.9999999999984,0.0,,825.9999999999999
2016.01.25,1.999999999990898,-262.00000000000665,275.000000000003,204.9999999999983,512.0000000000014,59.000000000009045,18.999999999991246,-394.00000000000546,425.0000000000309,-88.99999999999864,-939.0000000000009,1008.9999999999932,-846.9999999999977,400.0000000000057,231.99999999999932,0.0,,607.0000000000136
2016.01.25,1.999999999990898,-262.00000000000665,290.9999999999968,221.00000000000364,536.9999999999875,87.99999999999919,37.9999999999967,-404.99999999999983,362.00000000001785,-93.00000000001774,-987.0000000000045,983.9999999999849,-943.9999999999893,423.0000000000018,277.000000000001,-47.00000000000814,,484.9999999999541
