date,GBPUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.07.27,-45.000000000006146,-51.99999999998539,-17.999999999995797,-163.9999999999864,-60.000000000002274,0.0,-176.99999999999383,-121.99999999999989,-75.00000000000284,-87.99999999999919,-89.00000000000574,-19.000000000005457,-179.99999999999127,-7.0000000000014495,,-1095.9999999999757
2020.07.27,-20.000000000020002,-58.99999999998684,70.0000000000034,-192.99999999999872,80.99999999998886,77.00000000000485,-265.99999999999955,-93.00000000000975,-7.0000000000014495,49.00000000001015,-4.000000000004,16.999999999995907,-225.99999999999287,11.00000000000545,,-563.0000000000045
2020.07.27,-18.0000000000069,-55.000000000005045,109.99999999999899,-194.99999999998963,43.99999999999693,118.00000000000699,-235.99999999999176,-118.00000000000699,53.999999999998494,-106.00000000000608,-232.99999999999432,-38.000000000010914,-164.99999999999292,-25.999999999992696,,-863.9999999999959
2020.07.27,-47.00000000001925,-52.99999999999194,143.00000000000423,-180.99999999998673,55.999999999997385,135.00000000000733,-182.99999999999983,-124.00000000000189,-31.999999999987594,-52.99999999999194,-204.00000000000418,-49.000000000006594,-172.99999999998983,-5.999999999994898,,-770.9999999999658
2020.07.27,-35.00000000000725,-116.99999999998934,112.000000000001,-205.99999999999508,94.99999999999886,130.0000000000079,-224.9999999999974,-125.00000000000844,-41.000000000002146,-76.99999999999375,-229.99999999999687,-33.00000000000125,-196.99999999999162,18.999999999991246,,-929.9999999999841
2020.07.27,-109.00000000000354,-34.000000000000696,168.00000000000148,-237.99999999998266,125.0,148.0000000000037,-278.9999999999959,-92.00000000000318,-38.99999999998904,11.00000000000545,-80.99999999999774,14.999999999986358,-229.99999999999687,15.00000000000945,,-619.9999999999632
2020.07.27,-177.00000000000495,-9.999999999998899,185.00000000000182,-241.99999999998667,140.00000000000057,135.00000000000733,-280.9999999999979,-144.0000000000108,-66.99999999999484,-76.0000000000094,-129.00000000000134,0.999999999990564,-258.9999999999981,-17.000000000000348,,-941.0000000000031
2020.07.27,-307.00000000001285,120.99999999999334,228.00000000000597,-213.99999999998087,146.0000000000008,82.00000000000429,-285.00000000000193,-267.00000000000614,-82.99999999998863,-5.999999999994898,-253.99999999999866,6.999999999990791,-242.99999999999324,39.999999999995595,,-1034.9999999999864
2020.07.27,-323.0000000000066,180.0000000000024,278.9999999999959,-230.9999999999812,123.99999999999523,126.0000000000039,-296.9999999999917,-223.00000000000654,-43.999999999999595,86.99999999999264,-228.00000000000597,4.9999999999954525,-299.99999999998914,22.999999999995246,,-822.0
2020.07.27,-417.0000000000007,258.0000000000027,397.0000000000029,-257.99999999998045,47.99999999998761,134.0000000000008,-320.9999999999935,-189.00000000000583,-123.99999999999079,158.99999999999804,-113.00000000000753,-52.00000000000671,-346.9999999999973,19.999999999997797,,-804.9999999999928
2020.07.27,-400.00000000000034,229.00000000001253,377.0000000000051,-252.99999999999213,15.000000000000568,97.9999999999981,-308.9999999999926,-178.00000000000037,-153.9999999999875,165.9999999999995,-83.00000000001084,-108.00000000000409,-334.9999999999964,56.000000000011596,,-878.9999999999568
2020.07.27,-611.000000000006,242.99999999999324,380.00000000000256,-346.9999999999862,-4.0000000000048885,68.00000000000139,-374.999999999992,-192.00000000000327,-273.9999999999965,208.00000000000819,-52.000000000007596,-104.00000000001342,-372.99999999999,96.99999999999153,,-1336.000000000003
