date,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,empty,sum
2017.01.23,-68.00000000000139,-38.0000000000047,-180.99999999999784,-39.999999999995595,-104.00000000001342,-36.999999999998145,,-468.0000000000111
2017.01.23,-95.00000000000064,102.99999999998644,-160.00000000000458,-56.0000000000005,-102.00000000000387,92.00000000000318,,-218.00000000001995
2017.01.23,-130.0000000000079,127.99999999999478,-284.0000000000065,-92.99999999999864,-549.0000000000066,39.00000000001125,,-889.0000000000135
2017.01.23,-192.00000000000327,136.99999999998712,-291.0000000000079,-85.99999999999719,-627.0000000000095,-4.000000000004,,-1063.000000000035
2017.01.23,-193.00000000000983,147.99999999999258,-289.0000000000059,-103.99999999999298,-623.9999999999952,-14.999999999987246,,-1076.9999999999986
2017.01.23,-182.99999999999983,123.99999999999079,-274.00000000000756,-161.00000000000003,-610.0000000000136,-34.99999999998504,,-1139.0000000000152
2017.01.23,-109.00000000000354,91.99999999998099,-226.00000000000398,-191.99999999999218,-633.0000000000098,-41.99999999998649,,-1110.0000000000152
2017.01.23,-167.00000000000603,104.99999999999955,-273.000000000001,-195.9999999999962,-599.9999999999943,-75.99999999998718,,-1206.9999999999852
2017.01.23,-223.00000000000654,161.99999999999548,-297.9999999999983,-158.99999999999804,-610.0000000000136,99.00000000000463,,-1029.0000000000164
2017.01.23,-241.00000000000233,231.99999999998778,-292.9999999999988,-84.99999999999064,-512.0000000000005,141.99999999999767,,-757.0000000000068
2017.01.23,-258.0000000000027,253.99999999999866,-297.00000000000284,-74.99999999999174,-427.99999999999727,253.99999999999866,,-549.9999999999973
2017.01.23,-226.99999999999943,306.9999999999906,-290.00000000000136,-29.999999999996696,-372.0000000000141,313.00000000000773,,-299.0000000000132
2017.01.23,-181.00000000000892,253.99999999999866,-292.9999999999988,-46.999999999997044,-403.99999999999636,310.0000000000103,,-360.9999999999922
2017.01.23,-186.00000000000838,229.99999999999687,-248.00000000000378,-61.999999999995396,-421.99999999999704,292.00000000000335,,-396.0000000000044
2017.01.23,-132.0000000000099,173.99999999998528,-202.9999999999976,-95.99999999999609,-457.9999999999984,212.00000000001216,,-503.00000000000455
2017.01.23,-192.00000000000327,208.99999999999253,-212.00000000000108,-64.99999999999284,-687.0000000000118,253.99999999999866,,-693.0000000000178
2017.01.23,-232.00000000000998,178.99999999999582,-263.99999999999756,-71.99999999999429,-743.9999999999998,270.99999999999903,,-862.0000000000068
2017.01.23,-247.00000000000833,286.99999999999284,-322.00000000000006,-19.999999999997797,-759.9999999999909,256.00000000001177,,-805.9999999999925
2017.01.23,-249.00000000001032,336.9999999999873,-348.9999999999993,23.00000000000635,-638.0000000000052,297.0000000000139,,-579.0000000000073
2017.01.23,-173.00000000000094,513.9999999999923,-295.0000000000008,141.00000000000225,-328.00000000000296,470.00000000001484,,329.00000000000466
2017.01.23,-123.00000000000644,465.99999999998863,-261.0000000000001,76.0000000000094,-397.99999999999613,414.00000000000324,,173.99999999999858
2017.01.23,-43.00000000000415,510.99999999999477,-243.00000000000432,93.00000000000975,-328.00000000000296,378.999999999996,,368.9999999999891
2017.01.23,-82.99999999999974,513.9999999999923,-258.9999999999981,85.00000000000173,-344.99999999999886,395.99999999999636,,307.99999999999363
2017.01.23,-79.00000000000685,589.9999999999794,-240.00000000000688,237.00000000000944,-157.99999999998704,531.0000000000148,,881.000000000003
2017.01.23,-72.0000000000054,585.9999999999976,-136.99999999999824,245.0000000000063,-118.99999999999977,565.0000000000155,,1068.000000000016
2017.01.23,-96.00000000000719,462.9999999999912,-113.00000000000753,199.00000000000472,-219.99999999999886,592.9999999999991,,825.9999999999814
2017.01.23,-67.00000000000594,478.999999999985,-70.0000000000034,194.0000000000053,-32.99999999998704,636.9999999999986,,1139.9999999999925
2017.01.23,-112.000000000001,395.99999999999636,-158.0000000000026,123.00000000000644,-218.9999999999941,324.9999999999975,,355.0000000000026
2017.01.23,-218.00000000000708,369.99999999998147,-201.00000000000674,119.00000000000244,-270.9999999999866,338.0000000000161,,136.9999999999996
2017.01.23,-235.00000000000742,510.99999999999477,-292.9999999999988,172.00000000000549,-366.9999999999902,510.00000000001046,,298.0000000000143
2017.01.23,-265.0000000000041,580.999999999987,-424.00000000000216,212.00000000000108,-364.0000000000043,612.9999999999969,,352.9999999999745
2017.01.23,-287.9999999999994,672.9999999999902,-423.0000000000067,241.00000000000233,-401.00000000001046,839.9999999999964,,641.9999999999724
2017.01.23,-225.00000000000853,709.9999999999884,-404.99999999999983,265.0000000000041,-382.000000000005,973.0000000000016,,935.9999999999807
2017.01.23,-262.00000000000665,739.9999999999851,-436.9999999999985,285.00000000000193,-122.99999999999045,1076.0000000000102,,1279.0000000000016
2017.01.23,-326.0000000000041,757.999999999992,-478.0000000000006,267.00000000000614,-278.99999999999636,1154.0000000000105,,1096.0000000000075
2017.01.23,-348.00000000000387,752.9999999999815,-501.000000000007,267.00000000000614,-493.9999999999998,1204.000000000005,,880.999999999982
2017.01.23,-280.00000000000244,867.9999999999799,-448.9999999999994,381.0000000000091,-442.0000000000073,1171.000000000011,,1248.999999999991
2017.01.23,-221.00000000000452,859.9999999999941,-441.99999999999795,390.0000000000015,-688.999999999993,1070.9999999999998,,968.9999999999999
2017.01.23,-145.00000000000622,859.9999999999941,-462.0000000000068,374.0000000000077,-703.000000000003,1066.0000000000114,,989.999999999997
2017.01.23,-85.00000000000173,879.9999999999919,-475.99999999999864,397.0000000000029,-546.999999999997,782.000000000016,,951.0000000000135
2017.01.23,-102.00000000000209,922.999999999985,-465.0000000000043,423.0000000000067,-518.0000000000007,754.0000000000102,,1014.9999999999949
2017.01.23,-70.0000000000034,929.9999999999864,-413.0000000000078,412.00000000000125,-362.99999999999955,849.9999999999952,,1345.999999999972
2017.01.23,-129.00000000000134,946.9999999999867,-418.0000000000073,415.0000000000098,-348.99999999998954,889.0000000000065,,1355.0000000000048
2017.01.23,-218.00000000000708,933.9999999999905,-431.0000000000036,428.00000000000614,-421.99999999999704,798.9999999999942,,1089.9999999999832
2017.01.23,-221.99999999999997,983.9999999999849,-429.0000000000016,459.0000000000094,-286.00000000000136,863.0000000000138,,1369.000000000005
2017.01.23,-214.00000000000307,1022.9999999999961,-428.00000000000614,478.0000000000006,-231.99999999999932,923.0000000000072,,1549.9999999999955
2017.01.23,-235.00000000000742,986.9999999999824,-441.99999999999795,479.0000000000072,-201.99999999999818,927.9999999999955,,1514.9999999999816
2017.01.23,-360.0000000000048,976.9999999999834,-490.999999999997,446.00000000000193,-407.0000000000107,795.9999999999967,,960.9999999999696
2017.01.24,-402.00000000000233,917.9999999999966,-639.0000000000007,492.999999999999,-461.00000000001273,858.0000000000032,,766.9999999999831
2017.01.24,-490.00000000000153,994.9999999999903,-705.0000000000001,486.00000000000864,-503.9999999999907,846.0000000000134,,628.00000000002
2017.01.24,-461.0000000000003,1040.999999999981,-624.9999999999977,490.00000000000153,-487.99999999999955,927.9999999999955,,884.9999999999804
2017.01.24,-393.00000000001,1009.9999999999998,-519.9999999999983,468.00000000000176,-491.9999999999902,836.0000000000146,,909.0000000000175
2017.01.24,-306.00000000000625,1001.9999999999918,-492.999999999999,455.0000000000054,-377.00000000000955,846.0000000000134,,1126.999999999996
2017.01.24,-326.0000000000041,1037.9999999999834,-556.0000000000009,487.0000000000041,-329.00000000000773,870.0000000000152,,1183.99999999999
2017.01.24,-368.00000000000165,1100.9999999999964,-540.0000000000072,535.0000000000077,-262.00000000000045,851.0000000000017,,1316.9999999999966
2017.01.24,-423.0000000000067,1067.99999999998,-553.0000000000035,518.0000000000074,-153.99999999999636,798.9999999999942,,1254.999999999975
2017.01.24,-559.0000000000094,1074.9999999999816,-687.0000000000043,521.0000000000048,-167.0000000000016,792.9999999999993,,975.9999999999703
2017.01.24,-529.0000000000017,1105.0000000000005,-602.0000000000025,563.0000000000024,-181.0000000000116,843.0000000000159,,1199.000000000003
2017.01.24,-453.0000000000034,1018.9999999999922,-595.0000000000011,502.00000000000244,-456.99999999999363,812.0000000000127,,828.0000000000091
2017.01.24,-464.00000000000887,1001.9999999999918,-574.0000000000078,472.00000000000574,-483.0000000000041,767.0000000000066,,719.9999999999834
2017.01.24,-309.0000000000037,972.9999999999794,-521.0000000000048,470.00000000000375,-383.99999999998613,683.0000000000114,,911.9999999999999
2017.01.24,-249.00000000001032,930.999999999993,-502.00000000000244,450.00000000000597,-314.9999999999977,659.0000000000095,,973.999999999998
2017.01.24,-263.0000000000021,896.9999999999923,-494.00000000000557,437.0000000000096,-461.00000000001273,666.9999999999953,,782.9999999999769
2017.01.24,-252.0000000000078,905.0000000000002,-460.00000000000483,436.00000000000307,-393.0000000000007,707.0000000000132,,943.0000000000032
2017.01.24,-229.00000000000142,873.999999999997,-479.0000000000072,416.00000000000523,-329.00000000000773,648.0000000000041,,900.99999999999
2017.01.24,-204.00000000000418,849.9999999999952,-472.00000000000574,396.00000000000745,-330.99999999998886,519.0000000000028,,758.0000000000067
2017.01.24,-169.00000000000804,696.999999999992,-480.0000000000027,274.00000000000756,-525.0000000000057,330.0000000000081,,126.99999999999125
2017.01.24,-180.0000000000024,698.999999999983,-439.0000000000005,274.00000000000756,-554.000000000002,324.0000000000132,,123.99999999999875
2017.01.24,-146.00000000000168,728.9999999999797,-465.9999999999998,282.99999999999994,-201.99999999999818,615.00000000001,,812.99999999999
2017.01.24,-158.0000000000026,788.9999999999952,-536.0000000000032,290.00000000000136,-134.9999999999909,714.999999999999,,964.9999999999989
2017.01.24,-168.00000000000148,981.999999999994,-563.0000000000024,407.0000000000018,-73.0000000000075,859.9999999999941,,1444.9999999999786
2017.01.24,-143.00000000000423,567.9999999999907,-607.0000000000019,104.00000000000409,-592.9999999999893,293.99999999999426,,-377.0000000000064
2017.01.24,-143.00000000000423,836.9999999999989,-614.9999999999989,347.0000000000084,-235.99999999999,656.0000000000122,,846.0000000000264
2017.01.24,-128.00000000000588,834.9999999999858,-648.9999999999995,256.0000000000007,-300.9999999999877,626.9999999999998,,639.9999999999931
2017.01.24,-108.00000000000809,722.0000000000005,-663.999999999998,192.99999999999872,-461.9999999999891,580.0000000000027,,261.0000000000068
2017.01.24,-212.00000000000108,617.9999999999852,-721.000000000005,138.00000000000477,-484.00000000000887,554.00000000001,,-107.000000000015
2017.01.24,-212.00000000000108,558.9999999999984,-709.9999999999995,85.00000000000173,-540.9999999999968,612.0000000000125,,-206.99999999998477
2017.01.24,-189.00000000000583,327.99999999999494,-651.0000000000016,-73.00000000000084,-750.0,256.00000000001177,,-1079.0000000000014
2017.01.24,-198.00000000000927,365.99999999999966,-629.9999999999973,-45.99999999999049,-698.0000000000075,313.00000000000773,,-892.9999999999973
2017.01.24,-298.0000000000094,542.9999999999824,-750.0000000000063,89.00000000000574,-503.0000000000143,417.0000000000007,,-502.00000000004115
2017.01.24,-286.00000000000847,729.9999999999862,-807.0000000000022,148.99999999999915,-435.0000000000023,-56.99999999999594,,-706.0000000000234
2017.01.24,-428.00000000000614,802.9999999999982,-912.0000000000017,181.00000000000892,-395.9999999999866,-631.9999999999882,,-1383.9999999999754
2017.01.24,-506.0000000000064,757.999999999992,-985.999999999998,170.99999999999892,-520.0000000000102,-680.9999999999983,,-1764.0000000000218
2017.01.24,-433.0000000000056,773.9999999999858,-985.999999999998,161.00000000000003,-330.0000000000125,-607.9999999999864,,-1422.0000000000166
2017.01.24,-369.0000000000082,1168.9999999999977,-933.000000000006,441.0000000000025,176.9999999999925,-161.99999999999548,,322.99999999998306
2017.01.24,-341.0000000000024,1216.9999999999793,-933.000000000006,453.0000000000034,295.99999999999227,-117.99999999999588,,573.9999999999707
2017.01.24,-433.0000000000056,1399.999999999979,-968.9999999999976,597.0000000000031,728.0000000000086,-446.9999999999974,,875.9999999999901
2017.01.24,-401.00000000000693,1316.9999999999905,-918.0000000000077,553.999999999999,709.0000000000032,-414.00000000000324,,846.9999999999748
2017.01.24,-358.0000000000028,1330.9999999999934,-909.9999999999997,563.0000000000024,688.999999999993,-309.99999999998806,,1004.9999999999983
2017.01.24,-354.0000000000099,1339.9999999999857,-929.000000000002,590.0000000000016,700.9999999999934,-452.99999999999227,,894.9999999999764
2017.01.24,-314.0000000000032,1362.999999999981,-901.0000000000074,618.0000000000074,764.9999999999864,-305.9999999999841,,1224.99999999998
2017.01.24,-286.00000000000847,1395.9999999999973,-946.9999999999978,648.0000000000041,774.0000000000009,-361.9999999999957,,1223.0000000000002
2017.01.24,-287.0000000000039,1389.9999999999802,-946.9999999999978,634.0000000000013,782.0000000000107,-383.99999999998437,,1188.0000000000061
2017.01.24,-317.0000000000006,1353.9999999999886,-873.0000000000016,603.0000000000091,711.0000000000127,-258.0000000000027,,1220.0000000000055
2017.01.24,-313.00000000000773,1341.9999999999986,-863.9999999999981,592.9999999999991,711.9999999999891,-211.99999999998997,,1257.999999999991
