date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.25,-53.00000000000304,-57.99999999998029,-1.999999999990898,-72.00000000000273,-9.999999999998899,-29.999999999996696,-63.000000000013046,-14.000000000002899,-29.999999999986926,-3.0000000000085514,-63.99999999999739,-100.99999999999909,-43.999999999999595,-31.000000000003247,-55.999999999997385,0.0,0.0,0.0,-17.000000000000348,-89.99999999999008,-1.0000000000065512,,-738.9999999999777
2019.03.25,-9.00000000000345,-73.99999999999629,0.0,-52.00000000000671,-2.999999999997449,-14.000000000002899,-41.000000000002146,-24.000000000001798,10.000000000005116,57.99999999999139,-68.99999999999685,-19.000000000005457,-73.99999999999629,-35.00000000000725,-51.00000000000193,22.0000000000109,197.00000000000273,91.99999999999875,-53.00000000000304,-129.9999999999968,76.0000000000094,,-193.0
2019.03.25,-2.000000000002,-4.999999999988347,9.999999999998899,6.000000000000227,-8.999999999992347,-4.000000000004,-95.00000000000064,-31.000000000003247,-97.99999999999898,78.99999999999574,-21.999999999999797,-196.00000000002638,18.0000000000069,100.99999999999554,14.000000000010004,72.0000000000054,279.00000000000705,37.9999999999967,-60.99999999999994,-148.99999999999915,106.00000000000608,,51.0000000000077
2019.03.25,17.999999999995797,-46.999999999997044,15.00000000000945,63.00000000000239,5.000000000010552,-11.00000000000545,-75.00000000000284,-39.999999999995595,-108.99999999999466,55.99999999998939,-51.000000000001044,-199.00000000001228,-29.999999999996696,-34.000000000000696,82.99999999999841,45.99999999999049,235.00000000000742,15.999999999991132,-73.00000000000084,-146.99999999999713,96.99999999999153,,-182.00000000001768
2019.03.25,14.999999999998348,-214.99999999998744,-21.00000000000435,-40.99999999999682,9.999999999998899,-12.000000000000899,-26.999999999999247,-43.999999999999595,-92.99999999998931,30.999999999992145,-148.99999999999915,-138.00000000000523,-204.99999999998852,-137.9999999999937,-64.99999999999773,22.0000000000109,170.99999999998784,0.999999999990564,-65.00000000000395,-101.99999999999099,11.999999999989797,,-1052.9999999999884
2019.03.25,19.999999999997797,-255.99999999998957,-49.00000000001015,-250.0,46.0000000000127,24.999999999997247,78.00000000000028,-36.999999999998145,58.000000000006935,-15.00000000000945,-148.0000000000037,183.9999999999975,-181.9999999999933,-127.99999999999478,-335.9999999999985,102.00000000000209,28.999999999990145,50.99999999998772,-60.00000000000449,-56.99999999999594,-73.00000000001194,,-998.0000000000176
2019.03.25,5.999999999994898,-255.99999999998957,-36.999999999998145,-296.0000000000065,94.00000000001629,82.99999999999974,109.99999999998789,-18.0000000000069,177.0000000000067,29.999999999996696,-149.99999999999457,370.9999999999809,-149.9999999999835,-28.000000000005798,-375.99999999999056,215.99999999999397,130.99999999999224,164.99999999999204,-101.00000000000664,-34.99999999999615,-70.99999999999883,,-135.00000000001575
2019.03.25,-2.999999999997449,-204.99999999998852,-15.00000000000945,-224.99999999999432,92.00000000000318,60.00000000000449,95.999999999985,-17.000000000000348,167.0000000000016,31.999999999998696,-141.00000000000225,373.9999999999952,-123.99999999999079,-66.00000000001049,-277.000000000001,184.00000000000637,168.99999999999693,166.99999999998738,-121.00000000000443,-78.99999999999574,-69.9999999999923,,-2.000000000008214
2019.03.25,-7.9999999999968985,-192.99999999999872,12.999999999996348,-242.999999999995,26.0000000000149,17.000000000000348,74.99999999998064,-39.999999999995595,168.00000000000637,53.999999999998494,-148.99999999999915,375.0,-125.99999999998168,-124.99999999999733,-259.9999999999909,146.00000000000168,226.99999999999943,199.99999999998863,-50.0000000000056,-80.99999999999774,38.0000000000047,,64.00000000003286
2019.03.25,12.000000000000899,-153.9999999999875,15.999999999993797,-231.99999999999932,39.00000000001125,14.999999999998348,49.99999999999449,-55.000000000005045,233.0000000000041,22.999999999995246,-121.00000000000443,384.9999999999909,-105.99999999998388,-121.00000000001555,-244.99999999999034,106.99999999999044,184.99999999999073,189.99999999999773,-53.00000000000304,-75.9999999999983,24.000000000001798,,115.99999999998232
