date,EURCHF,GBPAUD,EURJPY,EURCAD,empty,sum
2020.02.17,48.000000000003595,-113.99999999999189,-49.000000000006594,-76.99999999999375,,-191.99999999998863
2020.02.17,79.00000000000685,-268.9999999999859,-21.000000000000796,-66.99999999999484,,-277.9999999999747
2020.02.17,121.99999999999989,-266.999999999995,1.9999999999953388,-82.00000000000429,,-225.00000000000406
2020.02.17,123.99999999999079,-241.99999999998667,19.99999999999602,-48.000000000003595,,-146.00000000000347
2020.02.17,113.00000000000753,-300.99999999999574,-13.00000000000523,-72.99999999998974,,-273.9999999999832
2020.02.17,102.00000000000209,-376.9999999999829,-62.00000000001182,-76.99999999999375,,-413.99999999998636
2020.02.17,114.99999999999844,-281.99999999998226,-45.000000000001705,-120.99999999999334,,-332.99999999997885
2020.02.17,133.00000000000534,-147.99999999999258,15.000000000000568,-139.00000000000023,,-138.9999999999869
2020.02.17,167.9999999999904,-170.00000000000347,42.00000000000159,-121.99999999999989,,-82.00000000001137
2020.02.17,175.99999999999838,-147.99999999999258,42.999999999992156,-163.9999999999864,,-92.99999999998843
2020.02.17,188.9999999999947,-205.99999999999508,27.999999999991587,-171.99999999999437,,-161.00000000000315
2020.02.17,157.00000000000713,-208.99999999999253,15.000000000000568,-173.00000000000094,,-209.99999999998576
2020.02.17,157.00000000000713,-201.99999999999108,16.999999999995907,-160.99999999998892,,-188.99999999997695
2020.02.17,153.00000000000313,-141.99999999999767,22.999999999996135,-180.0000000000024,,-146.0000000000008
2020.02.17,164.99999999999292,-7.0000000000014495,40.99999999999682,-183.99999999998417,,15.000000000004121
2020.02.17,165.9999999999995,-38.99999999998904,52.99999999999727,-183.99999999998417,,-3.9999999999764384
2020.02.17,137.00000000000932,16.000000000016,45.000000000001705,-167.9999999999904,,30.000000000036636
2020.02.17,112.000000000001,-45.99999999999049,21.000000000000796,-177.00000000000495,,-89.99999999999365
2020.02.17,113.00000000000753,36.0000000000138,62.99999999998818,-139.00000000000023,,73.00000000000927
2020.02.17,143.00000000000423,87.99999999999919,89.9999999999892,-93.99999999999409,,226.99999999999852
2020.02.17,92.00000000000318,-124.99999999999733,78.99999999999352,-97.9999999999981,,-51.99999999999872
2020.02.17,154.0000000000097,-96.99999999999153,125.0,-34.000000000000696,,148.00000000001745
2020.02.17,164.99999999999292,-133.99999999998968,123.99999999999523,-117.99999999999588,,37.000000000002586
2020.02.17,151.9999999999966,-41.000000000002146,137.00000000000045,-167.00000000000603,,80.99999999998886
2020.02.17,154.99999999999403,26.0000000000149,143.99999999999125,-157.99999999999147,,167.0000000000087
2020.02.17,181.00000000000892,-42.999999999993044,168.99999999999693,-150.99999999999002,,156.00000000002282
2020.02.17,133.00000000000534,137.00000000000932,115.99999999999966,-218.99999999999142,,167.0000000000229
2020.02.17,120.99999999999334,156.00000000000057,99.99999999999432,-286.99999999999284,,89.9999999999954
2020.02.17,124.99999999999733,99.00000000000463,96.9999999999942,-238.0000000000049,,82.99999999999125
2020.02.17,109.00000000000354,15.00000000000945,58.9999999999975,-228.99999999999034,,-45.99999999997985
