date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.25,-26.000000000003798,-201.00000000000674,-75.00000000000284,-21.000000000000796,-12.999999999996348,-32.0000000000098,-18.999999999991246,-265.00000000000057,-74.99999999999174,-28.000000000005798,-99.00000000000463,-378.0000000000143,-304.9999999999997,0.0,-86.0000000000083,-164.00000000000858,-2.0000000000095497,-129.0000000000049,-39.00000000000014,0.0,0.0,,-1957.0000000000603
2018.06.25,46.00000000000159,-198.99999999999363,-28.000000000005798,4.9999999999954525,-8.000000000008,-25.00000000000835,141.99999999999767,-239.99999999999488,-80.99999999999774,41.9999999999976,-99.00000000000463,-307.00000000001637,-251.00000000000122,195.00000000001182,-70.99999999999883,-156.00000000000057,0.999999999990564,-118.00000000000921,-36.0000000000027,40.00000000000669,39.00000000001125,,-1109.0000000000296
2018.06.25,8.999999999992347,-219.99999999999798,-5.999999999994898,3.9999999999906777,-5.999999999994898,-25.00000000000835,139.00000000000023,-256.9999999999908,-73.99999999999629,24.999999999997247,-80.99999999999774,-342.9999999999893,-363.9999999999866,230.00000000001907,-158.99999999999804,-234.00000000000088,0.999999999990564,-109.00000000000887,-53.999999999998494,19.00000000000235,21.00000000000435,,-1483.9999999999661
2018.06.25,10.999999999994348,-195.9999999999962,-4.000000000004,21.99999999999136,34.99999999998504,-7.0000000000014495,-91.99999999998099,-271.0000000000008,-42.999999999993044,36.999999999998145,-124.99999999999733,-318.00000000001205,-330.9999999999924,24.000000000001798,-207.00000000000162,-194.0000000000053,9.000000000000341,-124.00000000000944,-53.00000000000304,99.00000000000463,-4.999999999988347,,-1733.0000000000105
2018.06.25,-14.999999999998348,-219.99999999999798,25.999999999992696,-40.00000000000625,41.000000000002146,-41.000000000002146,144.0000000000108,-262.00000000000045,-30.999999999992145,48.99999999999905,-51.000000000001044,-310.0000000000023,-396.9999999999807,286.00000000000847,-204.00000000000418,-195.00000000001182,4.9999999999954525,-133.00000000000978,-102.00000000000209,121.99999999999989,-7.0000000000014495,,-1335.0000000000018
2018.06.25,-9.999999999998899,-198.99999999999363,-34.000000000000696,-16.000000000005343,97.9999999999981,-20.0000000000089,116.00000000000499,-263.9999999999958,-4.999999999999449,26.999999999999247,-70.99999999999883,-266.9999999999959,-409.99999999999926,254.00000000002086,-141.00000000001333,-187.00000000000384,1.9999999999953388,-100.99999999999909,-103.99999999999298,130.0000000000079,45.000000000006146,,-1156.999999999973
2018.06.25,24.000000000001798,-143.99999999998857,-95.00000000000064,-163.0000000000109,89.00000000000574,-8.000000000008,68.00000000000139,-254.99999999999545,-9.999999999998899,-4.000000000004,-94.00000000000519,-258.0000000000098,-417.99999999998505,211.00000000000563,-225.99999999999287,-228.00000000000597,-227.00000000000387,-90.00000000000341,-109.99999999999899,82.00000000000429,-4.000000000004,,-1859.9999999999968
2018.06.25,-28.000000000005798,-119.99999999998678,-117.99999999999588,-276.00000000001046,194.0000000000053,74.99999999999174,-17.999999999984695,-49.99999999999716,51.000000000001044,-70.99999999999883,-89.00000000000574,70.99999999999795,-472.9999999999901,437.0000000000207,-371.00000000001023,-292.00000000000335,-385.0000000000051,81.00000000000307,-44.99999999999504,109.99999999999899,-69.9999999999923,,-1386.9999999999623
2018.06.25,-18.0000000000069,-117.99999999999588,-137.00000000000932,-358.0000000000041,184.00000000000637,98.99999999999353,8.000000000008,-24.00000000000091,48.99999999999905,-69.00000000000794,-87.99999999999919,118.99999999999977,-418.9999999999916,482.00000000000466,-368.9999999999971,-246.00000000001288,-466.99999999999875,146.0000000000008,-9.00000000000345,97.00000000000264,-69.9999999999923,,-1208.0000000000052
2018.06.25,-29.000000000001247,-131.99999999999878,-116.99999999998934,-400.0000000000057,160.99999999998892,79.99999999999119,24.000000000001798,81.00000000000307,56.0000000000005,-91.00000000000774,-85.99999999999719,262.00000000000045,-475.99999999998755,481.0000000000203,-347.0000000000084,-334.00000000001205,-460.9999999999985,265.00000000000057,-21.999999999999797,58.000000000002494,-21.00000000000435,,-1048.0000000000016
