date,USDCAD,GBPCHF,EURGBP,EURJPY,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.04.19,0.0,-116.99999999998934,0.0,-117.999999999995,-114.99999999999844,-94.99999999999886,-115.00000000000954,,-559.9999999999911
2021.04.19,14.000000000002899,-34.99999999998504,80.00000000000229,-143.00000000000068,-32.0000000000098,-73.99999999999807,-64.0000000000085,,-253.9999999999969
2021.04.19,28.000000000005798,-197.99999999998707,72.0000000000054,-188.99999999999295,-75.00000000000284,-128.0000000000001,-107.00000000000153,,-596.9999999999734
2021.04.19,97.00000000001374,-246.99999999999721,63.00000000000195,-97.00000000000841,-102.00000000000209,-67.99999999999784,-96.00000000000719,,-449.99999999999704
2021.04.19,102.00000000000209,-203.99999999998198,81.00000000000884,-91.00000000000819,-18.0000000000069,-33.00000000000125,-73.00000000000084,,-235.99999999998823
2021.04.19,97.9999999999981,-141.99999999999767,96.00000000000719,-16.999999999995907,7.999999999985796,24.00000000000091,-55.000000000005045,,11.999999999993364
2021.04.19,80.00000000001339,-120.99999999999334,104.00000000000409,-14.000000000010004,-51.000000000001044,45.99999999999227,-7.0000000000014495,,37.000000000003915
2021.04.19,59.000000000009045,-124.99999999999733,95.00000000000064,-52.99999999999727,-84.0000000000174,-22.999999999996135,-74.00000000000739,,-205.00000000000585
2021.04.19,117.00000000001154,-146.99999999998602,38.0000000000047,79.99999999998408,-154.0000000000097,48.99999999999238,-18.0000000000069,,-35.00000000000991
2021.04.19,161.00000000001114,-192.99999999999872,-56.99999999999594,218.9999999999941,-450.00000000001705,82.99999999999841,-99.00000000000463,,-336.00000000001273
2021.04.19,97.9999999999981,-224.99999999998633,-47.9999999999925,318.9999999999884,-439.0000000000116,10.99999999999568,-146.00000000000168,,-430.0000000000099
2021.04.19,56.99999999999594,-253.99999999999866,-66.99999999999484,282.99999999998704,-421.0000000000047,-28.000000000005798,-156.00000000000057,,-586.0000000000216
2021.04.19,45.000000000006146,-325.99999999998187,-92.99999999999864,265.99999999999113,-433.0000000000167,-28.000000000005798,-137.00000000000932,,-706.0000000000151
2021.04.19,62.000000000006494,-293.99999999999426,-62.99999999999084,237.99999999999955,-301.0000000000179,-10.99999999999568,-119.00000000000244,,-487.9999999999951
2021.04.19,25.00000000000835,-331.999999999999,-108.99999999999244,204.00000000000773,-439.0000000000116,-100.99999999999909,-194.0000000000053,,-945.9999999999914
2021.04.19,24.000000000001798,-461.99999999998465,-175.99999999999838,183.9999999999975,-449.0000000000105,-120.00000000000455,-190.00000000000128,,-1189.0000000000002
2021.04.19,17.000000000000348,-463.9999999999977,-167.9999999999904,169.9999999999875,-402.0000000000135,-88.00000000000807,-163.00000000000205,,-1098.0000000000236
2021.04.19,-28.000000000005798,-458.9999999999872,-149.99999999999457,133.00000000000978,-426.9999999999996,-70.00000000000739,-159.00000000000912,,-1159.999999999994
2021.04.19,-38.0000000000047,-470.9999999999992,-168.99999999999693,204.00000000000773,-502.00000000000244,-87.0000000000033,-221.00000000000452,,-1284.0000000000036
2021.04.19,-39.999999999995595,-367.99999999999056,-81.9999999999932,97.99999999998477,-463.9999999999977,-79.00000000000773,-229.00000000000142,,-1164.0000000000014
2021.04.19,-52.99999999999194,-303.9999999999932,-36.999999999998145,99.99999999999432,-441.0000000000025,-84.00000000000318,-252.0000000000078,,-1071.0000000000023
2021.04.19,-231.0000000000034,-357.99999999999164,-20.999999999993246,32.99999999998704,-465.0000000000043,-84.00000000000318,-365.0000000000042,,-1491.0000000000127
2021.04.19,-235.99999999999176,-116.99999999998934,94.00000000000519,50.99999999998772,-514.9999999999987,-88.00000000000807,-464.00000000000887,,-1275.000000000004
2021.04.19,-319.999999999987,11.00000000000545,103.00000000000864,100.99999999999909,-726.0000000000044,-165.00000000000625,-504.9999999999999,,-1500.9999999999843
2021.04.19,-262.999999999991,117.00000000001154,132.0000000000099,118.99999999999977,-646.9999999999976,-129.99999999999545,-540.0000000000072,,-1211.99999999997
2021.04.19,-256.99999999999613,117.00000000001154,121.00000000000443,43.99999999998272,-602.999999999998,-126.00000000000477,-540.0000000000072,,-1244.0000000000073
2021.04.19,-265.99999999998846,42.0000000000087,96.00000000000719,-55.00000000000682,-527.0000000000108,-171.00000000000648,-537.0000000000097,,-1418.0000000000064
2021.04.19,-286.99999999999284,-18.999999999991246,20.0000000000089,-90.00000000000341,-502.00000000000244,-168.00000000000637,-511.0000000000059,,-1556.9999999999932
2021.04.19,-310.9999999999946,-35.999999999991594,25.00000000000835,-168.00000000000637,-494.00000000001666,-167.0000000000016,-526.0000000000042,,-1677.0000000000068
2021.04.19,-143.00000000000423,-192.99999999999872,-96.99999999999153,-80.0000000000125,-486.00000000000864,-128.0000000000001,-548.0000000000041,,-1675.00000000002
2021.04.19,-137.9999999999937,-297.9999999999983,-147.99999999999258,-33.00000000001546,-443.0000000000156,-97.99999999999898,-547.0000000000086,,-1705.0000000000232
2021.04.19,-224.99999999998633,-473.99999999999665,-285.9999999999974,-7.000000000005002,-372.00000000001677,-67.00000000000728,-540.0000000000072,,-1971.0000000000164
2021.04.19,-226.99999999999943,-526.9999999999886,-289.9999999999903,-64.99999999999773,-399.00000000001603,-105.00000000000398,-488.00000000001063,,-2101.000000000007
2021.04.19,-154.99999999999403,-688.9999999999841,-370.9999999999991,-78.00000000000296,-570.0000000000039,-174.0000000000066,-545.0000000000066,,-2581.9999999999973
2021.04.19,-133.99999999998968,-725.9999999999823,-371.99999999999454,-43.00000000000637,-548.9999999999995,-165.99999999999682,-587.0000000000042,,-2576.999999999973
2021.04.19,5.999999999994898,-987.9999999999889,-585.9999999999976,15.999999999991132,-565.9999999999999,-28.999999999996362,-638.0000000000052,,-2785.000000000002
2021.04.19,65.00000000000395,-925.9999999999824,-544.9999999999955,114.00000000000432,-592.9999999999991,24.00000000000091,-648.0000000000041,,-2508.999999999972
2021.04.19,89.00000000000574,-950.9999999999908,-487.99999999999955,99.99999999999432,-290.00000000001245,75.00000000000284,-681.0000000000093,,-2146.000000000009
2021.04.19,161.00000000001114,-847.9999999999822,-419.9999999999982,61.9999999999834,-289.0000000000059,57.999999999992724,-667.0000000000065,,-1943.0000000000055
2021.04.19,266.0000000000107,-893.9999999999948,-425.99999999999307,37.99999999998249,-200.00000000000017,105.99999999999454,-657.0000000000076,,-1767.0000000000082
2021.04.19,255.00000000000523,-899.9999999999897,-434.9999999999965,-8.000000000009777,-63.000000000013046,112.99999999999955,-660.000000000005,,-1698.000000000009
2021.04.19,316.0000000000052,-912.0000000000017,-441.99999999999795,-2.0000000000095497,-127.00000000001043,99.99999999999432,-675.0000000000034,,-1742.0000000000236
2021.04.19,300.99999999999574,-878.9999999999853,-450.9999999999903,12.000000000000455,-175.00000000001404,93.99999999999409,-682.0000000000048,,-1780.000000000004
2021.04.19,258.0000000000027,-863.9999999999981,-448.9999999999994,-28.999999999996362,-259.0000000000092,73.99999999999807,-692.0000000000038,,-1961.000000000006
2021.04.19,276.00000000000955,-892.9999999999883,-431.99999999999903,-45.99999999999227,-292.00000000000335,75.9999999999934,-667.0000000000065,,-1977.9999999999864
2021.04.19,279.00000000000705,-907.9999999999977,-439.0000000000005,-81.99999999999363,-242.00000000000887,60.99999999999284,-641.0000000000027,,-1972.0000000000036
2021.04.19,263.99999999999756,-944.9999999999958,-447.99999999999284,-81.99999999999363,-279.00000000000705,60.99999999999284,-631.0000000000038,,-2060.0000000000023
2021.04.19,236.00000000001398,-947.9999999999933,-439.99999999999596,-51.9999999999925,-285.00000000000193,55.999999999997385,-650.0000000000061,,-2082.999999999978
2021.04.20,242.00000000000887,-873.999999999997,-469.99999999999267,-54.000000000002046,-526.0000000000042,58.9999999999975,-672.0000000000059,,-2294.9999999999955
2021.04.20,245.0000000000063,-835.9999999999923,-451.9999999999969,-40.99999999999682,-313.00000000000773,22.999999999996135,-660.000000000005,,-2033.9999999999961
2021.04.20,222.00000000001108,-879.9999999999919,-428.9999999999905,-60.000000000002274,-294.0000000000165,22.999999999996135,-653.0000000000035,,-2070.9999999999973
2021.04.20,215.99999999999397,-888.9999999999842,-422.9999999999956,-57.00000000001637,-314.00000000001427,25.000000000005684,-658.0000000000031,,-2100.000000000014
