date,EURUSD,GBPCHF,EURCHF,EURCAD,AUDCAD,NZDCAD,empty,sum
2020.02.24,-68.00000000000139,-62.000000000006494,-26.999999999999247,-60.99999999999994,-239.99999999999577,-50.0000000000056,,-508.0000000000084
2020.02.24,-87.99999999999919,-39.999999999995595,-5.999999999994898,-143.99999999998857,-237.99999999999378,-97.00000000000264,,-612.9999999999746
2020.02.24,-168.99999999999693,-33.00000000001635,-24.000000000001798,-290.9999999999968,-290.00000000000136,-156.00000000000057,,-963.0000000000138
2020.02.24,-147.00000000000824,4.999999999988347,-31.000000000003247,-220.99999999998232,-334.00000000000097,-156.00000000000057,,-884.0000000000069
2020.02.24,-173.00000000000094,25.999999999992696,-52.000000000007596,-226.99999999999943,-436.9999999999985,-174.00000000000747,,-1037.0000000000211
2020.02.24,-173.00000000000094,4.999999999988347,-63.99999999999739,-208.99999999999253,-427.99999999999505,-170.99999999999892,,-1039.9999999999964
2020.02.24,-70.99999999999883,-58.000000000002494,-21.00000000000435,-197.99999999998707,-376.99999999999403,-131.99999999999878,,-856.9999999999856
2020.02.24,-43.999999999999595,-94.00000000001629,-39.999999999995595,-189.99999999997908,-441.0000000000025,-179.00000000000693,,-988.0
2020.02.24,-46.999999999997044,-51.000000000001044,-28.000000000005798,-169.99999999998127,-441.0000000000025,-209.9999999999991,,-946.9999999999868
2020.02.24,-35.999999999991594,-72.0000000000054,-18.0000000000069,-177.99999999998929,-407.99999999999727,-175.00000000000293,,-886.9999999999934
2020.02.24,7.0000000000014495,-28.000000000005798,-43.00000000001525,-147.99999999999258,-387.99999999999943,-161.00000000000003,,-761.0000000000116
2020.02.24,9.999999999998899,-65.00000000000395,-56.000000000011596,-139.9999999999846,-417.99999999999613,-187.00000000000384,,-856.0000000000013
2020.02.24,25.00000000000835,-60.000000000015596,-60.99999999999994,-114.99999999999844,-409.99999999999926,-219.99999999999798,,-841.0000000000028
2020.02.24,35.00000000000725,-58.000000000002494,-36.0000000000138,-104.99999999999955,-431.99999999999903,-207.99999999999707,,-804.0000000000047
2020.02.24,32.0000000000098,-114.99999999999844,-43.00000000001525,-113.99999999999189,-422.9999999999956,-204.99999999999963,,-867.999999999991
2020.02.24,35.999999999991594,-110.00000000001009,-39.999999999995595,-134.99999999999625,-376.99999999999403,-165.00000000000404,,-791.0000000000084
2020.02.24,53.999999999998494,-69.00000000000794,-15.00000000000945,-143.99999999998857,-339.99999999999585,-138.00000000000477,,-652.0000000000081
2020.02.24,43.999999999999595,-121.00000000001555,-22.0000000000109,-121.99999999999989,-295.0000000000008,-96.00000000000719,,-612.0000000000347
2020.02.24,55.000000000005045,-295.0000000000008,-36.0000000000138,-203.99999999998198,-361.9999999999957,-96.00000000000719,,-937.9999999999944
2020.02.24,76.0000000000094,-222.00000000001108,-43.00000000001525,-269.9999999999925,-375.0000000000031,-146.00000000000168,,-980.0000000000142
2020.02.24,-34.000000000000696,-137.00000000000932,-35.00000000000725,-454.9999999999832,-400.9999999999958,-197.99999999999818,,-1259.9999999999945
2020.02.24,-34.000000000000696,126.0000000000039,-19.00000000001345,-485.99999999998647,-407.0000000000018,-277.000000000005,,-1097.0000000000036
2020.02.24,-167.9999999999904,161.99999999999548,-45.000000000006146,-581.9999999999936,-463.0000000000023,-358.0000000000028,,-1453.9999999999995
2020.02.24,-14.000000000002899,187.00000000000384,-45.000000000006146,-475.99999999998755,-451.9999999999969,-361.0000000000002,,-1160.9999999999898
2020.02.24,-8.000000000008,265.0000000000041,-58.000000000002494,-476.9999999999941,-434.9999999999965,-292.9999999999988,,-1005.9999999999959
2020.02.24,59.000000000009045,217.0000000000005,-43.999999999999595,-512.9999999999857,-449.9999999999948,-348.9999999999993,,-1079.99999999997
2020.02.24,18.999999999991246,252.99999999999213,-63.000000000013046,-474.999999999981,-490.999999999997,-363.99999999999767,,-1121.0000000000055
2020.02.24,-1.999999999990898,265.99999999998846,-41.000000000002146,-470.9999999999992,-517.0000000000008,-390.0000000000015,,-1155.000000000006
2020.02.24,-31.000000000003247,319.999999999987,-12.999999999996348,-435.9999999999919,-504.9999999999999,-383.0,,-1048.0000000000045
2020.02.24,-25.00000000000835,224.000000000002,29.999999999996696,-428.9999999999905,-485.99999999999756,-394.00000000000546,,-1080.0000000000032
2020.02.24,29.999999999996696,226.99999999999943,55.000000000005045,-352.9999999999811,-488.999999999995,-390.0000000000015,,-919.9999999999765
2020.02.24,36.999999999998145,314.99999999999864,66.99999999999484,-341.99999999999784,-458.9999999999983,-370.9999999999991,,-753.0000000000036
2020.02.24,-119.00000000000244,391.9999999999924,112.000000000001,-546.9999999999864,-483.0000000000001,-473.0000000000012,,-1117.9999999999968
2020.02.24,-276.9999999999939,373.99999999998545,39.999999999995595,-561.9999999999958,-483.0000000000001,-465.0000000000043,,-1373.0000000000132
2020.02.24,-331.999999999999,492.0000000000035,12.999999999996348,-598.999999999994,-505.99999999999534,-529.0000000000017,,-1460.99999999999
2020.02.24,-354.9999999999942,392.9999999999989,-97.9999999999981,-638.9999999999895,-563.0000000000024,-565.9999999999999,,-1827.9999999999854
2020.02.24,-384.9999999999909,390.0000000000015,-82.00000000000429,-729.9999999999862,-573.0000000000013,-619.9999999999983,,-1999.9999999999795
2020.02.24,-375.9999999999986,458.9999999999872,-63.99999999999739,-768.9999999999975,-571.9999999999948,-619.0000000000028,,-1941.0000000000036
2020.02.24,-431.99999999998795,451.0000000000014,-144.0000000000108,-879.9999999999919,-612.9999999999969,-656.000000000001,,-2273.9999999999873
2020.02.24,-468.00000000000176,424.00000000000216,-160.00000000000458,-858.9999999999875,-593.9999999999945,-672.0000000000059,,-2328.999999999992
2020.02.24,-469.99999999999267,395.99999999999636,-153.00000000000313,-918.9999999999809,-600.999999999996,-679.0000000000074,,-2425.9999999999836
2020.02.24,-435.0000000000076,383.0,-153.00000000000313,-844.9999999999847,-556.9999999999964,-635.0000000000077,,-2241.9999999999995
2020.02.24,-388.9999999999949,397.99999999998727,-148.99999999999915,-899.9999999999897,-536.9999999999986,-609.9999999999994,,-2186.9999999999945
2020.02.24,-293.99999999999426,292.9999999999877,-165.00000000001512,-781.9999999999939,-480.0000000000027,-550.000000000006,,-1978.000000000024
2020.02.24,-248.99999999998812,268.0000000000016,-168.0000000000126,-766.9999999999843,-507.0000000000019,-567.0000000000064,,-1989.9999999999916
2020.02.24,-316.99999999998954,258.0000000000027,-160.00000000000458,-859.9999999999941,-526.0000000000042,-604.0000000000045,,-2208.999999999994
2020.02.24,-304.9999999999997,261.9999999999845,-171.99999999999437,-812.999999999997,-507.9999999999973,-570.9999999999993,,-2107.000000000003
2020.02.24,-303.0000000000088,224.000000000002,-185.00000000001293,-853.9999999999992,-539.999999999996,-617.0000000000009,,-2275.000000000016
2020.02.25,-292.00000000000335,263.99999999999756,-165.9999999999995,-830.9999999999818,-536.0000000000032,-577.0000000000052,,-2137.9999999999955
2020.02.25,-303.9999999999932,231.99999999998778,-177.00000000000495,-840.9999999999807,-529.9999999999972,-579.0000000000073,,-2198.9999999999955
2020.02.25,-289.0000000000059,178.99999999999582,-239.00000000001143,-847.9999999999822,-583.9999999999957,-595.0000000000011,,-2376.0000000000005
2020.02.25,-285.00000000000193,156.99999999998494,-239.00000000001143,-849.9999999999952,-614.0000000000034,-614.0000000000034,,-2445.0000000000305
2020.02.25,-279.00000000000705,170.00000000000347,-252.0000000000078,-856.9999999999967,-722.9999999999959,-673.0000000000014,,-2614.0000000000055
2020.02.25,-278.00000000000045,209.9999999999991,-238.0000000000049,-838.9999999999898,-632.9999999999947,-640.0000000000073,,-2417.9999999999977
2020.02.25,-327.99999999999494,65.00000000000395,-273.0000000000121,-845.9999999999912,-702.9999999999981,-685.0000000000023,,-2769.999999999995
2020.02.25,-347.0000000000084,62.99999999999084,-273.9999999999965,-827.0,-688.9999999999952,-735.0000000000078,,-2809.000000000017
2020.02.25,-381.0000000000091,149.9999999999835,-236.00000000001398,-870.9999999999995,-663.999999999998,-719.000000000003,,-2721.00000000004
2020.02.25,-394.9999999999898,168.99999999999693,-232.00000000000998,-882.9999999999893,-707.9999999999975,-772.000000000006,,-2820.999999999996
2020.02.25,-414.9999999999876,190.99999999998562,-246.00000000001288,-919.9999999999875,-709.0000000000041,-736.9999999999987,,-2836.000000000005
2020.02.25,-425.0000000000087,167.9999999999904,-256.99999999999613,-933.9999999999905,-692.9999999999992,-695.0000000000011,,-2836.0000000000055
2020.02.25,-378.999999999996,167.9999999999904,-248.00000000000378,-879.9999999999919,-710.999999999995,-663.0000000000025,,-2712.999999999999
2020.02.25,-377.9999999999894,148.99999999999915,-248.00000000000378,-886.9999999999934,-643.0000000000047,-617.0000000000009,,-2623.999999999993
2020.02.25,-357.99999999999164,134.99999999999625,-249.00000000001032,-887.9999999999999,-653.0000000000035,-592.9999999999991,,-2606.000000000008
2020.02.25,-307.99999999999716,129.00000000000134,-229.99999999999687,-895.9999999999857,-651.999999999997,-556.0000000000009,,-2512.9999999999764
2020.02.25,-300.99999999999574,99.99999999998899,-219.00000000001364,-888.9999999999842,-737.9999999999942,-611.000000000006,,-2658.0000000000045
2020.02.25,-324.9999999999975,39.999999999995595,-259.0000000000092,-901.9999999999806,-732.9999999999948,-606.0000000000065,,-2784.9999999999927
2020.02.25,-302.0000000000023,11.999999999989797,-249.99999999999466,-783.9999999999848,-707.9999999999975,-577.0000000000052,,-2608.9999999999945
2020.02.25,-339.0000000000004,-28.000000000005798,-232.00000000000998,-806.99999999998,-627.9999999999952,-553.999999999999,,-2587.9999999999905
2020.02.25,-395.99999999999636,-65.00000000000395,-167.00000000000603,-888.9999999999842,-619.0000000000028,-587.0000000000042,,-2722.9999999999973
2020.02.25,-408.9999999999927,-80.99999999999774,-229.99999999999687,-941.9999999999984,-629.0000000000018,-607.9999999999974,,-2898.9999999999845
2020.02.25,-408.9999999999927,-123.00000000000644,-160.00000000000458,-979.9999999999809,-571.9999999999948,-552.0000000000081,,-2795.9999999999873
2020.02.25,-357.00000000000733,-249.00000000001032,-80.99999999999774,-960.9999999999897,-554.9999999999944,-497.000000000003,,-2700.0000000000027
2020.02.25,-255.00000000000523,-235.00000000000742,7.999999999985796,-867.9999999999799,-548.0000000000041,-448.000000000004,,-2346.000000000015
2020.02.25,-153.9999999999875,-234.00000000000088,-1.0000000000065512,-766.9999999999843,-544.0,-448.000000000004,,-2147.999999999983
2020.02.25,-154.99999999999403,-136.00000000000279,-4.000000000004,-754.9999999999945,-522.0000000000002,-426.00000000000415,,-1997.9999999999998
2020.02.25,-133.00000000000534,-198.00000000000927,-1.0000000000065512,-653.999999999999,-495.9999999999964,-426.00000000000415,,-1908.0000000000207
2020.02.25,-129.00000000000134,-148.00000000001478,9.999999999998899,-636.9999999999986,-458.00000000000284,-377.0000000000051,,-1739.0000000000236
2020.02.25,-131.99999999999878,-131.00000000001444,-9.999999999998899,-579.9999999999806,-426.00000000000415,-299.00000000000483,,-1578.0000000000016
2020.02.25,-222.99999999999542,-36.0000000000138,-5.999999999994898,-684.9999999999801,-366.9999999999951,-275.99999999999847,,-1592.9999999999777
2020.02.25,-246.99999999999721,-109.00000000000354,-9.000000000014552,-719.9999999999873,-363.0000000000022,-248.00000000000378,,-1696.0000000000086
2020.02.25,-207.00000000000162,-164.00000000000858,41.000000000002146,-647.9999999999819,-290.00000000000136,-207.99999999999707,,-1475.9999999999884
2020.02.25,-208.00000000000819,-191.00000000000784,34.99999999998504,-607.9999999999864,-339.0000000000004,-240.00000000000688,,-1551.0000000000246
2020.02.25,-289.9999999999903,-228.00000000000597,53.999999999998494,-764.9999999999934,-404.99999999999983,-346.0000000000019,,-1979.9999999999927
2020.02.25,-415.99999999999415,-327.00000000001063,-35.00000000000725,-915.9999999999835,-492.999999999999,-401.00000000000693,,-2588.0000000000014
2020.02.25,-574.9999999999922,-324.0000000000132,-99.00000000000463,-1152.9999999999818,-544.0,-470.00000000000375,,-3164.9999999999955
2020.02.25,-574.0000000000078,-156.00000000000057,-110.00000000001009,-1183.999999999985,-493.99999999999443,-450.00000000000597,,-2968.000000000004
2020.02.25,-513.9999999999923,-202.00000000001327,-110.00000000001009,-1034.999999999986,-429.0000000000016,-374.0000000000077,,-2664.000000000011
2020.02.25,-575.9999999999987,-153.00000000000313,-76.0000000000094,-1126.999999999989,-468.9999999999972,-380.999999999998,,-2781.999999999996
2020.02.25,-577.0000000000052,-137.00000000000932,-78.00000000000028,-1133.9999999999907,-473.99999999999665,-417.0000000000007,,-2817.0000000000027
2020.02.25,-534.9999999999966,-136.00000000000279,-60.000000000015596,-1047.9999999999823,-429.99999999999704,-390.0000000000015,,-2598.999999999996
2020.02.25,-570.9999999999882,-127.00000000001043,-90.99999999999665,-1034.999999999986,-398.9999999999938,-363.0000000000022,,-2585.9999999999773
2020.02.25,-651.0000000000016,-107.00000000001265,-141.99999999999767,-1061.9999999999852,-390.99999999999693,-338.00000000000495,,-2690.999999999999
2020.02.25,-604.9999999999889,-148.00000000001478,-134.00000000001188,-1099.9999999999898,-361.9999999999957,-321.0000000000046,,-2670.0000000000055
2020.02.25,-614.0000000000034,-87.99999999999919,-157.00000000000713,-1217.9999999999857,-439.99999999999596,-358.0000000000028,,-2874.999999999994
2020.02.25,-611.000000000006,-102.00000000000209,-160.00000000000458,-1309.9999999999889,-485.0000000000021,-385.99999999999744,,-3054.000000000001
2020.02.25,-611.000000000006,-124.99999999999733,-151.00000000001222,-1212.9999999999975,-461.99999999999574,-307.0000000000017,,-2869.000000000011
2020.02.26,-577.9999999999897,-124.99999999999733,-126.0000000000039,-1096.9999999999925,-439.99999999999596,-290.00000000000136,,-2655.999999999981
2020.02.26,-567.0000000000064,-58.000000000002494,-100.0000000000112,-1116.9999999999902,-443.99999999999994,-284.0000000000065,,-2570.0000000000164
2020.02.26,-556.0000000000009,-106.00000000000608,-110.99999999999443,-1113.9999999999927,-451.0000000000014,-265.99999999999955,,-2603.999999999995
2020.02.26,-547.0000000000086,-109.00000000000354,-120.00000000000898,-1119.9999999999877,-488.999999999995,-295.0000000000008,,-2680.0000000000045
2020.02.26,-543.999999999989,-127.00000000001043,-129.00000000000134,-1092.9999999999884,-480.0000000000027,-295.0000000000008,,-2667.9999999999927
2020.02.26,-459.99999999999375,-121.00000000001555,-80.00000000001339,-1053.9999999999993,-475.0000000000032,-312.00000000000114,,-2502.0000000000264
2020.02.26,-496.00000000000756,-49.00000000001015,-1.0000000000065512,-1092.9999999999884,-393.9999999999944,-213.00000000000762,,-2246.0000000000146
2020.02.26,-490.999999999997,-134.00000000001188,-46.999999999997044,-1082.9999999999895,-382.00000000000455,-212.00000000000108,,-2349.000000000001
2020.02.26,-490.999999999997,-185.00000000001293,-119.00000000000244,-1050.9999999999798,-448.9999999999994,-233.00000000000543,,-2527.999999999997
2020.02.26,-452.99999999999227,-262.00000000000665,-148.99999999999915,-937.9999999999944,-488.999999999995,-250.00000000000577,,-2540.999999999993
2020.02.26,-452.99999999999227,-222.99999999999542,-154.0000000000097,-929.9999999999864,-424.00000000000216,-197.00000000000273,,-2380.9999999999886
2020.02.26,-425.0000000000087,-233.00000000001654,-156.00000000000057,-862.9999999999916,-419.9999999999982,-202.9999999999976,,-2300.000000000013
2020.02.26,-438.9999999999894,-199.00000000001583,-150.00000000000568,-874.9999999999814,-404.99999999999983,-224.9999999999974,,-2292.9999999999895
2020.02.26,-431.99999999998795,-131.00000000001444,-143.00000000000423,-887.9999999999999,-322.00000000000006,-206.00000000000617,,-2122.0000000000127
2020.02.26,-489.99999999999045,-114.99999999999844,-141.00000000001333,-941.9999999999984,-326.9999999999995,-231.99999999999886,,-2246.999999999999
2020.02.26,-533.99999999999,-99.00000000000463,-124.00000000001299,-1008.9999999999932,-297.9999999999983,-241.00000000000233,,-2305.0000000000014
2020.02.26,-524.9999999999977,-97.00000000001374,-127.00000000001043,-1049.9999999999955,-270.99999999999903,-260.00000000000466,,-2330.000000000021
2020.02.26,-496.00000000000756,-66.00000000001049,-119.00000000000244,-1027.9999999999845,-209.9999999999991,-223.00000000000654,,-2142.0000000000105
2020.02.26,-499.9999999999893,55.000000000005045,-82.00000000000429,-1025.9999999999936,-144.99999999999514,-192.00000000000327,,-1889.9999999999807
2020.02.26,-506.0000000000064,8.999999999992347,-66.00000000001049,-1047.9999999999823,-134.0000000000008,-141.99999999999767,,-1887.0000000000055
2020.02.26,-564.9999999999933,39.999999999995595,-79.00000000000685,-1155.9999999999793,-156.00000000000057,-175.00000000000293,,-2090.9999999999873
2020.02.26,-726.0000000000044,214.99999999998744,-28.000000000005798,-1447.9999999999827,-204.99999999999963,-302.0000000000023,,-2494.0000000000073
2020.02.26,-716.0000000000056,421.0000000000047,-5.000000000010552,-1546.9999999999873,-244.99999999999523,-311.00000000000574,,-2402.9999999999995
2020.02.26,-712.0000000000015,522.9999999999845,-66.00000000001049,-1464.999999999983,-229.99999999999687,-248.99999999999923,,-2199.0000000000064
2020.02.26,-649.999999999995,526.9999999999886,-62.000000000006494,-1433.9999999999798,-237.99999999999378,-223.00000000000654,,-2079.999999999993
2020.02.26,-617.0000000000009,534.9999999999966,-52.000000000007596,-1383.9999999999852,-158.99999999999804,-162.0000000000066,,-1839.0000000000016
2020.02.26,-645.999999999991,642.9999999999936,-69.00000000000794,-1390.9999999999866,-131.00000000000333,-119.00000000000244,,-1712.9999999999977
2020.02.26,-605.9999999999955,527.9999999999951,-63.000000000013046,-1335.9999999999816,-143.00000000000423,-104.00000000000409,,-1724.0000000000034
