date,EURUSD,GBPCHF,EURCHF,EURCAD,AUDCAD,NZDCAD,empty,sum
2020.02.24,-56.99999999999594,1.999999999990898,17.999999999984695,-25.999999999992696,-222.99999999999542,-35.00000000000725,,-321.0000000000157
2020.02.24,-36.999999999998145,-11.00000000000545,32.999999999994145,-107.99999999999699,-158.0000000000026,-19.999999999997797,,-301.0000000000068
2020.02.24,-107.99999999999699,51.000000000001044,-2.0000000000131024,-166.99999999998383,-244.99999999999523,-73.00000000000084,,-543.9999999999889
2020.02.24,-133.99999999998968,45.99999999999049,-21.00000000000435,-208.99999999999253,-290.00000000000136,-113.00000000000753,,-721.000000000005
2020.02.24,-173.00000000000094,41.000000000002146,-52.000000000007596,-194.99999999998963,-419.00000000000273,-156.00000000000057,,-953.9999999999993
2020.02.24,-62.000000000006494,38.0000000000047,-1.0000000000065512,-148.99999999999915,-351.99999999999676,-92.00000000000318,,-618.0000000000075
2020.02.24,-2.999999999997449,-38.0000000000047,-12.999999999996348,-151.9999999999966,-317.9999999999961,-101.00000000000664,,-624.9999999999977
2020.02.24,-31.000000000003247,-39.999999999995595,-15.00000000000945,-150.99999999999002,-392.00000000000347,-148.0000000000037,,-777.0000000000055
2020.02.24,-25.00000000000835,-46.999999999997044,-2.0000000000131024,-148.99999999999915,-402.9999999999978,-173.00000000000094,,-799.0000000000164
2020.02.24,25.00000000000835,2.999999999997449,5.999999999994898,-126.99999999998823,-334.9999999999964,-130.0000000000079,,-557.9999999999918
2020.02.24,17.000000000000348,-26.0000000000149,-42.0000000000087,-129.99999999998568,-385.99999999999744,-150.00000000000568,,-717.000000000012
2020.02.24,29.00000000001235,-25.00000000000835,-49.00000000001015,-109.99999999998789,-383.99999999999545,-187.00000000000384,,-725.9999999999934
2020.02.24,39.00000000001125,-6.000000000017103,-24.000000000001798,-102.99999999998644,-373.99999999999653,-207.99999999999707,,-675.9999999999877
2020.02.24,39.00000000001125,-45.000000000006146,-32.0000000000098,-98.99999999998244,-417.99999999999613,-187.00000000000384,,-741.9999999999872
2020.02.24,65.00000000000395,-103.00000000000864,-36.0000000000138,-64.99999999998174,-373.00000000000114,-153.99999999999858,,-666.0
2020.02.24,100.99999999999554,-62.000000000006494,7.999999999985796,-91.99999999998099,-297.9999999999983,-102.00000000000209,,-445.00000000000654
2020.02.24,59.99999999999339,-7.0000000000014495,5.999999999994898,-94.99999999997843,-256.99999999999613,-78.00000000000028,,-370.999999999988
2020.02.24,87.99999999999919,-114.0000000000141,-8.000000000008,-63.99999999999739,-232.99999999999432,-48.000000000003595,,-379.0000000000182
2020.02.24,96.99999999999153,-209.9999999999991,-26.999999999999247,-183.99999999998417,-351.99999999999676,-89.00000000000574,,-764.9999999999934
2020.02.24,79.00000000000685,-117.99999999999588,-25.00000000000835,-252.99999999999213,-336.00000000000296,-146.00000000000168,,-798.9999999999942
2020.02.24,-31.000000000003247,190.99999999998562,-1.0000000000065512,-451.99999999998573,-326.0000000000041,-165.9999999999995,,-785.0000000000134
2020.02.24,-14.999999999987246,167.9999999999904,-5.000000000010552,-367.99999999999056,-390.99999999999693,-243.99999999999977,,-854.9999999999947
2020.02.24,35.999999999991594,225.99999999999287,0.9999999999843467,-398.9999999999938,-436.9999999999985,-343.00000000000443,,-916.0000000000279
2020.02.24,95.00000000000064,300.99999999999574,-26.0000000000149,-358.9999999999982,-397.0000000000029,-274.00000000000756,,-660.0000000000272
2020.02.24,106.00000000000608,310.9999999999946,0.9999999999843467,-422.9999999999956,-385.99999999999744,-279.00000000000705,,-670.000000000015
2020.02.24,93.00000000000975,268.0000000000016,-39.00000000001125,-461.0000000000003,-390.99999999999693,-290.00000000000136,,-819.9999999999984
2020.02.24,29.00000000001235,348.9999999999993,-11.00000000000545,-435.9999999999919,-475.0000000000032,-348.00000000000387,,-891.9999999999927
2020.02.24,42.0000000000087,322.00000000000006,1.999999999990898,-332.9999999999833,-483.0000000000001,-365.99999999999966,,-815.9999999999834
2020.02.24,-24.000000000001798,497.99999999999847,38.99999999998904,-425.99999999999307,-468.00000000000176,-380.999999999998,,-762.0000000000072
2020.02.24,68.00000000000139,224.000000000002,92.00000000000318,-307.99999999999716,-480.0000000000027,-384.00000000000654,,-787.9999999999998
2020.02.24,39.999999999995595,376.9999999999829,70.99999999999883,-287.9999999999994,-426.00000000000415,-334.00000000000097,,-560.0000000000271
2020.02.24,103.99999999999298,448.9999999999883,133.00000000000534,-275.9999999999874,-390.99999999999693,-287.0000000000039,,-268.00000000000165
2020.02.24,-87.99999999999919,482.999999999989,160.99999999998892,-444.9999999999843,-453.99999999999886,-451.0000000000014,,-794.0000000000059
2020.02.24,-238.99999999998923,537.9999999999941,41.99999999998649,-497.99999999999847,-439.99999999999596,-419.00000000000273,,-1016.0000000000058
2020.02.24,-326.9999999999884,548.9999999999995,41.000000000002146,-577.9999999999897,-458.9999999999983,-485.0000000000021,,-1258.9999999999768
2020.02.24,-306.9999999999906,442.9999999999934,-79.00000000000685,-578.9999999999961,-522.0000000000002,-546.9999999999975,,-1590.999999999998
2020.02.24,-353.99999999998766,492.9999999999879,-32.0000000000098,-696.999999999992,-541.9999999999981,-577.0000000000052,,-1709.0000000000048
2020.02.24,-309.0000000000037,495.000000000001,-46.999999999997044,-750.9999999999906,-559.9999999999939,-609.9999999999994,,-1781.9999999999836
2020.02.24,-365.99999999999966,492.9999999999879,-102.00000000000209,-783.9999999999848,-565.0000000000044,-619.9999999999983,,-1944.0000000000014
2020.02.24,-458.00000000000284,449.9999999999948,-116.00000000000499,-849.9999999999952,-587.9999999999997,-662.000000000007,,-2224.0000000000146
